linea,catalan,chino
1653,I la diversitat equilibrada de la nostra estratègia 3x3 ens proporciona estabilitat financera a llarg termini.,我们3x3战略的均衡多样性给予我们长期的财务稳定性。
21390,"Aquesta darrera farsa no ha de ser a costa dels palestins, i els grups palestins haurien de reconèixer i aprofitar aquesta oportunitat única.",这一最新的游戏不一定要牺牲巴勒斯坦人的利益，巴勒斯坦团体应该认识并抓住这个独特的机会。
27424,JB6 Em solidaritzo totalment amb tu.,JB6我完全同情你。
29208,"Per example, cada ndarray té un mètode anomenat repeat:",例如，每个ndarray都有一个称为repeat的方法：
39075,"En aquest example, subministrarem un ndgrid.",在此示例中，我们将提供一个ndgrid。
43629,Per què sempre has de demanar el vi més barat als restaurants,为什么你应该总是在餐厅订购最便宜的葡萄酒
114522,Per què només alguns microbis el fan servir?,为什么只有一些微生物会使用它？
124871,"Gràcies a la seguretat a les platges i l'accés a l'hospital, només cinc dels atacs globals de l'any passat van ser mortals.",由于海滩安全和医院准入，去年全球攻击中只有五次是致命的。
127110,"'Ron DeSantis es compromet a estar amb la comunitat porto-riquenya, especialment després d'una pèrdua de vides tan tràgica.",“RonDeSantis致力于与波多黎各社区站在一起，特别是在经历了如此悲惨的生命损失之后。
129646,"És testimoni que, a causa del problema que vaig descriure anteriorment, vaig haver de mantenir la meva botiga tancada algun temps.",见证一个事实，由于我上面描述的问题，我不得不关闭我的商店一段时间。
132110,Quan em vaig mudar al Canadà vaig conèixer alguns musulmans aquí del Líban.,当我搬到加拿大时，我遇到了一些来自黎巴嫩的穆斯林。
149685,"Vaig créixer en un país, visc en un altre i porto els passaports de tots dos.",我生长在一国，生活在另一国，并持有两国护照。
173623,Hem de canviar els incentius per defensar el cas mediambiental que un o dos nens estan bé però tres o quatre només estan sent egoistes.,我们需要改变激励措施，使环境问题成为一个或两个孩子很好，但三个或四个孩子只是自私。
176708,Des de 1993 els ingressos personals de la reina han estat gravats com qualsevol altre britànic.,自从1993年以来女王的个人收入也像其他英国人一样被征税。
179365,Aquest home tenia radar o alguna cosa així?,这家伙有雷达或什么？
186327,"A la part occidental de l'estat, ""tret que un arbre caigués sobre el cotxe, el cotxe ni tan sols estava en risc"", va dir.",在该州的西部地区，“除非一棵树落在你的车上，你的车甚至没有风险，”他说。
193478,"Després, per fi, la veu de Simmonds molt clara, una veu amb què no discutiries.",然后，最后，西蒙兹的声音非常清晰，一个你不会争论的声音。
195126,"Ara, però, els reguladors estan considerant aprovar aquests models de càlcul de capital intern.",不过，监管者眼下正在考虑批准这些内部资本计算模型。
229612,"És força obvi el que han fet dècades de feminisme, obvi per a tothom menys per a les dones.",很明显，几十年来女权主义所做的，对每个人都很明显，除了女人。
246450,Vegem com podria funcionar això per a Irina.,让我们来看看它是如何为Irina运作的。
248865,"En qualsevol moment, hi ha milers de vaixells de càrrega als mars perquè la navegació encara es considera la més ideal per al transport i la transferència de mercaderies.",在任何时候，在海上有成千上万的货船，因为航运仍然被认为是最理想的货物的运输和转移。
261079,"O titulars dramàtics a la primavera i l'estiu, com ara: ""13 persones van disparar a Chicago en un període de 30 minuts"".",或者在春季和夏季引人注目的头条新闻，例如：“30分钟内在芝加哥拍摄了13人。”
270528,Uns setanta mil jueus vivien a la ciutat quan va començar la guerra.,大约七万犹太人住在城里当战争开始了。
275214,Començarem a gravar i transcriure automàticament la major part del que diem.,我们将开始记录和自动转录我们谈话的大部分内容。
286562,"De fet, Arcimboldo va criticar el mal comportament dels rics i va mostrar als altres el que passava en aquell moment a través del seu art.",事实上，Arcimboldo批评富人的不当行为，并显示其他发生了什么事当时通过他的艺术。
307438,"Si penses embarcar-te en un nou trasllat professional aquest any, hauries d'intentar dedicar la teva atenció a Europa oa l'Orient Mitjà.",新年伊始，你如果打算今年开始新的职业生涯，那么，你应该试著把目光投向欧洲或中东。
313524,"Igual que als Estats Units, aquestes grans distàncies van permetre un gran grau d'aïllament cultural i d'estalvi nacional.",如美国一样，这样的远距离造成了很大程度的文化孤立和国民储蓄。
