linea,tipo,razon,texto_original,porcentaje_automatico,detalles_base,detalles_avanzados,texto_catalan,texto_chino
195377,eliminacion_catalan,caracteres_problematicos: {'“'},“Ens fiquem en aquestes coses per intentar fer-les créixer.,,,,,
245243,eliminacion_catalan,caracteres_problematicos: {'—'},Ens veiem aquí —va posar el dit al mapa— amb cada cotxe a reacció que trobi.,,,,,
321331,eliminacion_catalan,caracteres_problematicos: {'·'},"Veuen molts paral·lelismes allà, especialment en com estan estructurats els dos sistemes.",,,,,
401970,eliminacion_catalan,caracteres_problematicos: {'”'},"No obstant això, el Fipronil no està permès legalment per utilitzar-lo a prop d'animals productors d...",,,,,
402541,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}","Cada any següent han de complir més criteris, per la qual cosa per a l'any 6 han de complir tots els...",,,,,
436929,eliminacion_catalan,caracteres_problematicos: {'%'},"La NSDUH també va esmentar que el 70,77% dels adolescents van dir que la seva depressió causava un d...",,,,,
477744,eliminacion_catalan,caracteres_problematicos: {'·'},"Tot i això, Pestano i els seus col·legues assenyalen que aquest procediment és invasiu i no sempre é...",,,,,
493309,eliminacion_catalan,caracteres_problematicos: {'#'},"En afanyar una votació sobre la resolució #GreenNewDeal, els republicans volen evitar un veritable d...",,,,,
581573,eliminacion_catalan,caracteres_problematicos: {'–'},Una experiència exclusiva – però també bastant econòmica ja que el vehicle podria ser utilitzat per ...,,,,,
662598,eliminacion_catalan,caracteres_problematicos: {'·'},Una decisió educada és apel·lar directament al proveïdor de mobles.,,,,,
686783,eliminacion_catalan,caracteres_problematicos: {'%'},Som el 99% que ploren.,,,,,
707106,eliminacion_catalan,caracteres_problematicos: {'·'},Pel·lícules religioses el 2014 - Fe o Finances,,,,,
711740,eliminacion_catalan,"caracteres_problematicos: {'«', '»'}","«Quan mori, Dublín quedarà escrita en el meu cor» (James Joyce).",,,,,
790703,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}","Dit això, molts homes que exploren aquestes opcions no són homes que afirmen amb orgull que “les don...",,,,,
792890,eliminacion_catalan,caracteres_problematicos: {'%'},"El 70% es deuen a fantasmes de nivell inferior (és a dir, el 56% de la població total)",,,,,
971513,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}",Altres “seguien des de lluny.”.,,,,,
1094516,eliminacion_catalan,caracteres_problematicos: {'/'},aire / altres gasos baixa molt alta,,,,,
1117488,eliminacion_catalan,caracteres_problematicos: {'>'},"Si 2i > n, aleshores no tinc cap fill esquerre.",,,,,
1145956,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}","“En conseqüència, donem la benvinguda als continus esforços de l'Administració i el govern xinès per...",,,,,
1209033,eliminacion_catalan,caracteres_problematicos: {'·'},L'únic mètode de recerca que semblava viable ara era col·locar més homes per vigilar les estacions d...,,,,,
1311475,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}",La pregunta essential és “Què podem aprendre de nosaltres mateixos a partir de les històries dels al...,,,,,
1474819,eliminacion_catalan,caracteres_problematicos: {'·'},"Ima significa 'ara', Coco significa 'aquí' i Collabo es refereix a 'col·laboració'.",,,,,
1547415,eliminacion_catalan,"caracteres_problematicos: {'“', '·'}","“L'Orgasme és molt més profund del que era abans, cada cèl·lula del meu cos comença a vibrar i em se...",,,,,
1586607,eliminacion_catalan,caracteres_problematicos: {'/'},Per què hem de reexaminar les compensacions de risc/benefici de les vacunes.,,,,,
1641112,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}","“No podem triar el nostre origen o el color de la nostra pell, però hauríem de ser capaços de triar ...",,,,,
1649503,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}",“Un que funciona de manera similar a fer una compra amb tots els mateixos mecanismes de prevenció de...,,,,,
1664055,eliminacion_catalan,caracteres_problematicos: {'%'},Smith i Jones (1986) van trobar que el 83% dels lectors mai no van arribar més enllà del primer parà...,,,,,
1840928,eliminacion_catalan,caracteres_problematicos: {'·'},"I tal com es va esmenar el 1935, va donar a Goebbels el poder de prohibir qualsevol pel·lícula sense...",,,,,
1844287,eliminacion_catalan,caracteres_problematicos: {'·'},El 1980 el govern britànic va col·laborar amb els Estats Units per establir la City de Londres com a...,,,,,
1889934,eliminacion_catalan,caracteres_problematicos: {'%'},"Hauríem de tenir present el 0,06% com un altre número de referència al qual ens referirem.",,,,,
1931310,eliminacion_catalan,caracteres_problematicos: {'”'},Encara és el punt de partida de la caravana annual sagrada de la Meca.”.,,,,,
2037149,eliminacion_catalan,caracteres_problematicos: {'”'},"Era una mica més car que l'any passat, però val la pena l'olor dels pins de veritat.”.",,,,,
2082289,eliminacion_catalan,caracteres_problematicos: {'“'},"Vaig aprendre a dir-me a mi mateix, amb perfecta objectivitat: “A partir de la meva observació diàri...",,,,,
2088263,eliminacion_catalan,"caracteres_problematicos: {'%', '–'}","A més, una gran quantitat d'articles –més del 72% de tots els articles i el 25% de tots els articles...",,,,,
2109528,eliminacion_catalan,caracteres_problematicos: {'%'},"D'acord amb les lleis fiscals locals, els ciutadans uruguaians han de pagar una taxa addicional del ...",,,,,
2112837,eliminacion_catalan,caracteres_problematicos: {'·'},"Així, Golub i els seus col·legues van inventar una tècnica ràpida, econòmica i precisa basada en per...",,,,,
2121653,eliminacion_catalan,"caracteres_problematicos: {'*', '·'}","No puc afegir-les al conjunt tancat de A*, ja que això evitaria que un camí different passés per aqu...",,,,,
2161800,eliminacion_catalan,caracteres_problematicos: {'“'},"“Oh, no; el meu amic Watson és un metge, ja saps, i ell et cuidarà.",,,,,
2184279,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}",Va dir que jo era “un gos i un mentider” amb cara de porc.,,,,,
2202218,eliminacion_catalan,caracteres_problematicos: {'«'},«Vaig assistir a l'Acadèmia Bíblica dels nois de Rodemill.,,,,,
2232581,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}","Malauradament, “la gent” és desagradable.",,,,,
