linea,catalan,chino
4925,"No obstant això, cap país -inclòs el nostre- hauria d'intentar dominar aquestes institucions.",然而，没有任何国家——包括我国在内——应谋求主宰这些机构。
10643,"Tens el cap sobre les espatlles, John, i no t'equivoquis.",你的头在你的肩膀，约翰，也没有错误。
11641,"No obstant això, encara no ha estat capaç d'establir-se com un mètode molt fiable per lluitar contra les amenaces de seguretat.",但是，它仍然无法将自己确立为对抗安全威胁的非常可靠的方法。
14736,"Vam venir aquí, jo i els meus amics, perquè vam trobar un noi anomenat Roger.",我们来到这里，我和我的朋友们，因为我们找到了一个叫罗杰的男孩。
15099,"No és la millor i correcta història, però he estat casat durant 20 anys.",不是最好和正确的故事，但我已经结婚了20年。
21522,El que estem intentant els Set és molt arriscat.,“我们七个人正在尝试的是非常危险的。
24707,"Sap, capità, sento la mà de la història sobre la meva espatlla.",“你知道的，船长，我感觉历史之手在我的肩膀上。
36793,Què passa quan arriba un paquet físic.,物理包裹到达时会发生什么。
41347,Fins i tot podrien haver vingut de delictes econòmics o de centres internacionals de transferència de diners.,"""这些钱可能来自经济犯罪，或是国际汇款中心。"
77981,"ZS: Realment crec això, i crec que és obvi, crec que els superherois, són els nostres mites moderns.",ZS：我真的相信——而且我觉得那是很明显的——我相信超级英雄，他们是我们的现代神话。
78393,"Així que hem de dissenyar un entorn social amb gent que em motivi, una cosa així com el lloc de Sweater a Austràlia.",所以我们需要设计一个社会环境来激励我，比如Sweater在澳大利亚的位置。
84559,"Poc després, Reagan recordaria per què els presidents necessiten protecció.",不久之后，里根将被提醒为什么总统需要保护。
89487,Els teus diners: Quan estranys vessen els seus secrets financers.,你的钱：当陌生人泄露他们的财务秘密时。
92415,Això va conduir a un esforç dirigit per eradicar els taurons al Pacífic.,这导致有针对性的努力消灭了太平洋的鲨鱼。
101670,"Després de tot, Bulgària forma part de la UE des de fa només 11 anys i els inversors probablement encara esperen més reformes.",毕竟，保加利亚现在只有11年才成为欧盟的一部分，投资者可能仍然希望进行更多的改革。
104965,La Llei de Seguretat Familiar i Climàtica del 2014 diu a tots els nord-americans: Estem tots junts en això.,2014年的“健康气候与家庭安全法”对每个美国人说：“我们都在一起。
105550,Què és el Repte Projecte 2051?,什么是2051项目挑战？
106675,"No podem estar segurs de si això significa que s'ha introduït en aquest punt un fragment d'un ""Josep-apòcrif"" o, en cas afirmatiu, fins a quin punt s'estén.",我们不能确定这是否意味着，在这一点上已经推出了“约瑟夫apocryphon”的一个片段，或者，如果是这样，它延伸多远。
109898,"Intentava fer un millor sistema de diners, i Donald temia la intervenció del govern.",他试图建立一个更好的货币体系，唐纳德害怕政府干预。
130076,Ara ric d'aquesta cultura i mentalitat.,现在我嘲笑这种文化和心态。
148183,No es disculparà per intentar arreglar el nostre sistema d'immigració.,“他不会为试图修补我们的移民制度而道歉。
149307,"Sóc conscient que el que és normal per a mi podria no ser-ho per a ella, així que li envio vídeos i articles.",我知道对我来说正常的事情对她来说可能不正常，所以我给她发了视频和文章。
154341,Les rates estaven en desavantatge allà; no podien afegir cap dit.,那里的老鼠处于不利地位；他们不能增加任何手指。
203235,Pots triar estudiar a qualsevol dels nostres vuit departaments líders al món.,你可以选择在任何这8世界领先的部门来研究。
226348,"Va demanar als seus pares un petit préstec, i després un altre.",她问她的父母小额贷款，然后另一个。
250167,"Passi el que passi, Maxine, va dir lentament i acuradament, la prova ja és noranta-five per cent reeixida.",“不管发生什么事，玛克辛“他慢慢地、仔细地说，“测试已经成功了百分之九十五。
255813,"Ah, arribo a conèixer i seguir el meu Gurú en els darrers set anys de la seva vida, i això va ser del 1980 al 1987.",啊，我认识并跟随我的上师，是在他人生最后的七年，而那是从1980年到1987年。
282190,"Segons el viceprimer ministre, el MAS participa en debats reguladors internacionals.",据副总理表示，MAS正在参与国际监管讨论。
297402,"A Indonèsia, els funcionaris del govern van dir que unes persones van ser assassinades.",印尼方面，政府官员表示，约有4991人丧生。
304101,Parlar amb aquests joves era en molts aspectes similar a parlar amb un voluntari idealista a qualsevol part del món.,和这些年轻人交谈在很多方面很像在和世界上任何地方的充满理想的志愿者交谈。
