linea,catalan,chino
1008,GB: També va decidir expandir-se a un club de vins privat.,GB：你还决定扩大到一个私人葡萄酒俱乐部。
8889,"No crec que Marvel torni a utilitzar-me, però seria divertit.",我不认为Marvel会再次使用我，但会很有趣。
29721,Tunísia necessita diàleg per resoldre la crisi econòmica - líder islamista,突尼斯需要对话来解决经济危机：伊斯兰领导人
40297,No estarem protegits per l'Acord de Dublín.,我们不受都柏林协议的保护。
48567,No volen la cervesa que només es va fer per a ells.,他们不想要刚为他们做的啤酒。
51531,Aquesta és la sobirania de Déu.,这是神的主权。
61587,"No tenia res, ni tan sols un mal vincle amb un incendi llunyà.",我一无所有，甚至一个坏链接到一个遥远的火。
69794,"Dit això, els preus anunciats avui mateix podrien ser diferents en altres mercats.",话虽如此，今天早些时候宣布的价格在其他市场可能会有所不同。
72166,Però molts d'aquests somriures desmenteixen una realitat cada cop més crua: la inseguretat alimentària.,但是，这些微笑中的许多人都相信一个越来越严峻的现实：粮食不安全。
90037,"La setmana, com es coneix avui, es va estandarditzar en aquell moment.",如今已知的星期，就是在那个时候被标准化了的。
139804,És parlar a un mercat en particular i aquest mercat és generalment persones majors de 35 anys.,它讲的是一个特定的市场，市场一般是35岁以上的人。
142498,Potser Michael podria ensenyar-la a jugar.,或许迈克尔可以教她如何玩。
178945,"Som els més inspeccionats pel Regne Unit, per la qual cosa creu que som els més fiables.",我们是被英国查得最严的，所以它认为我们是最可靠的。
189447,"Encara que no ho recomanem, és possible agafar un taxi estàndard des de l'aeroport fins a Oxford (o, per descomptat, des d'Oxford fins a l'aeroport).",虽然我们不建议这样做，有可能采取一个标准的出租车从机场到牛津（或，当然，从牛津机场）。
206918,És un senyal que no es vol casar?,这是他不想结婚的信号吗？
223601,"No vull ser dur, però has perdut un any en una relació virtual!",我不是故意要苛刻，但是你已经在虚拟恋爱中浪费了一年的时间！
231099,Ara et vull dir com estimar les bestioles.,现在我想告诉你如何去爱bug。
247822,"Encara que Flamingo treballa durant molt de temps, el 2013, va ser reemplaçat pel propietari.",虽然Flamingo工作了很长时间，但在2013中，它已被所有者取代。
250674,"Però sabia que el 1999, Gil Heredia va dirigir l'equip amb només 13 triomfs?",但是你知道，在1999年，吉尔Heredia带领团队只有13胜？
254315,Creem dades i anàlisis sobre milers de productes i serveis a tot el món.,我们为世界各地数以千计的产品和服务创建数据和分析。
263208,"El teu pare dependria de la teva resolució i bona conducta, n'estic segur.",2您的父亲将取决于您的决心和良好行为，我肯定。
265733,"No tenien altres amics ni casa on anar-se'n, va dir, i havien vingut a compartir la seva fortuna.",他们没有别的朋友或家可以离开，他说，来分享他的财富。
276879,Saps que vas dir als mítings de campanya que no t'agradava que t'identifiquessin com a polític?,你还记得你在竞选集会上说你不喜欢被看作政客吗？
282063,"Per descomptat, no, l'Oscar és aquí amb nosaltres.",当然，不对，奥斯卡和我们在一起。
304850,El gran govern i les grans empreses han marxat juntes durant molt de temps a la història dels Estats Units.,大政府和大企业一直走在一起在美国历史上。
305476,"Això va passar després que es llancés el nou codi, però no tenim una línia de temps exacta.",这是在新代码启动后发生的，但我们没有确切的时间表。
307834,Poshmark canviarà la manera de comprar roba i moda.,Poshmark将改变你购买服装和时尚的方式。
354954,Aquest jove ha de ser un gran mag; pot ser útil per a mi'.,“那个年轻人一定是个厉害的巫师，他对我来说应该有用。
361961,Noves circumstàncies engendren constantment noves necessitats per a la nostra seguretat.,新的情况不断为我们的安全带来新的需求。
362478,"(s) Esforçar-se per garantir que les organitzacions internacionals, en particular les institucions financeres internacionals, donin suport a aquests objectius, integrant-los en els seus programes i operacions polítiques segons correspongui.",（s）大力争取确保国际组织特别是国际金融机构支持这些目标，将其酌情纳入各自的政策方案和行动。
