linea,catalan,chino
1658,Qualsevol accident els revelarà ara la seva independència.,任何事故现在将显示他们的独立。
34552,"-Però, certament, si vol les meves terres prou malament, hi ha alguna manera...",“但是，当然，如果他想要我的土地严重不够，有一些方式——。
36415,Crec que en una institució com la nostra també som una enorme institució de recerca.,我认为在我们这样的机构，我们也是一个巨大的研究机构。
57066,"Mostra que el judici de Déu no és com el de l'home, va sentir de sobte el pare Paissy.",显然上帝的判断并不像男人的，”父亲Paissy忽然听到。
65433,"Tothom coneix les dents de Freddie, i sí, estava molt preocupat.",“每个人都知道弗雷迪的牙齿，是的，我非常担心。
68061,Fins i tot si té una mala temporada marcarà almenys 30 gols.,“即使他有一个糟糕的赛季，他也会得到至少30个进球。
77417,Frank Mertens informa des del 2005 sobre la indústria de l'automòbil.,FrankMertens从2005年开始就报导汽车工业。
80797,"No necessito els vostres vaixells, ni els vostres avions, ni els vostres simpatitzants, ni els vostres lluitadors per la llibertat.",我不需要你的船，你的飞机，你的同情者或者你的自由战士。
83546,Aquest principi no s'ha d'aplicar a cegues a cada classe o mòdul.,这个原则不应盲目地应用于每个类或每个模块。
83738,Només jo puc atreure aquest odi entre els pecadors.,只有我能在罪人中引起如此大的仇恨。
109827,"Però als Estats Units, vull veure el costat positiu de la Xina.",但在美国，我想看到中国的积极一面。
110025,"En primer lloc, el pla no va obtenir els recursos humans necessaris.",第一，该计划并没取得必要的人力资源。
133310,L'estrany que tems pot ser el teu fill o filla.,你害怕的陌生人或许是自己的儿子或女儿。
175563,"Mira algunes fotos, amor.",看一些图片，蜂蜜。
176448,"Però qui fa tota aquesta feina, cada dia, 360 dies a l'any, també...",但谁做所有这些工作，每天，一年360天，以及……
178020,Tots els clients tenen un termini estrany i irraonable.,所有客户都有奇怪的，不合理的截止日期。
184972,El meu nom és ningú (1973),剧情，西部无名小子MyNameIsNobody（1973）
192123,"La promoció i el reforç dels valors de l'article 29 (1) no només són necessaris a causa de problemes en altres llocs, sinó que també s'han de centrar en els problemes dins de la pròpia comunitat del nen.",促进和增强第29条第1款所载价值观不仅由于其他方面的问题而成为必要，而且还必须注重儿童本身社区内的问题。
197281,"Només estàs avaluant la teva cita per al potencial del marit, no per al potencial del nuvi.",你只是在评估你的约会对象的丈夫潜力，不是因为男朋友的潜力。
198562,"Els rebels sempre amenacen de pertorbar les eleccions índies, i aquest any no és different.",反叛分子总是威胁要扰乱印度选举，今年也不例外。
211223,Aquest any hem introduït un nou model retributiu a quatre agències estatals.,今年，我们在4个政府机构推出了新的薪酬模式。
212738,També és una nova era perquè és la primera vegada que negociem amb els directors de Liberty Media.,“这也是一个新时代，因为这是我们第一次与LibertyMedia的董事进行谈判。
219347,Els nostres cursos us ensenyaran a guiar cada decisió empresarial.,我们的课程会教你如何引导每一项商业决策。
231879,"Amb gridMathematica, la coordinació i la gestió de processos està completament automatitzada.",在gridMathematica下，进程协调和管理完全自动化。
244302,"Era tan poderós com el de Guruji, i sí, havia heretat el foc del seu pare: això és a la sang.",它和古鲁吉一样强大，是的，她继承了她父亲的火种：那是血腥的。
244914,Aquests plans habituals poden haver estat adequats per a aquests temps més senzills.,那些习惯性计划可能足以满足那些“更简单的时期”。
261954,"Si ho fos, tots els seus antics companys estarien ensenyant cinquè grau als Apalatxes en lloc de vendre béns arrels a Malibú.",如果是这样的话，你所有以前的同学都会在阿巴拉契亚人教五年级而不是在马里布出售房地产。
270292,"Els jugadors volien una setmana menys al calendari, ho van aconseguir.",球员们想要在日历中少花一周的时间，他们得到了。
274203,"Intenta guanyar els partits, perquè la vida pot canviar immediatament.",努力赢得比赛，因为生活可以立即改变。
280894,"La base de dades està incompleta, però creix i ja és valuosa.",数据库不完整，但正在增长并且已经很有价值。
281366,Imaginem que vius al camp a Colòmbia i durant l'estiu treballes als Estats Units.,让我们想象一下，你住在哥伦比亚的乡下，夏天你在美国工作。
287059,"Però fins i tot quan l'esperança va morir a Sam, o semblava morir, es va convertir en una nova força.",但即使希望死在山姆，或似乎死了，这是转向一个新的力量。
291584,"""Estic profundament preocupat per si els treballadors joves en el futur seran capaços d'assumir una càrrega tan gran"".",“我非常担心未来的年轻工人是否能够承担如此巨大的负担。”
297831,"Carlito: Mai renunciïs als teus amics, Dave, passi el que passi.",Carlito：永远不要放弃你的朋友，Dave，无论怎样。
300388,"Però crec que, fins a cert punt, hem de remodelar el mateix instrument hipotecari.",但我认为，我们必须这样做，在一定程度上重塑抵押文书本身。
338074,Stephen Engle:Sembla que està desestimant les preocupacions de seguretat.,StephenEngle：您似乎回避了安全方面的担忧？
340880,Crec fermament que en el futur hi haurà una oportunitat de debatre seriosament la qüestió tibetana i afrontar la realitat perquè no hi ha cap altra opció ni per a la Xina ni per a nosaltres.,我坚信未来将有机会严肃讨论西藏问题并面对现实，因为对中国和我们别无选择。
344835,Des del moment que experimentis el nostre menjar esperem que sàpigues que és nostre.,从您体验我们的食物的那一刻起，我们希望您知道它是我们的。
347407,"No tots van estar d'acord, ja que hi va haver algun llançament de pomes i pedres.",不是每个人都同意，因为有人扔苹果和石头。
350623,"Els pares sempre se senten molt orgullosos la primera vegada que veuen els fills d'uniforme, va dir.",“父亲总是那么骄傲，他们第一次看到他们的儿子穿着制服，“她说。
369006,Tingueu una llista a llarg termini i una llista a curt termini (setmanal o diària) per poder planificar les coses amb antelació.,有一个长期的清单和一个短期的（每周或每日清单），让你能够提前筹划事情。
373583,"M'agradaria que aquesta institució financera parlés amb nosaltres, perquè això forma part del nostre contracte amb els clients sobre el tractament de dades.",我很欢迎该金融机构与我们交谈，因为这也是我们与客户签订数据处理合同的一部分。
378793,"El terme ""AND escombraries"" es va utilitzar per primera vegada el 1972 per referir-se a l'ADN que no té cap funció coneguda.",“垃圾DNA”一词在1972年首次被使用，指的是没有已知功能的DNA。
390897,Les qüestions de legitimitat han assolat durant molt de temps el G7.,才具有合法性的问题长期困扰G7。
396957,Però la tecnologia sempre sembla guanyar.,但是技术似乎总是赢。
401982,"Menja calories al dia, i ha de comprar dos bitllets si vol viatjar amb avió o amb tren.",她每天吃5000卡路里的热量，如果她想乘坐飞机或火车旅行，则必须购买两张门票。
423194,"""Vaig entendre que l'aigua estava cobrint la meva filla, les meves botes estaven a l'aigua.",“我知道水覆盖了我的女儿，我的靴子在水里。
430707,Les autoritats van fer més de 50 rescats aquàtics.,当局进行了50多次水救。
436725,"Quan em vaig convertir en crític, vaig conèixer tothom sota el sol.",当我成为一个批评家，我与所有人在阳光下相会。
450518,"En tercer lloc, els casos difícils, com el de Paul Chamberlain, fan mala llei.",第三，疑难案件，就像保罗·张伯伦那样，制定不好的法律。
451355,Som una família que es pot portar fàcilment...,我们是一个家庭，你可以很容易地相处wi……
470042,Espero que al poble d'Uruguai li encanti i se'n senti orgullós i ho expliqui a tothom.,“我希望乌拉圭人民会喜欢它、为它感到自豪，并把它告诉全世界。
492766,I aquesta Església té fins i tot Jesucrist en nom seu!,"这教会甚至有""耶稣基督""，在它的名字！"
495647,Una femella et va salvar la vida i ara la seva està en perill.,一个女人救了你的命，现在她的生命处于危险之中。
496634,"Pel que sembla, el nou acord s'estendrà fins a la temporada d'edat-34 d'Altuve.",据报道，新协议将贯穿Altuve34岁的季节。
507599,Reconèixer els líders en el camp de la conservació d'espècies; i,认识到，领导人在物种保护领域；和
510638,Proposo dos hàbits per substituir la comparació:,我提出两种习惯来取代比较：
552210,Nokia: Vendre el negoci de la telefonia a Microsoft és dolorós però necessari,诺基亚：将手机业务卖给微软痛苦但必要
559848,"En canvi, em lliurarien com un premi al Senyor de la Tardor.",相反，我会像奖品一样被交给秋天领主。
569175,Estàs veient massa Netflix?,您在看太多Netflix吗？
604483,"O, com va dir un historiador, ""skin hearing"".",或者，正如一位历史学家所说，“皮肤听力”。
607759,La millor manera de provar és construir un projecte Arduino senzill.,最好的测试方法是建立一个简单的Arduino项目。
608868,"Vaig dir als meus pares que estava embarassada al cotxe del meu pare, de camí a l'aeroport.",我告诉我的父母我怀孕了我父亲的车里，在去机场的路上。
618308,"Com us diran els enginyers nord-americans, no és fàcil obtenir una subvenció d'America Makes, i la proposta de PADT va ser una de les set seleccionades (i una de les dues úniques dirigides per una petita empresa).",由于美国的工程师会告诉你，这是不容易的壮举被授予美国使补助，以及PADT的建议是只有七分之一选择（和只有两个单由一个小型企业领导）。
642659,Perquè ell mateix no podia dir el secret més profund.,因为他自己无法说出他更深的秘密。
664713,La gent aquí vol ser vista com a different i identificar-se amb un altre país o cultura els ajuda a sentir-se especials.,这里的人们希望被看作是不同的，与另一个国家或文化的认同有助于他们感到特别。
675792,"Bé, anem a revisar aquesta afirmació, perquè no es necessita molt de temps o cervell per esbrinar el que va passar.",好吧，让我们修改一下这个表述，因为不需要花太多时间或脑力去弄清楚发生了什么。
678728,"Si et trobes amb problemes, Peter, saps que la meva porta sempre és oberta.",““如果你遇到问题，彼得，你知道我的门总是开着的。
687515,"Si això no s'aconseguia, va dir, la civilització moriria.",如果这个达不到，他说，文明将会死亡。
697148,L'aeroport internacional de Denver és fàcilment recognoscible pel sostre en punta.,丹佛国际机场是由它的尖顶很容易辨认。
717305,"Els que demanen més ingerència governamental demanen, en última instància, més compulsió i menys llibertat.",那些要求更多政府干预的人，最终要求的是更多的强迫和更少的自由。
719827,"Això també podria implicar la Xina i la Unió Europea (que ha actuat com a intermediari honest en el passat), i finalment donar lloc a converses directes entre els Estats Units i Corea del Nord.",这也可能涉及中国和欧盟（过去曾充当过诚实的中间人），最终导致美国和朝鲜进行直接对话。
720959,Covey va aconseguir trencar-me.,柯维成功地打破了我。
747356,"Occident no contindrà el comunisme, transcendirà el comunisme.",西方不包含共产主义，它将超越共产主义。
777550,"A diferència dels nazis originals del segle passat, no tenen el control d'un estat poderós per poder iniciar genocidis.",和上个世纪最初的纳粹分子不同的是，他们无法控制一个强大国家来发动种族灭绝。
779779,"Noruega, per example, no és només un dels països més rics del món; també és el setè major exportador d'emissions de diòxid de carboni, i continua permetent l'exploració i el desenvolupament de nous jaciments de petroli i gas.",比如，挪威不但是全世界最富裕的国家之一；也是第七大二氧化碳排放输出国，它仍在允许勘探和开发新的石油和天然气田。
795000,"Tinent Dan: Ja has trobat Déu, Gump?",丹恩：你找到上帝了吗，甘？
795119,"Crec que hem vist els informes dels mitjans d'aquest horrible cas, de l'abús i l'assassinat d'una jove.",“我想我们已经看到媒体关于这个可怕案件的报道，一个年轻女孩的虐待和谋杀案。
806435,"Si tingués una filla, voldria que fos petita com Emma González.",如果我有一个女儿，我希望她有点像艾玛·冈萨雷斯（EmmaGonzalez）。
810790,Quina era la manera com el Profeta tractava les seves esposes?,已信主的丈夫该如何对待他们的妻子？
822233,"Tot i les crides a augments substancials en l'agricultura de regadiu per aconseguir la seguretat alimentària a l'Àfrica subsahariana, no està clar d'on vindrà aquesta aigua, especialment mentre el medi ambient i el clima estan canviant.",尽管有人呼吁大幅度增加灌溉农业从而实现撒哈拉以南非洲的粮食保障，尚不清楚这些水将来自哪里——特别是在环境和气候正在变化的情况下。
827173,Aquest home que visita la seva dona no està enamorat de tu.,这个拜访他X妻子的男人不爱你。
851496,El primer record de Patty de fer un esport d'equip amb la seva mare mirant és també un dels seus últims.,帕蒂的第一记忆做团队运动和她的母亲看也是她最后的一个。
871611,Suècia demana a l'exèrcit que ajudi a gestionar la crisi dels refugiats,瑞典呼吁军队帮助管理难民危机
897677,"I aquest sistema nerviós electrònic estarà tan interconnectat que tots els individus endollats tendiran a compartir els mateixos pensaments, els mateixos sentiments i les mateixes experiències.",而这个电子神经系统将如此相互关联，以至于所有被插入其中的个体将倾向于共享相同的思想，同样的感受，同样的经历。
911612,Quin és l'enfocament intern d'Elsevier per permetre'ns gestionar els nostres costos?,Elsevier内部允许我们管理成本的方法是什么？
916943,"Van lluitar, van lluitar, van lluitar: tu has de fer el mateix.",他们争战、他们摔跤、他们挣扎，你也必须做同样的事。
918219,"Le Maire va dir que l'única manera de resoldre aquests problemes era mitjançant el diàleg entre els Estats Units, la UE i la Xina, en lloc d'una escalada de mesures punitives.",他提出，解决这些问题的唯一方法，是通过美国、欧盟和中国之间的对话，而不是惩罚性措施的升级。
927996,Aquestes persones no van perseverar a les seves carreres creatives perquè estaven més soles que altres nens.,这些人没有坚持他们的创造性事业，因为他们比其他孩子更孤独。
933191,"La llei ""Sobre la lluita contra la tuberculosi"" va ser adoptada a l'Azerbaidjan l'any 2000.",2000年在阿塞拜疆通过了“关于防治结核病”的法律。
934396,Aquests atacs van incloure l'assalt llançat contra la ciutat de Tel Tamer a finals de febrer de 2015 i sobre la ciutat de Hasaka al juny i juliol del mateix any.,这些攻击包括2015年2月下旬对TelTamer镇和同年6月和7月在Hasaka市发动的攻击。
940370,"Com a millor pràctica, és possible que vulgueu evitar emmagatzemar els números complets de la Seguretat Social als seus quaderns de treball.",重要：作为最佳做法，您可能想要避免存储在您的工作簿中的完整社会保险号码。
945676,"Leclerc: Bé, a Singapur en primer lloc, m'agradaria donar les gràcies a Sergey perquè si la meva estratègia va funcionar tan bé és gràcies a ell també.",CL：嗯，首先在新加坡，我要感谢谢尔盖，因为如果我的策略运作良好，那也要归功于他。
948021,"I, t'ho creuries?, no li agradava l'Ivan, i amb prou feines el saludava.",——你会相信吗？她不喜欢伊凡，几乎没有迎接他。
949534,Va dir que la seva administració ara havia après més sobre allò que funciona i allò que no.,他说，他的政府现在已经了解了更多关于什么起作用，什么不起作用。
950716,"Això també s'aplica a les dames per a les zones de platja, però anar a la zona del mercat a Hurghada, per example, pot ser més còmode en pantalons.",这也适用于海滩地区的女士，但进入赫尔格达市场区，例如你可以更舒适的裤子。
962358,"Tot i que la vinya del Tari és una mena d'èxit, no tots els agricultors francesos que decideixen evitar els pesticides són tan afortunats.",虽然塔里葡萄园是一个成功的故事，但并非所有选择避免杀虫剂的法国农民都是如此幸运。
974261,"Però les grans empreses prefereixen mantenir les dades en mans d'alguns empleats, socis i reguladors.",但大公司更愿意将自己的数据掌握在少数员工、合作伙伴和监管机构手中。
1000297,"Juntament amb altres jugadors sènior, l'equip del pont és l'equip més antic de la delegació filipina, amb una edat mitjana de 55 anys.",与其他几位资深球员一起，桥队是菲律宾代表团中历史最悠久的球队，平均年龄为55岁。
1007989,"No vull convertir-me en un altre sirià desplaçat, afegint a la meva història de desplaçats com a palestí.",“我不想成为另一个流离失所的叙利亚人—这加剧了我作为巴勒斯坦流亡者的历史之痛。
1011254,"És important assenyalar que, a diferència de les normes MPT anteriors, aquesta no és una norma totalment acordada.",需要注意的是，不同于上面的MPT规则，这不是一个完全达成共识的规则。
1013369,I aquests són els millors moments -- quan la inconsciència t'arrossega al més profund.,那些是最好的时刻——无意识正在把你往下拉。
1016683,"Tot i això, molts estudiants gasten molt més per viure en apartaments de gamma alta o menjar fora molt més sovint.",然而，许多学生花费明显更多，生活在更高的高档公寓或更经常吃出来。
