linea,tipo,razon,texto_original,porcentaje_automatico,detalles_base,detalles_avanzados,texto_catalan,texto_chino
84260,eliminacion_catalan,caracteres_problematicos: {'·'},Tots els membres de la família viatgera han de ser presents durant el procés de sol·licitud de la I-...,,,,,
260765,eliminacion_catalan,"caracteres_problematicos: {'[', ']'}","[Això] explica els caçadors d'huracans que arribaven a China Lake, ja que aquest projecte implicava ...",,,,,
264580,eliminacion_catalan,caracteres_problematicos: {'%'},"Quan la majoria de la gent sent algú citar això per primera vegada, pensa que el 25% de les dones ha...",,,,,
319266,eliminacion_catalan,caracteres_problematicos: {'·'},Aquestes són les cèl·lules més grans que es troben en qualsevol cervell animal.,,,,,
337965,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}","Va admetre que mai no va saber realment ni “connectar” amb ell, però tot i així va ser escollida per...",,,,,
401311,eliminacion_catalan,caracteres_problematicos: {'“'},El que em dóna esperança és el que vas dir en aquest post: “Sí.,,,,,
402660,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}","“Aquesta estabilitat era àmplia, reflectint dades en 12 de les 20 ciutats.”.",,,,,
420522,eliminacion_catalan,caracteres_problematicos: {'“'},"“Fins ara, m'he equivocat en els tipus d'interès.",,,,,
443968,eliminacion_catalan,caracteres_problematicos: {'·'},Part del problema pot estar relacionat amb la manca d'instal·lacions finançades per l'Estat al nord.,,,,,
571467,eliminacion_catalan,caracteres_problematicos: {'“'},“No estic segur del que l'ambaixador està fent avui aquí.,,,,,
625222,eliminacion_catalan,"caracteres_problematicos: {'–', '”', '“'}",Que diguin els qui temen el Senyor: “El seu amor perdura eternament” –Salm 118: 1-4,,,,,
655357,eliminacion_catalan,caracteres_problematicos: {'”'},"De fet, són més perillosos en un període històric.”.",,,,,
759292,eliminacion_catalan,caracteres_problematicos: {'—'},"Va obrir les portes de cop, pregant perquè algú —qualsevol— encara fos a prop.",,,,,
769492,eliminacion_catalan,caracteres_problematicos: {'·'},"Malgrat una sèrie de dificultats, la identificació de tots els sol·licitants de tribus diferents de ...",,,,,
923402,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}","“La mama va a treballar ara, d'acord?”",,,,,
924011,eliminacion_catalan,caracteres_problematicos: {'%'},Només el 4% creu que no calen canvis significatius.,,,,,
938353,eliminacion_catalan,caracteres_problematicos: {'—'},"No, però pot matar esquirols —vaig dir.",,,,,
977878,eliminacion_catalan,caracteres_problematicos: {'#'},Cosmos són les sigles de C# Open Source Managed Operating System (Sistema Operatiu Gestionat de Codi...,,,,,
1023683,eliminacion_catalan,caracteres_problematicos: {'“'},"“El futbol anglès és conegut per l'esportivitat, així que no he de comentar aquest tipus de coses.",,,,,
1072830,eliminacion_catalan,caracteres_problematicos: {'['},"[En les primeres versions de Java, el resultat es calculava incorrectament com:",,,,,
1084282,eliminacion_catalan,caracteres_problematicos: {'“'},"“Estic encantat d'obrir formalment el nou laboratori, que investigarà les tecnologies clau que seran...",,,,,
1142948,eliminacion_catalan,caracteres_problematicos: {'%'},"""La taxa de morositat de Cambodja (NPL) es va situar al voltant del 2% o 3% l'any passat, cosa que d...",,,,,
1146912,eliminacion_catalan,caracteres_problematicos: {'·'},Descobreix què passa quan comencem a perdre col·lagen i com afecta el nostre cos.,,,,,
1229525,eliminacion_catalan,caracteres_problematicos: {'·'},"Això podria adjuntar-se al vostre identificador únic d'investigador obert i col·laborador (ORCID), a...",,,,,
1376569,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}","“ Tot i que A-Lin cantava moltes cançons d'amor tristes, en realitat era una persona molt càlida i m...",,,,,
1378888,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}",“L'ideal és que el consumidor no hagi de ser conscient que la seva nevera necessita actualitzacions ...,,,,,
1387311,eliminacion_catalan,caracteres_problematicos: {'+'},Al voltant d'una quarta part de la inversió total mobilitzada en el marc del Pla Juncker ha estat en...,,,,,
1545529,eliminacion_catalan,caracteres_problematicos: {'–'},La diferència entre tots dos –pel que fa al comportament i els assoliments de cada país– mai ha esta...,,,,,
1653086,eliminacion_catalan,"caracteres_problematicos: {'=', '*'}","Així, es demanarà a operator== que compari el valor de l'objecte Rational estàtic dins de l'operador...",,,,,
1668747,eliminacion_catalan,caracteres_problematicos: {'“'},"“Tu ets el pare de la nostra gent, i nosaltres hem sagnat per tu, i ho tornarem a fer.",,,,,
1686646,eliminacion_catalan,caracteres_problematicos: {'·'},"Com a adults, hem de treballar plegats per crear polítiques públiques il·lustrades i esforços educat...",,,,,
1702823,eliminacion_catalan,caracteres_problematicos: {'·'},Apple Car podria prendre prestada la tecnologia TrueTone per equilibrar la il·luminació interna,,,,,
1724527,eliminacion_catalan,caracteres_problematicos: {'“'},"Larry Bird va dir una vegada: “No sé si he practicat més que ningú, però segur que n'he practicat pr...",,,,,
1736951,eliminacion_catalan,caracteres_problematicos: {'·'},Crec que és important que els administradors puguin trobar una manera de fer el nostre propi treball...,,,,,
1799515,eliminacion_catalan,caracteres_problematicos: {'/'},El Banc Negara Malàisia ha proposat mesures estrictes de KYC/AML per als canvis de divises digitals ...,,,,,
1960761,eliminacion_catalan,caracteres_problematicos: {'—'},"—No contesten les meves trucades i sé que si em trobessin, em matarien.",,,,,
1989736,eliminacion_catalan,caracteres_problematicos: {'·'},"Per tant, encara que la relativitat general d'Einstein no nega l'existència de forats de cuc, els fo...",,,,,
2001451,eliminacion_catalan,caracteres_problematicos: {'·'},"La futura mare xinesa va dir a l'hospital que estava a l'atur, tot i que havia inclòs una feina a la...",,,,,
2236804,eliminacion_catalan,caracteres_problematicos: {'/'},"""Les paraules no poden expressar la quantitat de dolor i tristesa aquests últims 2 1/2 anys han esta...",,,,,
2262688,eliminacion_catalan,caracteres_problematicos: {'·'},"Per cert, recordo quan Mitrokhin, un empleat jubilat de les divisions d'intel·ligència, se'n va anar...",,,,,
2420679,eliminacion_catalan,"caracteres_problematicos: {'—', '”'}",Tota la meva família és morta —deixa'm fer una altra ullada—”,,,,,
2510674,eliminacion_catalan,"caracteres_problematicos: {'·', '“'}",Yankaskas va dir: “La complexitat de la progressió del càncer i les diferències entre les cèl·lules ...,,,,,
2563790,eliminacion_catalan,"caracteres_problematicos: {'·', '”', '“'}","La humanitat sembla tenir una amnèsia col·lectiva respecte a aquest assumpte, i efectivament hem con...",,,,,
2611285,eliminacion_catalan,caracteres_problematicos: {'·'},"Alexandre, de la mateixa manera, en assetjar la ciutat, es va trobar que havia de dependre dels païs...",,,,,
2688773,eliminacion_catalan,caracteres_problematicos: {'·'},"Va dir: ""No crec que el nostre objectiu sigui molt different del dels nostres amics i col·legues de ...",,,,,
2737527,eliminacion_catalan,caracteres_problematicos: {'·'},Tots pensem que seria una pel·lícula de dues hores.,,,,,
2760498,eliminacion_catalan,"caracteres_problematicos: {'·', '”', '“'}","“Per descomptat, l'inconvenient és que la naturalesa de curta estada dels apartaments amb serveis si...",,,,,
2808219,eliminacion_catalan,"caracteres_problematicos: {'·', '%'}","El tipus impositiu oscil·la entre l'11% i el 8%, però com que hi ha una taxa del 2% pels serveis de ...",,,,,
2887152,eliminacion_catalan,caracteres_problematicos: {'*'},Sobre la seva guitarra *,,,,,
2926375,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}",“Els propietaris han de netejar les caixes de sorra del seu gat diàriament i assegurar-se que tenen ...,,,,,
2939424,eliminacion_catalan,caracteres_problematicos: {'·'},Aquests dos elements il·lustren tant el potencial com els perills a què s'enfronta la revolució egíp...,,,,,
2978287,eliminacion_catalan,caracteres_problematicos: {'°'},"Tot i que la meva família es va traslladar als Estats Units abans d'entrar a l'institut, sempre he m...",,,,,
3146369,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}","Sobretot, hem d'alliberar-nos de la “mística nuclear”: l'aura màgica que ha tingut la radiació des d...",,,,,
3289512,eliminacion_catalan,caracteres_problematicos: {'—'},—Jures això?,,,,,
3312475,eliminacion_catalan,caracteres_problematicos: {'·'},"john.residence ara conté una instància de residència real, en lloc de nul·la.",,,,,
3401189,eliminacion_catalan,"caracteres_problematicos: {'[', ']'}","79:46 Serà, en el Dia que ho veuen, com si no haguessin estat [en el món], excepte per una tarda o u...",,,,,
3460096,eliminacion_catalan,caracteres_problematicos: {'%'},"A més, té una taxa d'acceptació del 55% i una taxa de graduació del 82%.",,,,,
3508847,eliminacion_catalan,caracteres_problematicos: {'%'},El 43% dels empleats es preocupen per perdre la feina per la seva edat,,,,,
3518343,eliminacion_catalan,caracteres_problematicos: {'—'},"""Assegurem a la comunitat internacional la nostra voluntat de dialogar amb Bagdad"", va dir, insistin...",,,,,
3575475,eliminacion_catalan,caracteres_problematicos: {'+'},Google+ ha de canviar.,,,,,
3579875,eliminacion_catalan,caracteres_problematicos: {'·'},Un títol principal per a un gran estudi cinematogràfic pot ser una gran col·laboració creativa i un ...,,,,,
3673377,eliminacion_catalan,caracteres_problematicos: {'·'},L'informe d'enguany se centra en set temes interconnectats amb un tema general unificador: la necess...,,,,,
3692904,eliminacion_catalan,caracteres_problematicos: {'·'},"Des de llavors, Hardys ha produït una excel·lent gamma de vins.",,,,,
3721124,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}","“Clarament, una major comprensió de com els canvis en l'estat d'ànim dels adolescents es veuen afect...",,,,,
3830155,eliminacion_catalan,caracteres_problematicos: {'%'},"Per aquesta raó, quan la puntuació de seguretat financera dinàmica d'una empresa sigui inferior a 5 ...",,,,,
3907874,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}","“Una vegada que comenci a veure aplicacions interessants d'aquesta tecnologia, que motivarà a la gen...",,,,,
3945908,eliminacion_catalan,caracteres_problematicos: {'+'},Per a aquells que estiguin familiaritzats amb C i C++ - això és una cosa semblant.,,,,,
4060898,eliminacion_catalan,caracteres_problematicos: {'·'},L'OPI serveix tots els propietaris de propietat intel·lectual a totes les indústries i tots els camp...,,,,,
4078538,eliminacion_catalan,"caracteres_problematicos: {'—', '‘'}","—Hauria de pensar: ‘El noi idiota, o ximple però innocent'.",,,,,
4366395,eliminacion_catalan,"caracteres_problematicos: {'»', '«'}",Esteu «treballant» per a Google i fent exactament les coses en què els ordinadors encara no són bons...,,,,,
4434917,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}",Martin va començar a preguntar-se: “Sóc socialment maldestre tot el temps?”,,,,,
4568461,eliminacion_catalan,"caracteres_problematicos: {'$', '•'}",• Carreteres d'importància estratègica (Nord) $824 milions,,,,,
4619470,eliminacion_catalan,caracteres_problematicos: {'·'},"Algunes víctimes han sol·licitat peces, igual que una escola que les vol utilitzar al seu programa d...",,,,,
4620792,eliminacion_catalan,caracteres_problematicos: {'%'},"En un moment donat, el 50% de tots els CD del món tenien el logotip d'AOL imprès.",,,,,
4634805,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}",“Iran no dubtarà a salvaguardar la seva seguretat.”.,,,,,
5002998,eliminacion_catalan,caracteres_problematicos: {'–'},"El repte és de voluntat política, no d'enginyeria, i els recents èxits de Lagarde a l'FMI –on va pos...",,,,,
5022643,eliminacion_catalan,caracteres_problematicos: {'“'},“Em va entristir el testimoni del pare de la víctima al tribunal.,,,,,
5269092,eliminacion_catalan,caracteres_problematicos: {'%'},"He conegut molts dels grans comerciants del món i puc dir que el 99% de les vegades, el mercat és mé...",,,,,
5315954,eliminacion_catalan,caracteres_problematicos: {'%'},Els greixos aporten el 2-15% de la matèria orgànica a la nostra femta.,,,,,
5360458,eliminacion_catalan,caracteres_problematicos: {'·'},Quan agafis el teu primer telèfon intel·ligent vols que sigui una experiència fàcil i fluida.,,,,,
5369171,eliminacion_catalan,caracteres_problematicos: {'·'},Es compartiran exemples de molts tipus diferents d'aquarel·les.,,,,,
5426463,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}",Algun dia ploraràs: “Estic sol!”,,,,,
5494592,eliminacion_catalan,"caracteres_problematicos: {'»', '«'}","«Un dia preciós», va dir en Harold, sense voler semblar un home well que plorava.",,,,,
5513574,eliminacion_catalan,caracteres_problematicos: {'‘'},Ella va dir: ‘No gaire lluny.,,,,,
5543115,eliminacion_catalan,caracteres_problematicos: {'·'},Crec que ara tenen la responsabilitat col·lectiva d'alliberar la pròxima elecció de tanta desinforma...,,,,,
5565255,eliminacion_catalan,caracteres_problematicos: {'%'},Engstrom va aconsellar als consumidors que no s'emocionessin gaire amb les etiquetes de preus marcad...,,,,,
5586241,eliminacion_catalan,caracteres_problematicos: {'·'},"Mentre els governs d'Europa, el nord d'Àfrica i l'Orient Mitjà lidien amb una afluència creixent de ...",,,,,
5605956,eliminacion_catalan,caracteres_problematicos: {'/'},Els conjunts de proves E5515C existents es poden actualitzar al maquinari E5515E per suportar les úl...,,,,,
5626240,eliminacion_catalan,caracteres_problematicos: {'–'},Aquests països han estat relativament protegits per l'acumulació de divises encoratjada per l'inici ...,,,,,
5651036,eliminacion_catalan,"caracteres_problematicos: {'·', '”', '“'}",Per què es diu el “Gran Col·lisionador d'Hadrons”?,,,,,
5674312,eliminacion_catalan,caracteres_problematicos: {'”'},Al Congrés parlem amb una sola veu sobre el tema d'Israel”.,,,,,
5772896,eliminacion_catalan,caracteres_problematicos: {'·'},"És difícil pensar en el vodka sense pensar a Rússia, i el Museu del Vodka Rus és una destinació exce...",,,,,
5834914,eliminacion_catalan,caracteres_problematicos: {'·'},"Els investigadors afirmen que aquest mètode de moviment cel·lular, observat per primera vegada, podr...",,,,,
5835039,eliminacion_catalan,caracteres_problematicos: {'·'},"El Sr. Morrison ha nomenat el General David Hurley, actual Governador de Nova Gal·les del Sud, com a...",,,,,
5843638,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}",Es creu que passar més temps a l'aire lliure sota el sol ens ajuda a dormir millor a la nit “restabl...,,,,,
5970309,eliminacion_catalan,caracteres_problematicos: {'́'},L ́esdeveniment també té com a objectiu promoure encara més la consciència de la comunitat dels nens...,,,,,
6048376,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}","“Som pioners en una nova manera de mesurar el canvi de benestar dels béns i serveis lliures, i sugge...",,,,,
6057351,eliminacion_catalan,caracteres_problematicos: {'·'},"A més, la guerra comercial ha penalitzat els fabricants i agricultors nord-americans, i el 2018 la b...",,,,,
6090786,eliminacion_catalan,caracteres_problematicos: {'·'},Se us demanarà que instal·leu Amazon WorkDocs Companion.,,,,,
