linea,catalan,chino
4712,(Pots triar un professor d'una altra ciutat o fins i tot d'un altre país);,（你可以选择一名教师从另一个城市或甚至另一个国家的）；
11832,Però ara estic convençut que pot corregir aquests errors i capgirar aquest bell vaixell americà.,但是现在我确信她能纠正这些错误，并将这艘漂亮的美国船转过来。
16330,"En dos mesos, tenia 30x de radiació, i jo estava buscant informació per ajudar-lo i llegir sobre el seu oli.",在两个月内，他有30x辐射，我正在寻找信息来帮助他，并了解你的石油。
40083,Podria ser l'aliat perfecte per ajudar que les malvades noies de cinquè grau em mostrin una mica de respecte.,他可能是完美的盟友，帮助邪恶的第五年级女孩向我展示一点尊重。
50222,"De fet, això diria alguna cosa sobre el seu caràcter (tret que sigui una mare que es queda a casa, és clar).",事实上，这可以说明她的性格（除非她是当然是个呆在家里的妈妈）。
51217,Maleah Fennessey està actualment en setè grau i ho està gaudint al màxim.,maleahfennessey目前在七年级，并尽可能地享受它。
53139,"La bona notícia és que Andy Lack(y) està a punt de ser acomiadat(?) per incompetència, i molt pitjor.",“好消息是AndyLack（y）即将被解雇（？）因为无能，更糟糕。
68043,La manera com li vaig dir a John va ser que havia vist aquests estudis de casos.,我把它放到约翰的方式是我说，“我们看过这些案例研究。
79316,Així que els inversors poden defugir fàcilment les meves idees.,所以投资者很容易避开我的想法。
100316,"Tots sabem que és gran, important i crucial per a la nostra cultura.",我们都知道它很大，重要的，对我们的文化至关重要。
181719,Acceptar és fàcil perquè és exactament el que diu: acceptar.,接受很容易，因为它就是它所说的——接受。
209166,També us animo a donar suport als nostres amics:,我也鼓励您去支持我们的朋友：
209384,No crec que altres equips s'enfrontin fàcilment a Itàlia.,我不认为其他球队对阵意大利时会很轻松。
222489,European Bioplastics i els seus membres es comprometen a evitar l'ús de substàncies nocives als seus productes.,欧洲生物塑料及其成员致力于避免在其产品中使用有害物质。
224694,"Només en virtut d'aquesta expansió, també podem esperar que els nivells de deute dels consumidors augmentin.",仅凭这种扩张，我们也可以预期消费者债务水平将上升。
230960,"En un moment donat, (després del compromís), crec que és del tot apropiat exposar quines són les teves expectatives.",在某一时刻，（承诺后）我认为陈述你的期望是完全合适的。
240173,"Aquesta reducció de la fricció fa que la qualitat importi més que abans, per això Zoom té tant d'èxit.",这种摩擦的减少意味着质量比以往任何时候都重要，这就是Zoom如此成功的原因。
269699,"Actualment, l'ADN continua sent millor per manejar quantitats relativament grans de dades.",DNA目前仍然更适合处理相对大量的数据。
302785,-No prometia res: no teníeu garantia d'immunitat.,“它什么也没答应——你不能保证豁免权。
307273,"Vam tenir un desastre en sis minuts, però va passar.",“我们在六分钟内发生了一场灾难，但事情发生了。
372679,"Sempre estic animant la gent a escriure llibres, i no havia escrit un llibre sobre lideratge.",我总是鼓励人们写书，我没有写过关于领导力的书。
388471,"Aquí no venem miracles, nena.",“我们这里不卖奇迹，小女孩。
394750,"A excepció dels productes agrícoles i alimentaris, no hi ha restriccions al comerç entre Suïssa i la UE.",除农产品和食品外，瑞士与欧盟之间的贸易没有任何限制。
404081,Les infeccions causades per STEC O157 han disminuït en els darrers 10 anys.,由STECO157引起的感染在过去10年中有所减少。
418568,Millores en la navegació: ara els usuaris poden teletransportar-se a diferents pisos o elevacions per explorar models de qualsevol mida.,导航改进：用户现在可以传送到不同的楼层或高地，以充分探索任何规模的模型。
423424,Tenir almenys 18 anys i tenir el teu propi ordinador.,您必须年满18岁并拥有自己的电脑。
442679,Arribem tard però estic orgullós d'haver estat escollits.,我们迟到了，但我很自豪我们被选中了。
457232,La situació política o econòmica podria fer que el contracte original no fos rendible.,但政治或经济形势可能使原合同无利可图。
476059,"Veure'ls sol durar només uns minuts, cosa que redueix el temps d'entrenament.",看他们通常只需要几分钟，从而缩短培训时间。
485239,No es veu mai els alemanys com un equip inexpert i ingenu.,以前你不会看到德国队看起来像一支没有经验和幼稚的球队。
525773,Vas dir que va morir quatre dies després de fer quinze anys?,“你说她在满十五岁生日的四天后死去吗？”
526669,També hi ha psicòlegs i experts legals que poden ajudar els estudiants.,也有心理学家和法律专家谁可以帮助学生。
527636,"La teva guia àngel és recordar que sense desafiaments, no creixeries.",你的天使指引你去记住没有了挑战，你不会成长。
