linea,tipo,razon,texto_original,porcentaje_automatico,detalles_base,detalles_avanzados,texto_catalan,texto_chino
10092,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",3) El tercer repte és que tots tenim “punts cecs”.,,,,,
25444,eliminacion_catalan,"caracteres_problematicos: {'«', '»'}","Va anomenar Jesús «Rabí», un terme de respecte cap a Ell, sens dubte sincer.",,,,,
39822,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","Tots els actors han de començar per algun lloc, en alguns casos, aquest “algun lloc” és al fons abso...",,,,,
77434,eliminacion_catalan,caracteres_problematicos: {'“'},"“Aquest vehicle forma part d'una coneguda xarxa de cria de cadells, i avui es van dirigir cap al sud...",,,,,
96110,eliminacion_catalan,caracteres_problematicos: {'“'},"“Ho vaig escriure fa 30 anys, i el fet que la gent encara ho estigui descobrint m'enorgulleix.",,,,,
154836,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","Això pot semblar terrible, però hauries d'escoltar la xerrada de Peter Hunt “React: Rethinking best ...",,,,,
175435,eliminacion_catalan,caracteres_problematicos: {'“'},"“Els primers anys es van dedicar només a conscienciar la gent sobre com es pot conservar l'energia, ...",,,,,
208543,eliminacion_catalan,caracteres_problematicos: {'·'},Tot informe d'intel·ligència de mercat es basa en certs paràmetres importants.,,,,,
224475,eliminacion_catalan,caracteres_problematicos: {'·'},Vol dir que el seu concert a la Fàbrica de Motors haurà de ser cancel·lat.,,,,,
228761,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","“Sabíem que els japonesos estaven guanyant, fins i tot quan els diaris van dir que no.”.",,,,,
234008,eliminacion_catalan,caracteres_problematicos: {'\\'},"I si això no canvia, m\'agradaria saber quines esperances tenim de tornar a veure Narnia.",,,,,
237710,eliminacion_catalan,caracteres_problematicos: {'/'},L'esmentat Reglament 1107/2009 defineix el baix risc com una substància que no suposa cap risc per a...,,,,,
269321,eliminacion_catalan,caracteres_problematicos: {'́'},L ́interior és més aviat un parc o un bon campament per a nens.,,,,,
296918,eliminacion_catalan,caracteres_problematicos: {'“'},“Crec que Europa ha de decidir si vol viure i prosperar o si vol arrugar-se i desaparèixer...,,,,,
355390,eliminacion_catalan,caracteres_problematicos: {'“'},“També crec que això de St. Louis no em va sorprendre pel que fa a la història de St. Louis.,,,,,
393414,eliminacion_catalan,caracteres_problematicos: {'“'},"“Aquesta clàusula és necessària i s'adreça a les empreses estrangeres que vénen amb els seus equips,...",,,,,
