linea,catalan,chino
7337,"Hauria de ser interessant veure si el 2009 és més boig, o si em cremo.",应该很有趣，看看2009是不是更疯狂，或者如果我烧坏了。
44235,Preocupat perquè molts kuwaitians i nacionals de tercers estats encara no es comptabilitzen des del 2 d'agost de 1990;,关切自1990年8月2日以来许多科威特国民和第三国国民仍然下落不明，
62448,Aquí hi ha les millors fotos de Diana on no pot amagar els seus veritables sentiments.,以下是戴安娜最好的照片，她无法隐藏自己的真实感情。
85177,"Tenim una coalició internacional que ens dona suport, suport a la nostra causa a l'Assemblea Nacional, i milers de persones continuen sortint al carrer.",我们有一个国际联盟支持我们，在国民议会中支持我们的事业，成千上万的人继续走上街头。
87068,Els malais crearan la història el 9 de maig d'aquest any per canviar el primer ministre de Malàisia i el govern de Malàisia?,马来西亚人是否会在今年5月9日创造历史，更换马来西亚首相和马来西亚政府？
92262,Cinc submarins Delta III i sis Delta IV estan actualment actius.,五艘DeltaIII和六艘DeltaIV潜艇目前正在运行。
93725,"Convençut que la protecció dels nens en els conflictes armats s'ha de considerar un aspecte important de qualsevol estratègia global per resoldre els conflictes,",深信应将保护武装冲突中的儿童视为任何解决冲突综合战略的一个重要方面，
102464,Portem anys planificant-ho i finalment ho hem aconseguit: ens complau anunciar que la botiga Hello Baby va obrir les portes a principis de 2017.,多年来我们一直在计划它，我们终于做到了：我们很高兴地宣布，HelloBaby商店于2017年初开业。
124635,I avui som aquí perquè seguim creient que les diferències es poden resoldre mitjançant el diàleg i el respecte mutu.,我们今天在这里，是因为我们仍然认为，可以通过对话和相互尊重解决分歧。
150126,Qualsevol explicació que algú doni es pot aplicar a la meva situació... encara que no sigui comparable.,任何有人给出的解释可以适用于我的情况……即使是不可比性。
158563,"Li vaig donar consol, després que el rei morís.",我给了她安慰，国王死后。
163396,Recopilem informació que vam donar a Eddie i al seu equip de hedge-fund.,我们汇总了我们给Eddie及其对冲基金团队的信息。
163927,convocar immediatament el grup de treball intergovernamental i assignar-li els recursos necessaris;,立即召集政府间工作小组并为其调拨必要的资源；
171597,Suècia s'està adaptant a una tendència internacional.,瑞典正在适应一种国际趋势。
185309,"Segons Christensen, aquest projecte no estava relacionat amb el nou finançament.",据Christensen说，该项目与新的资助无关。
188988,"I per cert, només la tomba buida va ser suficient per convèncer Joan.",顺便提一提，单单空坟墓就足以让约翰相信。
194467,"Aquest so-called 'jo' és en realitat una reconstrucció més, va continuar.",“这个所谓的”我“真的只是另一个重建，”她继续说。
206549,"Hi havia moltes més exposicions, però has de venir a veure' l l l'any que ve.",有更多的展品，但你必须要来看看自己明年！
217229,"En termes més generals, la IA està transformant la definició de servei al client.",更广泛地说，AI正在改变客户服务的定义。
254455,La dolça tradició nupcial que potser vulguis robar als Duggars,甜蜜的婚礼传统，你可能真的想从Duggars偷走
268858,"Em sentia veritablement lliure, separat completament del passat i del futur, ja que Siena era el meu present.",我感到真正的自由，与过去和未来完全分离，因为锡耶纳是我的现在。
293046,"La regió acabaria convertint-se en una colònia de la Corona britànica anomenada Costa d'Or, i es van construir més de 30 forts i castells.",该地区最终将成为一个英国的冠菌落称为黄金海岸，和超过30个要塞和城堡构建。
296837,Després de la reunió semestral d'octubre es va fer una transacció important.,10月份的半年会议后，进行了一项重要交易。
319003,És realment important saber quan aquests canvis són normals i quan cal investigar més a fons.,知道这些变化是否正常以及何时需要进一步调查是非常重要的。
320243,I les empreses de mitjans de comunicació i els anunciants creuen que poden trobar aquests joves a Snapchat.,但媒体公司与广告公司认为，他们可以在Snapchat找到这些年轻人。
384857,"""Pel que fa al seu valor, bé, estic en possessió del rebut original d'aquest anell.",至于它的内在价值，好吧，我拥有这枚戒指的原始收据。
395908,"Aquí, tot just estem començant, així que per què no triar tecnologia avançada com LTE (tecnologia de banda ampla sense fil Long Term Evolution) o 5G?",“在这里，我们刚刚开始，为什么不选择像LTE（长期演进无线宽带技术）或5G这样的先进技术呢？”
404441,Això també vol dir que els nens abans dels 6 anys han de prestar especial atenció a la nutrició.,这也就意味着6岁以前的孩子，必须要格外注意营养。
404987,Henry Fielding simplement intervindria i prediria el futur.,亨利·菲尔丁只是介入并预测未来。
424835,"No obstant això, estava disposat a donar-li una oportunitat i va ordenar un superordinador per donar suport econòmic al socialisme soviètic.",尽管如此，他还是愿意试一试，定制了一台超级计算机，为苏联社会主义提供经济支持。
430106,"Estem a 28 punts de Marc, encara hi ha una oportunitat.",“我们落后马克28分，还有机会。
439292,No podem permetre que aquestes institucions discriminin voluntàriament i llancin odi només perquè algú sigui una personalitat política franca.,我们不能允许这些机构仅仅因为某人是直言不讳的政治人格而故意歧视和宣泄仇恨。
443226,"I en trobar el cercador, de sobte descobreixes que tota l'existència és casa teva; siguis on siguis, ets a casa, fins i tot en un hotel.",一旦发现了那个求道者，你突然发现整个存在就是你的家；无论你在哪儿，你都在家里，即便你在旅馆里。
457365,El formulari de declaració legal corresponent es pot descarregar aquí (IRSD131A).,有关法定声明表格可在此下载（IRSD131A）。
463046,Estaria disposat a reunir-se amb Gorbatxov al cim?,您是否准备好在峰会上与戈尔巴乔夫见面呢？
466446,"Per example, Rússia està modificant els helicòpters basant-se en l'experiència a Síria.",例如，俄罗斯正在根据叙利亚的经验修改其直升机。
484741,Què significa per a Austràlia la decisió del tribunal holandès sobre els objectius climàtics?,荷兰法院对气候目标的裁决对澳大利亚意味着什么？
