linea,catalan,chino
43644,La cinquena obligació de cada musulmà és un pelegrinatge.,“每一个穆斯林的第五个义务就是朝圣。
46768,"Però, sap quant pot costar realment a la seva petita empresa un PC lent?1",但是您知不知道一台运行缓慢的PC实际会让您的小型企业付出多大代价？1
50072,"De vegades fem servir totes aquestes eines, de vegades només les parts més requerides.",我们有时使用所有这些工具，有时只使用最需要的部分。
78461,El mateix passa amb cadascun dels fills de Déu.,这对所有神的儿女来说都是真实的。
82173,"Si aquest record és well, pot ser al fons d'un públic, a la foscor.",如果那段记忆是陈旧的，那么它可能是在观众的后排，在黑暗中。
95690,"Més pràcticament, el servei es va anomenar Alexa perquè conté l'inusual so X.",更实际的是，该服务被命名为Alexa，因为它包含不常见的“X”声音。
98615,Necessiten cercar fonts de reemplaçament de fibra i altres nutrients.,他们需要寻找纤维和其他营养素的替代来源。
104347,"I no creus que, de mitjana, són bons ciutadans?",你不认为，平均而言，他们好公民？
112037,"Vaig sentir: -Ricky, no!- I el núvol es va esvair del meu cap, i vaig tornar a ser completament lliure.",我听到了，“Ricky，不！”云从我的头上消失了，我又完全自由了。
137206,Ningú no maneja diners i tot es fa de manera transparent.,没有人操控金钱，一切都是以透明的方式进行”。
183350,"Per aclarir, aquesta resposta té informació incorrecta (thomas va arreglar la resposta després dels comentaris, genial:)).",为了澄清，这个答案有错误的信息（托马斯在评论后修正了他的答案，酷：）。
187013,Mentir em deprimeix perquè em causa tota mena de culpa.,说谎使我压抑，因为这会导致各种罪恶感。
217809,"Però de nou dic amb tota la meva ànima, hem de ser pacients amb el pobre Rick i no culpar-lo.",但我再一次全心全意地说，我们必须耐心对待可怜的里克，不要责备他。
230174,Les dones se senten millor parlant de sentiments; els homes se senten millor fent.,女人通过谈论感情感觉更好；男人做起来感觉好多了。
239389,"Parlant sobre aquests temes, Cook va tornar a la seva pròpia perspectiva sobre la responsabilitat corporativa.",谈到这些问题，库克又回到了自己对企业责任的看法。
253692,Aquest darrer grup sembla incloure l'heroi a l'avió.,最后这群人似乎也包括飞机上的那位英雄。
266122,"Amb un enfocament clar en la seva futura ocupabilitat, estem més segurs que mai del seu èxit i oferim la nostra promesa d'ocupació LPC.",明确关注您未来的就业能力，我们对您的成功比以往任何时候都更加自信，并提供LPC就业承诺。
289130,"Com a empreses privades, les xarxes socials no estan obligades a adherir-se a la Primera Esmena.",作为私营公司，社交网络不需要遵守第一修正案。
300621,Al jardí (juliol de 1639).,那是在花园里（1639年7月）。
303013,"Jackson, només et vaig seguir perquè Reyna em va carregar un missatge.",杰克逊，我只跟着你，因为雷纳指控我一个信息。
309961,Recorda que els sistemes de transport autònom existeixen des de fa temps al sector del transport públic (sistemes de metro) i han demostrat la seva fiabilitat i el seu alt nivell d'acceptació pública;,回顾了在公共交通部门（地铁系统）长期存在的自治运输系统，并证明了它们的可靠性和高水平的公众接受度；
324971,En el seu discurs va instar els països industrialitzats a adoptar l'estandardització dels règims fiscals com a objectiu a llarg termini.,在他的讲话中，他呼吁工业化国家应将税收制度的规范化作为一项长期目标。
328953,Als tribunals del meu estat no els importa si ets home o dona.,我州的法院不关心你是男人还是女人。
338063,"Per example, establim objectius clars i proporcionem actualitzacions oportunes del progrés.",例如，我们设定了明确的目标，并提供及时的进度更新。
340748,"Aleshores, per què els analistes japonesos van observar, en la majoria dels casos, el canvi de tendència després de l'aparició de la coberta de núvols foscos?",为什么日本分析者，在多数情况下，在出现“乌云盖顶”后发现趋势改变呢？
365999,Aleshores vaig saber per què l'Esperit Sant volia que l'anomenés.,这时我才知道为什么圣灵要我打电话给她。
369550,"L'elecció del groc per part dels Demòcrates Lliures va ser més arbitrària: una agència de publicitat el va triar el 1972 per als seus cartells, i el van conservar.",自由民主党对黄色的选择更加武断：一家广告公司在1972年为其海报选择了它，并且保留了它。
381137,"El sistema va ser un gran èxit, i aviat va trobar seguidors.",该系统取得了巨大成功，很快找到了支持者。
414592,Però una simple comprovació del pols pot ser suficient per detectar aquesta condició perjudicial i costosa.,但是，简单的脉冲检查可能足以检测这种有害且昂贵的情况。
419259,Els primers contribuïdors van aportar molt més que els primers productes: les seves idees i entusiasme van ser el que va fer possible la creació d'Open Food Facts!,最初的贡献者贡献的远远超过最初的产品：他们的想法和热情是使OpenFoodFacts实成为可能的原因！
433782,"És una oportunitat genial per a un actor... però també una mena d'insult quan ve del teu germà, no?",对于一个演员来说，这是一个很酷的机会……但是当它来自你的兄弟时，这也是一种侮辱，不是吗？
441837,Per què maten els talibans els cooperants humanitaris cristians?,塔利班为甚么要残杀基督徒人道主义救援工人？
444214,"L'anàlisi mostra que gairebé 500 de les patents d'IV originalment pertanyien a les universitats, incloses les escoles estatals (vegeu la figura 1 i la llista de patents derivades de la universitat).",分析结果表明，近500四的专利最初属于大学，包括公立学校（见图1和大学派生技术专利列表）。
447577,"Dallas, soc aquí per dir que hem de rebutjar aquesta desesperació.",但是达拉斯，我在这里要说的是，我们必须拒绝这种绝望。
451783,"Liam es va sentir atret instantàniament per totes les coses diferents, inusuals, noves i joves.",利亚姆立刻被各种不同的事物所吸引，不寻常的，新的，年轻。
