linea,catalan,chino
6238,"És per això que les nostres mentides, particularment a nosaltres mateixos, són tan boniques.",这就是为什么我们的谎言，特别是对我们自己，真是太美了。
12500,Però fins ara només m'he reunit amb els investigadors francesos.,可是，截至目前，我只跟法国的调查者见过面。
32138,"Avança ràpid, nuvi actual no discutirà els seus diners.",快进，现在的男朋友不会讨论他的钱。
48369,"Potser això és part de l'univers, però el cònjuge té altres coses, altres necessitats.",也许这是宇宙的一部分，但配偶有其他事情正在发生，其他需要。
51102,"Afortunadament, també reconeix que les tropes de l'ONU podrien ser necessàries.",值得庆幸的是，他也承认可能需要联合国部队。
52732,"Totes aquestes coses us seran afegides."" (6:33).",这些东西都要加给你们了”（马太福音6：33）。
60012,"El 2012, es podia comprar un Chromebook per 199 dòlars.",到了2012年的时候，你可以以199美元的价格买到一台Chromebook。
77025,Penso en allò bo i en allò dolent després de tot que saben el que portarà el futur.,我想到了好与坏，毕竟谁知道未来会带来什么。
77984,"Com vaig proposar a Claeys (2017), hi hauria d'haver tres pistes diferents d'ESM:",正如我在Claeys（2017）中提出的，应具有三条不同的ESM轨道：
105838,"Però encara va venir, i ara pot veure i jugar amb la seva jove néta.",但他仍然来了求医，现在他可以看见，而且和他年幼的孙女一起玩耍。
113143,"Sens dubte, la ment analítica ha fet la seva feina: hem obert noves portes, hem alliberat enormes poders.",毫无疑问，分析思想已经完成了它的工作：我们打开了新的大门，我们释放了巨大的力量。
113966,"Afegeix que, de tota manera, li encanta fer coses com aquestes com una passió.",她补充说，无论如何，她喜欢做这样的事情作为一种激情。
134928,Neguem que l'ús de la IA sigui moralment neutral.,我们否认AI的使用在道德上是中立的。
153081,"Després de com vas acabar el 2019, ara saps què (i qui) no vols, i és important que actuïs sobre aquests sentiments ara.",在2019年结束之后，您现在知道了自己不想要（和谁），并且现在就对这些感觉采取行动很重要。
157543,"Per això, per a algunes persones, no importarà que el telèfon utilitzi la tecnologia d'ahir.",这就是为什么对于某些人来说，电话使用的是昨天的技术并不重要。
