linea,catalan,chino
1951,Allí caçaven fins a haver obtingut tota la carn que podien portar.,他们在那里打猎，直到他们得到了所有可以携带的肉。
20109,Potser la manca d'amistat al nostre món es deu a les circumstàncies econòmiques.,也许我们世界上缺乏友谊是由于经济环境。
23032,"Però ahir a la nit, el seu millor amic es va esvair - i ara, un misteriós grup d'adults vol eliminar.",但昨晚，你最好的朋友不见了——而现在，一个神秘的成年人组织想要消灭你。
46596,"A causa del sistema detallat, restaurarà la seva joventut d'una manera segura.",由于其详细的系统，它会以安全的方式恢复你的青春。
65271,Quan es va convertir en rei de tot Israel hi havia homes sota el seu comandament.,当他成为国王的所有以色列有339600男子在他的指挥下。
71879,En aquestes històries veuràs com la gent de l'Índia rural es veu profundament afectada per les seves fantasies fosques.,在这些故事中，你将看到印度农村的人们是如何深受他们黑暗幻想的影响的。
92933,Va confirmar que els seus dos clients continuaran treballant a Salk.,她确认她的客户都将继续在Salk工作。
105757,Billelis: Tens molta llibertat creativa.,Billelis：你获得了很多创作自由。
172606,"Hem oblidat ja com les normes financeres i comercials existents que privilegien als Estats europeus forts, especialment Alemanya, van portar la devastació a Grècia?",我们是否忘记了现有的金融和贸易规则是如何赋予强大的欧洲国家（尤其是德国）特权，而给希腊带来灾难的？
176999,Almenys estan utilitzant el seu propi codi font (espero).,至少他们用了自己的源代码（希望如此）。
180263,"L'endemà al matí, 19 de febrer, vaig veure el canadenc entrar a la meva habitació.",第二天2月19日早晨，我看见加拿大人走进我房中。
183944,"Els fabricants europeus, i especialment les empreses alemanyes, es van salvar de les mesures, ja que Pequín i Berlín van arribar a un acord sobre això el juliol del 2013.",欧洲制造商，尤其是德国企业，未曾受到这些措施的影响，因为北京和柏林在2013年7月就此事达成了协议。
193116,La negativa és que segueixen usant alguna cosa i és poc probable que les cigarretes electròniques siguin totalment segures.,消极的一面是他们仍然在使用一些东西，电子烟不太可能完全安全。
203042,"Basant-nos en tot allò que hem après, creiem i hem acceptat l'explicació de l'entrenadora Patricia i seguirem donant-li suport.",根据我们所学到的一切，我们相信并接受了帕特里夏教练的解释，我们将继续支持他。
208509,"Cada vegada que es reuneixen tres o més contraris, un inevitablement afirmarà que els científics de l"""" IPCC' estan descuidant injustament el vapor d'aigua.",每当三个或三个以上的反对者聚集在一起，人们将不可避免地宣称，水蒸气正被“IPCC”的科学家们不公正地忽视。
209651,Això em suggereix que la Xina sap que vostè ha de permetre la llibertat de vot en molts àmbits.,在我看来，这表明中国知道在许多领域必须允许投票自由。
216244,"Gann va fer clarament un descobriment important el 8 d'agost del 1908, perquè va recordar la data precisa 46 anys després.",江恩无疑在1908年8月8日做出了一项重要发现，因为他在46年后想起了准确的日期。
231972,Natura morta amb els atributs de les arts,画名：静物与艺术的特性
253223,Seran més comunes les associacions estratègiques de capital privat?,私人股本中的战略伙伴关系会变得更加普遍吗？
