linea,catalan,chino
2534,"Sí, però només si compleixen amb alts estàndards nutricionals",是的但只有如果他们满足高营养标准
4368,"Vam fer tot el possible, però Espanya va utilitzar la seva experiència en els darrers dos minuts.",我们尽力而为，但西班牙在过去两分钟内运用了他们的经验。
5922,"Totes les solteres creiem en el matrimoni, Mr.",我们都老女仆相信婚姻，先生。
47577,Utilitzo el bloc per parlar amb les empreses perquè molt sovint escolten.,我使用博客来跟公司因为经常，他们听。
52997,(Altres 2 milions de dòlars més o menys van venir d'altres motors de cerca).,另200万美元的搜索收入也许来自其它搜索引擎。
58360,I aquest cas fins i tot ha canviat la llei a Califòrnia.,这个案子甚至改变了法律在加利福尼亚。
62616,El quart incident involucra un home musulmà que va assassinar el seu esclau.,第四个事件是涉及一个穆斯林男子谋杀了他自己的奴仆。
91657,"2015 va portar la meva dolça nena, però també es va emportar la vida del meu germà.",2015年带来了我甜美的女婴，但这也带走了我兄弟的生命。
103944,"Si els informes són correctes, Berjawi pot ser el segon ciutadà britànic mort a Somàlia en dos dies.",如果报道是正确的，Berjawi可能是两天内在索马里遇害的第二个英国公民。
110573,El Govern del Pakistan ha admès finalment que necessita ajuda.,巴基斯坦政府终于承认自己需要帮助。
117257,"En aquella època, Internet era tan petit que altres usuaris podien descarregar-ho tot a la màquina en una nit.",当时互联网如此之小，以至于其他用户可以在一个晚上就把整个东西下载到他的机器上。
127876,Azerbaidjan és un dels pocs països que s'han unit al club espacial.,阿塞拜疆是加入太空俱乐部的少数几个国家之一。
138947,Estàs segur que el que t'agradaria mostrar continuarà sent real quan acabis el teu projecte?,你确定你想要展示的东西在你完成项目的时候仍然是真实的吗？
140801,"A continuació, el període blau de Picasso tindrà profundes empremtes en el tercer i quart curs de la meva universitat.",接下来，毕加索的蓝色时期在我大学三、四年级的时候都会有很深的痕迹。
164184,Aquest compromís és necessari perquè la població del nord del Canadà s'enfronta a molts reptes socials i està suportant la pitjor part de l'escalfament global.,这一承诺是必要的，因为加拿大北部居民面临着许多社会挑战，并且正受到全球变暖的冲击。
174181,No totes les coses noves són la següent gran cosa.,不是每一件新事物都是下一件大事。
174978,Nathalie: L'aspecte sostenible i ecològic també és un argument important.,Nathalie：可持续和生态友好的方面也是一个重要的论点。
179613,"Encara que van acabar fa més de 700 anys, per a molts musulmans és com si passessin ahir mateix.",尽管它们早在七百多年就已经结束了，但对许多穆斯林而言，仿佛就发生在昨天。
190096,"Bé, en primer lloc, totes les meves filles tenen feina.",好吧，首先，我所有的女儿都有工作。
191523,"Així que si ets un dels milions de persones que posposen la presentació dels seus impostos fins a l'últim minut, per què endarrerir-se?",所以，如果你是其中之一数以百万计的人谁推迟了他们的税收到最后一分钟，为什么延迟？
195614,"I el sistema només tributarà encara més els propers mesos, lluny d'on van començar les inundacions.",在接下来的几个月里，该系统将被进一步征税，离洪水开始的地方很远。
197152,"Gracie va pensar que només perquè està registrada i el seu germà vigila el Mur, estava fora de perill dels vampirs.",“Gracie认为只是因为她已经注册并且她的兄弟守护着Wall，她对吸血鬼是安全的。
198482,"Aquest comportament és menyspreable, però cal assenyalar que aquesta dona no va rebre aquestes amenaces mentre tenia cites en línia.",这种行为是可鄙的，但应该指出的是，这个女人在网上约会时并没有收到这些威胁。
201432,"Si no t'importa passar el temps, bé, prova un lloc més romàntic.",如果你不介意花时间，很好，尝试一个更浪漫的地方。
213770,'Res no pot descriure aquest escàndol.,“没有什么可以描述这个丑闻。
214398,"Per això, el casament reial de la princesa Eugènia pot no sortir com estava previst",这就是为什么尤金妮公主的皇室婚礼可能不会按计划进行
227343,Salama diu que més de 500 persones han rebut la vacuna fins ara.,Salama说，到目前为止，已经有500多人接种该疫苗。
228408,"En canvi, l'objectiu aquí hauria de ser repensar la teva relació amb el menjar i desenvolupar una estratègia amb què puguis viure permanentment.",相反，这里的目标应该是重新思考你与食物的关系，并制定一个你可以永久生活的策略。
