linea,tipo,razon,texto_original,porcentaje_automatico,detalles_base,detalles_avanzados,texto_catalan,texto_chino
4149,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","“Alguna cosa, alguna cosa química, en la nostra saliva?”",,,,,
30386,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","“Les empreses necessiten altres avantatges, com la nova innovació.”.",,,,,
56841,eliminacion_catalan,caracteres_problematicos: {'”'},"És trist veure la seva terra per última vegada, però realment té un gran llegat.”",,,,,
126905,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","“...on és l'hora local...”, és clar, és l'hora local.",,,,,
138278,eliminacion_catalan,caracteres_problematicos: {'•'},• Elizondo entén per què molts segueixen sent dubtosos.,,,,,
156055,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","“Això significa que hi ha 399.970,000 persones al món que van veure un gran esdeveniment esportiu.”.",,,,,
173780,eliminacion_catalan,caracteres_problematicos: {'$'},"Encara que A$AP Rocky hauria de poder tornar a Suècia, si voldria tornar és una qüestió different.",,,,,
177551,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","“Amb Alemanya, no és que tinguis una estrella; crec que l'equip és l'estrella, i per això són tan fo...",,,,,
189994,eliminacion_catalan,caracteres_problematicos: {'/'},Aquestes consultes se centren a estabilitzar la crisi/emergència actual i proporcionar suport immedi...,,,,,
258212,eliminacion_catalan,caracteres_problematicos: {'—'},—Crec que pots estar en qualsevol lloc i encara no n'estàs segur.,,,,,
320815,eliminacion_catalan,caracteres_problematicos: {'%'},"En això, no és different de la tendència GDPR de l'any passat, quan només el 48,7% de les empreses v...",,,,,
414647,eliminacion_catalan,"caracteres_problematicos: {'[', ']'}",[Restriccions]...seria una decisió negativa important de Trump i significaria menys oportunitats int...,,,,,
516854,eliminacion_catalan,caracteres_problematicos: {'%'},"El 45,2% de les mercaderies transportades està representat per la producció de vehicles i equips.",,,,,
521847,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",Necessita aquesta font d'energia perquè va apagar la majoria de les seves pròpies centrals nuclears ...,,,,,
535779,eliminacion_catalan,caracteres_problematicos: {'“'},"També va dir: “Durant el mateix període, el nivell de desnutrició va passar de 200 milions a 224 mil...",,,,,
546763,eliminacion_catalan,caracteres_problematicos: {'“'},“Però hi ha moments de la teva vida en què has de treballar perquè sembli fàcil.,,,,,
621642,eliminacion_catalan,caracteres_problematicos: {'“'},Jack: “Això és molt TTL.,,,,,
716434,eliminacion_catalan,caracteres_problematicos: {'%'},També representa més del 72% dels diamants processats al país.,,,,,
723823,eliminacion_catalan,caracteres_problematicos: {'·'},"Afortunadament, els governs i els bancs centrals han après les lliçons dels anys trenta i han decidi...",,,,,
731469,eliminacion_catalan,caracteres_problematicos: {'·'},"A més dels dos punts anteriors, la protecció del sòl ha de coincidir amb les instal·lacions de joc d...",,,,,
749346,eliminacion_catalan,caracteres_problematicos: {'·'},"La qüestió ha suscitat controvèrsia, sobretot perquè el senyor Helme i el seu partit han afirmat que...",,,,,
751994,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",Ni tan sols em dic “individu”; espero ser una persona.,,,,,
761591,eliminacion_catalan,"caracteres_problematicos: {'[', ']'}",Podeu trobar més informació sobre Geohashes i altres tècniques relacionades a [6.2] i [6.3].,,,,,
821887,eliminacion_catalan,caracteres_problematicos: {'/'},Marroc / EUA: L'acord de lliure comerç amb els Estats Units (el sisè soci comercial més gran del Mar...,,,,,
837267,eliminacion_catalan,caracteres_problematicos: {'”'},Potser aquesta és l'”escola italiana”.,,,,,
847770,eliminacion_catalan,"caracteres_problematicos: {'·', '>'}","> TESTIMONI: Té 20 anys, igual que el teu coeficient intel·lectual.",,,,,
860299,eliminacion_catalan,caracteres_problematicos: {'“'},"“Ja ho hem fet abans: explicar-los el nostre cap de setmana i agrair-los la feina, les hores que ded...",,,,,
943599,eliminacion_catalan,caracteres_problematicos: {'·'},"El mes passat, en una sessió plenària del Parlament Europeu a Estrasburg, la Comissió Europea va don...",,,,,
959468,eliminacion_catalan,caracteres_problematicos: {'”'},Hem de saludar els vostres Caçadors i assegurar-nos que la seva recerca sigui... desafiant. ”.,,,,,
985368,eliminacion_catalan,caracteres_problematicos: {'·'},No hi ha programes de certificació que la gent pugui prendre per aprendre a instal·lar un sistema EP...,,,,,
1195046,eliminacion_catalan,caracteres_problematicos: {'–'},Això inclou desafiar el paper dels mitjans de comunicació en la creació d'exclusió i estigmatització...,,,,,
1199334,eliminacion_catalan,caracteres_problematicos: {'“'},“Quan tenia 15 anys vaig guanyar una Canon EOS 40D i vaig començar a aprendre els fonaments de la fo...,,,,,
1203311,eliminacion_catalan,caracteres_problematicos: {'·'},La lentitud de Líbia en l'aprovació de visats per a viatgers oficials nord-americans havia endarreri...,,,,,
1370261,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",Aquests són els elements distintius dels texans “LUXURY QUALITY” de MOORER:,,,,,
1426273,eliminacion_catalan,caracteres_problematicos: {'·'},La discriminació ambiental també pot ser la col·locació d'una fàbrica perjudicial en un lloc de mino...,,,,,
1465359,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","Cada persona té una definició different de la paraula “bo”, especialment en el context de la vida, d...",,,,,
1535911,eliminacion_catalan,caracteres_problematicos: {'%'},Prop del 60% dels enquestats van dir que el canvi a aliments d'origen vegetal era permanent.,,,,,
1634765,eliminacion_catalan,caracteres_problematicos: {'%'},"GoLand també va experimentar un fort creixement i ara és el segon editor més preferit amb un 22%, in...",,,,,
1696541,eliminacion_catalan,caracteres_problematicos: {'”'},No cal que segueixis matant els teus companys musulmans.”.,,,,,
1746817,eliminacion_catalan,caracteres_problematicos: {'&'},"Aquí trobaràs la botiga d'Apple més gran d'Espanya, Habitat i Marks & Spencer!",,,,,
1840554,eliminacion_catalan,caracteres_problematicos: {'/'},Llegiu la tasca pendent de migració de FedoraProject:Wiki per a veure si hi ha alguna cosa que neces...,,,,,
1880408,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",No sé quanta gent aquí ha estudiat seriosament el “Dinovè Congrés”.,,,,,
1894736,eliminacion_catalan,"caracteres_problematicos: {'–', '%'}","El director d'investigació de PRRI, Daniel Cox, va dir que alguns enquestats –incloent-hi el 75% del...",,,,,
1952592,eliminacion_catalan,caracteres_problematicos: {'·'},Inicialment vaig començar a utilitzar aquesta tècnica - utilitzant només vectors i efectes d'il·lust...,,,,,
2028609,eliminacion_catalan,caracteres_problematicos: {'“'},"Segons un informe detallat de SmarTech1, “el mercat mundial de l'ortopèdia, que inclou una àmplia ga...",,,,,
2043486,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",“Combinar l'exercici i la masticació de xiclets pot ser una manera eficaç de controlar el pes.”,,,,,
2130430,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","“El que serà, el que pot ser, crec que és profund”, diu Tim Cook sobre la realitat augmentada.",,,,,
2157224,eliminacion_catalan,caracteres_problematicos: {'·'},"52.27 Al·là, en canvi, ha estat bondadós amb nosaltres i ens ha salvat del turment de l'alè de foc.",,,,,
2297642,eliminacion_catalan,caracteres_problematicos: {'·'},"Imatge: Un cartell en una clínica de Vancouver, Washington, el 25 de gener del 2019 demana als nens ...",,,,,
2523896,eliminacion_catalan,"caracteres_problematicos: {'[', ']'}",Ell [Himmler] està convençut que per a finals d'any podem resoldre la qüestió jueva per a tot Europa...,,,,,
2589050,eliminacion_catalan,caracteres_problematicos: {'%'},"Davant d'un xoc extern, el govern xinès hauria de mantenir una taxa de creixement del 7,5% prenent m...",,,,,
2594936,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",Ampliem i ajudem a construir plantes químiques que uneixen cadenes d'hidrocarburs a partir del CO2 p...,,,,,
2627960,eliminacion_catalan,caracteres_problematicos: {'/'},No excloem que a curt termini les cotitzacions GBP / USD poden provar la zona de control mensual de ...,,,,,
2666051,eliminacion_catalan,caracteres_problematicos: {'·'},La col·lecció de llibres circulants i publicacions periòdiques no circulants suma aproximadament vol...,,,,,
2717885,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","“Les nostres comunitats necessiten suports de salut mental, programes socials i econòmics que creïn ...",,,,,
2723644,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",Dr. Neruda: “Les paraules són suficients.”.,,,,,
2750912,eliminacion_catalan,caracteres_problematicos: {'·'},"Ara els demòcrates són necessaris si s'aprovarà al Senat, però volen immigració il·legal i fronteres...",,,,,
2884862,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","“Necessitem una mica més de temps per fixar l'òrbita i determinar la mida exacta de l'objecte, però ...",,,,,
