linea,catalan,chino
1558,Redueix el teu consum de carn i explica-ho al món.,减少你的肉类消费，并告诉世界。
17297,Va guiar la meva decisió perquè vaig reconèixer que la venda d'assegurances era la resposta a les meves oracions.,他指导我的决定，因为我认识到卖保险是回答我的祈祷。
28800,"Els mètodes d'entrenament de Déu són diferents dels de l'home, 2 d'abril",4月2日上帝的教导与人的施教不同（God’sMethodsofTrainingDifferentFromMan’s，April2）
38262,Aquest no és el teu cas Suzy i et pots alegrar per això!,苏西，这不是你的案子，你可以为此感到高兴！
56250,També estic sorprès i agraït que el vostre producte hagi funcionat tan ràpid i bé. -.,我也感到惊讶和感激，你的产品工作得如此之快和好。
57452,"O dir això, fer-nos una llar temporal.",或者这样说，使我们临时的家。
68044,"Per tant, m'agraden els consells de l'Evan, però l'Steve també té raó.",因此，我喜欢埃文的建议，但史蒂夫有一个观点，也一样。
72777,"La campanya de l'audiència també anima a la gent a ""posar-se a prova l'oïda als 60 anys"".",这场听力活动还鼓励人们“在60岁时测试你的听力”。
97354,La Xina probablement dirà a Biden que aquesta és una pràctica estàndard per a més de 20 països.,“中国可能会对拜登说，这是20多个国家的标准做法。
100830,"Però l'oncle Tom va dir que va ser un accident, i mai no explica el que no és cert.",但汤姆叔叔说这是意外，他从来没有告诉什么不是真的。
130803,No és la meva feina per formar i ensenyar a un home de 50 anys com sortir amb una dona adulta.,我的工作不是训练和教一个50岁的男人如何和一个成年女人约会。
142641,El seu llibre va ser influent fins i tot als Estats Units en aquell moment.,她的书在当时甚至在美国都很有影响力。
147539,"Molts altres, inclosos alguns dels pitjors infractors, mai no van arribar a ser jutjats (vegeu la llista completa aquí).",许多其他人，包括一些最严重的罪犯，从来没有受到审判（见完整的名单在这里）。
148706,He trencat el codi de silenci o de lleialtat?,我打破沉默的代码或忠诚吗？
150619,"No estem realment vius, som com a fantasmes.",我们并没有真正地活着，我们象个幽灵。
164838,"Si us plau, no em preguntin quantes monedes he venut ni a quin preu.",请不要问我卖了多少个币或者以什么价格卖的。
176495,"Tot i això, si podem confiar en els nostres proveïdors mèdics, podran atendre'ns millor.",但是，如果我们能够信任我们的医疗提供者，则他们将能够更好地照顾我们。
188174,Tom Willard era ambiciós per al seu fill.,汤姆威拉德是雄心勃勃的为他儿子。
196225,Ara ha venut 4 milions de còpies i ha atret al voltant de 12 milions de jugadors.,它现在已售出400万份，吸引了大约1200万玩家。
208095,"En el cas del rei Jaume, després de la seva publicació original el 1611, hi va haver una sèrie de versions revisades que van corregir molts d'aquests petits defectes que s'havien trobat.",在国王詹姆斯的情况下，其原来的1611出版后，有一些“修订后的”版本，纠正已发现很多这样的小瑕疵。
216438,"Lexicon va dir que retallaria 115 llocs de treball, principalment en investigació i descobriment per reduir els costos.",Lexicon表示，它将裁减115个工作岗位，主要是研究和发现职位，以降低成本。
217728,El que sí que sé és que en tenen un al laboratori.,但是我知道的是，他们在实验室里有一个。
219122,"Li fa enveja els diners i l'exposició que tenen els futbolistes actuals, no ho sé.","""他嫉妒现在足球远动员所拥有的金钱和曝光率吗？——我不知道。"
245389,"Un informe policial va assenyalar que, fins i tot a la mort, el fill d'immigrants hongaresos va aconseguir mantenir el seu bon aspecte.",一份警方报告指出，即使是在死亡的时候，匈牙利移民的儿子也能保持自己的美貌。
264766,Els científics gairebé es van perdre aquest i altres descobriments de SOHO.,科学家们几乎错过了这个和SOHO的其他发现。
268553,La primera dècada fins al 2031 és una fase crucial que afectarà el progrés futur.,到2031年的第一个十年是影响未来进展的关键阶段。
