linea,tipo,razon,texto_original,porcentaje_automatico,detalles_base,detalles_avanzados,texto_catalan,texto_chino
29211,eliminacion_catalan,caracteres_problematicos: {'“'},"“Tornarà 80 partits a partir d'ara, i serà benvingut de nou a aquesta organització.",,,,,
53657,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}","Però la gent vol saber què els passarà, no a “la majoria de la gent”.",,,,,
116583,eliminacion_catalan,caracteres_problematicos: {'“'},"“Tenim Bèstia, el nostre gos ovella hongarès i té molt de talent.",,,,,
333099,eliminacion_catalan,caracteres_problematicos: {'“'},“Hauríem de desenvolupar armes sofisticades i vendre-les a l'estranger.,,,,,
415835,eliminacion_catalan,caracteres_problematicos: {'·'},"No obstant això, el nostre compromís no és il·limitat i el nostre suport no és un xec en blanc.",,,,,
421728,eliminacion_catalan,caracteres_problematicos: {'%'},És important destacar que els efectes positius sobre la vida dels peixos també van incloure un augme...,,,,,
473467,eliminacion_catalan,"caracteres_problematicos: {'·', '”', '“'}","“Déu és intel·ligent, però no deshonest.”",,,,,
538776,eliminacion_catalan,caracteres_problematicos: {'*'},** L'hora de sortida del 22 de febrer de 2020 serà de 1700.,,,,,
545192,eliminacion_catalan,caracteres_problematicos: {'—'},—Estava esperant una dona —continuà en Treville—.,,,,,
545570,eliminacion_catalan,"caracteres_problematicos: {'*', '”', '“'}",*** “L'èxit no li portarà la felicitat; però la felicitat li portarà l'èxit.”,,,,,
559562,eliminacion_catalan,caracteres_problematicos: {'–'},"Brasil són ""dos graus"" millor que 2014 – Kroos",,,,,
584707,eliminacion_catalan,caracteres_problematicos: {'“'},"“Això fa que el vehicle sigui més visible, fins i tot per als passatgers.",,,,,
594979,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}","“Aquesta part de la meva vida, aquesta petita part, s'anomena felicitat.”",,,,,
645205,eliminacion_catalan,caracteres_problematicos: {'·'},Els francesos havien estat excel·lents estudiants d'història; simplement van aprendre amb massa prec...,,,,,
908965,eliminacion_catalan,caracteres_problematicos: {'·'},Realment us preocupa que el banc no aprovi la vostra sol·licitud d'una hipoteca d'habitatge amb mal ...,,,,,
926729,eliminacion_catalan,caracteres_problematicos: {'·'},"Quan faig la pel·lícula, i em fico en els meus propis 60 o 120, en realitat no tens experiència i ni...",,,,,
1004579,eliminacion_catalan,caracteres_problematicos: {'“'},“L'observació de tendències decreixents pot proporcionar un senyal inicial que alguna cosa ha canvia...,,,,,
1161525,eliminacion_catalan,caracteres_problematicos: {'“'},“Encara s'utilitzen moltes escoles per acollir els desplaçats.,,,,,
1244145,eliminacion_catalan,caracteres_problematicos: {'—'},"—No ho sé, ja no és a les meves mans —respongué Villefort.",,,,,
1268174,eliminacion_catalan,caracteres_problematicos: {'·'},"A més, el cervell mai no descansa realment, va explicar; quan dormim, encara requereix combustible p...",,,,,
1276125,eliminacion_catalan,caracteres_problematicos: {'·'},"Les col·loquem a prop del nostre cos o les donem als nens perquè juguin, sense adonar-nos que aquest...",,,,,
1357905,eliminacion_catalan,caracteres_problematicos: {'/'},L'escriptor/director va respondre en dues parts:,,,,,
1415151,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}","Ali ho va aconseguir el 1990 a través de la seva “gira de bona voluntat” a Bagdad, una gira que va s...",,,,,
1461277,eliminacion_catalan,caracteres_problematicos: {'%'},"Espereu amb la inspecció per al pitjor dels casos o càrregues màximes, o quan la càrrega sigui almen...",,,,,
1482005,eliminacion_catalan,caracteres_problematicos: {'·'},"Després d'un període de quatre a sis setmanes, els que sobrevisquin tornaran a instal·lar-se al fons...",,,,,
1557643,eliminacion_catalan,caracteres_problematicos: {'/'},2002 Karine A / Operació Escut Defensiu / Batalla de Jenin / Batalla de Nablus / Operació Camí deter...,,,,,
1566888,eliminacion_catalan,caracteres_problematicos: {'%'},"En general, el 63% dels treballadors nord-americans va admetre que les seves eleccions d'estil de vi...",,,,,
1606378,eliminacion_catalan,caracteres_problematicos: {'·'},"Amb moltes noves tecnologies, com els robots col·laboratius, un dels principals reptes és explicar c...",,,,,
1686621,eliminacion_catalan,"caracteres_problematicos: {']', '['}","Sabia com podia ser de difícil, i no volia el mal de cap [fins que va arribar aquest projecte.].",,,,,
1720586,eliminacion_catalan,caracteres_problematicos: {'/'},Algunes experiències nacionals/populars més radicals han implementat reformes agràries que van limit...,,,,,
1726224,eliminacion_catalan,"caracteres_problematicos: {']', '['}",Dispositius assequibles i sensibles com aquest són necessaris per [...],,,,,
1860965,eliminacion_catalan,caracteres_problematicos: {'–'},"M'ha ajudat a relaxar-me i abordar els sentiments oposats que tenia cap al sexe i, en les darreres s...",,,,,
1899221,eliminacion_catalan,caracteres_problematicos: {'·'},També podem controlar com canvia el nombre i la qualitat de les cèl·lules que interactuen amb el tem...,,,,,
2027679,eliminacion_catalan,caracteres_problematicos: {'%'},Noves proves suggereixen que una gran proporció (93%) de propietaris de gossos de cara plana tenen l...,,,,,
2068581,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}",Es basa en la teoria que el preu de mercat d'un actiu tendeix a moure's cap al seu “valor real” o “v...,,,,,
2135962,eliminacion_catalan,caracteres_problematicos: {'%'},La trigeneració pot convertir fins al 93% del combustible en energia útil.,,,,,
2158838,eliminacion_catalan,caracteres_problematicos: {'«'},«Qui sabria que es convertiria en un gran amic de George Bush i que voldria seguir bombardejant gent...,,,,,
2171669,eliminacion_catalan,caracteres_problematicos: {'/'},"Fa poc temps, vaig intentar regimentar-me amb un cicle estàndard de vetlla/son.",,,,,
2230032,eliminacion_catalan,caracteres_problematicos: {'“'},“Al final hi ha aquest problema davant nostre.,,,,,
2260869,eliminacion_catalan,caracteres_problematicos: {'·'},"Com a part del projecte del Parc SRTI, CyBe Construction col·laborarà amb el govern dels EAU, el sec...",,,,,
2294776,eliminacion_catalan,caracteres_problematicos: {'→'},El secret del meu èxit (1987) →,,,,,
2334038,eliminacion_catalan,caracteres_problematicos: {'/'},Et vaig trobar quan estava tractant de donar sentit a un problema de relació i he estat un lector co...,,,,,
2362373,eliminacion_catalan,caracteres_problematicos: {'“'},“Hi ha dues companyies com Amazon i Apple que de tant en tant es trepitjaran els uns als altres?,,,,,
2368553,eliminacion_catalan,caracteres_problematicos: {'%'},Al voltant del 20 - 25% tenen efectes secundaris significatius.,,,,,
2430234,eliminacion_catalan,"caracteres_problematicos: {']', '['}","19 Sabem que venim de Déu, i el món sencer jeu [sota el domini] del mal [un].",,,,,
2432016,eliminacion_catalan,caracteres_problematicos: {'·'},"Avui dia de vegades ens oblidem d'aquestes coses, però les pel·lícules poden servir com a monument v...",,,,,
2443034,eliminacion_catalan,caracteres_problematicos: {'·'},"Com a part d'una agenda d'expansió ambiciosa, hi ha un programa de desenvolupament de campus a gran ...",,,,,
2550211,eliminacion_catalan,caracteres_problematicos: {'%'},"A molts països africans ia l'Índia, les taxes d'alfabetització continuen sent molt inferiors al 70%.",,,,,
2670669,eliminacion_catalan,"caracteres_problematicos: {']', '['}","No obstant això, una altra disposició va reduir l'abast de la decisió, afirmant que ""els membres que...",,,,,
2743663,eliminacion_catalan,caracteres_problematicos: {'%'},L'informe de tendències d'Internet de Mary Meeker d'aquest any va assenyalar que el 5% dels nord-ame...,,,,,
2751176,eliminacion_catalan,caracteres_problematicos: {'·'},TTWiiN aprofita la profunda i diversa experiència tècnica a través dels 10 centres d'excel·lència de...,,,,,
2840802,eliminacion_catalan,caracteres_problematicos: {'”'},També cal assumir-ne la responsabilitat.”,,,,,
2960385,eliminacion_catalan,caracteres_problematicos: {'%'},El primer ministre ha estat clar que estem fent bons progressos en la relació futura i el 95% de l'a...,,,,,
3036951,eliminacion_catalan,caracteres_problematicos: {'€'},"Amb quatre controls de carretera ben posicionats, la policia francesa l'hauria detingut i, encara qu...",,,,,
3145763,eliminacion_catalan,caracteres_problematicos: {'/'},Ets un antic/actual membre del NomCom?,,,,,
3157563,eliminacion_catalan,"caracteres_problematicos: {'>', '”', '“'}",Tot i que no cal seguir l'enfocament convencional “Introducció-- > Declaració de la tesi -- > Cos 1-...,,,,,
3297865,eliminacion_catalan,caracteres_problematicos: {'·'},"A més dels refugiats, 1,1 milions de persones van presentar sol·licituds d'asil, la majoria als païs...",,,,,
3366027,eliminacion_catalan,caracteres_problematicos: {'·'},Aquesta setmana em fa il·lusió compartir una eina en la qual els meus companys i jo hem estat trebal...,,,,,
3449838,eliminacion_catalan,caracteres_problematicos: {'·'},"5El Senyor m'ha donat comprensió, i no m'he rebel·lat ni m'he apartat d'ell.",,,,,
3518375,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}","T'adones que vas heretar aquesta herència familiar, anomenada “planeta terra”, fa molt de temps.",,,,,
3527526,eliminacion_catalan,caracteres_problematicos: {'·'},Els telèfons intel·ligents s'utilitzen com a conducte per a la desinformació sobre les eleccions índ...,,,,,
3644694,eliminacion_catalan,caracteres_problematicos: {'·'},Però els beneficis capitalistes continuen sent com abans inviolables per a Skobelev i els seus col·l...,,,,,
3702473,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}",Retenint “consultors” o altre personal no advocat per representar-los.,,,,,
3745496,eliminacion_catalan,caracteres_problematicos: {'%'},Un informe del 2016 de l'organització benèfica i l'Institut de Recerca de Polítiques Públiques va su...,,,,,
3746221,eliminacion_catalan,caracteres_problematicos: {'–'},"Òbviament, el vi que gaudim després del sopar –i en general poc abans d'anar a dormir– és un factor ...",,,,,
3749052,eliminacion_catalan,caracteres_problematicos: {'“'},“Si alguna cosa ens ha ensenyat Schitt's Creek és que l'amor i la bondat sempre guanyen....,,,,,
3758851,eliminacion_catalan,caracteres_problematicos: {'·'},"Agraeixo la seva crida a un ensenyament més pràctic dels mètodes de recerca, la col·laboració interd...",,,,,
3781688,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}","El seu plomatge blanc i negre li havia valgut el títol de “pingüí original”, però s'assemblava més a...",,,,,
3817702,eliminacion_catalan,caracteres_problematicos: {'·'},"Encara no està clar com la intel·ligència artificial reconfigurarà les nostres vides, però és clar q...",,,,,
3876282,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}","“Però quan dorms?”, va preguntar en Karl, mirant l'estudiant sorprès.",,,,,
3943153,eliminacion_catalan,caracteres_problematicos: {'」'},Què com una dona es diu bogeria? 」,,,,,
