linea,catalan,chino
105,Negoci (,商业业务方面
36690,"La Xina sap que l'autonomia només crea inestabilitat i, per tant, no es pot permetre.",中国知道自治只会创造不稳定，因此是不能被允许的。
41438,Simplement no estava preparat: (Tot i que havia estat vivint sol durant gairebé un any.,他只是还没有准备好：（尽管他已经独自生活了将近一年。
46941,Suposo que és perquè torno a conduir per a un equip suís.,我猜这是因为我再次为一支瑞士车队开车的缘故。
77408,No estem limitats als nostres tipus actuals.,我们不限于我们当前的类型。
91048,No vaig intentar explicar això de Susan.,我没有试图解释关于苏珊。
94324,M'oposaré enèrgicament al fet que la nostra petició de pau es tradueixi en un ultimàtum.,我将坚决反对以最后通牒的方式提出我们的和平要求。
105376,LPA per portar més pluja; una altra vista fora del PAR,LPA带来更多降雨；在PAR之外看到的另一个
141190,Nick és un home modern que es considera molt evolucionat.,尼克是一个现代人，他认为自己是高度进化的。
144777,Fins i tot podries explicar una història que mostri un resultat exitós que vas tenir amb un client determinat.,你甚至可以讲一个故事，展示了一个成功的结果，你曾与一个给定的客户端。
162204,"Per començar, cal aportar proves que les autoritats sirianes poden estar involucrades al chematok, va dir Le Pen.",首先，有必要提供叙利亚当局可能参与chematok的证据，LePen说。
169855,"Els rius i les muntanyes només estan en el meu somni,",“河流和山脉只在我的梦里。
174984,"La casa de Déu és amb els homes, i viurà amb ells.",神的居所与人同在，他将和他们一起生活。
185029,"Si no en tinguéssim cap, tots els meus restaurants tancarien demà.",如果我们没有，我的所有餐厅明天都会关闭。
221433,"De fet, l'única manera d'augmentar el poder de ""tu"" és reemplaçar-lo amb el nom real del teu públic.",事实上，增强“你”力量的唯一方法是用你的听众的真实姓名来代替它。
223821,"Tot i això, poques persones, entre elles homes i nens, s'atreveixen a parlar públicament si han patit una agressió sexual, va dir.",然而，很少有人，包括男人和男孩，敢于公开谈论他们是否经历过性侵犯，”她说。
242222,"En segon lloc, Cao Cao té una població de 3 milions d'habitants al nord.",其次，曹操在北方有300万人口。
242611,L'objectiu de myReflection és produir 320 productes en un mes.,myReflection的目标是在一个月内生产出320件产品。
247452,Jàson estava força segur que no vivia al desert.,杰森很确定他不住在沙漠里。
