linea,tipo,razon,texto_original,porcentaje_automatico,detalles_base,detalles_avanzados,texto_catalan,texto_chino
36955,eliminacion_catalan,caracteres_problematicos: {'%'},60% Persones que tenen consciència de qualitat.,,,,,
128596,eliminacion_catalan,caracteres_problematicos: {'“'},"“Després de 2007 vaig dir, si ho fas cada cinc anys, et portaré al tribunal més alt.",,,,,
209618,eliminacion_catalan,"caracteres_problematicos: {']', '['}","No és que sempre es converteixi en [una amenaça a la seguretat], depèn de com ho gestionis.",,,,,
276930,eliminacion_catalan,caracteres_problematicos: {'·'},"El 1900 havia establert instal·lacions de producció a diversos països, inclosos els Estats Units, on...",,,,,
309439,eliminacion_catalan,"caracteres_problematicos: {'«', '»'}","«O detenim les hostilitats i retirem les tropes alemanyes de Polònia, o anirem a la guerra.».",,,,,
412860,eliminacion_catalan,caracteres_problematicos: {'»'},"31 »El castigaré a ell, a la seva descendència i als seus servents per la seva poca traça.",,,,,
538922,eliminacion_catalan,caracteres_problematicos: {'“'},"“Hauria de tornar a veure el penal, però tant si va ser just com si no, crec que va canviar el parti...",,,,,
610628,eliminacion_catalan,caracteres_problematicos: {'“'},“La crua realitat pot actuar com a evidència i fer-nos reflexionar sobre aquestes condicions.,,,,,
662814,eliminacion_catalan,caracteres_problematicos: {'“'},“Tots estem atònits davant aquesta terrible catàstrofe que s'ha emportat tanta gent.,,,,,
781523,eliminacion_catalan,caracteres_problematicos: {'·'},"Homebrew instal·larà moltes dependències, però eventualment descarregarà i instal·larà el mateix Nod...",,,,,
850628,eliminacion_catalan,caracteres_problematicos: {'—'},Les noves idees han d'utilitzar edificis antics. — Jane Jacobs,,,,,
982846,eliminacion_catalan,caracteres_problematicos: {'“'},“El teu temps a tot el món està canviant i és la Mare Terra i el teu Sol adaptant-se a les noves ene...,,,,,
1010573,eliminacion_catalan,caracteres_problematicos: {'“'},“El nostre objectiu és que aquests dispositius s'utilitzin com a sensors autònoms.,,,,,
1049794,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","“Quan va passar Columbine, vam trigar tres hores a respondre, en part perquè no sabíem com respondre...",,,,,
1054263,eliminacion_catalan,caracteres_problematicos: {'·'},Em segueix sorprenent la fe cega que alguns a Londres col·loquen en els futurs tractats de lliure co...,,,,,
1067301,eliminacion_catalan,caracteres_problematicos: {'‘'},"Per fi va dir: ‘Necessitaré tots els llibres de Misèria, si els tens, perquè no tinc la meva concord...",,,,,
1191804,eliminacion_catalan,caracteres_problematicos: {'”'},"No sé si podries trobar-ne un, en aquells dies, enmig de l'evacuació.”.",,,,,
1225475,eliminacion_catalan,"caracteres_problematicos: {']', '['}","[2] [3] Els rols de gènere solen centrar-se en les concepcions de feminitat i masculinitat, [2] enca...",,,,,
1280129,eliminacion_catalan,caracteres_problematicos: {'·'},A mesura que s'acostava la data de la seva entrevista (s'al·legava que era en algun moment de gener)...,,,,,
1295598,eliminacion_catalan,caracteres_problematicos: {'»'},"Estic parlant sobretot d'economia i negocis, perquè aquesta és la meva àrea.».",,,,,
1500648,eliminacion_catalan,caracteres_problematicos: {'·'},Però la desesperada lluita de carrer a Budapest va dissipar qualsevol il·lusió sobre aquest nou mode...,,,,,
1690933,eliminacion_catalan,"caracteres_problematicos: {'·', '%'}",· Aproximadament el 50% dels enquestats estan compromesos amb el programari definite com una estratè...,,,,,
1707010,eliminacion_catalan,caracteres_problematicos: {'·'},No prendre les precaucions adequades per a aquestes condicions és un altre error que podria provocar...,,,,,
1714799,eliminacion_catalan,caracteres_problematicos: {'“'},“Esperem poder organitzar diverses reunions i conferències per a aquests estudiants a la Botiga Zort...,,,,,
1893987,eliminacion_catalan,caracteres_problematicos: {'·'},"El que ens ensenya Blackwood és deixar-nos veure, com a dona, la seva vacil·lació, lluita i determin...",,,,,
1900644,eliminacion_catalan,"caracteres_problematicos: {'–', '£'}","2009 – Dilys Williams, Talent Compartit de l'Índia Creative Connexions - £ 94,000",,,,,
1928468,eliminacion_catalan,caracteres_problematicos: {'%'},"Tot i això, només al voltant del 10% dels boscos del món estan sota gestió sostenible certificada.",,,,,
1935389,eliminacion_catalan,caracteres_problematicos: {'↑'},↑ Resolució 66 (I) de l'Assemblea General de les Nacions Unides,,,,,
1981197,eliminacion_catalan,caracteres_problematicos: {'“'},"Ella va dir: “Joshua, tu ets més important per a mi que en Tyler.",,,,,
2029085,eliminacion_catalan,caracteres_problematicos: {'·'},Els sol·licitants han d'escriure un paràgraf sobre per què creuen que mereixen l'oportunitat i enume...,,,,,
2039185,eliminacion_catalan,caracteres_problematicos: {'·'},"He de dir que, quan estan a sis o vuit mesos de distància, en realitat és força desesperat' (Profess...",,,,,
2041519,eliminacion_catalan,caracteres_problematicos: {'·'},"Tres acusats nord-americans més i cinc italians, entre ells l'excap d'intel·ligència militar d'Itàli...",,,,,
2069980,eliminacion_catalan,caracteres_problematicos: {'/'},"Mentre que en temps real Google Lens va ser el gran anunci de realitat augmentada a I/O 2018, es va ...",,,,,
2118494,eliminacion_catalan,caracteres_problematicos: {'“'},"“Em fa cuidar-los millor, em fa estimar-los més dur.",,,,,
2239959,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",“De James Taylor a Taylor Swift: La música evoluciona com a organismes biològics.”,,,,,
2392333,eliminacion_catalan,"caracteres_problematicos: {'·', '“', '”'}","A diferència de la majoria dels seus col·legues d'aquesta comissió, Boillat no treballa regularment ...",,,,,
2503707,eliminacion_catalan,caracteres_problematicos: {'·'},Va dir que la cal·ligrafia és en realitat una base important per a totes les seves funcions i carrer...,,,,,
2524148,eliminacion_catalan,caracteres_problematicos: {'·'},El desafiament intel·lectual que la Gran Bretanya ha eludit constantment és com equilibrar l'autonom...,,,,,
2591310,eliminacion_catalan,caracteres_problematicos: {'–'},(Em vaig adonar en veure aquesta demo – WEB,,,,,
2649491,eliminacion_catalan,caracteres_problematicos: {'“'},“Espero veure més dones.,,,,,
2854128,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","La campanya “We Love Beer” recorda a tothom que la cervesa és una beguda adulta, que s'ha d'apreciar...",,,,,
2931331,eliminacion_catalan,caracteres_problematicos: {'%'},"També obtindreu entre un 15 i un 30% de diverses vitamines i minerals B de suport energètic, inclòs ...",,,,,
2944601,eliminacion_catalan,caracteres_problematicos: {'”'},"Fer-ho bé, i vam establir les bases d'un dividend demogràfic, que podria treure centenars de milions...",,,,,
3058399,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",“Aneu a contonejar amb aquelles dones nues.”.,,,,,
3077277,eliminacion_catalan,caracteres_problematicos: {'%'},L'ADGM també permet la propietat estrangera al 100%.,,,,,
3113950,eliminacion_catalan,"caracteres_problematicos: {'·', '“'}",“En la novel·la com en el drama veiem la naturalesa humana i l'acció humana.,,,,,
3211018,eliminacion_catalan,caracteres_problematicos: {'%'},Les dades d'Eurostat mostren que el 20% dels hongaresos (de 16 a 74 anys) han comprat alguna cosa pe...,,,,,
3502543,eliminacion_catalan,caracteres_problematicos: {'&'},"La major part dels fons es destinaran a E&P, on l'empresa té previst augmentar la producció posant e...",,,,,
3580427,eliminacion_catalan,caracteres_problematicos: {'·'},"També gairebé faig servir Internet per contactar amb col·legues femenines, per la qual cosa és més s...",,,,,
3643840,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",“Pregant benediccions sobre ell i la seva carrera.”.,,,,,
3674186,eliminacion_catalan,caracteres_problematicos: {'·'},"Els controladors són el cor de la seva aplicació, ja que determinen com s'han de manejar les sol·lic...",,,,,
3717592,eliminacion_catalan,caracteres_problematicos: {'–'},"El seu amor, la seva calor, i el seu alè, fins i tot els seus braços al meu voltant – són les ones, ...",,,,,
3767281,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","La història d'aquesta sèrie va començar amb Sea State 1, que es va desenvolupar el 2005 i es va subt...",,,,,
3840608,eliminacion_catalan,caracteres_problematicos: {'/'},"Els nostres professors aprofiten al màxim aquest recurs, així com els reproductors de DVD/CD i els i...",,,,,
3850863,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","Una és l'horror: Després que l'últim avió s'enlairi durant nou mesos, la tripulació d'hivern veu “La...",,,,,
4030765,eliminacion_catalan,caracteres_problematicos: {'·'},Veritablement crec que el punt d'inflexió final per a Trump serà quan implosioni de totes les rialle...,,,,,
4113947,eliminacion_catalan,"caracteres_problematicos: {'«', '‘'}","Com assenyala Kästenberger, «les ‘ovelles' de Jesús escolten la seva veu; les coneix i el segueixen ...",,,,,
4154679,eliminacion_catalan,"caracteres_problematicos: {']', '[', '«', '»'}",18 Lia va dir: «Déu em va donar la meva recompensa [b] perquè vaig donar la meva serventa al meu mar...,,,,,
4172912,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","L'esperança és una necessitat humana bàsica: esperança en el futur, creença en la vida, l'anomenat “...",,,,,
4173597,eliminacion_catalan,caracteres_problematicos: {'“'},"“Molta gent està en els seus cotxes a primera hora del matí i a última hora de la nit, els set dies ...",,,,,
4177390,eliminacion_catalan,"caracteres_problematicos: {']', '['}",[7] L'Advanced Encryption Standard (AES) és un estàndard de xifratge publicat per primera vegada el ...,,,,,
4258785,eliminacion_catalan,caracteres_problematicos: {'·'},Descàrrega i instal·lació de codi::Blocks,,,,,
4321461,eliminacion_catalan,caracteres_problematicos: {'“'},"“Haurien d'haver invertit només en l'estadi, l'aeroport i les principals avingudes.",,,,,
4387779,eliminacion_catalan,caracteres_problematicos: {'$'},"La investigació mostra que hi ha una xifra que, un cop aconseguida, deixa la majoria de la gent sati...",,,,,
4507324,eliminacion_catalan,caracteres_problematicos: {'%'},"Segons les estadístiques, el 80% de les persones no volen anar a treballar dilluns al matí.",,,,,
4625916,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","“Portar abric de pell d'ós rentador parella en abrics d'ós rentador” per James VanDerZee, 1932.",,,,,
4707076,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",ABBA és un grup de pop suec que va guanyar fama mundial de la mateixa manera que ho van fer els Beat...,,,,,
4753198,eliminacion_catalan,caracteres_problematicos: {'%'},"De 16.251 dones, 8.892 (55%) van sobreviure fins als 90 anys.",,,,,
4781948,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","És evident que Jesucrist no va néixer el 25 de desembre; no obstant això, l'actual escriptor encara ...",,,,,
4783815,eliminacion_catalan,"caracteres_problematicos: {'·', '%'}",Les accions comunitàries que els enquestats en línia van pensar que serien més útils per fomentar es...,,,,,
4829717,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","Ella “viu” completament en les instruccions del disseny de pàgines web i el disseny de logotips, sen...",,,,,
4894281,eliminacion_catalan,caracteres_problematicos: {'·'},"L'Estat de Dret, la responsabilitat democràtica i la independència judicial no es poden veure amenaç...",,,,,
5032785,eliminacion_catalan,caracteres_problematicos: {'·'},"A més, per aprofitar el creixent mercat cinematogràfic xinès, diversos productors i inversors estran...",,,,,
5051625,eliminacion_catalan,"caracteres_problematicos: {'/', '+'}","NMath és una gran eina per resoldre, de manera senzilla i senzilla, molts problemes numèrics en llen...",,,,,
5072558,eliminacion_catalan,caracteres_problematicos: {'%'},La nostra taxa d'èxit al Centre de Donació d'òvuls s'acosta al 80%.,,,,,
5082147,eliminacion_catalan,caracteres_problematicos: {'·'},"Ens va sorprendre molt veure això perquè seria com permetre'ls patentar l'aigua i els seus usos, va ...",,,,,
5107044,eliminacion_catalan,caracteres_problematicos: {'“'},“Hi va haver algunes vegades que vaig pensar que tenia raó però va ser dolorós i la llevadora em va ...,,,,,
5156882,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","Tant el “mode lúdic” com el “màxim plaid”, per descomptat, sent referències de Spaceball",,,,,
5181805,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",El seu lema: “Riu i guanya.”.,,,,,
5248226,eliminacion_catalan,caracteres_problematicos: {'“'},“No puc garantir que et recuperis.,,,,,
5340476,eliminacion_catalan,caracteres_problematicos: {'+'},"Utilitzant el format FFP, els dissenyadors poden implementar els seus propis components FP especiali...",,,,,
5395885,eliminacion_catalan,caracteres_problematicos: {'·'},"Mentrestant, Al-Anany va dir que Egipte està interessat a combatre el trànsit il·lícit i el robatori...",,,,,
5483178,eliminacion_catalan,caracteres_problematicos: {'%'},"Per a gairebé la meitat dels metges (45%), l'amenaça de demandes és a la seva ment tot o la major pa...",,,,,
5589421,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","Però, d'acord, certament no és cert que cada entrada per a cada contracte “neix computacional:” un m...",,,,,
5678551,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","“Com ha escrit John Maxwell, “no es pot sobreestimar la inimportància de pràcticament tot.”.",,,,,
5708867,eliminacion_catalan,caracteres_problematicos: {'—'},"Per Winnie Ma Març 11, 2014 (SEU CAMPUS) — Així que aclarim això: no et van acceptar a la teva unive...",,,,,
5711417,eliminacion_catalan,caracteres_problematicos: {'·'},Del col·lapse de l'ERM a la bombolla financera dels EUA,,,,,
5790499,eliminacion_catalan,caracteres_problematicos: {'·'},"Després de la conferència, Apple posa a disposició dels desenvolupadors les versions beta de tots el...",,,,,
