linea,tipo,razon,texto_original,porcentaje_automatico,detalles_base,detalles_avanzados,texto_catalan,texto_chino
14550,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",“L'enemic no veu mai les esquenes dels meus texans.”.,,,,,
448101,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",Per què no vols dir simplement “baixa't de la nostra plataforma?”,,,,,
498673,eliminacion_catalan,caracteres_problematicos: {'%'},El 70% dels migrants interns tunisians són joves.,,,,,
598185,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",Williams va dir que planeja presentar-se allà on hi hagi “problemes” durant la convenció.,,,,,
625565,eliminacion_catalan,caracteres_problematicos: {'—'},—Per què no deixes que els altres vegin el teu costat bo?,,,,,
631241,eliminacion_catalan,caracteres_problematicos: {'/'},Aquest darrer pas és vital per garantir que la cerca i l'enllaç es facin només dins del prefix /tool...,,,,,
802516,eliminacion_catalan,"caracteres_problematicos: {'”', '['}","[El reciclatge no és tan efectiu com hauria de ser a la nostra escola, així que estem tractant de tr...",,,,,
965454,eliminacion_catalan,"caracteres_problematicos: {']', '['}",[Dopatge als Jocs: Per què els Jocs Olímpics van prohibir aquestes drogues],,,,,
1064224,eliminacion_catalan,caracteres_problematicos: {'%'},"La gent està preocupada per l'augment del cost de l'atenció mèdica, de l'habitatge i de la universit...",,,,,
1190397,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","Mentrestant, Sovereign abordarà les “necessitats” a una escala comparativament més petita: les dels ...",,,,,
1258366,eliminacion_catalan,caracteres_problematicos: {'«'},"El president polonès, Andrzej Duda, ha declarat: «Avui estic incondicionalment amb ell i els seus se...",,,,,
1281829,eliminacion_catalan,caracteres_problematicos: {'“'},“Crec que la música consisteix a salvar la bretxa entre les generacions.,,,,,
1496782,eliminacion_catalan,caracteres_problematicos: {'—'},El més important és que El Rei Lleó ensenya sobre el dolor dels nens — específicament les seves resp...,,,,,
1605085,eliminacion_catalan,caracteres_problematicos: {'“'},"“Des de la formació permanent del nostre govern sota la Constitució el 1789, la majoria dels període...",,,,,
1612190,eliminacion_catalan,caracteres_problematicos: {'·'},"Potser és un llibre que vols escriure, o una peça de música, o vols crear una organització il·lustra...",,,,,
1646712,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","Descobrim que, com afirmava el filòsof William James, “som com illes al mar, separades a la superfíc...",,,,,
1670581,eliminacion_catalan,caracteres_problematicos: {'~'},Sonda de mercat Enquesta de satisfacció del client (~20 mercats de mitjana cada any).,,,,,
1760151,eliminacion_catalan,caracteres_problematicos: {'%'},"L'enquesta també va trobar que el 48% dels consumidors considerarien regalar roba de segona mà, i el...",,,,,
1797584,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",Huntington va tornar a guanyar l'etiqueta “Modern Machiavelli” per a si mateix.,,,,,
1869457,eliminacion_catalan,caracteres_problematicos: {'”'},"El cel et portarà de tornada, et mirarà i et dirà: Només una cosa pot completar una ànima i aquesta ...",,,,,
1870942,eliminacion_catalan,caracteres_problematicos: {'“'},"Utilitzant la seva educació moderna, va escriure audaçment a l'editorial de la Tibetan Review, d'ago...",,,,,
1914826,eliminacion_catalan,caracteres_problematicos: {'–'},"Ginebra, 8 March, 2010 – Rend homenatge a les dones de tot el món que han donat suport incansablemen...",,,,,
1991441,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","La fundació dóna suport a 11 projectes, entre ells la iniciativa “Too Small to Fail” per millorar la...",,,,,
2037095,eliminacion_catalan,caracteres_problematicos: {'='},"Per example, si un correu electrònic comença amb ""A NIPS..."", llavors x 1 = 1 (""a"" és la primera par...",,,,,
2037807,eliminacion_catalan,caracteres_problematicos: {'%'},Distribució del pes: 47% davanter - 53% del darrere,,,,,
2102293,eliminacion_catalan,caracteres_problematicos: {'·'},"En tercer lloc, millorar la superfície del convertidor de diamants augmentaria el nombre d'àtoms de ...",,,,,
2153782,eliminacion_catalan,caracteres_problematicos: {'“'},"“A mesura que més grans empreses entrin al mercat, la seguretat alimentària augmentarà i els costos ...",,,,,
2176888,eliminacion_catalan,caracteres_problematicos: {'/'},El Fòrum Global d'Impacte de la Dona 3/28 d'aquest any estarà a l'acte per compartir com ha converti...,,,,,
2301744,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","Per definició, molt poc en la ciència climàtica és més incert que la possibilitat de “sorpreses”.",,,,,
2361662,eliminacion_catalan,caracteres_problematicos: {'”'},"Guanyaràs molt d'això, si lluites per nosaltres.”.",,,,,
2520577,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","Va dir que hem desenvolupat una tecnologia que podria destruir la Terra, i hem de “reentrenar-nos” p...",,,,,
2534401,eliminacion_catalan,caracteres_problematicos: {'«'},"«Un dels errors que cometem molts és que ens compadim de nosaltres mateixos, o dels altres, pensant ...",,,,,
2593777,eliminacion_catalan,caracteres_problematicos: {'–'},El cervell de l'artista no pot ser aconseguit –o desencadenat– de manera efectiva només amb paraules...,,,,,
2685487,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","Perquè, tens raó: un noi pot “esperar-te” durant 7 cites arbitràries, follar-te, i després pagar la ...",,,,,
2736826,eliminacion_catalan,caracteres_problematicos: {'%'},"Si aquesta persona viu a prop teu, en un radi de 800 metres, augmentarà la teva felicitat un 42%; si...",,,,,
2786519,eliminacion_catalan,"caracteres_problematicos: {'»', '«'}",La promesa de Déu és certa: «Ell és capaç de salvar completament els qui vénen a Déu per mitjà d'ell...,,,,,
2904092,eliminacion_catalan,caracteres_problematicos: {'·'},Aquestes mesures garantiran un entorn més segur i reduiran substancialment les activitats il·legals ...,,,,,
2913199,eliminacion_catalan,"caracteres_problematicos: {']', '['}","No és tan sorprenent perquè [Cristiano] Ronaldo, [Lionel] Messi no donen gaires oportunitats, però é...",,,,,
3014456,eliminacion_catalan,caracteres_problematicos: {'–'},"F-16C-52  Corea del Sud  1994–2004  94  Programa de caça coreà, producció amb llicència",,,,,
3074316,eliminacion_catalan,caracteres_problematicos: {'“'},"“Vaig tenir el ritme, però després vaig tornar a tenir un problema amb el motor, així que vaig haver...",,,,,
3188507,eliminacion_catalan,caracteres_problematicos: {'“'},"“L'estació espacial només hi és perquè tenies una llançadora, i viceversa.",,,,,
3299048,eliminacion_catalan,"caracteres_problematicos: {'“', '”', '–'}","El cost de les grans empreses a l'espai –bases permanents a la Lluna o l'exploració humana de Mart, ...",,,,,
3351102,eliminacion_catalan,caracteres_problematicos: {'='},"En altres paraules, la probabilitat que no cometem un error cada cop és 1-0,05=0,95.",,,,,
3432335,eliminacion_catalan,caracteres_problematicos: {'“'},Juan Federico Fischer va comentar: “La cultura de la nostra empresa se centra en el compromís de ser...,,,,,
