linea,catalan,chino
8901,No la vaig conèixer fins que un conegut ens va presentar el 1985.,我没有见到她，直到1985年一位熟人介绍我们。
39174,"Jefferson va pensar que no havíem de tenir un Banc, i el president Washington ho va pensar.",杰佛逊认为我们不应该有一家银行，华盛顿总统也这么认为。
42516,"Només tenia cinquanta dòlars, però va pensar que podria comprar un cotxe per això.",他只有五十美元，但他认为他可以为此买辆车。
43363,"Aquesta organització, ho sé, importa nens.",这个组织，我碰巧知道，进口的孩子。
60944,Un horroritzat Randy s'adona que això significa avui.,惊恐的兰迪意识到这意味着今天。
131165,Era el que estimava; la vida; Londres; aquest moment al juny.,有她热爱的一切：生活；伦敦；六月的此时此刻。
133738,No puc creure que m'hagi posat a la llista privada.,“我不敢相信她把我放在她的私人名单上。
135809,"Gairebé sense excepció, mai no se sap realment per què no s'ha aconseguit una feina concreta.",几乎无一例外，你永远不会真正知道为什么你没有得到一份具体的工作。
168910,Però això significaria deixar Freddy sol i possiblement en perill.,但这就意味着让弗雷迪孤独，也许还可能处于危险的境地。
170371,"Aquesta va ser ella una nit lliure, i va dir que semblava estar ajudant-la.",这是她的一个免费的夜晚，她说她似乎在帮助她。
196019,"Una femella humana per sobre dels 9 anys, o una part del cos",“大于9岁的女性或她身体的一部分”
204761,Avaluem contínuament els nostres productes per assegurar-nos que prenem les mesures adequades.,我们不断对我们的产品进行评估，以确保采取恰当的行动！
223001,Facebook veu el client 12 cops al dia; Amazon quatre cops per setmana.,而Facebook看他们的客户一天12次；亚马逊一周4次。
225730,"Digues-me una cosa, Yasikov va interrompre de sobte l'explicació maldestre de Patty.",告诉我一件事，”Yasikov突然打断了帕蒂的笨拙的解释。
230326,Es necessiten mecanismes financers innovadors per incentivar la gestió del carboni al sistema alimentari.,需要利用创新的财政机制来激励食品系统中的碳管理。
242805,"Com a investigador d'estudis de jocs, també sé com els jocs revelen el mite, el significat i la cultura.",作为一名游戏研究员，我也知道游戏如何揭示神话，意义和文化。
248186,"Però òbviament no ho puc fer, ja que ningú de la meva família té experiència en aquest nou món.",但显然我不能那样做，因为我家里没有人在这个新世界里有任何经验。
269087,"Algunes persones pensen que si parla de sexe i de dones, és terrible, va dir la seva mare.",有些人认为如果他谈到性和女人，这是可怕的，”他的妈妈说。
271831,Una de les millors i més ràpides solucions és que el nou príncep se'n vagi a viure al seu nou estat.,最好和最快的解决方案之一是为新王子去生活在他的新状态。
295504,"Gràcies a aquesta investigació, ara sabem més sobre l'àmplia influència de la proteïna p75.",“多亏了这项研究，我们现在对p75蛋白的广泛影响有了更多的了解。
297292,"Zerbrowski, truca a Mobile Reserve, porta'm el capità Parker.",“Zerbrowski呼叫移动储备金，给我找Parker上尉。
298012,"Durant un temps, l'experiència de Bittorrent va ser millor que qualsevol altra experiència en línia, i era gratuïta.",有一段时间，Bittorrent的体验比任何其他在线体验都要好，而且它是免费的。
322501,Al meu propi món vaig ser soldat i després explorador.,在我自己的世界里，我是一名士兵，然后是一名探险家。
351080,"L'antiga colònia portuguesa de Moçambic també és membre de la Commonwealth, i Togo està considerant unir-s'hi.",前葡萄牙殖民地莫桑比克也是英联邦成员，多哥正在考虑加入。
354061,"R: Com tots sabem molt bé, Macau és extremadament petit.",A：我们大家都非常清楚，澳门是非常小的。
363133,"No som males persones només perquè som al carrer, només necessitem una mica de suport.",“我们不是坏人，因为我们在街上，我们只需要一点支持。
372111,"Quan els jueus es van adonar per primera vegada de la presència del Senyor Jesús, es van sentir esperançats i emocionats.",当犹太人最初认识到主耶稣的存在时，他们满怀希望，心情激动。
377257,"De fet, aquest és el producte sec més complet que he vist, i vaig aprendre a estalviar-te almenys!",讲实话，这是我见过最全面的装修干货，学会了至少帮你省10万！
385348,No estan tractant Windows 10 com una nova forma de gestionar la infraestructura de TI.,他们并没有把Windows10当作管理IT基础设施的新方法。
394493,"Quines mesures pot adoptar la comunitat internacional i, en concret, el govern nord-americà per continuar recolzant el poble hongkonguès en allò que serà clarament una llarga lluita?",国际社会特别是美国政府可以采取什么行动，进一步支持香港人这场显然将会是长期的抗争？
400923,"El món està canviant, i per fer front a aquests canvis perillosos i mortals, es necessita un tipus different d'heroi.",世界正在变化，为了应付这些危险和致命的变化，现在就需要一种不同的英雄。
402418,Les necessitats i expectatives de les nostres famílies estan canviant i hem respost amb opcions de servei funerari adaptades a aquestes noves expectatives.,我们家庭的需求和期望正在改变，我们已经回应了适合这些新期望的殡仪服务选择。
406485,"D'altra banda, la majoria de la població de Mont-real creia presumiblement en Déu.",另一方面，蒙特利尔的大多数人口大概相信上帝。
419219,Sembla que hi ha quotes per a aquestes coses.,为这些事情似乎有配额。
422976,"Abans de morir, el meu pare em va demanar que ajudés Egipte a tornar a la Copa del Món.",在他去世之前，我的父亲让我帮助埃及重返世界杯。
424214,"El desafiament en aquest moment és que simplement no tenim prou persones que estiguin llestes, disposades i capaces d'unir-se a la indústria de la construcció.",“现在的挑战是，我们根本没有足够的人准备好并且愿意并且能够加入建筑行业。
430542,"Així, un, dos, tres; esmorzar, dinar i sopar, al llarg del teu braç; però em temo que ja no tinc gaire sang de sobres.",像这样，一个，两个，三个；早餐，午餐，和晚餐，你的手臂；但是我恐怕没有多少血备用了。
444325,Les dones no poden acceptar aquests punts de vista establerts.,女人不能接受这些既定的看法。
477995,Però els problemes econòmics fonamentals a què s'enfronten els Estats Units i altres països no són causats pels dèficits comercials internacionals.,但美国和其它国家面临的根本经济问题并非由国际贸易逆差造成。
488396,"Dóna-li, deixa que els homes més joves tinguem les dones més joves.",戴尔，让我们年轻的男人拥有年轻的女人吧。
504722,"En última instància, tots dos exemples mostren que la concessió de drets legals a la naturalesa és només el començament d'un procés legal més llarg, més que el final.",最终，这两个例子表明赋予自然的合法权利只是一个更长的法律程序的开始，而不是结束。
516214,Va estar al club el temps suficient per saber el que necessita.,他在俱乐部呆了足够长的时间，知道自己需要什么。
529543,"Però els tecnicismes legals, com que el meu ex actualment està fora del país, m'ha deixat en un compromís legal, per la qual cosa el divorci continua pendent.",但是法律上的技术问题，就像我的前男友现在出国一样，让我陷入法律困境，所以离婚仍然悬而未决。
541530,La noia adequada sabrà com n'és de meravellós.,“正确的女孩会知道你有多棒。
542593,Molts segueixen amb el mateix ocupador fins avui i han tingut un impacte significatiu.,直到今天，许多人仍然在同一雇主身上，并且产生了重大影响。
