linea,catalan,chino
673,Pots buscar l'ajuda de Déu.,你可以寻求上帝的帮助。
3996,Dues coses que vaig treure del llibre: assegura't que pots VIURE AMB els seus defectes.,我从书中去掉了两件事：确保你能忍受他的错误。
16927,Els clients o usuaris es queixen de l'experiència actual?,客户或用户是否在抱怨当前的体验？
21347,"Prenguem, per example, les tres persones que va trobar, els tres mexicans.",拿你遇见的那三个人为例，那三个墨西哥人。
21999,"Una vegada i una altra, la gent li preguntava si realment es tracta d'una plataforma política neutral.",人们一再问你，这是否真的是一个中立的政治平台？
39618,La tornada a l'escola pot ser un mètode eficaç perquè és més formal i està més sistematitzat.,回到学校可能是一个有效的方法，因为它更正式和系统化。
40989,"Ningú no coneix el Pare, sinó el fill, ia qui el fill ho revela.",没有人认识儿子，但父亲；谁也不认识父，救儿子，他要显明给谁，谁就显明给谁。
49370,"Pel que fa al sexe, el retard fins que em sento absolutament còmode.",至于性，我把它推迟到我觉得完全舒服的时候。
65952,"Per això la pau és important per a tothom, fins i tot per a tu.",这就是为什么和平对每个人都很重要，包括你。
73187,Dependrà de si algun Estat membre de l'ONU acudeix al secretari general i diu que hem d'examinar aquest esdeveniment.,“这将取决于是否有任何联合国成员国前往秘书长，并表示我们应该看看这一事件。
74551,Dona camperola cuinant a la llar de foc,画名：农妇于火炉烹调
77476,"A la fase inicial, es van adoptar més mesures administratives d'emergència.",在早期阶段，采取了更多的紧急行政措施。
89163,"""Si hem de signar la pau, hem de signar una pau amb totes les faccions i tots els grups que lluiten"".",“如果我们要签署和平，那么我们必须与所有派系和所有正在战斗的团体签署和平协议。”
129260,"La nit s'ha acabat, el matí ha arribat, estàs despert.",夜晚结束了，早晨已经来到，你清醒了。
142342,"Ciutadania corporativa i ètica: tot i que Silicon Valley pot ser una bombolla, els productes creats aquí no ho són.",企业公民和道德——虽然硅谷可能是一个泡沫，但这里创造的产品却不是。
144853,"Pren-te uns minuts per veure el Pale Blue Dot de Carl Sagan a continuació, t'ajudarà a apreciar el nostre planeta encara més.",花几分钟时间观看下面的CarlSagan的淡蓝色圆点，它将帮助您更加欣赏我们的星球。
203068,"Actualment, el debat se centra principalment en si s'han de reprendre les converses més formals.",目前，讨论主要集中在是否应恢复更正式的会谈。
221791,Déu no els va alliberar principalment per la seva seguretat o comoditat.,神将他们救出来并不是主要为了他们的安全或舒适。
247743,"Vaig pensar que tenies pressa, però si no, em pots proporcionar vi, dones i altres necessitats fins demà.",我以为你很匆忙，但如果你没有，你可以给我提供葡萄酒，女人，明天之前还有其他必需品。
252527,Necessites prou fe per demanar-li que et salvi i Ell promet fer-ho.,你需要足够的信心来求他拯救你，并且他应许这样做。
275599,El Govern Federal creu que és crucial que es prenguin mesures coordinades a nivell europeu i internacional.,联邦政府认为，在欧洲和国际层面采取协调一致的步骤至关重要。
279595,El sisè dia és el camí de tornada a Bucarest.,第六天是返回布加勒斯特的路。
284082,Fa uns 12 anys vaig veure una demostració de la màquina Chi; ho vaig sentir en mi mateix.,大约12年前，我看到了Chi机器的演示；感觉到自己。
306441,Crec que parlarem d'Ucraïna.,我想我们会谈论乌克兰。
315797,"Ara, a l'estiu del 2016, la TSA recomana arribar tres hores abans en lloc de només dues.",现在在2016年夏天，TSA建议提前三小时到达，而不是仅仅两小时。
356969,"Però sempre hi ha excepcions, sobretot per als administradors de sistemes.",但是总是有例外，特别是系统管理员。
365823,Tots podeu estar segurs que farem tot el possible per mantenir la família d'en Mike.,大家都可以放心，我们会尽一切努力支持迈克的家人。
387812,"Hem treballat amb Sony durant més de 20 anys, oi?",“我们已经跟Sony合作20多年了，对吧？
409904,"En altres paraules, necessita un programari que li doni més dades.",换句话说，它需要一个软件为它提供更多数据。
417188,"Bé, aquella nit teníem el nostre programa; però allà advertim no només unes dotze persones allà - prou per pagar les despeses.",好吧，那天晚上我们展示；但警告不只有12人；只够支付费用。
433357,"Ens mantindrem vigilants, especialment a l'Orient Mitjà.",我们将保持警惕，尤其是在中东地区。
441338,"Més recentment, el domini polític de Fidel Castro a Cuba i l'oportunitat de creació de riquesa als Estats Units fa que gairebé un milió de persones nascudes a Cuba visquin ara als Estats Units.",最近，菲德尔·卡斯特罗在古巴的政治主导地位和在美国创造财富的机会意味着在古巴出生的近100万人现在居住在美国。
448047,Vaig sortir amb algú durant 3 mesos en què vaig iniciar TOT.,我和某人约会了3个月，在那里我开始了一切！
454386,"Però tornaràs al teu món, i els vells costums han canviat.",但是你回到了你的世界，旧的方式已经改变了。
458756,Scott té una filla que és el seu orgull i alegria.,斯科特有一个女儿谁是她的骄傲和喜悦。
484122,Jackie finalment es va mudar a Austràlia amb ells i fins i tot té un passaport australià.,杰基最终与他们一起移居澳大利亚，甚至持有澳大利亚护照。
