linea,tipo,razon,texto_original,porcentaje_automatico,detalles_base,detalles_avanzados,texto_catalan,texto_chino
74964,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","Val la pena assenyalar que, en alguns països, els bancs s'han oblidat del més “poc important”: la se...",,,,,
82987,eliminacion_catalan,"caracteres_problematicos: {'“', '·'}","“Els estonians, els mitjans de comunicació i tothom eren realment conscients de la pel·lícula perquè...",,,,,
103529,eliminacion_catalan,caracteres_problematicos: {'“'},“La comunitat és la millor part de Salem.,,,,,
417219,eliminacion_catalan,caracteres_problematicos: {'‘'},Aquesta és la noció de DMA on ‘posseïu les vostres dades com a propietat i executeu la vostra pròpia...,,,,,
518740,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","“Si demostres que ets un actiu d'alt valor, la gent et pren seriosament.”.",,,,,
633308,eliminacion_catalan,"caracteres_problematicos: {'”', '“', '·'}",Aquesta codificació protectora es coneix com a estat “actualment no col·leccionable” (CNC).,,,,,
638538,eliminacion_catalan,caracteres_problematicos: {'«'},«Reitero que la política monetària prudent no ha canviat ni canviarà.,,,,,
918811,eliminacion_catalan,caracteres_problematicos: {'%'},"La pena màxima per a una família seria de 285 dòlars anuals, és a dir, l' 1% dels ingressos.",,,,,
989839,eliminacion_catalan,caracteres_problematicos: {'·'},"Aquesta va ser l'única vegada en la meva vida, crec, que no vaig poder trobar res del que parlar amb...",,,,,
1018676,eliminacion_catalan,caracteres_problematicos: {'·'},"Per contra, la minicèl·lula cerebral (hi ha fins a per cervell) rep nutrients per difusió.",,,,,
1029525,eliminacion_catalan,caracteres_problematicos: {'%'},S'ha observat que el 72% de les dones amb assegurança mèdica es van fer la prova el 2012 contra el 3...,,,,,
1067531,eliminacion_catalan,caracteres_problematicos: {'‘'},"A Occident això significava el cristianisme, i la seva prescripció social i ètica més important va s...",,,,,
1071251,eliminacion_catalan,"caracteres_problematicos: {'«', '»'}","La clau és examinar com actuen aquestes persones per a donar suport als drets humans i, en alguns ca...",,,,,
1081324,eliminacion_catalan,caracteres_problematicos: {'·'},"Per tant, no és estrany que Fridleisson i els seus col·legues ja estiguin planejant el proper projec...",,,,,
1134697,eliminacion_catalan,caracteres_problematicos: {'/'},"Les meves prediccions del 2008, fetes a finals del 2007, van veure una gran quantitat d' 1 1/2 respo...",,,,,
1136594,eliminacion_catalan,caracteres_problematicos: {'“'},"“Saps, estàvem tenint aquestes converses a la meva classe, però volia que aquesta fos una conversa m...",,,,,
1177659,eliminacion_catalan,caracteres_problematicos: {'/'},Quin és el tema/inspiració/història d'aquesta temporada?,,,,,
1229173,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",Hi ha 54 països i un “territori no autònom” (Sàhara Occidental) a l'Àfrica.,,,,,
1264393,eliminacion_catalan,caracteres_problematicos: {'%'},"Google va anunciar la seva primera actualització oficial de 2013, reclamant l'1,2% de les consultes ...",,,,,
1301762,eliminacion_catalan,caracteres_problematicos: {'·'},Les exclusivitats de patents i propietat intel·lectual són l'única pedra angular del model actual.,,,,,
1302689,eliminacion_catalan,"caracteres_problematicos: {'[', ']'}","[23] L'any 2000, 6,42 milions de dones majors de sis anys no havien anat mai a l'escola, 2,5 vegades...",,,,,
1483668,eliminacion_catalan,caracteres_problematicos: {'·'},"Especialment en grans instal·lacions, això pot conduir a respostes lentes.",,,,,
1487823,eliminacion_catalan,caracteres_problematicos: {'·'},Crec que aquestes túniques que porten els fan pensar que són més intel·ligents que la resta dels ken...,,,,,
1515996,eliminacion_catalan,caracteres_problematicos: {'—'},"—Vinga —la van sentir xiuxiuejar, des de la foscor—.",,,,,
1612320,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",“Això és perquè els analistes eren massa optimistes o perquè la situació va empitjorar a l'última pa...,,,,,
1682321,eliminacion_catalan,"caracteres_problematicos: {'[', '—', ']'}",Quan simplement es neguen [anar a l'escola] i les escoles tanquen i no hi ha escola fins que les lle...,,,,,
2063550,eliminacion_catalan,"caracteres_problematicos: {'[', '—', ']'}",I un començarà [a plorar]... — el concert encara no ha començat! — però un començarà llavors un altr...,,,,,
2077758,eliminacion_catalan,"caracteres_problematicos: {'«', '»'}","«Sí, les meves espatlles són una mica més amples que les altres noies», però això es deu al fet que ...",,,,,
2084609,eliminacion_catalan,caracteres_problematicos: {'/'},2011/12: MAM s'estableix a Grècia i França.,,,,,
2178033,eliminacion_catalan,caracteres_problematicos: {'·'},"Des del 2014, ha treballat per entrellaçar la inclusió, la diversitat i l'equitat a la identitat del...",,,,,
2220504,eliminacion_catalan,caracteres_problematicos: {'”'},"I quan els joves van resultar ferits en aquestes guerres, no es van mirar entre ells i es van pregun...",,,,,
2247510,eliminacion_catalan,caracteres_problematicos: {'́'},"Després d ́una setmana absorbint les energies celestials d ́aquest lloc, juntament amb tot l ́amor d...",,,,,
2358904,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","Quan basem el sexe en la luxúria, no en l'amor, la gent acaba jugant a “invitar” a la luxúria, cosa ...",,,,,
2481518,eliminacion_catalan,caracteres_problematicos: {'`'},Error de sintaxi a prop d'un testimoni inesperat `(' WEB,,,,,
2526349,eliminacion_catalan,caracteres_problematicos: {'—'},"De totes maneres —va riure Neville—, Dawlish encara és a St. Mungo's i Gran's fugint.",,,,,
2543302,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","“No obstant això, els policies també són homes i dones, pares i mares, i com qualsevol ciutadà estan...",,,,,
2635590,eliminacion_catalan,"caracteres_problematicos: {'%', '·'}","Tot i això, també s'assenyala que la probabilitat d'una col·lisió de compensació positiva del 25% al...",,,,,
