linea,catalan,chino
8001,"Hauries de pintar aquesta escena, plena d'acció.",你应该颜色这一幕，充满行动。
69630,"Van triar fer això, tots dos; per tant, encara estan junts.",他们选择这样做，他们两人；所以他们还在一起。
78418,"L'informe intenta respondre totes les preguntes difícils, com ara la mida del mercat i les estratègies de les empreses.",该报告试图回答所有困难的问题，如市场规模和公司战略。
118236,Analitzar la química de la combustió és un pas en aquesta direcció.,分析燃烧化学是朝这个方向迈出的一步。
120008,"Dimecres es van anunciar 39 nous casos, entre ells 10 membres de la tripulació.",周三宣布了39起新案件，其中包括10名船员。
130776,Que s'han recollit d'Internet si pertany a qualsevol imatge.,已收集来自互联网，如果您属于任何图像。
133690,"Per això, han d'exigir alguns recursos al seu entorn.",因此，它必须从他们的环境中寻求一些资源。
136378,Newt tan ràpid: Normes i reglaments mediambientals naturals,蝾螈如此之快：自然环境规则和法规
137978,"El Sr. Waber de Humanyze creu que aquestes dades haurien de tenir una millor protecció legal, especialment als Estats Units (Europa té lleis de privadesa més estrictes).",Humanyze的Waber先生认为，这些数据应该得到更好的法律保护，尤其是在美国（欧洲的隐私法更加强硬）。
165989,Molts llocs web es van tancar durant el procés SOPA.,许多网站在SOPA过程中关闭。
181525,"I jo també hauria d'estar compromesa, per haver-me casat tantes vegades.",我也应该承诺–因为结婚这么多次。
192976,"Tot i això, amb el seu actual contracte que expira el 2020, el belga ha manifestat repetidament el seu desig d'unir-se algun dia als campions d'Europa.",然而，由于他目前的合同将于2020年到期，比利时人一再表示他希望有一天能加入欧洲冠军。
209018,"Havia estat llegint, o intentant llegir, al llit; no hi havia taula a la petita habitació.",他一直在读书，或者试图在床上看书；在小屋里没有桌子。
209572,Aquestes incidències impliquen habitatges venuts per Centex.,这些事件涉及Centex出售的房屋。
230395,participar significativament en les deliberacions de la CMNUCC; i,在UNFCCC的讨论有意义地参与；和
266509,"A més, s'ha eliminat la ronda de 8 polzades perquè només s'utilitzi una paella rodona de 9 polzades.",也，取消了8英寸圆，所以您只使用9英寸圆锅。
280988,No amb el meu Camaro.,不是我的Camaro。
281700,"En la meva primera visita a Europa en 1973, en la qual vaig participar Alemanya, vaig parlar de la nostra necessitat d'una major responsabilitat mundial.",我第一次访问欧洲始于1973年，其中包括德国，当时我谈到我们需要更大的全球责任。
318761,Tingueu en compte que z no és un nom per a aquesta funció.,请注意，z不是此函数的名称。
324213,Però encara es podria inspirar en la seva ideologia.,不过，他仍可能受到他们的意识形态的鼓动”。
338670,1. que la cognició humana és unitària; i,1、人类的认知是统一的；和
378909,"Ha d'estar relacionat amb una cosa significativa per a tu, i ha d'estar lligat a una possible distorsió cognitiva.",它应该与对你有意义的事情有关，它应该和潜在的认知扭曲联系起来。
