linea,catalan,chino
41718,"Si Sutherland té raó, tot el nostre enfocament de l'origen de la vida durant els darrers 40 anys ha estat erroni.",如果Sutherland是对的，那么我们过去40年来研究生命起源整个方法都是错误的。
62431,"Pel model de Capità Pirata, vam fer 257 boques separades.",对于海盗船长模型，我们创建了257张嘴。
77665,"Sincerament, sé que ho tens escrit, és una pregunta racista.",老实说，我知道你写下来了，这是一个种族主义问题。
95474,"Prefereixo mantenir els meus xips de compatibilitat per a coses importants, com ara objectius de vida a llarg termini i valors comuns.",我宁愿把我的兼容芯片放在重要的事情上，比如长期的生活目标和共同的价值观。
99804,"""Molt bé, diguem, pel bé de l'argument, acceptem aquesta protecció.",好吧，比方说，为了论证，我们接受这个保护。
104118,Però intento mantenir la calma i explicar que aquests símptomes són genèrics.,但是我尝试保持冷静，并解释说这些症状是普遍的。
113402,"Fa més de 20 anys, la Cambra de Comerç Internacional (ICC) va desenvolupar la Carta Empresarial per al Desenvolupament Sostenible.",二十多年前，国际商会（ICC）研发了可持续发展商业宪章。
126279,El CAA serà un dels dos successors del Big East.,AAC将向大东部两位继任者之一。
128183,La qüestió de si ha de prestar-se ajuda a Turquia depèn abans de res que el Govern turc desitgi realment ajuda.,是否首先向土耳其提供支持的问题，首先取决于土耳其政府是否真正需要支持。
144439,Molts també consideren procediments mèdics estrangers com a part de la cobertura d'un pla de salut.,许多人也正在考虑外国医疗程序作为健康计划覆盖的一部分。
147305,També hi ha raons personals per les quals Abbas pot desconfiar d'aquesta darrera oferta.,还有个人原因，阿巴斯可能会对这一最新报价保持警惕。
157243,"En canvi, es convertirà en una eina estàndard per a ""molts fluxos de producció existents i nous"".",相反，它将成为“许多现有的和新颖的生产流”的标准工具。”
162620,"Avui dia es permet mantenir les cortines obertes, però els llums vermells encara s'utilitzen.",今天允许保持窗帘打开，但红灯仍然使用。
178197,"De tant en tant, els nens negres entraven a la botiga i jugàvem.",偶尔，黑人孩子会走进商店，我们会玩的。
192157,"Però l'hivern passat, la píndola que estava prenent va deixar de funcionar i dues formes més de tractament van fracassar.",但是去年冬天，他正在服用的药片不再奏效了，另外两种治疗方式失败了。
225915,Pensa cap a on va aquest mercat: la integració de continguts és la propera gran cosa.,考虑一下这个市场的走向：内容集成是下一个重要的事情。
258197,"Fem el que fem, tenim molta por que els veïns ens escoltin o ens vegin...",无论我们做什么，我们非常害怕邻居可能听到或看到我们。
259383,No he dit mai que em vulgui anar del club.,我从未说过我想离开俱乐部。
283812,"En segon lloc, el sistema és admirat per altres sectors els empresaris dels quals i petites empreses volen la mateixa oportunitat d'èxit.",其次，该系统受到其他行业的钦佩，其企业家和小企业希望在成功时获得同样的成功。
287539,"El més important és l'aigua, que ara se sap que és present en els minerals hidratats de Bennu.",其中最重要的是水，现在已知存在于Bennu的水合矿物中。
314582,Tot va començar amb Jaume II.,一切都是从詹姆斯二世开始的。
322376,K: Alçar-la amb la ment o amb les mans?,K：用你的思维举起还是手？
327408,"En la majoria dels casos, cal algun tipus de mètode de control de la temperatura per proporcionar protecció.",在多数情况下，都需要某种温度监测方法来提供保护。
333083,"No obstant això, el fil comú en tots els models de mecenatge és que el donant es beneficia de la salut i la sostenibilitat a llarg termini del programari.",尽管如此，所有赞助模式的共同之处是，捐助者受益于软件的长期健康和可持续性。
345120,"Vaig viure a la terra durant seixanta-f anys, i després l'Autoritat em va portar al seu Regne.",我在地球上生活了六十五年，然后当局把我带到他的王国。
346628,Però actualment no tenim manera de predir quines dones tenen més probabilitats d'emmalaltir-se per la malaltia.,但是，目前，我们无法预测哪些妇女最有可能从该疾病中生病。
364038,"En poques paraules, ens penedim de les decisions que prenem, perquè ens preocupa haver pres altres decisions.",简单地说，我们对我们做出的选择感到后悔，因为我们担心我们应该做出其他选择。
383238,Encara no hi ha experts per fer aquest món; no arribes tard.,还没有专家来创造这个世界：你还没有迟到！
389084,"Ens sentim molt afortunats de ser pares d'Axels, va continuar.",“我们感到非常幸运，成为Axels的父母，”他继续道。
414711,"Mitjançant algunes proves disruptives però no destructives, vaig poder determinar que el nombre màxim d'ordinadors de sobretaula permesos és de 100.",通过一些有害但不是破坏性的测试，我发现最大允许桌面数目是100。
416529,Ella va veure el pitjor de la pobresa de Jackson de primera mà i el va superar.,她目睹了杰克逊贫穷问题最丑陋的一面，并且克服了它。
417023,"Tot i que no abordaran les contínues amenaces per a la salut humana i el medi ambient, reemborsaran els importants costos de resposta que l'EPA va gastar al lloc amb càrrec al Superfons.",虽然他们不会解决对人类健康和环境的持续威胁，但他们将偿还EPA在超级基金场外花费的重大响应成本。
436750,Només podia veure uns cent metres als boscos blancs baixos que s'estenien al nostre voltant.,我只能看到大约一百码进低白色树林蔓延在我们周围。
442560,Mira el començament de la carretera de maons grocs: és una espiral perfecta.,看看黄砖路的开头：它是一个完美的螺旋。
445501,Fa dècades que produïm petroli i gas a partir d'aquests pous.,我们一直生产石油和天然气从这些井几十年了。
456040,"Vull assegurar a tots els interessats en la investigació, especialment a les víctimes i supervivents, que el treball de la investigació continuarà sense demora i es nomenarà un nou president.",“我想向所有对调查有兴趣的人保证，特别是受害者和幸存者，调查的工作将会毫不拖延地继续下去，并将任命一位新主席。
456048,"Per descomptat, haureu de saber quins dels punts de la vostra càmera en particular són de tipus creuat, però una cerca ràpida en línia del vostre model de càmera i ""punts d'enfocament de tipus creuat"" normalment us proporcionarà la informació que necessiteu.",当然，您将需要知道特定相机上的哪些点是十字型，但是快速在线搜索相机型号和“十字型对焦点”通常会为您提供所需的信息。
