linea,catalan,chino
27794,"El 2005 i 2006, Google va adquirir dues petites empreses.",在2005年和2006年，谷歌收购了两家小公司。
43810,Disparadors: provocar un canvi positiu i fer-lo durar,首页〉外文书〉人文〉心理励志〉Triggers：SparkingPositiveChangeandMakingItLast
74429,"I si Déu deixés de prendre aquestes primícies, destruiria el món.",上帝若不再如此摘取初熟的果子，那祂就要毁坏这个世界。
78648,"Per example, alguns jutges nord-americans utilitzen sistemes d'aprenentatge automàtic per ajudar-los a decidir quan i durant quant de temps els criminals han de ser empresonats.",例如，一些美国法官使用机器学习系统来帮助他们决定什么时候以及罪犯应该被监禁多久。
86198,"No obstant això, no tots els manifestants eren candidats a asil, inclòs l'home que havia vingut a visitar.",但并不是所有抗议者都是庇护候选者，包括他来拜访的那个人。
91637,Fins ara he utilitzat 880 MB amb encara una setmana per davant.,到目前为止我用了880MB，还有一周。
103587,Aquest estudi va tenir lloc al Regne Unit i va ser finançat pel Three Guineas Trust.,这项研究在英国进行，由三个几内亚信托基金资助。
104286,A la Unió Soviètica van ser acceptats feliçment perquè no necessitaven Déu.,“在苏联，他们因为不需要上帝而快乐地接受了。
127646,Per què la seva estratègia de màrqueting de final d'any ha de centrar-se en la reutilització i el re-engagement,为什么您的年终营销策略应该专注于重新利用和重新参与
144006,Posa totes les actualitzacions al mateix microservei,所有更新放在同一微服务中
150814,Els familiars i amics de la víctima no estan segurs de per què va passar això.,受害人的家人和朋友不确定为什么会这样。
166585,"Ser selectivament honest amb el seu cònjuge o parella és, al meu entendre, seguir mentint.",有选择地对你的配偶或重要的其他人诚实是，在我心中，仍然在撒谎。
178241,"Això no és necessari, perquè si devasteu el femení, llavors realment heu esclavitzat les dones.",这是没有必要的，因为如果你摧毁了阴性，那么你就真的奴役了女性。
184539,"Una xarxa crea alguna cosa, com ara una imatge generada.",一个网络创建某种东西，例如生成的图像。
186813,Opina que podem resoldre la qüestió jueva per a tot Europa a finals d'aquest any.,他确信我们能够在今年年底之前解决整个欧洲的犹太人问题。
