linea,catalan,chino
809,Has vist el que nega el (dia de) Recompensar?,你曾见否认报应日的人吗？
2382,"Després de tot, Déu ho sap tot sobre el teu passat.",毕竟，上帝知道所有关于你的过去。
4869,"Julia, la teva darrera frase és perquè la majoria dels homes se senten pressionats en aquest tipus o situacions.",茱莉亚，你的最后一句话是为什么大多数男人在这种类型或情况下感到压力。
16693,Els científics estan ara més convençuts que mai que aquest tipus de diabetis es pot prevenir.,科学家们现在比以往更确信这种类型的糖尿病是可以预防的。
18532,"I més endavant es poden fer preguntes, no em refereixo a les autoritats franceses.",稍后可能会提出问题――我不是指法国当局。
22463,Estem utilitzant el repte DNS ja que és més flexible.,我们正在使用DNSchallenge，因为它更灵活。
24313,També tenia un pla per posar-lo sota control britànic.,他也有一个计划把它带入英国控制之下。
24723,"En segon lloc, recordeu que algú va crear i va recopilar les seves dades per alguna raó.",二，请记住，有人创建，收集你的数据由于某种原因。
32459,"La raó més comuna per a les lesions, independentment de l'edat duna persona, és tractar de progressar massa ràpid.",受伤最常见的原因，无论一个人的年龄，正在努力进步太快。
39616,Adam i Rob parlen dels teus moments preferits del dia.,Adam和Rob讨论一天中你最喜欢的时间。
53160,Però Gustav li va dir que era la guerra i que havia de demostrar el seu valor.,但是古斯塔夫告诉她这是战争，她必须表现出勇气。
64501,"Per això, una vida activa i saludable pot ser tan beneficiosa per a la nostra memòria.",这就是为什么一个积极的，健康的生活可以如此有益于我们的记忆。
68519,"Si teniu energia renovable per vendre, la compra de CA.",如果你有可再生能源出售，CA的购买。
71753,"Tot i així, Stein i el seu equip creuen que aquest és un important pas endavant en comparació amb els enfocaments anteriors.",尽管如此，斯坦和他的团队认为这是与以前的方法相比向前迈出的重要一步。
82743,"Totes aquestes persones són a Facebook, però sabem qui són?, va preguntar.",“所有这些人都在Facebook上，但我们知道他们是谁吗？”他问。
110019,"Ha desenvolupat un estil propi, gairebé la seva pròpia firma.",她开发了自己的风格，几乎是她自己的签名。
128297,"- Aleshores, el meu estimat Herbert, no puc dir-te com em sento de dependent i insegur, i com estic exposat a centenars d'oportunitats.",“然后，我亲爱的赫伯特，我不能告诉你我有多依赖和不确定，以及如何面对数以百计的机会。
128619,Julie Flounders diu que li té massa por.,朱莉Flounders说，她太害怕他了。
132018,"Tot i això, el més important és que Twogood afegeix que el tractament pot ser un procés llarg i desafiant, però una relació de confiança entre vostè i el seu metge és important.",最重要的是，Twogood补充说，治疗可能是一个漫长而具有挑战性的过程，但您和医生之间的信任关系非常重要。
150842,Crec que tots els patriotes poden estar legítimament orgullosos del seu país i de l'Azerbaidjan actual.,我相信每个爱国者都可以为他的国家和今天的阿塞拜疆感到自豪。
168554,Però aquests vaixells a la pintura semblen estar sempre lligats.,但这些在画中的船只似乎总是被拴在一起。
173531,Nadal Jesús és més fàcil.,圣诞节耶稣更容易。
183521,"Aquest és un bon consell per a algunes dones, fins i tot si no sou una d'elles.",这对一些女人来说是很好的建议——即使你不是她们中的一员。
185731,Va tornar a la seva insòlita conversa.,他回到他的不寻常的谈话。
210902,"La mort sobtada et pot arribar a qualsevol lloc, però en Vannier t'ho havia posat massa fàcil.",猝死可以上你那里去任何地方，但是Vannier它太容易了。
214363,"La seva neboda, mentrestant, no li va agrair el que acabava de fer.",他的侄女，与此同时，没有感谢他刚才所做的事。
215321,És probable que la reacció i la resposta tinguin un impacte econòmic molt més gran que durant el 2003.,这种反应和回应可能会产生比2003年产生更大的经济影响。
220141,I no són tots els governs els que entenen la veritable política.,况且并非所有的政府都理解真正的政策。
220739,"Tot i això, Murphy va dir que l'empresa va descobrir que les empreses asiàtiques tenien més experiència.",然而，墨菲表示，公司发现亚洲公司拥有更多的专业知识。
224531,El van trobar en els ensenyaments de Jones sobre l'amor i la llibertat personal.,他们在琼斯关于爱和个人自由的教导中发现了这一点。
