linea,catalan,chino
6313,"D'altra banda, també puc entendre perquè les persones (fins i tot les que no viuen a la pobresa) decideixen no esperar fins al matrimoni per tenir fills.",另一方面，我也能理解为什么人们（甚至那些没有生活在贫困中的人）选择不等到结婚才要孩子。
11561,"El CPEC i vostè, juntament amb les seves inversions, tenen un futur molt brilliant al Pakistan.",CPEC和您，连同您的投资，在巴基斯坦有一个非常光明的前景。
19206,I com saben el que li va passar al nostre partit a les eleccions generals del 2015.,而且你知道我们党在2015年大选中发生了什么。
54500,Les noves regles de carrera: cinc passos per córrer més ràpid i més llarg per a la vida,作品：完全跑步圣经：轻松持久跑，运动伤害Out、TheNewRulesofRunning：FiveStepstoRunFasterandLongerforLife
90170,"Però malgrat els seus esforços de pressió, alguns d'aquests productes romandran a la llista d'aranzels.",但尽管他们进行了游说努力，其中一些产品仍将被保留在关税清单上。
99571,Donar assessorament i informació a dones i joves és una altra.,向妇女和年轻人提供咨询和信息是另一回事。
99638,"Igual que el seu avi Eduard VII abans que ell, Eduard adorava la vida nocturna londinenca.",就像他的祖父爱德华七世在他之前，爱德华喜欢伦敦的夜生活。
123224,"""Realment va mostrar funcions funcionals per a 6mA"".",“它真正展示了6mA的功能。”
136263,També tingueu en compte que alguns números a què em refereixo no són-GAAP.,另请注意，我提到的一些数字是非GAAP。
141043,"Aquest canvi estacional és d'esperar, ja que també s'aplica a la majoria dels altres productes d'Apple durant el mateix període.",这个季节的变化是意料之中的，因为它也适用于大多数其他苹果产品同期。
147337,I no hi pot haver tolerància entre aquestes diferents religions utòpiques.,而在这些不同的乌托邦宗教之间不可能存在容忍。
163356,Allotgen més de 70 nens mèdicament fràgils.,他们容纳70多名医学上脆弱的孩子。
169396,Rita Rodin Johnston es va oposar a la Resolució.,RitaRodinJohnston反对该决议。
180565,Ets el primer home que va néixer? o vas ser fet davant dels turons?,“你岂是头一个被生的人吗？你受造在诸山之先吗？
188480,Un sempre vol tenir un seguidor a la cantonada.,你总是希望在你的角落里有一个粉丝。
219223,"Després de néixer, però, Robert va començar a créixer molt més ràpid del normal.",然而，在出生后，罗伯特开始成长得比平时快得多。
222551,Com puc transferir actius digitals als meus amics a l'instant?,我怎样才能立即将数字资产转让给我的朋友？
236173,Eric Sevareid va continuar parlant del món i dels Estats Units.,埃里克·塞瓦莱德继续谈论世界和美国。
