linea,catalan,chino
8242,"""D'acord, sí, potser no, però no tots vam créixer en la generació de MTV?",好吧，是的，也许不是，但没有我们都成长在MTV一代吗？
43107,"""Vostè té problemes sobre NAFTA i qüestions de comerç de la Xina.",“你有关于NAFTA和中国贸易问题的问题。
49843,"Guanyen tots els desastres alcohòlics, tots van trobar Déu, tots van començar a ballar els Dotze Passos, tots van millorar.",他们赢了所有酒精灾害，他们都发现了上帝，他们都开始跳舞12步，他们都得到了更好的。
71443,"A causa de tots els problemes de sang que tinc, vaig estar realment en contacte durant un minut.",由于我遇到的所有血液问题，我真的很随便一分钟。
73945,"Ningú va crear el nostre univers, i ningú no dirigeix el nostre destí.",没有人创造宇宙，也没有人指引我们的命运。
76706,"Tots aquests estudis ens diuen que les fallades dels ponts poden passar, i de fet, i és probable que segueixin passant.",所有这些研究都告诉我们，桥梁的失效可以而且确实会发生，它们很可能继续发生。
77273,"No volem que una part tan gran del poble i de la societat israeliana senti i es preocupi no sols per haver perdut una lluita política, sinó també per haver perdut el seu lloc aquí.",我们不希望看到这么大一部分以色列人民和社会感到并担心它不仅失去了政治斗争，而且已经在这里失去了地位。
78336,"aaajiao, odi la gent però t'estimo (2017).",aaajiao，《我憎恨人，但是我爱你》（2017）。
102910,"""Perdut"" Segment de la Gran Muralla Xina trobat?","上一篇：【随手抄】发现长城失落的片段""Lost""GreatWallofChinaSegmentFound？"
116848,"1b2g) per ser trobat suficient, ser suficient",1b2g）被发现是足够的，充足的
130422,"Les teves paraules només han de reflectir misericòrdia perquè això és el que has rebut, i això és el que has de donar.",你的话语只应反映慈爱，因为这就是你所收到的，也是你应当给与的。
141810,"Des d'una perspectiva demòcrata, es poden veure vies per complementar la nova majoria, sobretot si també estan guanyant la Casa Blanca.",从民主党的角度来看，人们可以看到补充他们的新多数的途径，特别是如果他们也赢得了白宫。
145475,"La conversa completa amb el Dr. Eben Alexander està disponible aquí: Explorant la Consciència, el Cel i l'Amor Incondicional.",与EbenAlexander博士的完整对话可以在这里找到：探索意识、天堂和无条件的爱。
145563,"Cal creure-hi, afirmar-los i pintar-los un futur fort.",你必须相信他们，认可他们，为他们画出坚强的未来。
148978,Una ciutat i un tipus de recurs creen una llegenda d'una indústria.,一座城市与一种资源，正在创造一个产业的传奇！
161014,"Mary Wood, de debò, sospito.",玛丽木头，严重的是，我是可疑的。
164821,"Football Nation VRTM, donant vida al futbol virtual.",FootballNationVRTM，将虚拟足球带入生活。
169696,La seva història i el seu llenguatge van ser robats i encara és utilitzat pels usurpadors.,他们的历史和语言曾被偷取，而且依旧被那些篡夺者使用。
173503,"Ambaixador o Alt Comissionat, ja sigui a Austràlia oa l'estranger.",大使或高级专员，不论在澳大利亚或海外。
