linea,catalan,chino
4415,"Especialment durant l'hora de l'alimentació, quan allibero conills vius.",特别是在喂食时间，当我释放活兔子。
10505,"Avui dia, molts dels anomenats llibres blancs són simplement documents de màrqueting o legals.",今天许多所谓的白皮书只是营销或法律文件。
41233,"Es creu que actualment manté diversos altres ostatges, inclosos dos observadors d'aus europeus segrestats el febrer del 2012.",据信，目前还有几名其他人质，其中包括两名欧洲观鸟者于2012年2月被绑架。
45272,"També hi ha altres mètodes, però ara com ara aguantarem els nostres cavalls.",还有其他的方法，但现在我们将会保持我们的马。
46838,"Estimada, t'he esperat el dinar gairebé una hora, però no has vingut!",亲爱的，我午饭将近一个小时等待你，但是你没有来！
53791,"Finalment, però no menys important, parlem del nostre Equip Global de Recerca i Anàlisi (GReAT).",最后但同样重要的是我们的全球研究与分析团队（GReAT）。
98398,"En aquesta bonica temporada, regala't un viatge.",在这个美好的季节里，给自己一场旅行。
98591,Aleshores es va adonar d'alguna cosa: Cada mare és un heroi d'acció.,于是她意识到一件事：每个妈妈都是一个动作英雄。
114081,"Com enfocaria la seva carrera periodística si hipotèticament tornés a començar avui, atès que moltes oficines de recerca i internacionals han tancat o han estat reduïdes?",你将如何接近你的记者生涯，如果你是今天再次启动假设，考虑到许多调查和国际机构已经关闭，或者被缩小？
137759,"Sis mesos després, va deixar Facebook.",六个月后，他离开了Facebook。
143713,"LA CONTRAREVOLUCIÓ gairebé va guanyar a tots els països àrabs, excepte a Tunísia podríem dir.",反革命几乎在所有阿拉伯国家赢得了胜利，除了我们能提到的突尼斯。
184071,"Arribarà relativament aviat, potser d'aquí a un mes, va dir el Sr. Fowle sobre el seu judici.",它将很快到来，也许在一个月之内，”Fowle说他的审判。
210098,Diversos científics molt seriosos creuen que podríem superar la vellesa i la mort ja al segle XXI.,许多非常严谨的科学家认为我们可以在21世纪克服年老和死亡。
211955,"Ho van fer sense fonaments substantius, sinó només pel seu teatre polític.",他们这样做没有实质性的理由，而只是为了它的政治剧场。
227102,"I si hagués de preguntar una resposta molt cruel de si o no Eva, creus que Espanya arribarà a aquest objectiu de 6 gigawatts?",如果我不得不问一个非常残酷的是或否的答案，伊娃，你认为西班牙会达到6千兆瓦的目标吗？
231527,"Sempre se n'anava a algun lloc, va dir Robert Schexnider.",“他总是在某个地方离开，”RobertSchexnider说道。
242484,"No obstant això, el simple fet d'escoltar música, no de reproduir-la, només té efectes temporals.",然而，仅仅是听音乐——而不是演奏——只会产生暂时的效果。
244100,M'agrada dir que Júpiter fa les coses grans.,我喜欢说木星让事情变得更大。
281162,"En tots dos països musulmans hi ha molts grups i interessos divergents, i els Estats Units no poden gestionar els seus acords interns.",在这两个穆斯林国家，有许多不同的群体和利益，美国无法管理其内部安排。
297057,S'està duent a terme una lluita molt seriosa contra la desocupació.,对失业问题正在进行一场非常严肃的斗争。
304973,"També hi havia una apassionada simpatia pels horrors que la Xina havia experimentat, i seguia experimentant, a mans japoneses.",还有热情的同情中国经历过的恐怖，并继续体验，在日本的手。
322559,Una societat té les seves prioritats.,一个社会有其优先事项。
348916,"És un dels 92 elements autogenerats, no contaminants artificials.",它是92种自己产生的元素之一，并不是人造的污染物。
350577,"Tot i que des de llavors he estat eliminat de la llista, els funcionaris del govern segueixen llançant-me acusacions falses.",尽管我已被从恐怖分子名单上移除，但政府官员仍继续对我做出各种虚假指控。
360476,"Es va quedar més temps, esperant que un sacerdot o un feligrès es passegés i li preguntés per què hi era.",她呆的时间更长，希望一位牧师或教区居民会走来走去，问她为什么在那里。
364154,"Rei Jordi VI: Si soc rei, on és el meu poder?",乔治六世：如果我是国王，我的权力又在哪里？
382407,"En aquell moment, vaig sentir una gran responsabilitat i vaig sentir que ens barallàvem amb els pares.",那一刻，我感觉责任重大，感觉我们是在与家长一起战斗。
386431,"En els últims moments de la vida del meu avi volia estar fent una cosa, resant envoltat de la família.",在生活中的我爷爷的最后时刻，他希望做一两件事，祈祷家人包围。
388554,El desplegament de LPWAN augmentarà més de 10 vegades,LPWAN的部署将增加不止10倍
395714,Aviat signaria un lucratiu contracte de llibre per finançar les seves lluites legals.,他很快就会签署一份利润丰厚的图书协议来为他的法律斗争提供资金。
408677,Per això sovint s'incorporen a la música de relaxació i meditació.,这就是为什么他们经常被融入到放松和冥想的音乐中。
426513,Vaig pensar que el foc estava sufocat; però durant els darrers tres dies hi ha totes les raons per fer-nos saber que ha anat cobrant força.,我以为火被扑灭了；但在过去三天里，我们有充分的理由让我们知道，它正在增强实力。
429951,El que en aquell moment era un escàner de 16 detectors ara és un escàner de 320 detectors i tota aquesta informació addicional ara s'obté quan escanegem el cos.,当时使用的是16排探测器扫描仪，而现在是320排探测器扫描仪，当我们扫描身体时，所有这些附加信息都已经被导出。
438046,És massa aviat per a mi dir-ho perquè no tinc la valoració completa.,这对于我来说太早说，因为我没有完整的评估。
453717,"Les reunions programades de Skype for Business funcionaran normalment, però els usuaris podran crear noves reunions dins del Teams.",现有SkypeforBusinessScheduledMeetings将正常工作，但是用户可以在团队中创建新的会议。
