linea,catalan,chino
1548,Lloc de treball creat El vostre lloc de treball acaba de ser creat.,Jobcreated您的任务刚刚已创建。
25240,Ella li va dir: Vull allò que qualsevol princesa vol.,她告诉他：“我想要任何公主想要的东西。
35255,"Feu el que calgui perquè aquesta gent tingui disturbis al carrer, per la qual cosa no poden obtenir aigua.",你做任何必要的事情，这些人都会在街上发生骚乱，所以他们不能得到水。
66855,"Només toca el timbre, i quan Parker vingui li diré què vols.",只要按一下门铃，当Parker来的时候，我会告诉他你想要什么。
69633,El grup ha demostrat repetidament que és més gran que un grup terrorista transnacional.,该组织一再表明，它比跨国恐怖主义集团更大。
78010,Així que els consumidors russos van haver d'importar allò que necessitaven.,所以俄罗斯消费者不得不进口他们所需要的东西。
88219,"Aquest és un paio que ja ho ha perdut tot, igual que Pete.",这是一个已经失去一切的人，就像皮特。
119869,Pequín no pot amagar aquestes imatges del món.,北京无法向世界隐藏这些图像。
147777,Es va comprometre a protegir els estrangers a Egipte.,他承诺保护在埃及的外国人。
151774,"I a la seva família, ho sento de debò.",而对家人，我确实心存歉意”。
156782,En els propers anys ja no serà possible obtenir testimonis directes de supervivents de la persecució nazi.,在未来几年，我们将无法再从纳粹迫害的幸存者那里获得直接证言。
178933,"Si tenien algun problema, anaven a Stephen.",如果他们有问题，他们去了史蒂芬。
182780,"Assenyala que hem vist i viscut la revolució informàtica en les últimes dues, tres, quatre dècades, però no hem estat capaços de veure la revolució genètica.",他让我们看到和经历了计算机革命在过去的两个，三，四十年来，我们还没有看到遗传学的革命。
184517,"Durant el major temps possible, els països europeus intentaran mantenir contents tant Washington com Pequín.",欧洲国家将在尽可能长的时间内试图同时取悦华盛顿和北京。
194845,"I de sobte, després de declaracions molt arrogants d'alguns polítics bielorussos, es va adonar i va tancar la botiga.",突然之间，在一些白俄罗斯政客的傲慢言论之后，她注意到并关闭了这家商店。
199284,"El que Bangla Desh fa per ells és gran, un example d'acollida.",孟加拉国为他们所做的是十分伟大的、是接纳的榜样。
237004,Com el Brasil va robar la producció de suc de taronja de Florida,巴西如何从佛罗里达偷走橙汁的生产
251388,"El meu nebot insisteix que no pot dormir sota el meu sostre amb una dona soltera, així que va dormir al cotxe, va dir la Sra. Ali.",我的侄子坚称他不能睡在我的屋顶和一个未婚的女人，所以他睡在车里，”太太说。
256354,"En canvi, l'Alcorà descriu Maria donant a llum sota una palmera.",相反，《古兰经》描述的是玛丽在一棵棕榈树下分娩。
265323,"En cas contrari, algunes comandes no pertanyeran a cap client, encara que la integritat de la base de dades hagi acabat.",否则，有些定单就会不属于任何客户——数据库的完整性就算完蛋了。
273516,El govern xinès ha d'entendre com veu el món el judici i la condemna de Liu.,中国政府必须了解世界如何看待对刘的审判和定罪。
286336,"Demostra que la Xina ja és un mercat molt madur, i és impossible cobrir-lo amb un model o una sèrie.",这表明中国已经是一个非常成熟的市场，不可能用一个型号或系列来覆盖它。
307607,"La propietat del cotxe personal és d'un dòlar per milla, depenent d'on visquis.",个人汽车的拥有量是每英里一美元，这取决于你住在哪里。
313367,"Encara queda molt per fer, però l'Administració continua confiant que, mitjançant la cooperació continuada amb el Congrés, aconseguirem aquestes prioritats aquest any.",仍有许多工作要做，但政府仍然相信，通过与国会的持续合作，我们今年将实现这些优先事项。
320612,"Vas dir a la teva carta que tenies un gran desacord abans que ell acceptés mudar-se, ja que seria financerament millor per a tots dos.",你在信中说，在他同意搬进来之前，你有一个很大的分歧，因为这样对你们俩都会有经济上的好处。
366485,29 El conec.,29我却认识他。
372230,"""Al mateix temps"", va continuar Holmes, ""la senyora Eva no és una dona rica.",与此同时，”福尔摩斯继续说道，”伊娃夫人不是一个富有的女人。
375200,"De les 246 persones amb qui soc amic comú a Facebook, per example, només vuit són negres.",的我的246人共同在Facebook上的朋友，例如，只有8个是黑色的。
411696,Les coses a l'interior que són importants per a mi i per a la majoria de les dones.,里面的东西对我和大多数女人都很重要。
432384,Però vull parlar-te del meu funeral.,“但我很想跟你谈谈关于我葬礼的事。
433322,"'El futbol va ser la meva butlleta a l'èxit, però per a la gran majoria dels joves l'educació és la clau que els permet convertir-se en allò que vulguin ser.",“足球是我获得成功的门票，但对于绝大多数年轻人来说，教育是让他们成为他们想成为的任何东西的关键。
445669,Bleich va dir que cal ensenyar als nens que l'aigua és una bona opció.,Bleich说孩子们需要被教导水是一个不错的选择。
450727,"No és casualitat que TeX fos llançat el 1982: la nostra comunitat ha après, des de llavors, a escriure llicències de comportament raonable.",这个并不意外，TeX早在1982年就发布了：社区从此逐渐学会了撰写顺理成章的许可证。
457200,"Sí, sí, però aquesta va ser una experiència molt desagradable, especialment la seva... concepció, si és que es pot anomenar així.",“是的，是的，但是这真的是非常不愉快的经历，特别是他的……观念，如果你能这么称呼的话。
474884,"Alhora, eduquen les dones en les seves respectives comunes.",反过来，他们教育各自社区的妇女。
490288,"També descobreixen que hi ha algunes fonts de llum que no es poden apagar, com la font de llum més gran de totes...el sol!",他们还发现，有些光源是无法关闭的，比如最大的光源……太阳！
497613,5) Estem a favor de la preservació d'una Ucraïna unida com a fenomen cultural únic.,五、我们致力于保持作为一种独特文化现象的统一的乌克兰。
