linea,catalan,chino
3051,"Vius, infonen por als cors de molts.",活着的时候，他们将恐惧打击到许多人的心中。
12449,Però la principal diferència és que Bobby Lee pensa que això pot passar en 20 anys.,但主要的不同是BobbyLee认为这可能发生在20年之后。
20403,Sovint arribo tard i acostumo a mentir sobre el perquè.,我经常迟到，通常会说谎为什么。
33284,"El mateix mes, vam establir Ehfly.",同一个月，我们成立了Ehfly。
36834,"Per descomptat, ningú no s'avorrirà tant de rebre un senyal de televisió.",当然，谁也不会那么无聊来获取电视信号。
59382,Actualment (a l'octubre del 2018) no són compatibles amb cap iPhone d'Apple.,他们目前（截至2018年10月）不支持任何AppleiPhone。
59650,Va ser aquesta educació i investigació la que el va portar al seu descobriment més important:,正是这种教育和研究导致他他最重要的发现：
66378,"Per tant, qui vol ser amic del món s'erigeix en enemic de Déu.",所以凡想要与世俗为友的，就是与上帝为敌了。
69875,"Les autoritats d'immigració sueques ho havien registrat, curiosament, com a serbi.",瑞典移民局已经注册了他，奇怪的是，作为塞尔维亚人。
76078,"En general, les reunions que va mantenir amb els legisladors van ser només una fracció del programa total.",总的来说，她与立法者举行的会议只是她总时间表的一小部分。
78297,"És important destacar que, com a organització independent, aquests programes s'imparteixen de manera inclusiva amb el vostre equip assessor actual.",重要的是，作为一个独立的组织，这些计划将与您现有的咨询团队一起提供。
82112,Les seves importants modernitzacions només s'apliquen a 130 estats.,重要的现代化规范仅在130个国家适用。
86355,No només els Gegants van tornar en aquesta sèrie; ho van fer amb autoritat.,巨人队不仅回来了这个系列；他们这样做是有权威的。
97170,"Després de tot, mesurar és saber.",毕竟，测量就是知道。
97706,El Banc Mundial estima que la majoria de les inversions necessàries per fer front al canvi climàtic al sector energètic acabaran pagant-se soles.,该世界银行估计，应对能源部门气候变化所需的大部分投资最终将为自己付出代价。
102940,"""El meu marit estava fora tard amb un amic - una altra vegada!""",“我丈夫和一个朋友出去晚了——又一次！”
105203,"Avui dia, m'encanta la meva feina amb MVPs i líders de la comunitat, que ajuden molt els altres a créixer i millorar.",如今，我喜欢我与MVP和社区领袖共事，他们极大地帮助他人成长和进步。
151587,"Els xinesos, per part seva, estaven ansiosos per adoptar les millors pràctiques d'Occident.",中国人，就他们而言，他们渴望采纳西方的最佳做法。
157350,"He de tornar a començar...), i la inèrcia (ja portem tres anys junts).",我必须重新开始……还有惰性（我们已经在一起三年了）。
161196,'La Xina i l'Armada de les Filipines han llançat un molt bon concurs d'amistat.,“中国和菲律宾海军展开了很好的友谊竞赛。
180273,La majoria dels pacients crec que probablement arribarien a la mateixa conclusió.,大多数患者我想大概会得出相同的结论。
198381,L'ASEAN corre el risc de convertir-se en un mercat de vehicles de baixa tecnologia,东盟面临成为低技术车辆市场的风险
209357,"Un cap a la Xina li va dir a un amic recentment: Quan tenim confiança, tot es torna simple.",一位中国老板对一位朋友这么说：一旦有了信任，一切都会变得简单。
216500,"El que podem aprendre de Frida i Diego, i de tots els altres artistes que estan sent exposats (ja sigui una, dues o dues mil vegades), és que la seva obra és important.",我们可以从弗里达和迭戈，以及正在展出的所有其他艺术家（无论是一次，两次，或两千次）身上学习到的是，他们的作品是非常重要的。
220046,Han passat més de 30 anys des que es va afegir la darrera espècie a aquest grup.,自从最后一个物种被添加到这个群体以来已经有30多年了。
230946,"Més tard, ens assabentaríem que només era un dels diversos nous de la zona.",后来，我们得知它只是该地区几个新的之一。
243456,"El moment és ara, ja que ara és possible construir models a escala d'aquests sistemes cerebrals.",现在正是时候，因为现在可以做到在这些大脑系统的规模上建立模型。
246397,Així va començar un pla d'atac preventiu a Noruega.,因此，他在挪威开始了一项预防性攻击计划。
252878,Però hem de ser capaços d'investigar casos individuals per garantir la protecció de la nostra infraestructura crítica.,“但我们需要能够审查个别案例，以确保我们的关键基础设施得到保护。
280655,"Perquè no ho oblidem, tots cantarem la setmana que ve, com hem cantat tots des de fa un segle.",免得我们忘记下周我们都会吟唱，因为我们现在都吟唱了一个世纪。
288810,Michael Rubin: Tres proves a l'Orient Mitjà per al nou president,迈克尔鲁宾：为新总统在中东进行三次测试
302359,"Hauries d'intentar conèixer un adult aquest lloc, aquesta vegada.",你应该试着与这个地方，结识一个成年人这一次。
303494,"Hi ha autobusos, taxis i 'trotro' a qualsevol part de la ciutat.",有公交车，出租车和“trotro”到城市的任何部分。
306796,El Ministeri iemenita de Salut Pública i Població també ha informat d'uns 310 casos a Sanà.,也门公共卫生和人口部亦报告，在萨那（Sana’a）有约310宗个案。
308897,"Però vot amb el meu ús real d'aquests productes, i només puc dir el que estic veient i gaudint.",但我投票实际使用这些产品，我只能告诉你我所看到和享受的东西。
315228,"Tot i això, els inversors poden assumir el risc de gestionar un subministrament d'electricitat de cost excessivament alt o baix.",但是，投资者可能承担管理成本过高或成本低的电力供应的风险。
333296,S'adonaran que alliberar-se de la seva obsessió per destruir Israel ha de precedir qualsevol progrés per ells mateixos.,他们将意识到把自己从消灭以色列的困扰中解放出来必须先于任何自我的进步。
367642,"No, estàvem tractant de fer saber a la gent sobre alguna cosa que podria passar a més de BETA.",不，我们试图让人们了解除了BETA之外可能发生的事情。
375820,"Obtens punts a l'hotel, i si hi ha algú més que creus prou important, també obtenen alguns punts.",你在酒店得到点数，如果有别人你认为足够重要，他们也得到一些积分。
391567,"Però m'has de buscar; has de canviar d'opinió, d'esperit.",因此你必须寻求我；你必须改变你的心意，你的心灵。
394940,Però garantir els dipòsits minoristes continua sent una tasca per als estats membres individuals de la zona euro.,但担保零售存款仍然是欧元区个体成员国的任务。
403176,"L'agressió sexual sol definir-se (per example, per part de les autoritats nord-americanes i britàniques) com a contacte sexual sense consentiment.",性侵犯通常被定义为（例如，美国和英国官方）未经同意的性接触。
417726,"Per obtenir el temps de rellotge estàndard, cal fer tres tipus de correccions.",要获得正确的时钟时间，需要进行三种类型的更正。
429327,"I encara que he tingut la sort d'acumular 15 anys de feina en només dues feines, això és força inusual per a la indústria.",虽然我已经足够幸运积累15年的工作只有两份工作，这对于行业来说是相当不寻常的。
452357,"Més d'alguns dels seus amics i familiars, per no parlar dels pacients, van poder dir que els havia rescatat.",以上几个她的朋友和家人更多的，更何况她的病人，可以说她已经救出他们。
455163,"Ara és una època en què qualsevol es pot convertir en dissenyador d'accessoris, les opcions del costat de les compres s'han ampliat significativament.",现在是一个任何人都可以成为配饰设计师的时代，采购方的选择已经大大扩展。
465937,"Però amb una VPN, es pot enganyar el lloc web de la BBC a creure que ets un ciutadà noble del Regne Unit.",但通过VPN，你可以骗BBC网站相信你是一个高贵的英国公民。
486819,"""He sentit molt de tu de tot el món, fins i tot del teu marit.",“我从每一个人那里听到了很多关于你的事情，甚至是你丈夫。
502423,"mesos abans d'assumir el càrrec, vam perdre gairebé quatre milions de llocs de treball.",在我上任前的6个月中，我们失去了近400万个就业岗位。
