linea,catalan,chino
5716,"Diu que hi ha una raó perquè tot això passi, que Déu vol que em converteixi en una noia rica a Haití.",她说发生这一切是有原因的，上帝希望我在海地成为一个富有的女孩。
16962,Així que els cavalls i els gossos anglesos també parlen del temps.,所以英国的马和狗也谈论天气。
27453,"En fer comptabilitat financera a Nova Zelanda, l'entorn de la comptabilitat financera no es pot ignorar.",在新西兰进行财务会计时，财务会计环境不可忽视。
30205,"17 Ara, doncs, sapigueu i penseu en el que fareu, perquè el mal està decidit contra el nostre amo i contra tota la seva família.",17现在，你要想一想，看看你该怎么办，因为灾祸必定临到我们的主人和他的全家。
40404,El missatge principal és 'mai ens separaríem ni ens separaríem d'Ucraïna'.,主要的信息是“我们永远不会分裂或分开乌克兰”。
45418,"Sota el well sistema, ja teníem totes les respostes principals, pensem.",在旧制度下，我们已经有了所有主要的答案，我们的想法。
50938,"De fet, encara estan treballant avui en dia, recuperant-se i reconstruint.",事实上，他们今天依然在工作——恢复并重建。
80143,"""No ets just, petit príncep"", li vaig dir.",“你不公平，小王子“我说。
82542,"Però no només Chalobah, tots els jugadors que tenim en aquest moment, per mi, tenen un alt valor.",但不仅Chalobah，我们现在拥有的所有球员，对我来说，他们都有很高的价值。
99455,Ja no els puc recolzar ni el governador Inslee.,我再也不能支持他们和因斯利州长了。
105301,"També podríem contractar un analista, que ens crearia els informes.",当然我们也可以聘请一位分析师，他们会为我们创建报告。
126983,També comparteixen el nostre entorn vital i tenen una composició genètica diversa.,“他们也分享我们的生活环境，并有不同的基因组成。
127644,"Per tant, a diferència de Taiwan i el Japó, som un model empresarial típic de gent pobra sense coneixements ni tecnologia.",所以与台湾、日本不一样，我们是典型的穷人又没有知识和技术的创业模式。
128439,És del planeta que anomenes Mart.,“他是从火星星球你打电话。
129116,"Ho series, naturalment, ja que ets professor de filosofia.",“你会，自然地，因为你是哲学教授。
129300,I jo diria que almenys la meitat de nosaltres som jueus.,我想说，我们至少有一半是犹太人。
