linea,catalan,chino
17249,La pèrdua de Chicago serà el guany d'una altra ciutat.,“芝加哥的损失将是另一座城市的收益。
17957,L'esdeveniment Last of Us 2 vol dir que per fi arriben nous detalls,TheLastofUs2活动意味着新细节终于来临
22937,Adquireixen la major part del sistema de creences de nosaltres.,他们从我们这里获得了大部分的信仰体系。
44994,Volíem saber si Jones parlava realment de Clinton de la manera com el Club per al Creixement va descriure.,我们想知道琼斯是否真正以增长俱乐部所描述的方式谈论克林顿。
46324,Un sol example d'un disseny no-CANDU 6 va ser venut a Indie.,非CANDU6设计的一个例子被出售给了印度。
54970,Doctrina vital per descobrir,需要发现的重要教义
86578,L'article està publicat al número 92 de Positive Feedback.,该文章发表在PositiveFeedbackIssue92。
98854,"Els cosacs d'Amèrica l'havien obligat a aquest pas, i era una dona gran; què podia fer?",美国的哥萨克人强迫她这个通过，她是一个老妇人；她能做什么？
111584,"""És divertit perquè en diuen els Estats Units, però és tan trencat com l'infern.""",“这很有趣，因为他们称它为美国，但是它就像地狱一样破碎。”
122114,"Ja hi és, i tots necessitarem algun tipus d'atenció sanitària; la majoria ho farem en algun moment.",它已经存在，我们都需要某种健康关心；我们大多数人都会在某个时候。
124186,Has de matar tots els gats que vegis.,你必须把你看到的每只猫都杀了。
138205,"La gent té por dels altres, va dir el resident Reginald Jackson l'any passat.",“人们害怕对方，”居民雷金纳德·杰克逊说，去年。
138926,"Havia dit repetidament que tindria la vida de tothom, i que es convertiria en el darrer home.",他曾多次说过，他将拥有每个人的生命，实际上变成了最后一个人。
158074,"Això és el que hem vingut a buscar avui, així que això no passarà... però licitarem pels mobles més tard.",“这就是我们今天来的，所以不会发生……但是我们稍后将会对家具进行招标。
172651,"Tenim el seu diari, però hem de pensar quantes nenes més hi havia, i no tenim els seus diaris.",“我们有她的日记，但是我们必须考虑有多少其他小女孩，而且我们没有日记。
175351,Hem creat forces de seguretat afganeses fortes.,我们建立了强大的阿富汗安全部队。
209547,"Cada cop que fa plans per al seu futur, sembla fracassar.",每次他使得他的未来计划，他似乎失败。
225252,"Ara tots som científics, i no parlo només de dissenyar productes.",我们都是科学家，而且我不只是在谈论设计产品。
251101,Fins i tot va ajudar Gundam.,他甚至帮助了Gundam。
253353,"El govern assumirà enormes riscos en aquest tipus d'intervencions, especialment si les despeses es poden ajornar convenientment al futur.",政府将在这种干预措施中承担巨大风险，特别是如果费用可以方便地推迟到将来。
260521,"No obstant això, vaig haver d'aconsellar-li que podia esperar que el bombardegessin a no ser que ell i la resta sortissin de la ciutat immediatament.",我不得不劝他，尽管如此，他有望被轰炸，除非他和其他人有马上出城。
327140,Fins i tot beure 23 litres d'aigua et pot matar.,即使喝23公升的水也可以杀死你。
348827,"Ferrari havia vist fora de ritme divendres, però va trobar la seva forma a l'FP3.",法拉利周五已经放慢了速度，但在FP3中找到了自己的形态。
349603,Modificació dels tipus impositius preferencials a la importació de diversos grups de productes bàsics per a l'aplicació del Protocol d'adhesió del Vietnam a l'Acord pel qual es crea l'Organització Mundial del Comerç (OMC),修订若干商品群组的优惠进口税率，以执行越南加入建立世界贸易组织（世贸组织）协定的议定书
376793,"No obstant això, per desgràcia, la dona d'Alexandre va morir per haver-se injectat una sobredosi de morfina.",然而，不幸的是，亚历山大的妻子因为自己注射吗啡过量而去世。
378364,"Els experts també han conclòs, però, que moltes persones no fan prou per protegir les seves dades perquè pensen que no tenen res a perdre.",然而，专家们还得出结论，许多人没有采取足够的措施来保护他们的数据，因为他们认为他们没有什么可失去的。
400119,"Tots ens aixecarem, cadascun de nosaltres anirà, pel nostre pare el Tsar!, va cridar, posant els ulls en blanc.",“我们都会出现，我们每个人都会去，为了我们的父亲沙皇！“他喊道，滚动他的血丝眼睛。
