linea,tipo,razon,texto_original,porcentaje_automatico,detalles_base,detalles_avanzados,texto_catalan,texto_chino
65618,eliminacion_catalan,caracteres_problematicos: {'%'},"Cada any, el 98% de vosaltres es converteix en una nova persona.",,,,,
88298,eliminacion_catalan,caracteres_problematicos: {'·'},Qualsevol altra cosa que no sigui això (tret que se sol·liciti) se sent com una feina.,,,,,
102331,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","Explorar ciutats que mai has visitat és divertit, però també pots fer-lo servir per explorar on vius...",,,,,
134040,eliminacion_catalan,"caracteres_problematicos: {'[', ']'}","Una economia que ha creat més de 3,5 milions de llocs de treball nets [Contingut polític redactat]",,,,,
149717,eliminacion_catalan,caracteres_problematicos: {'«'},"«El Govern està responent a un problema darrere l'altre, però els plans a llarg termini provenen de ...",,,,,
180701,eliminacion_catalan,caracteres_problematicos: {'“'},"“No hi ha errors, molts guanyadors, agafant la pilota abans d'hora.",,,,,
202313,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",“Així que crec que a l'Àfrica és una estratègia molt més efectiva.”,,,,,
241675,eliminacion_catalan,caracteres_problematicos: {'·'},"Som un país democràtic segur i estable amb una actitud empresarial innovadora i oberta, que queda il...",,,,,
428753,eliminacion_catalan,caracteres_problematicos: {'»'},John Kerry és una persona del 10 de setembre.».,,,,,
790123,eliminacion_catalan,"caracteres_problematicos: {'“', '@', '”'}",“President” @realDonaldTrump: Realment ets un home malvat.,,,,,
804933,eliminacion_catalan,caracteres_problematicos: {'%'},Almenys el 50% dels programes de Smart City s'iniciaran a nivell de Line-of-Business o City-Function...,,,,,
894362,eliminacion_catalan,caracteres_problematicos: {'―'},"Però en els últims anys, com el seu partit ―i, es podria dir, aquest districte― s'ha desplaçat cap a...",,,,,
1038818,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",Avui estrenem Visual Studio “15” Preview 5.,,,,,
1204904,eliminacion_catalan,caracteres_problematicos: {'—'},Cada jugador complirà el paper d'un miner a la xarxa — totes les accions del jugador es representara...,,,,,
1265749,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","“Adéu, pare”, vaig dir, i vaig baixar les escales i vaig agafar el tren, i aquesta va ser l'última v...",,,,,
1318338,eliminacion_catalan,caracteres_problematicos: {'“'},“Els nens del nord-oest de Síria han estat atrapats en un conflicte violent durant 80 dies sense pau...,,,,,
1324376,eliminacion_catalan,caracteres_problematicos: {'·'},L'Estratègia Nacional de Ciberseguretat deixa clara la necessitat de professionals de la Seguretat D...,,,,,
