linea,catalan,chino
2443,Quan dirigim una trucada determinada,当我们听到了这个呼唤
21797,Mai s'han inclòs en una política coherent per a les infraestructures energètiques.,它们从来没有被包含到能源基础设施的连贯政策中。
27141,El 10 de setembre vam saber que Ariane 6 ja té els seus primers clients comercials.,我们在9月10日了解到，阿丽亚娜6已经拥有了第一批商业客户。
42824,Crec que tothom s'adona que no volem incertesa.,“我认为每个人都意识到我们不想要不确定性。
45649,"Sí, normalment passo un dia a la Cinquena Avinguda.",是的，通常我花一天时间在第五大道。
79356,"Saps, tinc el meu nom en lletres grans fora del teatre, però ella realment està fent tota la feina!",“你知道，我在剧院外面用大写字母命名，但她真的在做所有的工作！”
93012,MARK COLVIN: Continua passant això?,MARKCOLVIN：还在继续吗？
142013,"Això no és perquè abans no hi hagués dones embarassades, sinó perquè ara que està embarassada veu el món amb altres ulls.",这并不是因为以前没有孕妇，但是因为现在她怀孕了，她用不同的眼睛看世界。
157809,Però sempre hi ha una o dues estrelles que canvien la direcció de la marea.,但总有那么一两颗群星，改动了潮水的方向。
161740,El president també va subratllar que una lluita eficaç contra el frau requereix indiscutiblement la mobilització i la consulta de tots aquests actors.,主席还强调，要有效地打击欺诈，无疑需要所有这些行为者的动员和协商。
183632,Però el més probable és que l'escrutini públic obligui el DNC i Sodexo a trobar algun tipus de resolució.,但最有可能的是，公众审查将迫使DNC和Sodexo寻找某种解决方案。
208027,El codi quatre vol dir que no es necessita més ajuda.,代码4不需要进一步的帮助。
224898,"Si aquest és el cas, viatjar en una direcció us portarà finalment al punt en què vau començar, el que els científics anomenen un ""univers tancat"".",如果是这样的话，那么朝着一个方向旅行最终会把你带回到你开始的地方，科学家们称之为“封闭宇宙”。
234570,"Al contrari del que s'ensenya a les escoles nord-americanes, aquest país no es va fundar en la llibertat religiosa.",与美国学校所教的相反，这个国家不是建立在宗教自由之上。
239727,Una conspiració tan immensa: el món de Joe McCarthy.,一个如此巨大的阴谋：乔·麦卡锡的世界。
246353,Els meus veritables fans aprecien el nivell de discurs aquí i aprecien que aquest lloc no està ple d'atacs.,我真正的粉丝们很欣赏这里的演讲水平，也很欣赏这里没有充满攻击。
271833,Una tendència actual proclama que la tecnologia és enemiga de l'home i ha de ser restringida o abolida.,当前趋势宣称技术是人类的敌人，应该限制或取消。
284704,Hem d'evitar desviar-nos dels principis i l'esperit de l'acord de París.,“我们需要避免偏离巴黎协议的原则和精神。
311401,"En l'àmbit dels productes digitals, aquesta veritat eterna funciona en termes d'alta competència i diversitat increïble.",在数字产品领域，这个永恒的真理在高竞争和难以置信的多样性方面起作用。
328613,Les pròpies necessitats futures d'Àfrica també són enormes.,非洲自己将来的需求也很巨大。
335515,Els informes de millora substantial en el mercat immobiliari comercial de Chicago s'han basat en gran mesura en les dades de la classe A i les propietats dels trofeus.,有关芝加哥商业房地产市场大幅改善的报告，很大程度上依赖于来自A类和trophyproperties的数据。
336937,"Quan mires el món on a la majoria dels homes se'ls permet sortir, quines han estat les conseqüències?",当你看到大多数男人被允许离开的世界时，后果是什么？
337466,Què és la web fosca i és una amenaça?,什么是黑暗的网络，它是一个威胁？
369289,"Avui hi ha 251 grups religiosos, cadascun dels quals intenta guanyar adeptes.",今天有251个宗教团体，每个团体都试图获得粉丝。
403957,"Probablement resulti que aquesta persona extraordinària ha escrit tot un llibre sobre tu, Sophie.",““很可能这个非凡的人写了一整本关于你的书，索菲。
410953,"Si els diners i la informació flueixen per alguna cosa, aleshores és part de l'economia de la xarxa.",如果有了货币和信息从某样东西上流过，它就是网络经济的一部分。
411815,Així que va reunir els 95 empleats i els va dir que volia que els seus fills aprenguessin a fer les tasques domèstiques.,于是她把这95位员工都集中起来，告诉他们，她想让自己的孩子学会做家务。
423393,"No és clar el que això podria significar per al futur, però de moment, els acords de llicència no s'han renovat per a un nou joc aquest any.",目前还不清楚这对未来可能意味着什么，但是目前，许可协议今年还没有续约新游戏。
436882,"A Saracens m'ha encantat cada minut, ja que ha estat com una llar des del minut u.",我很喜欢撒拉逊人的每一分钟，因为它从一分钟就像回家一样。
440256,Tinc un suggeriment que podria ajudar Irene a sentir-se a gust amb aquesta situació.,我有一个建议可以帮助艾琳在这种情况下感到轻松。
446492,"La ciència demana a crits una acció urgent, i tot i així els nostres líders s'atreveixen a ignorar-la.",科学要求采取紧急行动，而我们的领导人却仍然敢于忽视。
450704,Cada finestra porta un somriure o sosté una càmera.,每扇窗户都挂着微笑或拿着相机。
453374,"Per descomptat, per fer el medicament no venut, han d'aparèixer els productes científics i tecnològics corresponents.",当然，要实现无人售药，那必须出现相应的科技产品。
457747,"Em va arribar a ressentir especialment Hogwarts Mystery, un altre joc de Harry Potter per a mòbils, per demanar-me diners constantment.",我特别感到愤慨HogwartsMystery，另一个移动HarryPotter游戏，经常问我要钱。
459609,"En primer lloc, els mecanismes de consens són diferents.",首先，他们的共识机制是不同的。
466733,CloudKitchens em permet experimentar molt més lliurement perquè el risc de fracàs es redueix significativament.,“CloudKitchens使我可以更加自由地进行实验，因为大大降低了失败的风险。
469286,"Vull expressar el meu més sentit condol per la mort de Steve Jobs, un dels fundadors de la nostra indústria i un veritable visionari.",我愿为SteveJobs的去世表达我最深切的哀悼，他是我们产业的创始人之一，也是一个真正的远见家。
498676,"Això és extraordinari, atès que el Pakistan és el principal protector de les forces terroristes de la regió, i ara, lamentablement, s'ha convertit en víctima dels seus militants locals.",兹事体大，因为巴基斯坦是地区内最主要的恐怖主义势力保护人——并且现在不幸地沦为本国激进分子的受害者。
517759,Però va ser aquí on Patrici va trobar consol en Déu.,但正是在这里，帕特里克在上帝那里找到了安慰。
528552,Pots dir-li que reculli dades de les càmeres.,你可以告诉它从摄像机收集数据。
539239,Però també tindrem la saviesa d'escoltar els nostres electors i als altres perquè sempre avancem junts.,“但我们也有智慧倾听我们的选民和对方，以便我们始终共同前进。
549264,"Reduirà els costos, perquè qualsevol cosa que es pugui fer que en última instància es pugui provar al voltant de la lluna reduirà el nostre cost per anar a Mart.",这将降低成本，因为你能做的任何事情最终都能在月球上测试，这将降低我们去火星的成本。
