linea,catalan,chino
14338,Molt càlid de maig: Totes les coses que ets,《温暖的五月》中的“你就是一切”VeryWarmForMay：AllTheThingsYouAre
15264,"També significa que si algú vol fer negocis a Irlanda, per example, ara pot estar segur que també existirà un règim jurídic similar en altres Estats membres.",这也意味著，如果有人想在爱尔兰做生意，比如，他们现在可以肯定，其他成员国也会存在类似的法律制度。
42236,No hem invertit adequadament en la capacitat de salut pública dels països en desenvolupament.,我们没有适当地投资于发展中国家的公共卫生能力。
49192,Tampoc ningú no creu seriosament que el règim d'Assad tingui cap objecció ètica a l'ús d'aquestes armes.,也没有人认真地相信阿萨德政权会对使用这些武器有任何道德上的反对意见。
53444,"Hem de trobar aquestes respostes, però no utilitzant embrions humans com a mitjà per a aconseguir un fi.",我们需要找到这些答案，但不是用人类胚胎作为达到目的的手段。
57287,"D'una banda, l'informe cobreix els canvis del 2008 al 2012, per la qual cosa no inclou els nous productes dels darrers anys.",首先，该报告涵盖了从2008年到2012年的变化，因此它不包括过去几年的新产品。
60920,"He llegit molt sobre HCG, així que vaig decidir comprar una ampolla a un GNC local.",我已经阅读了很多关于HCG，所以我决定从当地的GNC购买一瓶。
76818,Mai no m'has satisfet des de la primera setmana a Londres.,“自从伦敦第一周以来，您就从未满足我。
77435,Com reacciona davant del reclam d'Agbaje que va treballar amb el partit durant les eleccions?,你如何回应Agbaje在选举期间与党一起工作的说法？
99810,El tema correcte podria significar tot per al vostre lloc de WordPress nou o existent.,正确的主题可能意味着你的新的或现有的WordPress网站的一切。
113031,"Fins i tot podria estendre la seva influència més enllà de les fronteres de l'Iraq, demanant el renaixement del món àrab.",他甚至可能扩大他的影响力超出了伊拉克的边界，呼吁阿拉伯世界的复兴。
121261,"Un, perjudiquen el pla republicà.",一，他们伤害了共和党的计划。
124587,"Però al teu petit planeta, petit príncep, només havies de moure la cadira uns passos.",但在你的小星球上，我的小王子，你只要把椅子挪动几步就行了。
127549,"Segons el govern, soc una amenaça perillosa.",依照政府看来，我是一个危险的威胁。
142989,La primera estratègia també serà millor per al futur fill.,前一种策略对您未来的孩子也会更好。
152296,"S'uniran a una germandat i comunitat que els recolzarà i celebrarà com a individus, reconeixent que són únics.",他们将加入一个姐妹和社区，将支持和庆祝他们作为个人，承认他们是独一无二的。
171365,"18-38.17 ¿Se t'han obert les portes de la mort, o has vist les portes de l'ombra de la mort?",耶和华：伯38：17死亡的门曾向你显露吗？死荫的门你曾见过吗？
196071,"Va assenyalar que no vol dir que Malàisia pugui reduir el seu deute més ràpidament, però va mostrar almenys que el país estava en una condició saludable.",他指出，这并不意味着马来西亚可以更快地减少债务，但至少表明该国处于健康状态。
199390,Aquí estan fent una política de tolerància zero per castigar les famílies i enviar un missatge als països d'origen: No facis això.,“他们在这里采取零容忍政策来惩罚家庭，并向他们的祖国发出信息：不要这样做。
214023,"Li vaig assenyalar que havia vist diverses prostitutes, i que, si fóssim objectius, el seu comportament només es pot considerar igualment qüestionable.",我向他指出，他见过许多妓女，而且，如果我们要客观，他的行为只能被视为同样值得怀疑。
220631,"D'altra banda, sé que els agrada que sempre m'esforci per vestir de manera molt femenina i que sigui una cuinera raonable.",另一方面，我知道他们喜欢这样，我总是努力以一种非常女性化的方式穿衣服，并且是一个合理的厨师。
224828,He de veure les cares dels meus jugadors les properes dues setmanes quan estiguin junts perquè estem aquí sense 15 jugadors.,“我必须在接下来的两周内看到我的球员的面孔，因为我们在这里没有15名球员。
238260,"Podem destacar riscos específics al camí, cridar-los l'atenció dels líders de la comunitat i exigir-los que prenguin les mesures concretes necessàries per abordar-los.",我们可以突出道路上的具体风险，引起社区领导人的注意，并要求他们采取必要的具体措施来解决这些问题。
243280,Mantingues aquesta proporció 7:1 i mantindràs els teus empleats movent-se en la direcció correcta.,坚持7：1这个比例，你就会让你的员工朝着正确的方向发展。
264056,"Stan Druckenmiller: S'ha tornat més difícil per a mi, perquè la importància de les meves habilitats està retrocedint.",StanDruckenmiller：对我而言，是变得更为困难了，因为我所拥有技能的重要性在消退。
286621,Però el més important és que permet a les empreses oferir ràpidament i eficientment el valor de la investigació clínica.,最重要的是，它允许公司快速高效地提供临床研究的价值。
289322,Les males decisions preses pels teus pares et poden crear problemes molt reals.,您父母做出的不良决定可为您带来非常真实的问题。
292744,"No és d'estranyar que molts entusiastes estan buscant maneres de fer, comerç o guanyar aquesta moneda.",难怪许多狂热者正在寻找制造、交易或赚取这枚硬币的方法。
307256,"Els camioners creien que els seus captors de l'Estat Islàmic ""s'ocuparien dels ciutadans de Turquia de la millor manera possible i no els perjudicarien de cap manera"", va dir.",卡车司机认为，他们的伊斯兰国俘虏“将以最好的方式照顾土耳其的公民，不会以任何方式伤害他们，”他说。
312325,No tens control sobre si aprèn a trencar els patrons de comportament tòxic.,你无法控制他是否学会打破他的有毒行为模式。
354332,"Avui dia, és inaudit que qualsevol programari comercial seriós es llanci sense cap mena de prova.",今天，它是闻所未闻的，任何严肃的商业软件发布，没有某种形式的测试。
360575,Investiguen noves tecnologies com la congelació d'aliments.,他们研究新技术，如食品冷冻保存。
361142,Patint d'injustícia i repressió mirem al Món Germana la llum de la llibertat a la nit fosca.,遭受不公和压迫我们看妹妹世界自由之光在黑暗的夜晚。
371312,"Vostè pot ser prou valent o prou fort per viure sense mi, si això és el millor.",你可能足够勇敢或者坚强到没有我的时候，如果这是最好的。
375224,"Per example, s'ha utilitzat per dur a terme tasques com l'anàlisi de dades, però també s'ha utilitzat en el desenvolupament de jocs.",例如，它已被用于进行像分析数据的任务，但它也已在游戏开发使用。
388446,Cada moment és fruit de quaranta mil anys.,每一刻都是四万年的果实。
400640,"Els mitjans de comunicació falsos van intentar impedir que anéssim a la Casa Blanca, però jo soc president, i ells no.",假媒体试图阻止我们入主白宫，但我当了总统，而他们却没有。
402511,"El 9 d'octubre de 2006, Google va comprar l'antic competidor YouTube.",2006年10月9日，Google收购了前竞争对手YouTube。
410224,L'AAT és una condició poc diagnosticada.,AAT是一个诊断的条件下。
421734,"'Ara estic molt content, però hem vist dos equips diferents de la primera a la segona part.",“现在我真的很高兴，但是我们从上半场到下半场看到了两支不同的球队。
428642,La majoria dels líders d'innovació del GII són en aquesta regió o Europa.,GII中的多数创新领导者都在这一地区或在欧洲。
432355,Ens pot donar un parell d'exemples per provar la seva teoria?,你能给咱们举几个例子来证明你的理论吗？
439324,"Sé que no són preguntes literàries importants i que el seu llibre és ple de preguntes literàries importants, però realment m'agradaria saber-ho.",我知道这些都不是什么重要的文学问题，而您的书里充满了重要的文学问题，但我真的真的很想知道。
460340,Crec que el Senyor utilitzarà Rússia com un dels mètodes de judici que s'acosten.,我相信主会使用俄罗斯作为即将到来的审判的一种方式。
465854,"Espero que sàpigues, o aprenguis, que no tens preu i vals més que qualsevol paper o plàstic.",我希望你知道，或者将来你终究会体会到，你是无价的，比任何纸张或塑料都有价值。
468128,"Ivacy ofereix un pla, amb preus que depenen de la durada del pla.",Ivacy提供了一个计划，定价取决于计划的长度。
468454,Per què m'havia enviat de Londres a Birmingham?,他为什么把我从伦敦送到伯明翰？
469176,Aquests individus rars s'anomenen no progressors a llarg termini o controladors d'elit.,这些稀有的人被称为长期非进步者ou精英控制。
472193,"Ara, finalment ha ""trobat"" un altre metge ric que posseeix una gran consulta.",现在，她终于“找到”另一位拥有一家大型诊所的富有医生。
480162,"Fa aproximadament 12 anys, Sandra va dir que va contractar un investigador privat per intentar trobar el seu pare.",大约12年前，Sandra说她雇了一个私家侦探来试图寻找父亲。
484771,TRASPÀS CIUTAT O AEROPORT (2 hores),城市或机场接送（2小时）
486135,"Que va fer de la terra un lloc de descans per a vosaltres, i hi va posar camins, perquè pugueu trobar el vostre camí;.",他以大地为你们的安息之所，他为你们在大地上开辟许多道路，以便你们达到旅行的目的地。
488863,"""Si,"" va dir, ""la vostra Altesa em permet la meva petició real, o si conservo qualsevol dret per aconsellar-vos, m'agradaria instar que tantes persones com sigui possible han de ser presents.",“如果，“他说，“陛下会准许我真正的请求，或者如果我保留任何建议你的权利，我敦促尽可能多的人在场。
498088,"En primer lloc, sens dubte hi haurà un embelliment del seu rendiment, com ara la garantia d'una alta taxa de rendiment mensual.",第一，他一定会美化它的回酬，如保证每个月的高回酬率。
523552,"Per example, tots els fitxers i programes relacionats amb LaTeX i METAFONT es poden conservar i mantenir en un sol lloc.",例如，所有有关LaTeX和METAFONT的文件和程序可以在一个地方保存和维护。
536308,"Si això és tot, va respondre Aladino, aviat seràs feliç.",如果这就是全部，”阿拉丁回答说，”你很快就会感到幸福。
552214,"Pot ser que tingui diners per erigir més tanques publicitàries que tu, però el procés continua sent competitiu.",我可能有钱建立比你更多的广告牌，但这个过程仍然具有竞争力。
558252,L'Associació Mèdica Britànica ha rebutjat avui (dimarts 28 de juny) una moció per la qual es demanava que reconsiderés la seva posició sobre el presumpte consentiment per a la donació d'òrgans.,英国医学协会今天（6月28日星期二）拒绝了一项要求它重新考虑其对器官捐赠假定同意的立场的动议。
564436,"Tot i això, el que fa que Dash sigui realment different és el seu sistema de dos nivells.",然而，真正使Dash与众不同的是它的双层系统。
567725,"No vam poder aconseguir menjar, per això vam fugir.",“我们无法取得食物，这便是我们逃离的原因。
571805,Almenys Sansa finalment es va venjar.,至少Sansa终于得到了她的报复。
576037,"Per tant, sempre ets conscient de la teva pròpia conducta, això no necessita ser jutjat, ja que sempre és correcte.",所以，你总是意识到自己的行为，这并不需要审判，因为它总是正确的。
576471,"Alguns experts internacionals en salut, inclosa l'Organització Mundial de la Salut, han elogiat la resposta del govern xinès com a oportuna.",包括世界卫生组织在内的一些国际卫生专家称赞中国政府反应及时。
580407,"En virtut de l'article 34, estan exempts de la majoria dels impostos, i en virtut de l'article 36 estan exempts de la majoria dels drets de duana.",根据第三十四条，他们免征大部分税收，根据第三十六条，他们免除大部分关税。
594782,"La va portar a casa, a Blaxton House, i deu minuts després d'arribar-hi, eren al llit.",他开车送她回家Blaxton房子，十分钟后到达那里，他们在床上。
604812,"1:28 Així que ho he donat al Senyor, perquè tota la seva vida és del Senyor.",撒上1：28所以我将这孩子归与耶和华，使他终身归与耶和华。
606504,La distància entre el risc i el capital és simplement massa gran.,风险与资本之间的距离简直太远了。
608558,Avui volem analitzar l'impacte dels primers 30 dies.,今天，我们想看看前30天的影响。
634564,"En tots dos casos, també, les comunitats tenien coneixement de l'organització estatal.",在这两个案例中，公社人们也了解国家组织。
647400,"Un cop a dins, però, vaig descobrir que l'idealisme va acabar.",一旦进入，然而，我发现理想主义结束。
649636,"Per example, podeu tenir un script que depengui de jQuery.",例如，你可能有一个依赖于jQuery的脚本。
651913,Feu clic aquí per saber per què els homes desapareixen i alliberar-se d'aquesta tortura autoimposada.,点击这里来了解为什么男人会消失，让你自己摆脱这种自我强加的折磨。
683123,Aquesta manca de variació genètica fa que la cria d'un nou plàtan sigui especialment difícil.,这种缺乏遗传变异使得养殖新香蕉尤其具有挑战性。
702542,"En resum, París estava llest per a Bacon, i li va donar el que volia.",简而言之，巴黎已经为培根做好了准备，他给了它想要的东西。
713750,"Per tant, si bé l'ús d'eines de videoconferència és un gran pas cap a la confiança mútua, no és l'únic pas.",因此，虽然使用视频会议工具是朝着相互信任迈出的一大步，但这并不是唯一的一步。
721947,Els actes covards de terror no poden derrotar l'esperit de Sri Lanka.,懦弱的恐怖主义行为，无法打败斯里兰卡的精神。
722376,"Sé que molta gent m'ha preguntat si em quedaré o no, però ara soc feliç i no penso en cap altre club.",“我知道很多人一直在问我是否会留下来，但我现在很高兴，而且我没有考虑任何其他俱乐部。
740782,"Lentament, amb molt de compte, Icove va baixar a si mateix a una cadira.",慢慢地，小心翼翼，Icove降低自己变成一把椅子。
745762,"Sí, molt; la sal s'exporta a molts països.",“对，很成功，我们的盐出口到很多国家。
754158,Actuem segons la voluntat de Déu.,我们愿意遵循神的旨意。
760570,"Izumi s'ho va pensar una estona i després va dir que si era el que realment volia, no li importava.",Izumi想了一会儿，然后说，如果这是我真正想要的，她并不介意。
800707,Els russos i els iranians cometrien un greu error humanitari en participar en aquesta tragèdia humana.,俄罗斯人和伊朗人将犯下严重的人道主义错误，参与这场潜在的人类悲剧。
809231,Però també és complicat perquè l'empresa hauria d'esbrinar com comunicar informació mèdica sensible als consumidors sense espantar-los.,但这也很复杂，因为该公司需要弄清楚如何将敏感的医疗信息传达给消费者，而又不把他们吓坏。
809340,"És probable que vegem algunes orientacions, però, de la UE o de les ONG en els propers mesos.",然而，在接下来的几个月里，我们可能会从欧盟或非政府组织那里看到一些指导。
825647,Els fons romanen a l'Iran.,资金仍留在伊朗。
840477,Però la segona escena més difícil d'escriure és l'incident incitant de la trama central.,但第二个最难写的场景是中央阴谋的煽动事件。
868597,"Finalment, no es van trobar proves fiables que recolzessin l'ús del ioga i calen més proves.",最后，没有可靠的证据支持瑜伽的使用，需要进一步的试验探究。
884713,"Durant gairebé tres dècades des de llavors, hem treballat per compartir aquesta tecnologia biomètrica altament desenvolupada per beneficiar els altres.",此后近三十年来，我们一直致力于分享这项高度发达的生物识别技术，以使他人受益。
885710,Sense apostes per a l'any que ve.,没有明年的赌注。
913380,"Si es produeix un divorci, les habilitats estan actualitzades i cada parella està econòmicament segura.",如果发生离婚，那么技能是最新的，而且每个伴侣在经济上都是安全的。
919491,Pequín no pot substituir completament l'hegemonia nord-americana a tot el món.,北京不可能完全取代全球的美国霸权。
920075,Els hospitals i les agències d'atenció sanitària també han destinat importants recursos per modernitzar els seus sistemes informàtics i incorporar-los a les operacions diàries.,医院和保健机构也已分配大量资源来现代化其IT系统并将IT纳入其日常运营。
929120,"Clarament, el guanyador en aquestes circumstàncies serà la Xina i els països que s'uneixin a ella en el seu esforç històric.",显然，在这一背景下的赢家将是中国及加入这一历史性倡议的国家。
948526,Quina és la teva excusa per no estar més a prop de Déu?,你有甚么借口不站在神那边呢？
950944,"Pel que fa a les eines de visualització de dades, els empresaris prefereixen Tableau (54).",至于数据可视化工具，雇主更喜欢Tableau（54）。
955616,"Però per primera vegada, l'informe de dijous per la junta de supervisió va reduir el nivell de garantia de seguretat que va dir va ser proporcionada per HCSEC.",但该监督委员会在周四的报告中，首次降低了其称由HCSEC给出的安全保证的级别。
957972,"A més, aquests augments van ser àmpliament gaudits, creant la classe mitjana dels Estats Units.",此外，这些增长被广泛地享受到了，创造了美国的中产阶级。
983615,"Jack va dir, com que vaig reunir tant, Lucille.",“杰克说，“我收集了很多，Lucille。
