linea,tipo,razon,texto_original,porcentaje_automatico,detalles_base,detalles_avanzados,texto_catalan,texto_chino
28376,eliminacion_catalan,caracteres_problematicos: {'”'},"El cas mateix es va centrar en el programa de microempresa de GSM, LaunchMe.”.",,,,,
37816,eliminacion_catalan,caracteres_problematicos: {'“'},“No ens imaginem haver de canviar el nostre sistema CRM.,,,,,
99727,eliminacion_catalan,caracteres_problematicos: {'%'},"""Pel que fa a la caixa 30%, recorda, que pot canviar.",,,,,
180919,eliminacion_catalan,caracteres_problematicos: {'–'},Has animat Roy Gardner en tots els sentits durant dos anys – i ara em dius que l'has rebutjat.,,,,,
212440,eliminacion_catalan,caracteres_problematicos: {'“'},"“La majoria d'òrgans són donats a familiars, parents o amics molt propers però aquí no saps qui ho a...",,,,,
306370,eliminacion_catalan,caracteres_problematicos: {'“'},“Ara ha creat 14 milions de llocs de treball ... 14 milions de 500.000.,,,,,
316759,eliminacion_catalan,caracteres_problematicos: {'·'},Transport públic: danys col·laterals del nostre nou preu del carboni,,,,,
333515,eliminacion_catalan,caracteres_problematicos: {'·'},"Com a presidenta, va ajudar a establir el primer Dia de la Solidaritat Negra al Col·legi.",,,,,
336583,eliminacion_catalan,caracteres_problematicos: {'“'},"“Tot el que puc dir és que, a curt termini, necessitem una presència contínua.",,,,,
409412,eliminacion_catalan,caracteres_problematicos: {'·'},"Moltes persones simplement començarien a enumerar totes les seves idees (construir un mur, construir...",,,,,
440885,eliminacion_catalan,"caracteres_problematicos: {'»', '«'}","Ell entén el meu problema i està disposat a ajudar, així que jo diria: «Gràcies, Xina.».",,,,,
446095,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}",“El repte en aquest moment és que simplement no tenim prou gent que estigui preparada i disposada i ...,,,,,
506932,eliminacion_catalan,"caracteres_problematicos: {'»', '«'}","Avancem fins a juliol de 2007 i pocs científics dubten que la «gran sequera» sigui causada, en part,...",,,,,
520297,eliminacion_catalan,caracteres_problematicos: {'·'},No crec que sigui com els propers 70 mil·límetres o la següent gran cosa.,,,,,
563800,eliminacion_catalan,"caracteres_problematicos: {'[', '·', '—', '“', ']'}","“A la primera pel·lícula, vaig pensar que hi hauria — i n'hi havia — una selecció de [bosses] per a ...",,,,,
598756,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}",M'agradaria que digués alguna cosa més concreta com “li he dit que ha d'estar fora a finals d'any”.,,,,,
606374,eliminacion_catalan,caracteres_problematicos: {'·'},Em va dir que també es podria dir que em vaig instal·lar a San Francisco i també a Taipei.,,,,,
672827,eliminacion_catalan,caracteres_problematicos: {'“'},“Tenia cinc anys i un dia m'havien permès anar a escola amb les meves dues germanes grans.,,,,,
774297,eliminacion_catalan,caracteres_problematicos: {'·'},"La pel·lícula tracta sobre Halloween, els personatges de la ciutat de Halloween i com reaccionen a l...",,,,,
848728,eliminacion_catalan,caracteres_problematicos: {'»'},"Som una premsa lliure i independent, és un dels principis més sagrats consagrats en la Constitució.»...",,,,,
