linea,catalan,chino
5839,"Pel que fa a la Xina, pot ser part de la solució, va dir Martin.",至于中国，它可以成为解决方案的一部分，马丁说。
9866,"Veuran, com tants Presidents que m'han precedit, avui vinc aquí perquè vagi on vagi, faci el que faci: Ich hab noch einen Koffer a Berlín.",你们瞧，就像我之前的许多总统，我今天来到这里，是因为我无论走到哪里，无论我干什么：IchhabnocheinenKofferinBerlin。
14153,Per què el vostre model operatiu no és només la vostra estructura organitzativa,为什么你的运营模式不仅仅是你的组织结构
21917,"Al llarg d'una generació, la guia d'aliments acabarà canviant la nostra relació amb el menjar.",在一代人的时间里，食物指南最终将改变我们与食物的关系。
22205,"Ho he de pensar, perquè no m'agrada tenir dues feines alhora.",我必须得考虑这事，因为我不喜欢同时拥有两份工作。
25238,"Tant de bo me'ls donessin, va dir l'altre; soc molt pobre.",“我希望你能把它们给我，另一个说；“我很穷。
61669,"Per contra, l'RBS es pot desglossar en recursos geogràfics o organitzatius.",相反，RBS可以分解为地理资源或组织资源。
67316,Com organitzar l'assassinat de ciutadans desagradables d'altres països.,如何组织杀害其他国家不愉快的公民。
98670,"Gràcies a Déu, havia fallat.",感谢基督，她错过了。
126787,"Crec que les dones índies són increïblement belles, així que em sembla sorprenent que més homes no indis no responguin.",我觉得印度女人非常漂亮，所以我觉得很奇怪，更多的非印度男人没有回应。
151081,"I en aquest lloc web en particular, els homes ni tan sols tenen una categoria de ""casat"" o ""solter"".",在这个特定的网站上，男人甚至没有“已婚”或“单身”的类别。”
162687,"Fins avui només una organització ha intentat analitzar la sostenibilitat d'aquests préstecs de manera estructurada, però fins i tot això era limitat.",迄今为止，只有一个组织试图以结构化的方式分析这些贷款的可持续性，但即使这样其成果依然是有限的。
174213,"Al principi, el nou invent del teu germà semblava un altre example del seu geni increïble.",起初，你哥哥的新发明似乎只是他惊人的天才的另一个例子。
177300,Però no hi ha llibres ni estudis més o menys seriosos.,但是，没有书籍或多或少的认真研究。
182806,Els laboristes han de posar fi a la guerra civil i recordar qui és l'enemic,工党需要结束内战并记住敌人是谁
216832,"Gaudeix del teu cap de setmana, el nostre serà calorós, ple de menjar i vi i el més important, familiars i amics.",享受你的周末，我们的会很热，充满食物和葡萄酒，最重要的是，家人和朋友。
221166,Ahmed de Somàlia va dir que va ser una benvinguda molt més càlida que la que va rebre a Texas el 2014.,索马里的艾哈迈德表示，这比他在2014年在德克萨斯州收到的热烈欢迎。
221843,"Amb el servei d'Airxpress, seré el seu partidari de l'idioma xinès més proper i sempre seré aquí per recolzar-lo.",有了AirXpress的服务，我将成为您们最贴心的中文支持者、永远都会在这里为您服务。
222763,"""Ser reconegut d'aquesta manera és un gran honor, però tothom a Williams pot prendre crèdit per.",“要以这种方式被认可是一个巨大的荣誉，但在威廉姆斯一个每个人都可以采取信贷。
229113,Diuen als clients d'Europa i Àsia que les lleis al nord de la frontera protegeixen més la privadesa.,他们告诉来自欧洲和亚洲的客户，边境以北的法律更加保护隐私。
247638,29: 7 maneres de viure una vida més senzilla en un món modern (94),29：7种在现代世界过简单生活的方法（94）
273629,És per això que limitem amb tanta cura l'abast de les seves investigacions. Per això gairebé m'envien a una illa.,因此我们小心翼翼地控制着它的研究范围――正是因此我几乎被送到岛子上去了。
275277,Té aquestes opcions independentment dels mètodes anticonceptius que hagi pres o no.,她有这些选择，不管她采取或不采取什么避孕方法。
289131,"Si arriben al Nord i el seu amo els pot trobar, el govern federal està obligat a portar-los de tornada.",如果他们到北方并且他们的主人可以找到他们，联邦政府必须将他们带回来。
300522,"Va començar a estendre's i enverinar-se, encara que vam provar diversos productes naturals per fer-hi front.",它开始蔓延和溃烂，虽然我们尝试了各种天然产品来处理它。
300947,"Si, si no hi ha res, deixa'm tornar al destí del destí!",如果，如果什么都没有，那就让我回到宿命的泥土！
301686,Menor pes en néixer del que s'esperava (possiblement significa un nadó menys sa),出生体重低于预期（可能意味着婴儿不太健康）
314625,"Molts temen una recessió el 2020, i només alguns candidats han presentat plans específics sobre com evitar la recessió econòmica.",许多人担心2020年经济衰退，只有一些候选人已就如何避免经济衰退制定了具体计划。
317895,"Cavalca fins que estiguis cansat, després asseu-te i observa els ànecs.",骑车直到你们觉得累了，然后坐下来，观赏鸭子。
353584,Pots entendre per què potser el cos no es va recuperar tan ràpid.,你可以理解为何她的身体可能恢复得没有那么快。
355790,"D'altra banda, si em pregunten què vull fer en els propers cinc mesos per a l'aprenentatge d'idiomes, ho sé.",如果你问我想在接下去的5个月中在语言学习方面做些什么，这个我是知道的。
356758,"Algun curiós del poble, potser, vaig suggerir.",从村里一些好奇的人，也许，”我建议。
373523,"Només dic: ""Ei, he buscat coses per fer a Milà o a Venècia, i he trobat aquesta mostra d'art en particular.",我只是说，“嘿，我抬头看米兰或威尼斯的活动，我发现了这个特别的艺术展。
376207,"Essencialment, és una qüestió cultural i la gent segueix estimant els diners en efectiu.",本质上，这是一个文化问题，人们仍然喜欢现金。
377595,"Tenint en compte tots els efectes positius, suposo que una pregunta més important (ara) podria ser Com podem experimentar emocions més positives?",考虑到所有的积极影响，我想（现在）一个更重要的问题可能是我们怎样才能体验到更积极的情绪？
387324,"La primera vegada que envieu diners per Skype, ha d'estar ubicat físicament en un dels països admesos.",当你第一次送钱超过Skype，你必须在实际位于一个受支持的国家。
388404,Aquelles noies enverinades estaven entrenades... però el miracle era que tant verí no les matava.,那些毒女被训练……但奇迹在于，这么多的毒药并未杀死她们。
389687,Què et demostra que s'ha comès un robatori? plorem tots alhora.,什么证明你犯了抢劫罪？“我们一下子都哭了。
405190,"La terra també és barata, però cal comprovar la situació de la retirada de neu a l'hivern amb antelació.",土地也很便宜，但我们需要提前检查冬季的除雪情况。
420073,"Mai he tingut un cotxe, però, moltes dones han sortit feliçment amb mi, mentre que completament conscient d'això.",我从来没有拥有一辆车，然而，许多女人在完全意识到这一点的同时，也愉快地和我约会过。
444382,"Molts, però, van dir que, com que podien romandre només dos o tres mesos, volien entrar en una classe alta i obtenir un diploma el primer any si era possible.",然而，他们中的许多人说，因为他们可以只剩下两三个月，他们想进入一个高班，如果可能，第一年就能拿到文凭。
451029,"Però no hi ha motiu de preocupació: si finalment torna a la Terra, la major part del vehicle es cremarà.",但无需担心：若最终它回到地球，车体大部分会烧毁。
453324,"Com he esmentat anteriorment, no cal ser ric per fer aquest món més feliç.",正如我以上所提的，你不必成为富人才能让这个世界更快乐。
455805,"Especialment si vostè està treballant en la tecnologia tractant de convertir grans idees en alguna cosa no només funcional, però especial.",特别是如果你在技术领域工作，试图把伟大的想法转化成不只是功能性的，而是特别的东西。
458352,"Vull que es reuneixi amb el Supercap a les vuit, que identifiqui una noia entre els passatgers, que la segueixi fins que es registri en algun lloc i que m'informi.",我想让你见见超级首席八点钟确定一个女孩之间的乘客，跟着她，直到她在某个地方检查，然后向我报告。
458770,"Més tard, tot l'equip va descobrir un altre nou projecte i el va abandonar lentament.",后来整个团队又发现另一个新项目，便将其慢慢抛弃。
472119,"Però tot el que dic és: banya't, Haymitch.",但是我说的是，”洗个澡，Haymitch。
479818,"Deia: ""Sí, sabem el que esteu pensant, però aquest anunci no té res a veure amb plataformes o botigues digitals.",它说：“是的，我们知道你在想什么，但这一宣布与平台或数字商店无关。
506375,Hellyer va predir que el clima per als partidaris de la Germandat empitjoraria.,Hellyer预测兄弟会支持者的气氛会变得更糟。
521218,Per què JavaScript és el següent (o primer) llenguatge de programació que hauríeu d'aprendre,为什么JavaScript是你应当学习的下一个（或第一个）编程语言
527552,"Si es pogués saber el futur a partir d'un balanç, els matemàtics i els comptables ja serien les persones més riques del món.",要是靠资产负债表可以预测未来的话，那数学家和会计师将会是这世界上最富有的人了。
620525,"Les mesures segueixen tres principis: en primer lloc, una reducció eficaç i sostenible de les emissions de CO2.",这些措施遵循三个原则：第一，有效和可持续的二氧化碳减排。
643599,"En el passat, Wall Street va ser un defensor eficaç.",过去，华尔街是一个有效的倡导者。
664393,No cal que es reforci mitjançant activitats de construcció a les illes i esculls pertinents.,没有必要通过相关岛屿和珊瑚礁的建设活动来加强它。
669510,El Consell ha instat els dos tribunals a concloure el seu treball a finals del 2014.,安理会敦促两个法庭在2014年底前完成其工作。
682861,"És per això que molts tribunals van començar a utilitzar ""avaluacions de risc"" automatitzades com a part de les seves directrius de sentència.",这就是为什么许多法院开始使用自动化的“风险评估”作为他们量刑指引的一部分。
690399,"""Quan us comporteu amb rectitud, el Mestre pot fer qualsevol cosa per vosaltres.",（《转法轮》）“你们自己做正的时候，师父什么都能为你们做。
760206,Borissov es va formar al voltant d'una estrella llunyana i desconeguda.,Borisov围绕着一颗遥远的未知恒星形成。
760622,"Per example, només la meitat de la carn marcada com a 'carn de boví australiana' a la Xina procedeix en realitat d'Austràlia.",例如，在中国只有一半被称为“澳洲牛肉”的肉实际上来自澳大利亚。
763555,"La Bíblia ja s'ha fet neutral quant al gènere, però també s'està treballant a l'Alcorà neutral quant al gènere",圣经已经被性别中立，但在性别中立古兰经方面也正在开展工作
804396,"Ara que he experimentat el poder d'aquesta mena de marxa, entenc per què ho tornen a fer.",现在，我已经经历过这种游行的力量，我理解他们为什么又来了。
812664,Em plau anunciar que acabem d'arribar a un acord amb el Canadà i Mèxic.,“我很高兴地宣布，我们刚刚与加拿大和墨西哥告竣协议。
815433,"Ara entenem com es relacionen, com es veuen, va dir: 'És la seva flexibilitat genòmica la que els ha donat l'avantatge d'evolucionar.",“现在我们了解它们是如何相关的，它们看起来是什么样的，”他说“这是他们的基因组灵活性，这使他们有了进化的优势。
