linea,tipo,razon,texto_original,porcentaje_automatico,detalles_base,detalles_avanzados,texto_catalan,texto_chino
19700,eliminacion_catalan,caracteres_problematicos: {'/'},Sembla que ADO/Access és perfecte per a les vostres necessitats.,,,,,
62410,eliminacion_catalan,caracteres_problematicos: {'·'},"Si us plau, no utilitzeu aquest formulari per a un grup de més de 10 persones; vegeu el formulari de...",,,,,
187708,eliminacion_catalan,caracteres_problematicos: {'“'},“Prendrem immediatament mesures aranzelàries de la mateixa escala i intensitat.,,,,,
189629,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}","“Ja que aquest és el Món Feiticeiro, per què he vingut al món humà?”",,,,,
247274,eliminacion_catalan,caracteres_problematicos: {'/'},"Un altre aspecte que ha de considerar és on es troben els seus clients, proveïdors i empleats / cont...",,,,,
351033,eliminacion_catalan,caracteres_problematicos: {'/'},// amb nomEl nom de la carn és Bacon,,,,,
368943,eliminacion_catalan,caracteres_problematicos: {'‘'},"Des d'aquest punt de vista, també podem entendre millor ‘Intent d'autocrítica' (1886) de Nietzsche, ...",,,,,
420348,eliminacion_catalan,"caracteres_problematicos: {'”', '–'}","No obstant això, això és precisament el que Internet – i les grans empreses que ofereixen serveis ba...",,,,,
588815,eliminacion_catalan,caracteres_problematicos: {'%'},"Walker està fora de perill amb el 40% dels vots, així que podria retenir el meu suport aquesta vegad...",,,,,
613898,eliminacion_catalan,caracteres_problematicos: {'·'},"Actualment, els responsables de la presa de decisions fan tot el possible per col·lapsar el sistema ...",,,,,
724718,eliminacion_catalan,"caracteres_problematicos: {'[', ']'}",Conill sense orelles [DE] (2007),,,,,
785187,eliminacion_catalan,"caracteres_problematicos: {'[', ']'}",No ho puc dir ara mateix [si se'n va a l'estranger o es queda a Itàlia].,,,,,
857425,eliminacion_catalan,"caracteres_problematicos: {'”', '“', '[', ']'}",Va dir als lectors del seu bloc que seria un sacrifici per a ell: “Donant suport a Faith Goldy - em ...,,,,,
898502,eliminacion_catalan,caracteres_problematicos: {'·'},Et repte que pensis en el futur del treball sense parlar de robots ni d'intel·ligència artificial (I...,,,,,
938678,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}","Escriu els teus hàbits diaris, les teves actituds i les teves excuses (“Avui només tinc 1.000 coses ...",,,,,
1018262,eliminacion_catalan,caracteres_problematicos: {'“'},"“Donat el paper que juguen els serveis financers en l'economia, és una de les opcions que estem mira...",,,,,
1067093,eliminacion_catalan,"caracteres_problematicos: {'«', '»'}","L'afirmació errònia citada és anàloga a dir: «Si tots els grups de persones van venir d'Adam i Eva, ...",,,,,
1072084,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}",Es va sacrificar per ells perquè eren “estimats” per ell.,,,,,
1178224,eliminacion_catalan,caracteres_problematicos: {'%'},"Tot i això, la majoria d'aquests esforços de redisseny fracassen: només el 23% es van implementar am...",,,,,
1228734,eliminacion_catalan,caracteres_problematicos: {'%'},"El vint per cent no té un lloc web, però el 16% en planifica un en el futur.",,,,,
1237622,eliminacion_catalan,caracteres_problematicos: {'»'},Next Post » 75-Year Harvard Study conclou: La felicitat és amor.,,,,,
1285231,eliminacion_catalan,caracteres_problematicos: {'·'},"Però Buda també diu que no és la il·luminació perfecta, perquè per pensar en un, caldrà pensar en do...",,,,,
1350350,eliminacion_catalan,caracteres_problematicos: {'·'},"No entrem en relacions dient-nos a nosaltres mateixos: Bé, en la meva relació manejaré les meves nec...",,,,,
1386742,eliminacion_catalan,"caracteres_problematicos: {'[', ']'}","No obstant això, el desenvolupament humà, especialment en els àmbits de la salut i l'educació, conti...",,,,,
1427058,eliminacion_catalan,caracteres_problematicos: {'#'},"#girlgaze Girl Photo Album: Mira les teves imperfeccions, com veure la teva pròpia bellesa",,,,,
1516233,eliminacion_catalan,caracteres_problematicos: {'/'},"Encara que no estigui disposat a recórrer tot el sender Trans-Catalina, de 37-mile/60-kilòmetre-long...",,,,,
1593719,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}","“Aquests sistemes d'aprenentatge profund no saben com integrar el coneixement abstracte”, diu Marcus...",,,,,
1611169,eliminacion_catalan,caracteres_problematicos: {'“'},"“Molts d'aquests consellers fan les coses perquè se senten bé, però no et poden explicar per què.",,,,,
1912956,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}","“A nivell personal, com a enginyer civil, estic encantat que el sector de la construcció comenci a c...",,,,,
1921847,eliminacion_catalan,"caracteres_problematicos: {'«', '»'}","«Ella s'unirà a ell, i en un o dos anys l'abandonarà o entrarà en una nova relació», va pensar Alexe...",,,,,
1946111,eliminacion_catalan,caracteres_problematicos: {'/'},"El desenvolupament i manteniment de blockchain és obert, distribuït i compartit - igual que TCP / IP...",,,,,
2002007,eliminacion_catalan,caracteres_problematicos: {'“'},"“Ho entenc, volies una dona índia, però l'Elizabeth Warren no va passar la prova d'ADN.",,,,,
2024484,eliminacion_catalan,"caracteres_problematicos: {'=', '+'}","Un circuit IQP té portes que commuten, el que significa que poden actuar en qualsevol ordre sense ca...",,,,,
2178374,eliminacion_catalan,"caracteres_problematicos: {'/', '·'}",1 de juny Últim dia per canviar les preferències d'habitatge de tardor i/o sol·licitar un company de...,,,,,
2206658,eliminacion_catalan,caracteres_problematicos: {'%'},"D'acord amb el pla bàsic del govern coreà per a l'automatització comercial integral, KTNET es va cre...",,,,,
2229209,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}","És a dir, disposat a explorar al principi fins que un jove va córrer cap a mi i em va proclamar que ...",,,,,
2370589,eliminacion_catalan,caracteres_problematicos: {'%'},"Irlanda és coneguda per la seva baixa taxa del 12,5%, que ha estat vigent des del 2003.",,,,,
