linea,catalan,chino
2091,Volies que escrivís un tractat d'adopció.,“你想让我写一份收养条约。
11306,"Per tant, el van rebutjar i van demanar la seva mort.",但他们竟拒绝了祂，并喊著要害祂的命。
46003,És un medicament relativament nou i sol ser el primer que el metge intentarà tractar aquest problema.,它是一种相对新的药物，通常第一件事您的医生将试图处理此问题。
109964,"A causa de la decisió de dilluns, ""això no passarà a l'Índia"".",而因为周一的裁决，“这种问题就不会发生在印度。”
124541,Hem preparat un projecte que tenim la intenció de debatre amb els membres de la comissió en la primera setmana de juliol.,我们准备了一份草案，我们打算在7月的第一周与委员会成员讨论。
130875,A través del videojoc un pot i ha d'aprendre.,通过视频游戏，人们可以而且必须学习。
143324,Peter va deixar el cotxe sense veure' l.,彼得离开了车没有看到他。
155067,Convertir-se en entrenador vol dir estrès.,“成为教练意味着压力。
184591,"Quan el món es converteix en part del meu espai mental, també em converteixo en part del món.",当世界成为我心灵空间的一部分，我也成为世界的一部分。
188260,"Bhagawan va ser sens dubte el millor, però aquest traspàs forma part de la carrera.",Bhagawan无疑是最好的，但这种转移是他职业生涯的一部分。
208754,"Per fora, tens companys de classe, amics.",在外面，你有同学们，伙伴们。
208763,"Per tant, la crítica literària que solem veure als mitjans de comunicació és un judici de jutge.",所以，我们通常在媒介中看到的文学批评都是法官式的判断。
229249,"La seva situació és molt entretinguda, igual que l'adherència mortal a la cartera.",你的困境确实很有趣，就像你钱包上的死亡之握。
245710,Com sé que estàs dient la veritat quan dius que no hi ha ningú més a casa?,我怎么知道你说真话，当你说没有人在房子里？
246903,"Estic d'acord amb la resposta de Stefan que mirar al futur és molt més important; al cap i a la fi, el futur és la raó per a reduir les emissions ara.",我同意斯特凡的回答，即展望未来更重要——未来，afterall，是现在减少排放的原因。
248263,"El seu objectiu és als seus súbdits, a l'activitat d'esclavitzar.",他们的目标是在他们的主题，在奴役的活动。
265000,"En arribar a l'aeroport de Pamadzi, trobareu serveis fiables a l'aeroport.",当你到达在Pamadzi机场时，你会发现在机场的可靠服务。
268985,"S"""" espera la participació directa de cada empleat a través del concepte d"""" IRS.",每个员工的直接参与是通过IRS的概念预期。
333677,Santorum creu que Head Start ha d'ensenyar modals als nens.,Santorum认为HeadStart应该教孩子们礼貌。
341276,"I, molt a la mateixa línia, els nascuts sota aquest Signe es consideren com els primers.",而且，在同一条线上，在这个标志下出生的人认为自己是第一个。
399963,"Els agradaria fer alguna cosa i, al mateix temps, no els agradaria fer-ho: dues ments.",他们想做一件事，但在同时，他们又不想去做——两个头脑。
410358,Rachelle i jo estem planejant un viatge de 3 setmanes per carretera al nord-oest del Pacífic (EUA i Canadà).,蕾切尔和我计划三星期的前往太平洋西北地区（美国和加拿大）的公路旅行。
418433,"Va dir que quan els professors i altres membres del personal del districte i de l'escola van arribar dilluns a la matinada, la majoria encara no s'havien assabentat que Smith estava entre els assassinats.",她说，当区内和学校的老师和其他工作人员在周一早上到达时，他们中的大多数人还没有听说史密斯是被杀害的人之一。
422334,"Si, de nou, no hi ha decisió, la Comissió Europea pot adoptar la seva pròpia proposta.",如果再没有决定，欧盟委员会可以通过自己的提案。
426670,"El moviment maoista internacional ha de donar suport, aprendre i estar orgullós d'aquestes guerres revolucionàries.",国际毛主义运动应该支持他们，向他们学习，并以这些革命战争为荣。
437692,"Informa sobre els drets humans i els conflictes, centrant-se a l'Àfrica i l'Orient Mitjà.",她报道了人权和冲突，重点是非洲和中东。
440467,Per què el Dia de la Internet Segura és més important el 2020?,为什么更安全的互联网日在2020年更重要？
440661,"Els votants volen que els seus candidats tinguin un pla per reduir el nostre deute a llarg termini perquè entenen que fer-ho impulsarà el creixement econòmic, les oportunitats i la inversió.",“选民希望他们的候选人有计划减少我们的长期债务，因为他们知道这样做会促进经济增长，机会和投资。
441788,"Només cal un minut, o menys, per inscriure's a la conferència.",只需要一分钟，或更少，登记参加会议。
446262,"Encara pensava que Tatianna es calmaria, però encara no ho havia fet.",他仍然认为Tatianna会冷静下来，但她还没有。
458997,"Però si són certes, el procediment plantejarà importants qüestions ètiques al voltant de l'edició de gens i els anomenats nadons de disseny.",但如果这是真的，这一过程将引发围绕基因编辑和所谓“设计”婴儿的重大伦理问题。
459752,Va passar tres anys d'infern absolut.,他经历了三年的绝对地狱。
460379,Pensa quin tipus de connexió vols fer amb la majoria dels teus lectors.,想想你想用什么类型的连接大多数你的读者。
495543,"També ens fan sentir protectors: no volem confessar que cometem errors, ja que això ens faria semblar febles o estúpids als ulls dels altres.",它们也让我们感到保护——我们不想承认我们犯了错误，因为那样会让我们在别人眼中显得软弱或愚蠢。
497593,5 Dones En El Moment Que Sabien Que Eren Bisexuals,5女人在片刻他们知道他们是双性恋
500905,"Seguirem vigilant tots dos serveis, i veurem si ReadBurner se sent obligat a respondre als moviments realitzats per RSSMeme la darrera setmana.",我们将继续关注这两项服务，看看ReadBurner是否会感到有必要回应上周RSSMEme的举动。
507394,"Suposo que si estic trist, puc canviar d'opinió sobre això.",我想如果我是“在”（being）悲伤，那我是可以对那点改变心意的。
521985,"A més, l'hegemonia i l'explotació condueixen a un nivell reduït de producció futura.",此外，霸权和剥削还导致未来生产减少。
529998,"Si teniu molt poques dades d'entrenament, fins i tot una petita xarxa pot aprendre'ls de memòria.",如果你只有很少的训练数据，甚至一个很小的网络都能够用心学习它。
541088,"Molt també, pensarà, lector, per engendrar gelosia: si una dona, en la meva posició, pogués presumir d'estar gelosa d'una dona al de la senyoreta Ingram.",你也会认为，读者会引起嫉妒：如果一个女人，在我的立场，可以假设嫉妒Ingram小姐的一个女人。
544336,"Tot i això, avui tens l'avantatge de viure a l'Era Espacial.",但是，今天你们取得了生活在太空时代的优势。
557531,Però la majoria de les ciutats i estats no tenen aquests programes.,但是，大多数城市和州都缺乏这样的计划。
563971,"Per això he triat la meva professió particular, o més aviat l'he creada, ja que sóc l'única al món...",这就是为什么我选择了我自己的职业，或者更确切地说是创造了它，因为我是世界上唯一的一个。
573002,"Sabem que alguns de vosaltres sou dissenyadors d'idees, desenvolupadors, i això és genial.",我们知道，你们中的一些人是自我思考的设计师、开发人员，这是很棒的。
579405,"Per tant, les persones menys religioses o no religioses poden comprendre millor la perspectiva del seu xicot.",因此，不太信教或不信教的人可能对她男朋友的观点有更好的了解。
598120,"Reconeixem que encara hi ha més feina per fer, treballant juntament amb el sector de l'educació superior en general i la societat en conjunt.",我们认识到还有更多工作要做，与更广泛的高等教育部门和整个社会共同努力。
620747,"Sincerament, no pots estar gaire segur, ni tenir massa còpies de seguretat de les teves dades.",老实说，你不可能太安全，或有太多的备份你的数据。
625962,"Si cal, l'estructura de descomposició del treball es podria substituir per una estructura de descomposició del producte.",如果需要，工作分解结构可以由产品分解结构所取代。
629492,"Paul va afegir: Estem comprant sabates, aliments, electricitat i gas.",保罗补充道：“我们正在购买鞋子，食品，电力和天然气。
657754,Utilitza Google senyals socials de Facebook i Twitter en les seves classificacions?,我在最近撰写的文章《谷歌是否在排名中使用来自Facebook和Twitter的社交网络信号》（DoesGoogleUseSocialSignalsFromFacebookandTwitterinItsRankings？
665587,"Tot i això, per a molts projectes de jocs de taula, vaig contribuir amb 40 o 50 dòlars, perquè això era el que calia aportar per aconseguir una còpia del joc, i tots aquests projectes van tenir èxit.",然而，对于很多棋盘游戏项目，我捐了40或50美元，因为那是你为了得到一份游戏的副本所做的贡献，所有这些项目都成功了。
677888,"Si tens algun dubte sobre el teu lloc en el futur, no tinguis por, ja que cada ànima es trobarà exactament al nivell adequat.",如果你对于自己在未来的位置有着任何的担忧，不要害怕，因为每个灵魂都会切实的发现自己所处的正确层次。
689239,"(EFSI), només per darrere d'Estònia, Bulgària, Grècia i Portugal, segons ha informat avui la Comissió Europea (CE).",（EFSI），仅次于爱沙尼亚，保加利亚，希腊和葡萄牙，正如欧洲委员会（EC）今天所报道的那样。
696196,Barr i l'home van acabar sols a la sala d'estar.,巴尔和那个男人最终独自一人在起居室里。
703804,Aquesta versió va ser desenvolupada sota JSR 270.,这个版本是根据JSR270开发的。
705942,"Tot i això, el vicepresident nord-americà va donar alguns consells sobre com es podria celebrar una agenda d'aquest tipus.",然而，美国副总统确实提供了关于如何举行这样一个议程的一些指示。
721804,"Després, de mica en mica, se li demana que faci compromisos.",“然后一点一点地，他被要求妥协。
728014,"Llavors a mi, ""Anem a prendre una mica d'estimulant.""",然后对我来说，“我们会服用一点兴奋剂。”
