linea,catalan,chino
16704,"És una de les dames de la festa del cotxe irlandès, gens com ella.",那是爱尔兰汽车派对上的女士们，一点也不像她。
23065,"No obstant això, no han d'estar en la mateixa proporció i no s'ha de substituir la taronja.",然而，他们不应该在一个相等的比例，你不应该取代橙色。
32062,"Bé, intentarem trobar Pat avui perquè ens ajudarà a portar-te a casa.",好吧，今天我们将试图找到帕特，因为他会帮助我们带你回家。
58684,Esperaria que les dones paguessin el seu propi camí (holandès).,他希望女人们自己付钱（荷兰语）。
59257,Ella procedia d'un entorn militar de coll blau; ell provenia de metges.,她来自蓝领军人背景；他来自医生。
59825,"Com més petites siguin les importacions que tinguem, menors seran les exportacions que puguem tenir.",我们所拥有的较小的进口，我们可以拥有的较小的出口。
65189,També pot conduir a una major competència i diversitat en el sistema financer i reduir la importància sistèmica d'algunes entitats existents.,它还可能导致金融体系中更大的竞争和多样性，并降低一些现有实体的系统重要性。
81498,"Però Colette, potser ens podria donar una idea de joc.",Colette，也许您可以给我们一个游戏的想法。
102272,Crec que molts homes poden mantenir les fantasies sexuals i sexuals en una caixa separada del tot.,我认为很多男人可以把性和性幻想放在一个单独的盒子里。
124985,"Després de l'ús repetit d'aquesta pràctica, el comportament d'una persona hauria de començar a ser més optimista.",在反复使用这种做法之后，一个人的行为应该开始变得更加乐观。
127567,"D'aquesta manera, adquiriràs habilitats analítiques i de gestió per desenvolupar oportunitats de creixement a tot el món (nous mercats, noves empreses, etc.).",因此，您将获得分析和管理技能，以发展世界各地的增长机会（新市场，新的企业等）。
134236,M'alegro molt que hagis connectat amb un increïble home de 67 anys.,我很高兴你能和一个67岁的神奇男人联系在一起！
141435,Aquesta és tota la política de joventut real.,这是整个真正的青年政策。
143670,Els tallers públics de la Casa Blanca són el pas correcte en aquesta direcció.,白宫公共研讨会是朝着这个方向迈出的正确一步。
149926,"Tot i que ara és més conegut, no ha perdut de vista perquè la gent compra els seus productes: són barats.",虽然现在更为人所知，但并不难了解人们为什么购买其产品：便宜。
150752,"No obstant això, en el cas de Zimbabwe, les inversions de la BRI xinesa han estat seguides d'una presència militar permanent.",然而，在津巴布韦的情况下，中国的BRI投资之后是永久的军事存在。
172749,"Ara, si ets un ISP, pots imaginar que aquest és un escenari meravellós.",现在，如果你是一个ISP，你可以想象这是一个美妙的场景。
181657,"S'espera que els tres iPhones del 2020 tinguin pantalles OLED, però això no vol dir que tots siguin igual de bons.",所有三个2020年的iPhone都预期会有OLED屏幕，但这并不意味着它们都是同样好的。
192245,"Gràcies per formar part de la vista prèvia, que compartim a principis d'aquest any amb la vista posada a donar a tothom l'oportunitat de fer més fort el proper llançament d'Android.",感谢您成为预览的一部分，这是我们在今年早些时候分享了aneyetowardsgivingeveryonetheopportunity，使下一个版本的Android更强大。
195369,"Per a la tecnologia, especialment en assumptes militars, va anar personalment a Europa Occidental.",在技术方面，特别是军事方面，他亲自去了西欧。
208821,"No perquè la democràcia nord-americana sigui perfecta, sinó precisament perquè no ho som.",不是因为美国的民主制度是完美的，但正是因为我们不是。
221694,Però només una associació transatlàntica basada en el respecte mutu pot respondre als grans reptes del nostre temps.,但只有基于相互尊重的跨大西洋合作关系才能应对我们这个时代的巨大挑战。
227479,"Per cert, la setmana passada vaig afegir dos capítols més.",上周我又增加了两章，顺便说一句。
232571,"Quan el mercat es va desplomar a l'octubre de 1929, aquests inversors van perdre no sols els seus diners, sinó també la seva confiança en el mercat.",当市场在1929年10月坠毁时，这些投资者不仅失去了他们的钱，而且失去了对市场的信心。
242060,T'imagines un moment sense el teu estimat piano?,你能想象没有你心爱的钢琴一会儿吗？
242315,"A Rave in the Redwoods, troba la cançó oculta.",在RaveintheRedwoods，找到隐藏的歌曲。
306875,Quants registres es robaran a finals d'any?,到年底将窃取多少记录？
307550,"Amb EnOSTM, Sonnen va crear una comunitat d'energia verda d'usuaris individuals.",通过EnOSTM，Sonnen创建了一个由个人用户组成的绿色能源社区。
313295,"Aquesta petició va ser denegada, però a principis de 1925 Stresemann va fer un segon intent.",该请求被拒绝，但在1925年初，施特雷泽曼进行了第二次尝试。
327554,"Si algú m'hagués dit fa 15 anys que seria el mariscal de la desfilada de l'orgull gai de Nova York el 2013, a l'edat de 84 anys, no ho hauria cregut, va dir.",“如果有人在15年前告诉我，我将成为2013年纽约市同性恋骄傲游行的元帅，在84岁时，我不会相信它，”她说。
349280,Atemptat al Pont de Londres: Què va passar?,伦敦桥攻击：发生了什么事？
353667,Només entenc una paraula: útil!,我只了解一个词：有用！
355630,"Creiem que hi ha hagut un canvi d"""" un hospital de ciutat a una pràctica de camp.",我们相信从一个乡镇医院到一个国家的实践已经发生了变化。
380457,Passem molt de temps mirant les nostres pantalles en lloc de connectar-nos amb altres persones al transport públic o al supermercat.,我们花很多时间盯着屏幕，而不是在公共交通或超市里与他人联系。
397376,També vam oferir a totes les comunitats tenir un impacte en el futur de Kotlin.,我们还向所有社区提供了对Kotlin未来的影响。
404805,Yahoo ha adquirit PeerCDN.,雅虎已收购PeerCDN。
414265,"Aquest any, però, una major transparència sobre els salaris és una qüestió que molts ocupadors han d'abordar.",“但是，今年提高工资的透明度是许多雇主必须解决的问题。
425285,I en realitat ho fan malgrat la mala qualitat!,事实上，他们确实做到了，尽管质量不好！
441831,Hem dit que és bo que això passi i el Primer Ministre ha fet una declaració a Rajya Sabha sobre això.,我们已经说过这是一件好事，总理已发表声明在RajyaSabha就此而言。
454288,"No puc evitar veure, ara, el petit tatuatge al turmell.",我不能避免看到，现在，的小纹身在我的脚踝上。
471434,"Però finalment em va dir, ets massa orgullós, no estimo.",可他最后还是对我说，你太骄傲了，我爱不起。
