linea,catalan,chino
25666,Va servir cervesa per a Tom i Alfred.,她为汤姆和阿尔弗雷德倒啤酒。
31829,Ja no demanarem als clients que entenguin aquests matisos.,我们不会再要求客户了解这些细微差别。
35302,Aquestes disputes no es resoldran mitjançant un acord comercial amistós.,这些争议不会由一个友好的贸易协议解决。
47949,Això significa que hem de treballar de manera constructiva al costat del sistema financer tradicional.,这就意味着我们绝对必须以一种建设性方式与传统金融体系合作。
51186,La seva dona ho va deixar fa cinc anys (després de 16 anys de matrimoni).,他的妻子在五年前离开了他（在他们结婚16年之后）。
54430,"Ho vaig fer a la meva manera, utilitzant algunes de les meves velles tàctiques.",我做到了我自己的方式，使用我的一些旧的策略。
66171,Els líders europeus celebraran una cimera diumenge per decidir si el pla és prou bo.,欧洲领导人将在星期日举行峰会，以确定该计划是否足够好。
77071,No més de 3 membres de cada família poden assistir a aquest esdeveniment (ja que tenim un espai limitat al nostre Saló Escolar).,没有每个家庭的3名以上理事出席方能ESTA事件（因为我们有我们学校的大厅里有限的空间）。
83074,"Dimecres, pots començar amb canvis a la teva vida, inclosa la situació financera.",周三，您可以开始改变生活，包括财务状况。
83374,Especialment com trobar una feina a l'Orient Mitjà.,特别是如何在中东寻找工作。
97148,"Example 1: Moltes dones, fins i tot dones extremadament atractives, es queixen que els homes no s'hi acosten.",例1：许多女人，包括非常有魅力的女人，抱怨男人不接近他们。
109151,"Tot i això, el metge ha de respondre a la pregunta de com accelerar el part a les 40 setmanes.",但是，医生必须回答如何在40周内加快分娩的问题。
121281,Anthony García ha deixat de comunicar-se amb el seu equip de defensa i la família.,安东尼加西亚已停止与他的防守队和他的家人沟通。
125576,La mateixa tecnologia que ens permet debatre de noves maneres amb persones de tot el món també es pot utilitzar per negar-se vocalment a debatre.,允许我们以新的方式与世界各地的人们进行辩论的相同技术也可以用来口头拒绝辩论。
180695,"Efectivament, Elmer Álvarez coneix molt bé aquests dimonis.",事实上，ElmerAlvarez非常清楚这些恶魔。
180780,"També hi ha una altra cosa, que crec que hauries de saber, Ell va escriure una petita targeta especial...ho va fer fa molts anys.",还有一件事情，我觉得你需要知道，他写了一些特别的小卡片……他在几年之前就这么做了。
183698,Si hem de tenir un banc... hauria de ser purament americà?,如果我们必须有一个银行的话……它应该是纯粹美国人的银行”。
188509,"Jo aniria amb compte amb el que dic al seu voltant, Corwin.",我会小心我说什么她周围，科文。
219987,"No hi havia cap mitjà de fugida, i els deixo imaginar la ràbia del canadenc quan l'informi de la nostra situació.",没有飞行的手段，我让你们想象加拿大人的愤怒，当我告诉他我们的情况。
224863,"Però avui encara visc, segueixo ensenyant, segueixo creant records i segueixo lluitant contra el càncer.",但是今天，我仍然活着，仍然教书，仍然在创造记忆，仍然与癌症作斗争。
248414,Una petita ciutat d'Alabama va esgotar el fons de pensions el 2009.,阿拉巴马州有一个小镇在2009年耗尽了其养老基金。
256384,"Això va ser un petit consol per als defensors, però, quan la marina japonesa va intervenir.",这是小小的安慰捍卫者，然而，当日本海军介入。
263224,Això és àmpliament citat com el començament del Despertar Nacional.,这被广泛引用为国家觉醒的开始。
278241,Esperem veure' l al Pacífic Yokohama i al port esportiu de Yokohama Bayside.,我们期待与您在Pacifico横滨和横滨BaysideMarina见！
286190,Mai no en vaig sentir cap mal; i m'atreveixo a dir que és una de les criatures més manejables del món.,我从未听说过她有什么坏处；我敢说她是世界上最驯服的生物之一。
287252,"Et trucaré demà, afecte.",我明天给你打电话，蜂蜜。
322076,"Però tots hem de ser conscients dels riscos que comporta fer-ho, especialment a les xarxes socials.",但是我们所有人都需要意识到这样做所带来的风险，尤其是在社交媒体上。
358862,"És més, alguns hotelers sens dubte hauran estat esperant aquest anunci per saber quan, precisament, començar a apujar les tarifes.",此外，毫无疑问，一些酒店经营者将一直在等待这个公告，以知道何时，准确地说，开始提高利率。
360446,"He rebut un correu electrònic de ""Notificació oficial de TripAdvisor"": què he de fer?",我收到了一封“TripAdvisor官方通知”电子邮件——我该怎么做？
389161,"Després, es poden comparar amb el fòssil real.",然后，它们可以与实际的化石相比较。
454046,Com prenem bones decisions tu i jo sota estrès?,你和我在压力下怎样能作出好的抉择？
460250,"Encara millor, no tenien absolutament cap interès romàntic l'un a l'altre.",更好的是，他们彼此完全没有浪漫的兴趣。
461636,No falta res al Galaxy S9 Plus i encara mereix respecte uns quants mesos després.,GalaxyS9Plus没有任何遗漏，几个月后它仍然值得尊重。
468148,Hi havia massa dones a la seva vida perquè Mac se sentís incòmode amb les llàgrimes femenines.,在他的生活中有太多的女性为Mac女性眼泪不舒服。
468467,"El Jewish People Policy Institute va dir que actualment hi ha 14,2 milions de jueus al món.",犹太人政策研究所称，目前世界上有1420万犹太人。
476168,"Al principi, és fàcil reunir-se al voltant d'una visió.",在早期，很容易聚集在一个愿景周围。
479726,"Escolten sí i no, fan això o no fan allò: escolten totes aquestes coses.",他们听到是和不是，做这个或不做那个——他们听到所有这些。
492202,"Per example, la teva idea per a un llibre no estaria protegida en si mateixa, sinó que el contingut real d'un llibre que escrius sí.",例如，您对一本书的想法本身不会受到保护，但您写的书的实际内容将是。
516007,Creuen que els Estats Units només podran fer front a la possibilitat de la pau quan no puguem fer front a l'amenaça de la guerra.,他们认为，只有当我们无法应对战争威胁时，美国才能够处理和平的可能性。
521853,A Jen li diu que un estudi de 25 anys no reflecteix els canvis en els homes que el feminisme ha portat.,到珍他说，一项25年的研究并没有反映女权主义给男性带来的变化。
533566,"Fraser, segons sembla, preferiria que no fossin membres de l'església.",Fraser似乎，如果他们根本不是教会的成员，他们会更愿意这样做。
537282,"Com a inversor, és important conèixer el Sistema de la Reserva Federal (Fed).",作为投资者，熟悉联邦储备系统（Fed）非常重要。
546386,EGNOS i Galileu formen part ara dels programes europeus GNSS gestionats per la Comissió Europea.,EGNOS和伽利略现在是欧洲委员会管理的欧洲GNSS项目的一部分。
552072,"No poden guanyar amb la seva terrible política, així que els veuen com a possibles votants.",他们无法赢得他们糟糕的政策，所以他们认为他们有潜力选民们！”。
560343,El desenvolupament de la paciència (adonar-se que no tots els problemes tenen una solució ràpida),耐心（意识到，并非所有的问题都有一个“速战速决”）的发展
616709,"Però no estava devastada, com ho havia estat amb Arthur.",但她并没有受到破坏，因为她已经超过亚瑟了。
621990,"Nosaltres, i molts altres, estem treballant activament per canviar això, diu Dubois.",我们和其他许多人正在积极努力改变这一点，”Dubois说。
643663,Llegeix més sobre Act now!,阅读更多关于[ActNow！
659170,El CRISPR és especialment controvertit.,CRISPR特别有争议。
671372,"Si la capital francesa ja no és la ciutat més grollera d'Europa, potser podem agrair el creixement d'eines de qualificació en línia, com ara TripAdvisor.",如果说法国首都不再是欧洲最粗鲁的城市，那么我们或许得感谢TripAdvisor等在线评级工具的增长。
686649,"Hem pres mesures inicials per augmentar els ingressos per persona, però encara hi ha molt per aconseguir.",我们已采取初步措施增加人均收入，但仍有许多工作要做。
703737,"No, són diferents, per això és una bona idea provar les dues coses.",不，它们是不同的，这就是为什么两者都尝试是个好主意。
706231,"Res que afecti la seguretat de l'aeroport, va dir el conductor, però potser hi pot ajudar.",什么影响机场安全，”司机说，”但也许你可以有所帮助。
706313,"Google pot perdre diners amb aquest acord, però l'ecosistema Android se'n beneficia.",在这笔交易中，Google可能会赔钱，但Android生态系统会获益。
708149,"Això es podria considerar, en alguns aspectes, el naixement del primer Maserati.",在某种角度而言，这可以视为第一台Maserati的诞生。
711274,Va parlar amb ell sobre el seu terme i el seu destí.,她与他谈论他的终点和目的地。
716209,El Consell dóna suport a la crida del Secretari General a tots els Estats membres que encara no ho hagin fet perquè contribueixin generosament al Fons Fiduciari de les Nacions Unides per a Libèria.,安理会支持秘书长的呼吁，请所有尚未捐助的会员国向联合国利比里亚信托基金提供慷慨捐助。
731826,"Ja saps, no hem de fer dues coses en dos dies o alguna cosa així.",你知道，我们不需要在两天内做两件事什么的。
735785,Va aparèixer per primera vegada a la capital i altres ciutats més petites.,它首先出现在首都和其他稍小一些的城镇。
739807,"Només a sis països hi havia més de la meitat dels enquestats disposats a estar d'acord amb aquesta afirmació, cosa que reflecteix els reptes de confiança a què s'enfronten els periodistes i les organitzacions de notícies de tot el món.",只有六个国家的一半以上的受访者愿意同意这一声明，反映了全球记者和媒体所面临的信任挑战。
745801,"L'objectiu final és prevenir les malalties relacionades amb l'edat als éssers humans, diu Gorbunova.",最终目标是预防人类与年龄相关的疾病，Gorbunova说？
753625,"En conseqüència, les aus (la forma de carn més nombrosa per tipus) tindrien (en la majoria dels casos) un sabor natural més semblant al pollastre que als mamífers.",对应来说，鸟类（肉类的类型中最多种型式）自然是（在最多种案例中）比哺乳动物尝起来更像鸡肉。
779033,"Saps quins sons són més forts, com són a prop i d'on venen.",你知道哪些声音是最响的，它们有多接近，而且它们来自哪里。
780245,i tampoc no seria capaç de sacrificar-se per mi.,她也不会有能力为我牺牲自己。
815015,Simon planejava evitar qualsevol problema.,西蒙计划避免所有麻烦事。
828616,"Un, per example, pretén excloure els empleats de la definició de ""consumidors"" de CCPA.",例如，其中一个目标是将员工排除在CCPA对“消费者”的定义之外。
847115,"La pressió arterial fluctua al llarg del dia, especialment quan estàs actiu o nerviós.",你的血压全天波动，特别是当你活跃或紧张。
852924,"Per això, han de tenir un pla per a un negoci únic que crearà al Canadà.",为此，他们必须制定一项在加拿大创建的独特业务计划。
860985,"Posteriorment, he estat explorant com la indústria es va aconseguir un escabetx tan carregat de deutes.",随后，我一直在探索这个行业如何让自己成为这样一个负债累累的泡菜。
863013,"Creu que està escrivint un poema propi; no és seu, no té la signatura de ningú.",他认为他自己在写诗；它不是他的，它上面没有谁的签名。
864178,"Tot i els períodes d'endeutament excessiu, les reformes estructurals van permetre un creixement ràpid i sostingut.",尽管有过债务过剩时期，但结构性改革使持续快速增长得以实现。
867030,Levin no es va adonar de com passava el temps al sopar.,莱文没有注意到晚餐时间是如何过去的。
909380,"Però també em molesta la sensació que sovint m'equivoco, encara que em guanyi la vida analitzant els problemes mediambientals.",但是我也常常被我弄错了，即使我分析环境问题为了生计。
910045,Escric aquest post només per burlar-me de totes les persones que van reclutar Marques Colston a la 1a o 2a ronda en els seus respectius esborranys de Fantasia.,我写这篇文章只是为了让所有谁起草的Marques科尔斯顿在第一或第二轮在各自的幻想汇票的人的乐趣。
930797,"Sovint ens burlàvem d'ells i els fèiem bromes, però als nostres cors hi confiàvem.",我们经常取笑他们，开他们的玩笑，但在我们内心中却信得过他们。
932052,"Se sentia com si hagués de caminar tota la nit, tot el dia, per sempre, perquè només calmaria aquesta febre al pit.",他觉得他应该走一整夜，一整天，直到永远，因为没有别的冷静这发烧在胸前。
944496,"En el seu estudi, van trobar que aquestes recomanacions específiques de l'OMS eren molt efectives contra el SARS i el MERS.",在他们的研究中，他们发现这些特殊的WHO建议对SARS和MERS是“非常有效”的。
948967,Mostrem un munt de programari first-party.,我们展示了很多第一方软件。
959206,Els pacients canadencs que volen escapar dels retards del sistema públic també tenen prohibit pagar de manera privada els serveis sanitaris.,加拿大病人想逃离公共系统的延迟也禁止支付私人卫生保健服务。
959590,"Segons dades històriques, les dones van començar a tenyir-se els cabells d'altres colors fa més de tres mil anys.",根据历史记录，妇女开始把头发染成其他颜色超过三千年前。
963039,"Començant pel reallotjament de les víctimes, i assegurant-se que no surten del codi postal de W11.",“与安置灾民开始，并确保他们不离开W11邮编。
975539,"En altres paraules, només els va anar una mica millor que els graduats de secundària a Finlàndia.",换言之，他们的表现只比芬兰高中毕业生略胜一筹。
979675,Va dir que desconeixien completament que els estava filmant i que després van tornar a la ciutat.,他说他们完全没有意识到他正在拍摄他们，后来他们又回到了城里。
984690,Hi ha moltes suposicions sobre el comportament dels estudiants a Internet; O'Brien va qüestionar si estan passant el seu temps al nostre sistema d'aprenentatge integrat o si estan mirant vídeos de gats.,网上有很多关于学生行为的假设；O’Brien表示怀疑，他们是把时间花费在我们的综合学习系统上，还是查找猫的视频。
1019585,El Moviment Cinc Estrelles (5SM) ha plantejat preocupacions sobre la seguretat de les vacunes i la relació entre la RMM i l'autisme.,五星运动（5SM）引起了人们对疫苗安全性以及MMR与自闭症之间联系的担忧。
