linea,catalan,chino
38576,El sector privat pot ajudar Àfrica a responsabilitzar-se del seu desenvolupament,私营部门可以帮助非洲为其发展承担责任
43623,Paul diria: No em diguis quants assisteixen a la teva església.,保罗会说：“不要告诉我，有多少人参加你们的教会。
45231,"30.6 I la part d'or sou vosaltres, els qui heu escapat d'aquest món.",30：6和金色的部分是你们从这个世界逃出。
51153,Mindy també és una heroïna perquè em va mantenir despert.,明迪也是英雄，因为她让我保持清醒。
62800,"I de nou, es va veure en un parc verd parlant amb un ancià, un home molt gran, i el vent del parc també era fred.",而且，再一次，他看见自己在一个绿色公园里和一位老人谈话，一个很老的男人，公园里的风是冷的，也是。
67270,"La seva pròpia seguretat no havia estat desaprofitada, la vida de Johnny no havia estat rebutjada, si pogués trobar alguna de les quatre paraules com a clau.",他的安全没有白费，约翰尼的生命没有被抛弃，如果他能找到四个字中的任何一个作为钥匙。
103306,"Si aquest és el cas, bé, sí, els nois no surten només per divertir-se platònicament.",如果是这样的话，好，对，男人约会不只是为了享受柏拉图式的乐趣。
110729,"Crec que mentre no posem un preu massa alt (temptador, perquè pensem en la lluna d'aquest lloc!), s'hauria de vendre ràpidament.",我认为只要我们不把这个地方定价过高（很诱人，因为我们认为这个地方的月亮！），它应该会卖得很快。
124600,La prohibició inclourà els Jocs Olímpics de 2016 tret que el país pugui demostrar un canvi important en el seu enfocament i controls.,该禁令将包括2016年奥运会，除非该国能够证明其方法和控制方面的重大变化。
136058,Agraïm el suport primerenc i generós d'aquests projectes per part de més de 60 famílies (passades i presents).,我们是慷慨支持的早期和感激不止这些项目有60个家庭（过去和现在）。
150518,Però les colònies espacials que construirem tindran molts avantatges.,但是我们将要建造的太空殖民地将会有很多优势。
157172,A Alex Mather li agradaria que sabéssiu que li encanten els diaris.,文摘亚历克斯·马瑟（AlexMather）想让你知道他喜欢报纸。
157181,Només una altra forma de competència entre dones que la majoria negaria.,只是女性间另一种形式的竞争，大多数人都会否认。
179869,Avui en diem biodiversitat.,在今天，我们称之为生物多样性。
182963,IP EXPO Les empreses i els propietaris d'empreses s'enfronten a una pregunta vital en el futur: esperaran que algú ataqui el seu model de negoci o ho començaran a fer ells mateixos?,IPEXPO企业和企业主将面临一个至关重要的问题：他们会等待某人攻击他们的商业模式，还是他们会自己开始做？
204217,"La mare, deixa'm jugar a més jocs d'ordinador: milloren les meves habilitats mentals de rotació.",“妈妈，让我玩更多的电脑游戏：它们提高了我的心理旋转技能。
207275,Potser no ens agradin totes les mesures polítiques dels nostres governants; podem desaprovar alguns dels impostos que imposen.,我们可能不喜欢我们统治者所有的政治措施，我们可能不认同他们开征的一些税项。
211428,"Però pensant-ho bé, moltes cerques a Google no produeixen respostes, productes, negocis o idees satisfactòries.",但是经过进一步思考，很多Google搜索并没有产生令人满意的答案、产品、业务或想法。
212788,"Però després de llegir això, estic pensant, bé, potser necessita una mica més d'ànim.",“但读完后，我在想，好，也许他需要更多的鼓励。
218928,"Qualsevol tipus de tasca que se li vulgui confiar, amb la formació adequada la completarà com va demostrar als segles anteriors i com segueix fent avui dia.",无论你想委托给他什么样的任务，通过适当的训练，他将完成它，就像他在前几个世纪所证明的那样以及他今天如何继续这样做。
230287,"Crec que els ucraïnesos han de confiar en els ucraïnesos, no esperar, va dir el coronel.",“我认为乌克兰人需要依赖乌克兰人，而不是等待，”上校说。
234065,"El cel, com he dit als meus oients, ho ha fet tot.",“天堂，正如我一直在告诉我的听众，做到了一切。
238282,"En un futur proper, tots els diners seran enviats a un dels fons benèfics perquè aquells nens que realment ho necessitin rebin ajuda, ha assegurat la font.",在不久的将来，所有资金将被发送到慈善基金之一，以便那些真正需要它的孩子将得到帮助，消息来源向我们保证。
255486,"Va viure nou anys més, i va rebre més de 3.000 d'aquests regals.",她又活了九年，收到了3000多份这样的礼物。
293824,He de ser el millor possible que pugui ser i després avaluar les meves opcions disponibles.,我必须成为最好的我我可以，然后评估我的可用选项。
300905,"Durant les darreres setmanes, Live Bitcoin News ha informat activament a Facebook.",在过去的几周里，LiveBitcoinNews一直在积极报导Facebook。
306562,Déu no s'ha allunyat del principi de creació.,神并没有走到离他的创作原则了。
309085,"Hi ha una tarifa d'entrada i com que és una democràcia del món dels gats, se li expedirà una visa.",有一个入场费，因为它是一个猫世界的民主，你会被发给签证。
311635,"En el passat, és possible que necessitem una cosa que satisfaci les necessitats bàsiques de la vida, i ara necessitem coses millors i de millor qualitat.",过去，我们可能需要一些符合生活基本需求的东西，现在我们需要更好，质量更好的东西。
322410,"No obstant això, els demanem que no ho facin per ella.",然而，我们要求他们不要做它为她！
325118,Tota la seva cultura es va reconciliar amb el tràfic de drogues.,他们的整个文化都围绕着毒品贸易展开。
339151,"La majoria són inofensius, però uns 30 tipus et posen en risc de càncer.",大多数是无害的，但大约30类型让你患癌症的风险。
340871,Aquestes condicions continuen sent greus i la intervenció i l'atenció són necessàries.,这些情况仍然很严重，干预和注意是必要的。
345936,"Això obre oportunitats per a Amèrica Llatina, va dir, instant a la inversió conjunta a Amèrica Llatina.",“这为拉丁美洲带来了机遇，”她说，敦促联合投资拉丁美洲。
366016,"Això podria significar que aquests idiomes podrien eventualment canviar, però de la manera oposada a l'anglès.",这可能意味着这些语言最终会发生变化，但与英语相反。
369195,Per a aquells que busquen informació sobre el procés de visa.,对于那些正在寻找签证过程信息的人。
376341,"Si no fem res al respecte, tot en aquesta terra morirà.",如果我们对此不做任何事情，那么地球上的一切都会死亡。
387590,"Vaig entendre el teu missatge; sembla que tens problemes, no?",我收到你的信息；你似乎有问题，你不？
388244,"Encara que interrompre algú sol considerar-se de mala educació, és acceptable interrompre una broma o declaració inapropiada.",虽然打断别人通常被认为是粗鲁的，但打断一个不合适的笑话或陈述是可以接受的。
388838,"Avui dia, algunes esglésies a Suïssa i Alemanya encara els mantenen, però no en exposició pública.",如今，瑞士和德国的一些教堂仍然保持着它们，但没有公开展览。
419294,Però els economistes adverteixen que els països que depenen de les exportacions a la regió no poden escapar-se de l'impacte total.,但经济学家们警告说，该地区依赖出口的国家不可能逃脱全面影响。
424685,"Els fons s'utilitzaran per ajudar UPL a satisfer les seves necessitats de finançament en els propers dos o tres anys, cosa que inclou possibles adquisicions als mercats emergents.",这些资金将用于帮助UPL在未来两到三年内满足其资金需求，包括在新兴市场的潜在收购。
435156,"A més, mai no havia tancat el garatge ni havia fet creure a Sue que ho faria.",此外，他从来没锁过车库，或者让苏相信他会锁的。
438014,Recordeu que és possible que hagueu de triar una categoria per al nou lloc.,请记住，您可能需要为新帖子选择一个类别。
444735,"Si el desconegut estigués mirant, em podria veure sortir de casa.",如果陌生人看，他可能看到我离开家。
448246,S'ha produït el següent error: 0x79.,出现了以下错误：0x79。
458942,"No, tret que estigui preparat.",除非他准备好了。
476210,Un nou estudi d'Austràlia va intentar entendre què passa al cervell quan mengem o bevem aliments dolços que no tenen calories.,澳大利亚的一项新研究试图了解当我们吃或喝不含卡路里的甜食时，大脑会发生什么。
490880,L'únic operador de base fixa (FBO) al camp és Cutter Aviation.,现场唯一的固定运营商（FBO）是CutterAviation。
495380,"Fins i tot et recorda Spiderman, que crec que és a propòsit.",它甚至让你想起蜘蛛侠，我相信这是有意为之的。
500251,I la menció que jo era l'alcalde del poble em va convertir en un heroi per a les dues repúbliques.,提到我是人民的市长，使我成为所有两个共和国的英雄。
503773,Això significa que el risc de cremades solars és més gran al migdia.,这就意味着你晒伤的风险在中午更高。
511219,Però la clau pública no val absolutament res a les mans equivocades.,但公钥在坏人手中绝对毫无价值。
519673,Però no té un sistema de preus comercials sòlid a Àsia.,但在亚洲却缺乏一个完善的交易定价体系。
542368,Però els efectes de productivitat dels nous mercats continuen sent atractius.,但新市场的生产力影响依然具有吸引力。
558761,"Per tant, si teniu pèrdua d'audició, heu d'usar un audiòfon com més aviat millor.",所以如果你有听力损失，你应该尽快戴上助听器。
565062,L'AIPAC va dir que Israel ha estat sotmès a centenars de coets les últimes dues setmanes i que el viatge aeri ha estat segur i ininterromput.,AIPAC表示，过去两周以色列一直遭受数百枚火箭袭击，空中旅行安全且不间断。
565831,"Al voltant de 10 milions de persones al Regne Unit fumen, i prop de dos terços volen deixar de fumar, segons una investigació d'Action on Smoking and Health (ASH).",在英国大约有1000万人吸烟，约三分之二的人希望戒烟，根据吸烟和健康行动（ASH）的研究。
580118,"La matèria no es limita a estirar una altra matèria a través de l'espai buit, com imaginava Newton.",物质并不只是在空虚的空间中拉动其他物质，正如牛顿想象的那样。
605319,Per què el nou sistema eòlic és capaç de resoldre el problema de l'aire cada cop més contaminat,为什么说新风系统能解决日益被污染的空气问题？
607616,"Tot i això, continua necessitant matèries primeres.",但是，它仍然需要原材料。
650767,Va assenyalar la preocupació d'alguns líders pels esdeveniments recents.,它提到了一些领导人对“最近局势发展”的关切。
655755,"Et vam dir des del principi que no era la teva guerra, però no la vas aconseguir i vas seguir tancant els nostres comptes a Twitter, però sempre tornem.",我们从一开始就告诉过你这不是你的战争，但是你没有得到它，不停地关闭我们在Twitter上的账户，但是我们总是回来。
660888,"Irlanda mai ha estat un centre de recerca i desenvolupament a la cadena de la indústria farmacèutica mundial, però és una baula forta en la fabricació.",爱尔兰从来不是全球医药产业链上的研发中心，但却是制造上强有力的一环。
667728,"Aquest és un moment crucial que exigeix una reflexió internacional urgent sobre les accions necessàries per reforçar la seguretat alimentària, que començarà a Addis Abeba i continuarà a Ginebra.",这是一个关键时刻，要求国际社会对加强食品安全所需的行动进行紧急反思，这些行动将从亚的斯亚贝巴开始，并在日内瓦继续。
676453,Potser fins i tot li cridi aquesta vegada.,她这次甚至可能会朝他尖叫。
682066,Això significa que ara hem de parlar de la Xina i dels Estats Units.,这意味着，我们现在有必要谈谈中国和美国。
686498,"L'he vist allà amb els meus propis ulls, però crec que no n'he compartit cap foto.",我用自己的两只眼睛看到了它，但我不认为我分享了它的照片。
694841,"Mai se sap el que pot passar amb el temps aquí, així que, si la pluja i les condicions difícils apareixen, li donaré la benvinguda, ja que em vaig sentir confiat en la humitat en el FP1 el divendres i estic segur que ho farà tot encara més emocionant! """,你永远不知道这里的天气会发生什么，如果雨和棘手的条件出现，我会欢迎它，因为我对星期五在FP1的湿度感到自信，我相信这将使它更加精彩！
720253,No em poden treure res perquè estic orgullós de ser africà.,他们不能夺走我的任何东西，我为自己是非洲人而自豪。
725396,"Pot mantenir una família amb la seva pròpia força, però alhora el seu control és massa fort, controlar el marit, controlar els fills.",她能凭一己之力撑起一个家庭，但同时她的控制欲太强，控制自己的老公，控制自己的孩子。
