linea,catalan,chino
18146,"'Van arribar a l'Iraq sense base legal, i mira el que els va passar.",“他们来到伊拉克没有法律依据，看看他们发生了什么。
25431,"Després de tot, la majoria de nosaltres sabem que, al final del dia, és la seva elecció ajudar-nos a donar suport als drets dels animals o no.",毕竟，我们大多数人都知道，在这一天结束，这是你的选择，以帮助我们支持动物权利或没有。
43680,Algunes de les dones més vulnerables del nostre món moren innecessàriament.,这意味着我们世界上一些最脆弱的妇女正在不必要地死去。
44583,Aquesta nit aniré amb dos caçadors: qui vindrà?,今天夜里我要跟两个猎手一起去——，谁愿意去？”
67802,"Al març, Itàlia va anunciar que tornaria a la Xina gairebé 800 testos i escultures antigues.",3月，意大利宣布将将近800具古代陶器和雕塑返回中国。
72246,"I, tanmateix, aquests pensaments i comportaments solen ser una programació més social o parental.",然而，这些想法和行为往往只是更多的社会或父母编程。
100192,"Riem i plorem durant 45 minuts, i parlem de les coses que el preocupaven.",我们又哭又笑地过了45分钟，谈论着让他担忧的那些事情。
114224,"BD: Però et puc dir ara mateix, el que veig són prestatges buits.",BD：但我现在可以告诉你，我所见的是空货架。
128969,"Kinshasa és la ciutat més gran i la capital, cosa que sembla ser un tema recurrent en aquesta llista, també.",金沙萨是最大的城市和首都，这似乎也是这个名单中反复出现的主题。
152769,DECLES està succeint!,DECLAS正在发生！
161928,Decisions sota pressió: què és IMPORTANT recordar!,决定在压力下：什么是重要的是要记得！
196853,Treballaré amb qualsevol de les parts per fer avançar aquest país.,我将与任何一方的任何人合作，推动这个国家向前发展。
237026,Intentarà reduir la distància entre vosaltres d'alguna manera.,她会试着以某种方式缩短你们之间的距离。
240423,Es neguen a aprendre res de nou o inusual.,他们拒绝学习任何新的或不寻常的东西。
257280,"A més, la tecnologia és una condició prèvia per a l'estalvi de recursos i energia, va explicar.",并且，技术是节约资源与能源的先决条件，他解释到。
260431,"Com a tal, la postura oficial de TC39 sobre aquest tema és actualment desconeguda.",因此，关于这个问题的官方TC39立场目前是未知的。
262983,"I això és només els Estats Units, que teòricament pot mantenir una població més gran.",这就是美国，理论上可以维持更大的人口。
269090,Però la Xina i Rússia estan ampliant i millorant les seves forces submarines al Pacífic.,不过，中国和俄罗斯正在扩大并加强本国在太平洋地区的潜艇力量。
272604,El 1993 les històries de la companyia convergirien.,1993年，公司的历史将汇聚一堂。
281193,És com preguntar a una novaiorquesa quant espai a l'armari necessita.,这就像向纽约人询问她需要多少壁橱空间。
291869,Pinato va dir que la forta troballa al seu petit estudi observacional va ser inesperada.,皮纳塔说，他们在小型观察研究中的有力发现是出乎意料的。
322890,"Saps quants girs erronis hi ha entre això i les escales?, va preguntar.",“你知道这和楼梯之间有多少错误的转弯吗？”他问。
333425,"A causa de diverses implicacions polítiques i geogràfiques, la pregunta és més complicada de respondre del que sembla.",由于各种政治和地理implicaciones，问题更复杂的答案比它似乎是。
335497,"Segons aquest informe, només hi ha una nació lliure a la regió de l'Orient Mitjà.",根据这份报告称，中东地区只有一个自由国家。
337483,"Doncs sí, si em compares amb Messi... però quina carrera esperaves?",好吧，是的，如果您将我与梅西作比较……但是您期望什么职业？
348723,"A més, també tenim un article sobre com canviar la teva adreça MAC, per si tens curiositat.",此外，我们还有一篇关于如何更改MAC地址的文章，以防您好奇。
349229,"Per a Kaori, res no pot impedir-li explicar la història i aconseguir la força per seguir endavant, després de tot, no té res a perdre ara, excepte la seva pròpia vida i salut.",对KaoRi来说，已经没有任何事能阻止她好好把故事说出来，从中获得力量走下去，毕竟她现在除了自己的生命和健康，已经没什么好失去了。
365710,Com utilitzar round().,如何使用round（）。
382685,"Quan treballes en equip, la responsabilitat de resoldre tots els problemes i superar tots els reptes no recau només en tu.",当你作为一个团队的一部分工作时，解决所有问题并战胜每一个挑战的责任不仅仅在你身上。
383363,"Als Estats Units, tres fonts d'incertesa política arribaran al punt àlgid aquesta tardor.",在美国，政策不确定性的三大源泉将在今年秋天汇合。
390900,S'han fet avenços fonamentals i històrics en biologia en només els darrers 30 anys.,根本的，历史性的进步在生物学已经取得在刚刚过去的30年。
400812,Nigella i Charles voldrien aclarir la posició.,“奈杰拉和查尔斯想澄清这个立场。
418101,No m'ho digueu: el collaret de cristall que vam comprar fa vint anys!,别告诉我——我们二十年前买的水晶项链！
458151,"Això no vol dir que siguem persones que vivim als núvols, molt allunyats de la vida real, com si fos una mena de miratge.",这并不意味着我们是住“在云中”的子民，远离现实生活，它仿佛是某种海市蜃楼。
459587,Farmville i Poker només estan disponibles per als usuaris de Facebook.,Farmville和Poker仅适用于Facebook用户。
471494,Així que comences mesurant la teva aigua.,所以，你开始通过测量你的水。
480766,Hi ha persones en aquest món que estan contentes amb això com a base duna relació.,这个世界上有一些人很高兴这是一段关系的基础。
493264,Com i quan informar d'incidents de seguretat sospitosos,如何以及何时报告可疑的安全事件
500780,Ara em comprometo a treballar per fomentar la protecció del fràgil medi ambient del Tibet.,现在，我致力于鼓励保护西藏脆弱的环境。
501376,Creiem que els Estats Units tenen la responsabilitat d'evitar que passin aquestes tragèdies sagnants.,我们相信美国有责任防止这种血腥悲剧的发生。
534020,"- ""En aquell moment"", va dir l'Iran, ""quan vaig tenir el so de la televisió apagat, estava en un estat d'ànim 382; Ho acabava de marcar.",“在那一刻，“伊朗说：“当我把电视声音关了，我有382种心情；我刚拨了它。
558130,"A la quarta pàgina, hi ha una activitat que pot atraure els nens amb mentalitat artística.",在第四页，有一项活动可能会吸引更具艺术头脑的孩子。
559353,Però també cal entendre com la idea de la unitat nacional amenaçava la diversitat.,但也要了解民族团结的思想如何威胁到多样性。
578393,"Finalment, havien fet el pas decisiu de robar el Convertidor.",最后，他们采取了决定性的步骤偷走了转换器。
578725,"Aquest és un món d'ombres, Daniel, i la màgia és un actiu estrany.",这是一个世界的阴影，丹尼尔，和魔术是一种罕见的资产。
588448,"És un gran jugador, sé que tothom té la seva opinió.",“他是一个伟大的球员，我知道每个人都有自己的看法。
603194,"Tenir un cos femení i saber el que això significa per a la reproducció no et converteix en ""excloent"".",拥有一个女性身体并知道这对生殖意味著什么，这并不能使你成为“排除者”。
625300,"Si utilitzeu qualsevol altra cosa, no us podeu equivocar amb el Firefox.",如果你使用其他的东西，你真的不能错误的与Firefox。
628585,"En conclusió, encara que les amenaces encara poden ser prevalents, hi ha molt que es pot fer per mitigar els riscos associats amb les amenaces de ciberseguretat.",总之，虽然威胁可能仍然普遍存在，但可以做很多工作来减轻与网络安全威胁相关的风险。
651591,Els clients són la raó de ser de Novanta.,客户是Novanta之所以存在的原因。
670826,No vull que la meva vida estigui controlada per una droga'.,我不想我的人生是被毒品控制著”。
675736,"Aquest setembre, tenim la possibilitat d'inscriure gairebé la meitat dels nens refugiats del nostre país al sistema d'escola pública.",今年9月，我们有潜力让近一半的难民儿童在我国公立学校系统入学。
675818,"Encara que és una serp altament perillosa, en realitat prefereix escapar-se a no ser que estigui amenaçada.",尽管这是非常危险的蛇，它其实很喜欢逃脱，除非它威胁。
699893,"Per lenta que sigui, és l'única manera de resoldre el conflicte; no hi ha dreceres.",不管有多么缓慢，这是唯一的解决冲突的方法；没有捷径。
724776,"Així que, per evitar això, opto per no mirar si noto algú sexy quan estic fora.",所以，为了避免这一点，我选择了不去看，如果我出去的时候注意到某个性感的人。
783404,"Aquesta és la tasca de la comissió encarregada de modificar la constitució de 1971, de la qual sóc president.",这是负责修改1971年宪法的委员会的任务，我担任该委员会主席。
785324,"Com podeu endevinar, el meu sopar també va ser different del d'altres nens.",正如你能猜到的，我的晚餐与其他孩子的也不一样。
791224,"L'administradora adjunta de la FMCSA, Daphne Jefferson, reconeix l'augment dels conductors comercials més antics.",FMCSA副行政官DaphneJefferson承认老年商业司机的增加。
799211,"Tingueu en compte que les persones veuen els colors de manera different, i el marró en particular pot ser subjectiu.",请记住，人们看到的颜色不同，和棕色特别可以是主观的。
805523,"""Quan estàvem en aquest tauler, em vaig cridar a mi mateix:"" Morirem.",“当我们在那个板上时，我有点对自己喊道：”我们会死的。
823156,"Tots dos compleixen amb la norma EC2, cosa que significa que estàs en bones mans triant qualsevol dels dos.",两者都符合EC2标准，这意味着您大多安全地选择两者中的任何一个。
829825,"Avui està de tornada a la terra, i una vegada més es va enfrontar als desafiaments de prendre-la i mantenir-la.",如今，她归回此地，并再次面临夺取和保持它的挑战。
830256,"Havia estat enderrocat unes quinze vegades, i volia lluitar una mica més.",他被撞倒了大约15次，他想更多的战斗。
836186,"És viva, està creixent, s'està movent... demà serà demà.",她是活生生的，她在成长，她在变化，明天是明天。
841808,"Per example, guarda'n un a la bossa o al cotxe per veure com reacciona a la calor, la llum, etc.",比如，拿一个放在你的钱包或车里，看看它对热、光等的反应。
842927,"No hauria de fer cap promesa en aquest moment, però sé que si resa en algun lloc d'aquest món - alguna cosa bona passarà.",我不应该现在做出任何承诺但我知道如果你祈祷在这个世界的某个地方好的事情一定会发生。
860151,També aprendràs a desenvolupar i implementar estratègies organitzatives.,您还将学习如何制定和实施组织策略。
860784,"El 19 d'abril de 2005, va dir: ""Totes aquestes revolucions de colors són pur i simple bandolerisme.""","[19]在2005年4月19日，他还说：""所有这些颜色的革命是纯粹的土匪""。”"
869523,"Sent aquest últim el risc més greu, Jackson va decidir prendre el primer.",后者是严重的风险，杰克逊决定接受前者。
894950,"Així, GMO va prendre la decisió de reubicar el principal centre miner en una zona different, on l'electricitat costarà molt menys.",因此，GMO决定将其主要采矿中心迁移到一个不同的地区，那里的电费将会减少。
