linea,catalan,chino
2256,"Podrien demanar-li a un home que se sentís, després de tot.",他们可以请一个男人坐下，毕竟。
4102,Facebook no té por d'algunes regles més.,Facebook并不害怕更多的规则。
54850,On puc obtenir les darreres estadístiques sobre les tendències de la població mundial?,我在哪里可以得到关于世界人口趋势的最新统计数据？
66563,Molts països desenvolupats occidentals continuen negant-se a assumir la responsabilitat principal de transferir els residus als països en desenvolupament.,许多西方发达国家仍然拒绝承担向发展中国家转移废物的主要责任。
82740,"Els peixos necessiten un espai de creixement lliure, especialment per a les persones.",鱼需要自由的生长空间，尤其是对人来说。
86312,"Però a llarg termini, és gairebé segur que la ira de Pequín tindrà un impacte al Canadà, i no només en el comerç bilateral i les relacions exteriors.",但从长远来看，北京的愤怒几乎肯定会对加拿大产生影响，不仅仅是双边贸易和对外关系。
88336,"Aquesta pistola ha estat utilitzada per diversos campions olímpics, però el seu disseny ha estat inalterat des de 1992.",这支gun已被多个奥运冠军使用，但其设计自1992年以来一直没有改变。
97337,"En teoria, si Suïssa fos una illa, la resposta és sí.","""从理论上说，如果瑞士是一个岛，答案是‘yes’。"
119498,Després ve la veritable prova: les expectatives dels passatgers.,接下来是真正的考验——乘客的期望。
121999,"Fa només dos anys, els Estats Units tenien almenys cinc grans companyies aèries internacionals.",两年前，美国还有至少5家大型国际航空公司。
145118,Van lluitar set anys contra una declaració.,他们为反抗一份声明而战斗了七年。
148445,Va afegir que això farà que Europa estigui més receptiva a les propostes comercials de la Xina per evitar quedar aïllada.,她补充说，这将反过来使欧洲更加愿意接受来自中国的贸易提案，以免被孤立。
181026,La gran majoria del sistema operatiu mantindrà una llicència BSD.,操作系统的绝大多数将保留BSD许可证。
197604,"Un dia, el nostre amor conquerirà aquest cercle fosc.",“有一天，我们的爱会战胜这黑暗的循环。
204218,"Pensa si ets l'única persona de casa teva que va a buscar menjar, a fer tota la neteja, a tot.",“想想你是否是你家里唯一一个得到食物的人，做所有的清洁工作，一切。
207321,Però creiem que una persona raonable podria confondre la darrera dècada amb els darrers 10 anys.,但我们认为一个合理的人可能会误认为“过去十年”是指过去十年。
231378,"Continuem sent prudents, però és innegable que estem assistint a l'obertura d'un gran mercat nou.",我们仍然保持谨慎，但我们无可否认地看到了一个巨大的新市场开放。
234557,"Crec que hi ha altres set llocs del nostre sistema solar on tenim raons per pensar que hi pot haver vida, almenys les condicions per a la vida.",但在我们的太阳系中还有其他七个地方，我们有理由认为可能存在生命——至少是生命存在的条件。
240115,"Els enginyers no han de ser les úniques parts interessades: el vostre equip legal i la direcció executiva també han d'estar directament involucrats, per example.",工程师们不应该是唯一的利益相关者，例如，您的法律团队和执行管理人员也应该直接参与其中。
242471,Retirar massa forces massa ràpid podria posar en perill el progrés de l'any passat.,过快地撤走过多的部队可能危及过去一年中取得的进步。
264701,Aquestes són les coses més petites i això és el que espero que la resta d'aquesta gent se n'adoni.,这些都是小事情，这就是我希望剩下的这些人会意识到。
267214,Només era adequat: aquesta mena de coses estaven just en la seva línia.,他只是适合——这种事情在他的线是正确的。
282881,"En tercer lloc, els acords comercials de l'Índia amb altres nacions són de naturalesa molt deficient.",第三，印度与其他国家的贸易协定在很大程度上是缺乏自然的。
307523,"Després de l'èxit en la simulació, el PR2 va intentar vestir la gent.",在模拟成功后，PR2试图给人们打扮。
328266,Aquesta em va semblar la millor classe de mort quan era jove: que em matessin al camp de batalla.,这在我看来，最好的死亡在我年轻的时候：在战场上被杀。
335405,No veig cap eina d'IA que sigui transparent.,我没有看到任何AI工具是透明的。
348513,Tot això té lloc en un món detallat i basat en sistemes on la gent reaccionarà a les teves accions i on el temps és el teu enemic més gran.,所有这些都发生在一个详细的，系统驱动的世界中，人们会对你的行为作出反应，并且时间是你最大的敌人。
351758,Però és realment una manera segura de compartir fotografies íntimes de tu mateix?,但它是真正安全的方式来分享自己的亲密照片吗？
367455,"Fa una setmana el pare ens va dir que passaria el dia del seu aniversari, i no es va equivocar, escriu Ben.",“一周前，爸爸告诉我们他将过生日，而他没有错，”Ben在Facebook上写道。
374458,També podria elaborar-se un Pla d'Acció Internacional (OPI) per a millorar la informació sobre la situació i les tendències de la pesca.,还可能制定一个改进捕捞渔业状况和趋势信息的国际行动计划（IPOA）。
391825,Aquest nou processador actualment no té un port Micro Python.,这款新处理器目前还没有MicroPython的端口。
409959,Pràcticament sempre s'han subestimat les possibilitats més altes de la naturalesa humana.,人性中最高的可能性实际上总是被低估。
414955,"Potser una de les noies només veurà flors davant d'ella, però això no vol dir que no hi hagi un parany abans de la seva segona personalitat.",也许一个女孩会只看到鲜花在她面前，但这并不意味着没有一个陷阱之前她的第二人格。
440521,Per què Washington hauria de deixar de tractar Pequín com un adversari.,为什么华盛顿必须停止把北京视为敌手。
444956,"Si l'Índia vol continuar sent natural, amb un clima pur, la població ha de retrocedir almenys dos mil cinc-cents anys.",如果印度想要保持自然、保持纯粹的气候，它的人口就必须回到至少二千五百年前的状态。
448967,"En aquesta transició, la qüestió ja no és si volem sostenir o no un sistema capitalista, sinó què el reemplaçarà.",在这一过渡时期，问题不在于我们是否想要维持一个资本主义制度，而是取代它的将是什么。
458912,"Segons BIG, el desenvolupament pretén ser totalment independent dels recursos externs.",依据BIG，这个开发目标是“完全独立于外部资源”。
470317,"El meu avi havia servit a la Primera Guerra Mundial, amb els austríacs.",我祖父曾在第一次世界大战中服役，和奥地利人一起。
474702,També va enfortir el govern federal i va tenir una influència enorme en la modernització de l'economia.,他还加强了联邦政府，对经济现代化产生了巨大的影响。
490450,"Sri Lanka hauria estat feliç d'efectuar quatre acomiadaments, però el tema principal ha estat esperar l'inevitable.",斯里兰卡很乐意实现四次解雇，然而，主要的主题是等待不可避免的事情。
502865,"Els estúpids bastards intentaven enderrocar-lo, però no viurien prou per gaudir-lo.",愚蠢的杂种想把他拉下来，但是他们不会活得足够长来享受它。
511076,"Aquests plans només obliguen a persones com la teva xicota a prendre decisions equivocades, com ara casar-se amb un home que està completament desalineat amb els seus objectius i valors a llarg termini.",这样的计划只会迫使像你女朋友这样的人做出错误的决定——比如娶一个完全不符合她的长期目标和价值观的男人。
514161,"Els recito per a explicar per què no vam tenir, com podríem haver tingut, entre 12 i 14 divisions britàniques lluitant en la línia en aquesta gran batalla en lloc de només tres.",我背诵他们为了解释为什么它是我们没有，我们可能有，十二至十四英国分部战斗在这个伟大的战斗，而不是只有三个。
517780,"Això fa pudor ja que m'encanta el pa i el sucre, però en general, he reduït les quantitats.",这是因为我喜欢面包和糖，但总的来说，我已经削减了数量。
524176,Podria ser més difícil transferir crèdits (tret que siguis un estudiant de l'IB o vagis a una escola amiga d'estudis a l'estranger).,转学分可能会更困难（除非你是IB学生或就读于友好的海外留学学校）。
547852,Una cosa que mai no canviarà de la humanitat és que sempre ens fascinaran els que són rics i famosos.,关于人性永远不会改变的一件事是，我们将永远被那些富有和着名的人着迷。
565169,El pare Poemen va preguntar alhora.,父亲Poemen反过来问。
607577,Això vol dir crear un pla que promogui i reforci la seva nova identitat als ulls dels seus consumidors.,这意味着要制定一个计划，在消费者的眼中促进和增强您的新身份。
614744,"El que va passar després encara és en gran part un misteri, però es creu que poden haver intentat desfer-se de l'avió a l'oceà.",接下来发生的事情在很大程度上仍然是一个谜，但相信他们可能试图把飞机丢在海中。
670568,Schloesser va dir que era raonablement optimista que veuria les tropes nord-americanes addicionals els propers mesos.,Schloesser说他“相当乐观”，他将在接下来的几个月里看到更多的美国军队。
688962,Coneixerem en unes setmanes la identitat de les empreses seleccionades per anar dipositant càrregues útils a la superfície de la Lluna.,我们将在几周内了解所选公司的身份，以便将有效载荷存放在月球表面。
715991,IDC diu que SaaS captarà gairebé dos terços de la despesa en núvol públic aquest any.,IDC公司表示，SaaS今年将会获得近三分之二的公共云支出。
716861,"Igual que els seus predecessors, els intents socials d'Alo van acabar en fracàs.",像它的前辈一样，Allo的社交尝试又以失败告终。
724278,"'Norman Rockwell' sona com si fóssim perfectes... però no som gaire diferents de qualsevol altra ciutat, va dir.",诺曼罗克威尔听起来像我们是完美的……但我们与其他城镇并没有太大差别，“她说。
743084,El preu i les condicions seran molt més rendibles si viatges amb la família o amb un grup gran d'amics.,价格和条件将更有利可图，如果你旅行与你的家人或一大群的朋友。
745510,"Vaig pensar, va començar amb rapidesa nerviosa, que seria molt trist deixar-te assistir sola al funeral!",我想，”她开始紧张快速，”它会如此悲伤让你独自参加葬礼！
767114,"Però si llegim el paràgraf complet, obtenim una imatge força different:",但如果我们阅读整个段落，会得到一个相当不同的画面：
768166,"De fet, la Sra. Zervos va continuar posant-se en contacte amb mi per demanar-me ajuda, enviant un correu electrònic a la meva oficina el 14 d'abril d'aquest any (2016) demanant-me que visités el restaurant a Califòrnia.",事实上，Zervos女士继续联系我寻求帮助，今年4月14日（2016年）通过电子邮件发送给我的办公室，要求我去她在加利福尼亚州的餐馆。
769118,A tota gran fe i tradició es poden trobar els valors de la tolerància i la comprensió mútua.,在每一伟大信仰和传统中，人们都可以找到容忍和相互谅解的价值观念。
769970,"Però per tirar endavant aquesta Gran Transició Orgànica necessitem salvaguardar i enfortir els rodals orgànics, no debilitar-los.",但要推动这一伟大的有机转型，我们需要保护和加强有机立场，而不是削弱它们。
783953,"""Els pilots no s'estan formant tant com els pilots, ja que són operadors de sistemes i gestors de sistemes"", va dir.",“飞行员不像飞行员那样接受过训练，因为他们是系统操作员和系统管理员，”他说。
790715,"Per tant, no es tracta només de sort, sinó de sort estratègica, cosa que significa que t'has de posar en una situació en què es podria obrir fàcilment una oportunitat.",所以，这不仅仅是运气，但战略运气好，这意味着你应该把自己放在一个机会很容易打开的位置。
790810,Avui ningú al nostre món se sent responsable; hem perdut el sentit de la responsabilitat pels nostres germans i germanes.,“今天，我们世界上没有人感到负责；我们已经失去了对我们兄弟姐妹的责任感。
812605,Ara molts lladres professionals tenen més coneixement dels equips de seguretat del que ens havíem imaginat.,许多职业窃贼对安全设备的了解比我们想象的还要多。
822684,"En absència d'una política federal per a les escoles ubicades a prop de llocs perillosos, els activistes de la comunitat busquen solucions més segures.",由于美国联邦政府对于位于潜在危险地点附近的学校缺乏政策，社区活动分子寻求更安全的解决方案。
826684,"Hem de tornar a la gent el seu sentiment de vàlua i autoempoderament, altrament mai no podran assumir tota la responsabilitat de les seves vides.",我们需要让人们找回他们的价值感和自强动力，否则，他们就永远不能对自身的生活完全负责。
832794,Es podia veure al fruit de la meva vida.,你可以从我生命的果实中看到它。
838985,"Dugin, un filòsof amb seguidors a Occident, recolza habitualment l'imperialisme i la guerra.",Dugin，一位在西方有追随者的哲学家，经常支持帝国主义和战争。
