linea,catalan,chino
12140,Aquest esdeveniment no seria possible sense els nostres 14 estudiants voluntaris i 11 adults voluntaris.,没有我们的14名学生志愿者和11名成人志愿者本次活动将是不可能的。
35904,És com un ambaixador del poder de l'Iran...Crec que tots els iranians n'estan orgullosos.,他就像伊朗力量的大使……我认为所有伊朗人都为他感到骄傲。
46152,"M'alegra veure que empreses com Apple l'utilitzen, encara que sigui en els seus propis productes.",我很高兴看到像苹果这样的公司使用它，尽管是在他们自己的产品中。
61013,Com canvia la respiració en un estat de calma.,你的呼吸如何在平静的状态下改变。
61924,"A l'opinió pública, l'exèrcit alemany era, i de vegades continua sent, vist com un exèrcit d'alta tecnologia.",在公众舆论中，德军曾经、而且有时仍然被视为一支高科技军队。
89674,"Va ser el principal detectiu, o siixtxik, de tota la regió.",他是著名的侦探，或syshchik，整个地区。
95688,"Aleshores, el meu somni és la cinquena Pilota d'Or.",“所以，我的梦想是第五个Ballond’Or。
103449,"Si la Xina no continua desenvolupant-se bé sota el sistema imperialista actual, sens dubte intentarà canviar aquest sistema.",如果中国不能很好的在当前的帝国主义体系下继续地发展，他一定会试图改变这一体系。
120060,"L'estiu passat ens vam adonar que intentàvem construir massa productes, així com resoldre problemes per a molts grups de clients diferents.",是在去年夏天时，我们意识到，我们试图创建太多的产品并且在为很多不同的客户群体解决问题。
120681,Wilbur i Isabel no van tenir fills; només en van tenir un.,威尔伯和伊莎贝尔没有孩子；他们只有一个。
122973,"Sospito que el seu últim marit també la va recolzar, almenys en part, en què diu que estava segura econòmicament en la relació.",我怀疑她的上一任丈夫至少在一定程度上也支持她，因为她说自己在这段关系中经济上是安全的。
158400,"Els proveïdors han de recordar que ""el seu client encara té l'obligació de confirmar el seu compliment de la norma ISO 26262. "".",供应商应记住“您的客户仍有义务确认您是否符合ISO26262”。
163107,"Però quan siguin necessàries, retalla el màxim possible. (però, realment, ningú les llegirà).",但在必要的时候，尽可能地削减（但实际上，没人会去读它们）。
171469,"Poc després d'arribar, va llegir la Declaració d'Independència dels Estats Units.",抵达后不久，他阅读了美国独立宣言。
195189,BR: I has tingut el privilegi de passar temps a la biblioteca del Vaticà.,BR：您被给予特权可以花时间去梵蒂冈图书馆。
213754,També parlarà d'emprenedors repatriats.,她还将谈到遣返企业家。
234967,"Si aquest paper s'utilitza correctament, també hauria de tenir un nivell d'ària adequat, però al món real sol faltar.",如果正确使用此角色，它也应该有一个适当的咏叹调水平，但在现实世界中，这通常是缺失的。
235762,"I la cura dels nens, si en tenim.",还有儿童保育，如果我们有。
273017,"Aquesta no és una atmosfera en la qual la comèdia sol florir, encara que havent viscut a Hollywood durant quinze anys, ja hi estic acostumat.",这不是一个喜剧通常繁荣气氛，虽然在好莱坞生活了十五年，我习惯了。
285157,"Descrivint-la com una ""situació greu"", l'Organització Mundial de la Salut ha emès una ombrívola advertència...",将其描述为“严重的情况”，世界卫生组织发出了严峻的警告……
285721,"El Leo venia aquí cada dia, li agradava la joventut, però li agradaven els nois... massa.",狮子座每天都来到了这里，他喜欢年轻人，但他喜欢男生……太多了。
290838,"Abans de desglossar cada opció, aquí hi ha els enllaços ràpids que necessitareu.",在我们分解每个选项之前，以下是您需要的快速链接。
296814,"Llegim els detalls als papers i, sabent que havia estat amic del nostre pare, discutíem el cas lliurement en la seva presència.",我们阅读报纸上的细节，而且，知道他是我们父亲的朋友，我们在他面前自由地讨论了这个案件。
296978,Ubicació: 12631 Vulcan Way (darrere de Home Depot a Sweden Way),列治文国际夏日夜市地址：12631VulcanWay（behindHomeDepotonSwedenWay）
300803,No cal dir que aquests avantatges es veuran sotmesos a una gran pressió el 2020.,毋庸置疑，这些优势将在2020年承受巨大压力。
323941,"Quan heu escrit més de 30 llibres sobre nutrició, no és sorprenent que la gent sovint pregunti: ""Quin és el vostre millor consell d'alimentació"".",当你写了30多本关于营养的书，人们经常提问，这并不奇怪，“你最好的饮食建议是什么。”
324735,"No m'importa què hagi fet avui, és un assassí.",“我不在乎他今天做了什么，他就是个杀人犯。
329743,"Abans del 2035, la llista de les ciutats més grans del món també pot canviar.",2035前，全球最大城市的榜单也可能发生变化。
334426,Un Tweet ara fins i tot ens informa del darrer canvi en la política governamental.,现在一条“推特”（Twitter）甚至可告诉我们政府政策的最新变化。
