linea,tipo,razon,texto_original,porcentaje_automatico,detalles_base,detalles_avanzados,texto_catalan,texto_chino
13848,eliminacion_catalan,caracteres_problematicos: {'“'},"“De fet, molta gent no sap que tenim possessions a l'estranger.",,,,,
55523,eliminacion_catalan,caracteres_problematicos: {'–'},Mostra que has estat buscant – però també mostra que enlloc podries sentir-te com a casa.,,,,,
264049,eliminacion_catalan,caracteres_problematicos: {'·'},"Saps, la major part de la meva vida, mai no vam saber per què venien els nostres col·legues.",,,,,
323679,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}",“Per la sospita d'un servent o perquè no confies en mi?”,,,,,
342017,eliminacion_catalan,"caracteres_problematicos: {'·', '/'}",11/9: La Força Aèria Russa destrueix 448 instal·lacions terroristes a Síria durant 3 dies,,,,,
359659,eliminacion_catalan,caracteres_problematicos: {'“'},“Cada dia veiem la comunitat xinesa i els joves que venen a la nostra ciutat fent una contribució ma...,,,,,
466317,eliminacion_catalan,caracteres_problematicos: {'—'},Però no es casarà amb ella —va riure de sobte nerviosa.,,,,,
487271,eliminacion_catalan,caracteres_problematicos: {'“'},"“Una dècada més tard, Fred Schneider i el seu alumne Bowen Alpern van definir formalment aquests con...",,,,,
537162,eliminacion_catalan,caracteres_problematicos: {'%'},"En vista de la pujada del 50%, o fins i tot el doble de preus de les primeres matèries, les empreses...",,,,,
674323,eliminacion_catalan,caracteres_problematicos: {'·'},"Se t'acudeixen tota mena de raons per les quals ha passat, però ningú no pot predir realment el col·...",,,,,
680100,eliminacion_catalan,caracteres_problematicos: {'@'},"@K 7 - En realitat no sembla que hagis ""satisfet"" a la teva feina.",,,,,
749605,eliminacion_catalan,caracteres_problematicos: {'”'},"Si tens els materials, podem parlar de la paga.”.",,,,,
796066,eliminacion_catalan,caracteres_problematicos: {'·'},Però una molt bona pel·lícula de ciència-ficció sobre viatges pel sistema solar no es perdria aquest...,,,,,
800927,eliminacion_catalan,caracteres_problematicos: {'“'},"“Escolta, nena, la gent fa coses divertides.",,,,,
906781,eliminacion_catalan,caracteres_problematicos: {'·'},"Les carreteres són el cor palpitant de la indústria mundial del transport, i per això moltes altres ...",,,,,
1051031,eliminacion_catalan,caracteres_problematicos: {'“'},“La veu different que descric no es caracteritza pel gènere sinó pel tema.,,,,,
1085471,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}",Els Weight Watchers ara es diuen a si mateixos “WW”.,,,,,
1115966,eliminacion_catalan,"caracteres_problematicos: {'«', '»'}",«Ni tan sols tenen espai per fer els deures.».,,,,,
1145137,eliminacion_catalan,caracteres_problematicos: {'—'},"La meva aproximació al procés artístic és confiar en els meus ulls, no en la meva ment. —Kenn Backha...",,,,,
1151998,eliminacion_catalan,"caracteres_problematicos: {'”', '“'}",Als nens no se'ls va dir que estaven sent alimentats amb substàncies químiques radioactives; el pers...,,,,,
1197862,eliminacion_catalan,caracteres_problematicos: {'•'},"• 3 d'octubre de 1983 - es va convocar el Congrés General del Poble de Líbia, i es va celebrar una s...",,,,,
1207379,eliminacion_catalan,caracteres_problematicos: {'“'},"“Si penses en els grans ara, no són els bancs, són aquestes quatre grans empreses tecnològiques les ...",,,,,
1220325,eliminacion_catalan,caracteres_problematicos: {'·'},"Va discutir en les seves reunions les importants contribucions d'Azerbaidjan a l'Afganistan, els nos...",,,,,
1258723,eliminacion_catalan,caracteres_problematicos: {'«'},Diuen: «Aquesta va ser l'obra de Déu.,,,,,
