linea,catalan,chino
1781,Agraeix-los i gaudeix-los.,感谢他们，也祝福他们。
46853,"Menteixen, només volen les seves taxes de curació, no els importa quin és el resultat final.",他们撒谎，他们只是想要他们的治愈率，他们不在乎最终结果是什么。
50005,"Mai em va agradar molt l'home, que Déu tingui misericòrdia de la seva ànima, però la fortuna el va afavorir, i no a tu "".",我从来都不太喜欢这个人，愿上帝怜悯他的灵魂，但是命运眷顾他，而不是你。”
50207,"(Es necessita temps perquè els delinqüents facin noves connexions i desenvolupin ""zones de confort"", em va dir Janikowski).","需要时间罪犯作出新的连接和发展”舒适地带，""Janikowski告诉我。"
50287,"A Berlín difícilment es pot escapar de les tendències, així que crec que el nostre disseny està força actualitzat.",在柏林，你几乎无法摆脱潮流，所以我认为我们的设计其实已经是最新的了。
55848,"Un home té els mateixos 3 mesos que una dona ha de ""avortar"".",一个男人有同样的3个月，一个女人不得不“堕胎”。
75614,Estic segur que els 2 mil milions de persones que vas deixar fora no són feliços.,我相信你们遗漏的20亿人并不快乐。
82653,"Si els sents dir això, hauries de provar aquest senyal!",如果你听到他们这么说，你应该测试一下那个信号！
108203,Suposo que això vol dir que el jurat encara està fora i només necessito deixar que la nostra relació i personalitats es desenvolupin.,我想这意味着陪审团仍然不在，我只需要让我们的关系和个性展现出来。
111203,"Tingueu en compte que per a aquests càlculs, he estat utilitzant la calculadora en línia de DOFMaster.",请注意，对于这些计算，我一直在使用DOFMaster的在线计算器。
126304,Ara tens un deure: inventar una nova història.,现在你有个职责：发明新的故事。
135992,"Demà--no, aquesta tarda--comprarà uns mobles nous i buscarà feina.",明天──不，今天下午，她就会去买新家具找工作。
137248,Atenció al ciutadà i 311 centres de contacte,市民服务和311联系中心
139414,"I malgrat totes les males notícies actuals, espera que la vaga enforteixi la universitat a llarg termini.",尽管目前都有坏消息，但她希望罢工能够长期巩固大学。
150509,"Per tant, allò que ens fa grans depèn de com guanyem el seu negoci.",那么，是什么使我们伟大的依赖于我们如何赚取您的业务。
159243,"Tot i així, si el nostre llenguatge discursiu simbòlic és prou complet, certament també hauria de ser capaç de descriure l'ètica.",仍然，如果我们的象征性话语语言足够完整，它当然也应该能够描述道德。
165121,En dos o tres anys es pot tenir un poderós moviment feixista de caràcter americà.,两三年内，你们就会看见一个强大的、具有美国特色的法西斯运动。
198797,"Són occasions de vacances, i després generalment passeig pel Parc.",那些是假日的场合，然后我通常在公园里散步。
212112,Els investigadors també confirmen que els seients deixats al MoSe2 també romanen desocupats durant el mateix temps.,研究人员还确认，MoSe2中留下的“座位”在相同的时间内也无人居住。
213594,Altres no han conegut mai un teatre que no volguessin abandonar.,其他人从未见过他们不想放弃的剧院。
250596,"Si no l'atrapem abans que hi arribi, la foscor amagarà el seu rastre del tot.",“如果我们在他到达之前没有抓住他，黑暗将完全隐藏他的踪迹。
253534,"Els gossos han fet avui un temps terriblement pesat, i la conducció de gossos s'ha convertit en la feina més exasperant (21 de novembre).",狗非常恶劣天气今天，和狗开车已经成为最让人恼火的工作（11月21日）。
260721,"Basant-se en aquesta pràctica, Fredriksson recorda altres responsables de la presa de decisions tècniques que la utilització dels recursos pot ser imprevisible.",根据此次实践，Fredriksson提醒其他技术决策者，资源利用可能无法预测。
275791,El canvi climàtic i la disminució dels recursos ens obliguen a crear nous models de consum,气候变化和资源减少意味着我们需要建立新的消费模式
283773,Un Jesús mort no podia tornar a venir.,一个死了的耶稣不可能再来。
317419,"A principis d'octubre, els estudiants tindran l'oportunitat de fer un viatge a Pequín i experimentar tot allò que la ciutat més gran del món pot oferir.",十月初，学生将有机会前往北京，体验世界上最大的城市所提供的一切。
320602,En els darrers 80 anys s'han salvat innombrables vides gràcies a la seva professionalitat i dedicació.,“过去80年来，无数的生命因其专业和奉献精神而得到拯救。
329270,"Malauradament, algunes persones a l'estructura de poder encara els creuen.",不幸的是，权力层中的一些人仍然相信他们。
331157,"Essencialment, les relacions amb els altres formen un trencaclosques que has de resoldre.",基本上，你与其他人的关系创造了一个你必须解决的谜题。
347635,Crec que la part que no hem entès del tot és com Facebook ha substituït el diari local.,我认为我们还没有完全理解的部分就是Facebook已经取代了当地的报纸。
360887,"Això no vol dir que les matemàtiques no siguin útils en el món real, sinó tot el contrari.",这并不是说数学在现实世界中没有用；恰恰相反。
370578,De vegades les infermeres subestimen el seu valor per als pacients.,有时候，护士也许低估了自己对病人的价值。
380180,"Una nit, dos homes rohingya van intentar escapar-se.",有一晚，两个罗兴亚人试图逃跑。
401776,"Ara tenim una nova norma a la norma ISO 16890, però és possible que encara tingui un F7 a la seva unitat de tractament d'aire.",虽然我们现在有了ISO16890新标准，但您的空气处理机组中仍然可能有F7。
428109,Les nostres víctimes són alguns dels membres més nous de la nostra comunitat.,“我们的受害者是我们社区的一些最新成员。
429405,És el teu matrimoni com l'arbre dels quaranta fruits?,【你的婚姻像“四十果树”吗？】
437125,"Robert es va unir a FastCompany a principis d'any, i està posant alguns continguts interessants.",罗伯特在年初加入FastCompany，并且正在播放一些有趣的内容。
439539,Parla una mica sobre la teva història a Google i alguns dels aspectes més destacats de les històries que tens.,稍微谈谈您在Google的历史以及您所拥有的故事的一些亮点。
448234,"Mentrestant, els atacs a la independència dels mitjans de comunicació es van estendre a altres democràcies europees.",与此同时，对媒体独立的攻击蔓延到其他欧洲民主国家。
449351,"Vaig pensar que realment estava servint el meu sobirà i la Pàtria, però resulta que estic servint Barclay.",我以为我真的在服侍我的君主和祖国，但事实证明我在为Barclay服务。
452538,Molts investigadors i activistes demanen sistemes alimentaris globals més sostenibles.,许多研究人员和活动家都是呼吁建立更可持续的全球粮食系统。
454294,"Suposo que per als demòcrates, el govern no compta si no passa a Washington.",我想对于民主党人来说，政府不会指望它是否会在华盛顿发生。
466648,Després vam passar uns quants mesos veient un conseller matrimonial cristià.,然后我们花了几个月的时间去看一位基督教婚姻顾问。
469300,"Smith va dir que el seu objectiu és ""assegurar els contribuents nord-americans que els seus diners es gasten només en investigacions d'alta prioritat"".",史密斯说，他的目标是“向美国纳税人保证，他们的钱只用于高优先级的研究。”
492934,Per què hauria de deixar que els meus sentiments de frau interfereixin amb la seva experiència universitària? Condueixo a casa aquella nit al meu well cotxe.,为什么我要让我的欺诈感干扰他们的大学经历？？那天晚上我开车回家。
497330,"En el cas de l'amic de Jeremy, com podria aquest amic haver comunicat millor a la seva dona el que realment volia per al seu aniversari?",杰里米的朋友，那个朋友怎么能更好地把他生日真正想要的东西告诉他妻子呢？
529732,I Frauke ens ha dit que el paper del consumidor està canviant i que després hi ha la potenciació del consumidor a nivell europeu.,我们从弗劳克那里听说，消费者的角色正在发生变化，然后在欧洲层面赋予消费者权力。
532177,Els activistes tibetans diuen que va ser la primera autoimmolació del 2013.,西藏活动人士表示，这是2013年的第一宗自焚事件。
556953,El sistema operatiu (OS) és el producte més famós amb efectes indirectes de xarxa.,操作系统（OS）就是最著名的具有间接网络效应的产品。
573489,"Però va dir que l'ajuda només va arribar a 34 dels 262 llocs identificats com de difícil accés o assetjats, i que les agències humanitàries s'enfronten a reptes creixents per prestar assistència.",但他表示，援助仅限于被确定为难以接触或被围困的262个地点中的34个，人道主义机构在提供援助方面面临越来越多的挑战。
588794,"""En el meu millor judici militar, la Xina està en un viatge de 10 anys per operacionalitzar l'espai.",“在我最好的军事判断中，中国正在进行一个为期10年的太空旅行。
