linea,catalan,chino
20614,"D'altra banda, parlem d'una ruptura de continuïtat sempre que es produeixi un canvi constitucional.",另一方面，我们讲的是“违反连续性”每当一个宪法上的改变发生。
24655,Per què els nens d'Anderson no van venir a sopar (2003),为什么安德森的孩子不回家吃饭（2003）
25770,Certament admiro la manera de fer de Sir Richard i crec que els nostres estils de gestió tenen molt en comú.,我个人相当欣赏理查德爵士的做事方式，私以为我们的管理风格有着诸多共同之处。
42425,I et pots asseure amb els dits creuats i dir que la creativitat ajudarà que aquesta campanya funcioni.,你可以坐在那里，手指交叉，并说创造力将有助于这个竞选工作。
51535,"""Entenc per què la gent està decebuda amb mi, especialment des que vaig créixer com la núvia d'Amèrica.",“我能理解人们为什么对我感到失望，尤其因为我是作为美国甜心长大的。
62213,El 4 de gener hi haurà més de 25 vídeos disponibles sobre el matrimoni.,1月4日，将会有超过25个关于婚姻的视频。
82886,"""Tenim noves lleis, Evremonde, i nous delictes, des que vas ser aquí.""",“我们有新的法律，Evremonde以及新的罪行，既然你在这里。”
94065,Jatta mai va descobrir el que contenia.,Jatta从未发现它包含的内容。
97101,Ho juro per la tomba del meu pare!...,我以我父亲的坟墓起誓！”。
101678,"A més d'aquestes les seves profecies directes, el mateix David sempre ha estat considerat com un tipus de Messies.",除了这些直接的预言，大卫自己一直被视为一种类型的messias。
101965,Com podia admetre que ja havia perdut un dels campistes?,我怎么能承认我已经失去了一个露营者？
111766,Simplement no tinc prou eines a la caixa d'eines per competir realment amb èxit.,我在工具箱中没有足够的工具来真正成功地竞争。
135199,"Això incloïa Shikadai i poc després, Denki.",这包括Shikadai和不久之后，Denki。
142749,"El vostre fals rei només us ha portat la mort, la desesperació, la derrota... però aquí hi ha el veritable rei.",你虚伪的国王只为你带来死亡，绝望，失败……但这里是真正的国王。
163630,La Xina és extremadament estricta quan es tracta de quines empreses estan autoritzades a construir i vendre vehicles dins de les fronteres.,对于允许哪些公司在其境内建造和销售车辆，中国是非常严格的。
170372,"Per tant, els accionistes del nou banc representen als contribuents, els interessos dels quals han d'estar garantits.",因此，这家新银行的股东代表的是纳税人，他们的利益必须得到保障。
219083,Però també em preocupa que hi hagi molta gent que ho vegi com una glorificació d'Andrés Serrano.,“但我也担心有很多人会把它视为对AndresSerrano的赞美。
230992,Estudiar Política Internacional a la UEL m'ha obert moltes portes.,在UEL学习国际政治已经开了很多门为我。
235559,Uniu-vos a la comunitat d'agricultura regenerativa i reforci els seus propis coneixements i comprensió.,加入再生农业社区，增强自己的知识和认识！！
240850,Mai se sap què pot passar a l'apassionant món dels experiments científics.,你永远不知道在科学实验的令人兴奋的世界会发生什么事情！
241667,"Però després d'un atac de pneumònia el 2004, la seva asma es va deteriorar, especialment durant l'exercici.",但是在2004年的一次肺炎之后，他的哮喘恶化了，特别是在运动期间。
243781,La part més profunda de l'aigua no va arribar al coll dels bombers.,“水的最深部分没有到达消防员的脖子。
251481,El Club Irish és GRATUÏT i concedeix als membres ofertes i privilegis especials als seus membres joves.,俱乐部爱尔兰是免费的，授予会员特别优惠和特权，它的年轻成员。
254702,"Vaig fer un lloc al meu cor per a tu, estimat Cath, i finalment vam trobar el camí a casa.",我在心里为你留了一个地方，亲爱的凯茜，我们终于找到了回家的路。
282551,"Era un matí daurat just, i Sam no va preguntar on anaven: va pensar que podia endevinar.",这是一个美丽的金色早晨，山姆没有问他们要去哪里：他以为他能猜到。
296920,Mai no tinguis més fills que les finestres del cotxe.,“从来没有比拥有车窗更多的孩子。
314374,"Així que seria bo per al govern federal, que li costarà menys diners per molt, i serà un pla molt millor.",所以这对联邦政府来说是有好处的，它会花费你更少的钱，这将是一个更好的计划。
320524,Com funciona Blockchain i per què el seu model de prova proporciona un consens distribuït i sense confiança?,区块链是如何工作的？为什么它的证明模型提供了可信赖的和分散的共识？
323377,"Per molt malament que es posin les coses, aquesta persona sembla que podria somriure a través d'una explosió nuclear.",不管事情变得多么糟糕，这个人似乎都能通过核爆炸微笑。
344058,"Si algú vol enganyar el teu escàner d'iris, per example, l'únic que necessita és el teu ull.",例如，如果有人想骗过你的虹膜扫描仪，他们真正需要的就是你的眼睛。
349796,"Es van adonar que molts comerços de la ciutat tenen molta capacitat de sobres, especialment entre dilluns i dijous.",他们意识到，城市周围的许多零售商有很多的闲置产能，尤其是星期一和星期四之间。
383312,"Ara no ho veus, però a la primavera que ve veuràs els colors que he escollit per a tu.",你现在看不到，明年春天你就可以看到我为你挑选的颜色了。
399197,"No volia liderar ni seguir, simplement volia un soci igualitari en la presa de decisions.",我不想领导或追随，我只是想要一个平等的决策伙伴。
401578,"El biberó no és una bona opció, excepte per a la mare VIH positiva",婴儿奶瓶不是一个好选择，除了艾滋病毒阳性的母亲
408610,És important destacar que aquesta no és una qüestió fonamental de la tecnologia NBN.,重要的是，这不是NBN技术的根本问题。
436532,L'any que ve cal esperar incursions d'innovadors en l'àmbit jurídic que facin d'això una realitat.,明年，我们应该期待看到法律领域的创新者将其变为现实。
441406,"Si us plau, intenteu deixar caure la sensibilitat del sensor a l'etapa dreta.",请尝试删除传感器的灵敏度，以正确的一个阶段。
483744,"""Ell és més valuós per a tu, potser.",他对你更有价值，也许。
496446,"L'empresa, totalment controlada pel govern, ha publicat un estudi financer per analitzar la pujada de preus recent.",该公司完全由政府控制，已发布财务研究报告，以分析最近的价格上涨。
523534,Però hi ha una bona evidència que la majoria de les persones que són diagnosticades amb Parkinson han experimentat alguns o tots aquests.,但有很多证据表明，大多数被诊断为帕金森症的人都经历过一些或所有这些。
544538,perquè crec en molts dels enfocaments naturals.,因为我信赖很多自然的方法。
555187,"D'acord amb aquesta responsabilitat, hem decidit interrompre el servei per a usuaris menors de 18 anys.",“根据这一责任，我们决定停止为18岁以下的用户提供服务。
558268,"Després de tot, vostè és home i dona, així que no hi ha cap raó per la qual no ha de tenir relacions sexuals.",毕竟，你是男人和女人，所以没有理由你不应该有性生活。
562160,Devi va dir que ha estat capaç de mantenir-se fort perquè treu forces de la lluita de la seva filla.,戴维说，她之所以能够保持坚强，是因为她从女儿的奋斗中汲取了力量。
564580,"Amb la nova sèrie ISO 14955, és probable que l'eficiència energètica es converteixi també en un diferenciador de qualitat cada cop més important per als operadors de màquines.",凭借新的ISO14955系列，能效也可能成为机器操作员日益重要的质量差异化因素。
565054,"""Oh, no, el meu amic Watson és un home de medicina, ja saps, i ell et cuidarà.",哦，没有；我的朋友华生是一个医学的人，你知道的，他会照顾你的。
622556,"""En una societat socialista, fins i tot el problema alimentari s'hauria de resoldre de manera socialista"", va dir en un discurs de desembre de 1996, un dels pocs en què se sap que ha reconegut la crisi alimentària.",“在社会主义国家，甚至是粮食问题也应该用社会主义方式解决，”1996年12月一次演讲中他说道，这也是他为数甚少的承认粮食危机的讲话之一。
625957,"Després d'analitzar aquestes dades tindreu tres opcions: desenvolupar un nou sistema, millorar el sistema actual o deixar el sistema com està.",分析这些数据后，您将有三种选择：开发新系统，改进当前系统或保持系统不变。
641673,Però encara no hi ha un camí per davant per resoldre les nombroses disputes i controlar els greus riscos que plantegen.,但目前还没有一条路径来解决这许多的冲突，并控制其所带来的严峻风险。
643320,"Va ser enviat a Galilea, per enfortir la seva força i preparar-se per a la batalla.",他被送往加利利，以巩固她的力量，准备战斗。
663923,Cada estudiant és assignat a un equip Blau o Blanc per la seva estada a l'Escola Mitjana.,每个学生被分配到蓝色或白色的团队为他们在中学时。
664670,Thompson adverteix que un altre risc és que les empreses simplement no facin res i no actuïn segons les seves idees.,汤普森警告说，另一种风险是，企业可能会干脆什么也不做，不对自己的想法采取任何行动。
713425,"Badat va ser una de les més d'una dotzena de persones detingudes i interrogades sota les lleis antiterroristes la darrera setmana, però la policia va dir que no estaven vinculades.",Badat是过去一周内根据反恐法律被捕和被讯问的十多人之一，但警方表示他们没有联系。
715533,"En el món actual, la moral sovint es considera que pertany a un punt de vista religiós particular, però per definició, veiem que aquest no és el cas.",今日世界里，道德常被认为属于某种特定的宗教观点，但从其定义我们可以看出并非如此。
737104,L'home no pot litigar contra Déu.,人不能与神相争。
782636,"Si algú el menysprea o es baralla amb ell, ha de dir: ""Estic dejunant"" dues vegades.",如果有人与他争吵或打架，他应当告诉这个人两次：‘我在斋戒。
803430,"D'altra banda, el color, els hàbits i l'estil de vida indiquen que pertanyen a la família dels óssos rentadors.",但另一方面，它们的颜色，习惯和生活方式表明它们属于浣熊家庭。
807654,"En diferents etapes del curs, se us convidarà a fer alguns exercicis.",在课程的不同阶段，你将被邀请做一些练习。
824109,La resposta és el futur que mai no hem imaginat.,答案是我们从未想象过的未来。
836986,"A més, les xarxes neuronals també són massa sensibles als canvis a l'escena.",而且，神经网络对场景的变化也过于敏感。
846291,"Pel que fa al paper de l'Iran en el conflicte de Síria, Jones va dir que creu que Teheran no canviarà els galons.",至于伊朗在叙利亚冲突中的作用，琼斯表示，他相信德黑兰不会“改变它的条纹”。
849284,Cada dia publiquem SENYALS DE FOREX a la nostra àrea de membres.,我们每天都会在会员区发布FOREXSIGNALS。
858759,"El jurat atorgarà cinc premis als millors curts internacionals, europeus i espanyols, i el públic seleccionarà el millor curt internacional i el millor curt espanyol.",评审团将为国际，欧洲和西班牙的最佳短片颁发五项大奖，观众还将评选最佳的国际和最佳西班牙短片。
874679,Alguns poden qüestionar la necessitat d'una altra capacitat de bioescaneig.,有些人可能会质疑，我们是否还需要另一种生物扫描功能。
899131,Finalment va respondre un jove.,终于被一个年轻人解答出来。
902156,"Un portaveu de l'Arsenal va dir: La salut, la seguretat i la protecció dels nostres aficionats és sempre la nostra primera prioritat i, per tant, ens sentim molt decebuts en assabentar-nos d'aquestes deficiències l'octubre del 2016.",声明说：“我们球迷的健康，安全和保障始终是我们的首要任务，因此我们非常失望于在2016年10月了解到这些缺陷。
916625,"La riquesa, en diners o en qualsevol recurs material, no és més que un mitjà per mantenir-me al meu entorn.",财富，金钱或任何物质资源，只是维持自己在我的环境中的一种手段。
925523,"També he comprovat que les bones idees poden viatjar, no estan lligades a una casa, per molt bona que sigui la casa.",我也发现好的想法可以旅行，他们不受约束，不管房子有多好。
926192,Però s'ignora la interacció potencial entre els edificis i la infraestructura relacionada.,但是，建筑物和相关基础设施之间的潜在交互被忽略了。
938256,"Yoda se n'ha anat, i estem intentant portar la màgia de Star Wars a la propera generació, va dir.",“现在没有了尤达，我们正在努力将《星球大战》的魔力带入下一代，”她说。
956101,No aconsellaria al meu fill que busqui una dona amb molts ingressos per fer-li la vida més fàcil.,我不建议我儿子找一个高收入的女人来让他的生活更轻松。
964172,"La traducció mereix unir altres formes d'expressió artística en els seus propis termes, però el procés hauria de ""començar a les llars i a les escoles"".",翻译应该以其自身条件加入其他形式的艺术表现形式，但这一过程应该“从家庭和学校开始”。
971934,La IGAD i els seus socis internacionals haurien d'impulsar un acord de pau que comprometi a les parts en conflicte a un programa de reformes de gran abast.,IGAD及其国际伙伴应推动和平协议的达成，使冲突各方承担具有深远意义的改革议程。
976297,"I, encara que ningú a Downton Abbey ho va esmentar, aquest canvi polític el 1924 va portar el canvi en més d'un sentit.",而且，虽然DowntonAbbey没有人提到它，但1924年的政治转变带来的变化多于一个。
