linea,catalan,chino
15632,"Però en desenvolupar la seva pròpia política exterior i de defensa, també pretén convertir-se en un actor diplomàtic crucial.",但是，通过开发自己的外交和国防政策，它同样力求成为一个重要的外交球员。
16083,Mai no havia pogut arribar més lluny que el seu gat.,她从来没能比她的猫走得更远。
21323,"Amsterdam és, per descomptat, famosa per la seva vida nocturna, i després de tres setmanes aquí puc entendre completament per què.",当然，阿姆斯特丹以其夜生活而闻名，三周后，我完全可以理解为什么。
39787,"En aquest moment, això podria ser acceptable, però sé que als sis mesos o un any voldria més temps junts.",马上，这也许可以接受，但我知道在六个月或一年的时候，我会想要更多的时间在一起。
43577,"Recordeu que les dades representen tots els editors, i no només O'Reilly.",请注意，这里的数据代表着所有的出版商，而不只是O’Reilly。
45512,Tradueix tot el lloc web a l'idioma de destinació geogràfica!,将整个网站翻译成地理目标语言！
72378,"El Senyor va dir a Moisès a Madian: ""Torna a Egipte perquè tothom allà que volia matar-te ha mort. "".",耶和华在米甸对摩西说：“你要回埃及去，因为寻索你命的人都死了。
81942,"Si aquestes prediccions són precises, el meu país es perdrà per sempre.",如果这些预测是准确的，我的国家就会永远消失。
92275,"En quart lloc, formarem un òrgan consultiu conjunt per recollir i compartir les opinions de cada part interessada.",第四，我们将组成一个联合咨询机构，收集和分享每个利益相关者的意见。
125429,"El Tipus 003, del qual se'n podrien construir fins a quatre, serà el portaavions no nord-americà més potent del món.",003型，其中最多可建造4艘，将成为世界上最强大的非美国航空母舰。
147200,"Òbviament, racionalment, dins de les seves possibilitats, mantingueu-vos optimistes.",显然，理性地，在你的手段内，保持乐观。
152140,"Ara vol sortir, però abans de ser un home lliure ha de fer una última feina.",现在他想出去，但在他是一个自由的人之前，他必须做最后一份工作。
166309,"El compro aquí i se l'emporto de totes maneres; em resulta difícil aconseguir que deixi de fer-lo servir, ara forma part de la seva cultura.",我在这里买它并把它带到她身边；我发现很难让她停止使用它，这是她现在的文化的一部分。
194767,L'estudi no va identificar quin tipus d'arbres o plantes serien millors per reduir la contaminació de l'aire.,这项研究没有发现哪种树木或植物最能减少空气污染。
216540,També tens l'oportunitat de vendre el seu guerrer.,你也有机会来推销他的战士。
229733,"A la pràctica, sempre cal esperar que s'endarreri.",实事求是地讲，你应该总是期待被推迟。
257896,"Com a nou director general d'Uber, la meva feina és ajudar a Uber a escriure el següent capítol.",“作为Uber新任CEO，我的工作是帮助Uber写下它的下一个篇章。
267158,El candidat ha de descriure com trobar els números de telèfon a pàgines HTML.,候选人需要描述一下，如何在50000个HTML网页里把电话号码都找出来。
274199,"Si una dona no respon a vostè de manera oportuna, és perquè vostè no és l'únic home en el lloc web.",如果一个女人没有及时回复你，因为你不是网站上唯一的男人。
