linea,tipo,razon,texto_original,porcentaje_automatico,detalles_base,detalles_avanzados,texto_catalan,texto_chino
124680,eliminacion_catalan,caracteres_problematicos: {'«'},Més en aquesta categoria: « En què et podem ajudar?,,,,,
183585,eliminacion_catalan,caracteres_problematicos: {'”'},La ironia és que ja tenim la millor vacuna disponible per reduir el nombre de morts a les nostres au...,,,,,
235365,eliminacion_catalan,caracteres_problematicos: {'“'},“Un grup de caçadors va passar ahir per aquí.,,,,,
238036,eliminacion_catalan,caracteres_problematicos: {'·'},"En algun lloc al llarg de la línia, aquestes cèl·lules fan coses que se suposa que no han de fer, co...",,,,,
293012,eliminacion_catalan,caracteres_problematicos: {'–'},Esclavitud – El programa d'història oculta – Fora,,,,,
346537,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","Karl i jo estàvem reaccionant a la seva definició de tot en majúscules de BEAUTIFUL, que sona com un...",,,,,
354005,eliminacion_catalan,caracteres_problematicos: {'“'},"“A nivell mundial, a la nostra indústria finalment hi ha una gran gana de canvi en aquesta i altres ...",,,,,
376231,eliminacion_catalan,caracteres_problematicos: {'“'},“Però els crítics qüestionen la realitat d'aquests altres universos ja que no influeixen en el nostr...,,,,,
498300,eliminacion_catalan,caracteres_problematicos: {'%'},Jo i el 99% dels joves de la Xina tenim la mateixa experiència de vida.,,,,,
664032,eliminacion_catalan,"caracteres_problematicos: {'%', '·'}",Ja hem rebut un suggeriment per a posar fi al dret d'apel·lació: els tribunals mantenen les apel·lac...,,,,,
791611,eliminacion_catalan,caracteres_problematicos: {'+'},"Si el nombre mitjà de parelles sexuals per a una dona adulta es converteix en 20, ""puta"" es redefini...",,,,,
841004,eliminacion_catalan,caracteres_problematicos: {'·'},"Recordeu que heu de sol·licitar-ho com més aviat millor, per example, si el període d'admissió del v...",,,,,
846267,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","“No puc esperar que la gent ho vegi, ho toqui, perquè és un treball de passió, oi?”, va dir Wilson.",,,,,
847261,eliminacion_catalan,caracteres_problematicos: {'❝'},"❝ Fa exactament 40 anys, un petit grup de científics es va reunir a la primera conferència mundial s...",,,,,
1084589,eliminacion_catalan,caracteres_problematicos: {'®'},"Si decidiu preparar-vos per a l'examen PMP, haureu d'unir-vos al PMI abans de comprar la Guia PMBOK®...",,,,,
1135407,eliminacion_catalan,"caracteres_problematicos: {'[', ']'}","No espero trobar-lo [al meu germà] viu, però sí que espero trobar el seu cos i enterrar-lo.",,,,,
1144190,eliminacion_catalan,caracteres_problematicos: {'“'},"“Hem d'ajudar els nostres estudiants no només a buscar notícies legítimes, sinó també a pensar críti...",,,,,
1288019,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",“En dies com aquests en què el cel és blau i els camps són verds” costa d'imaginar que mai haguem es...,,,,,
1307061,eliminacion_catalan,caracteres_problematicos: {'·'},"I havia conegut uns quants grans senyors, va passar un temps considerable amb Lord Finkle-McGraw des...",,,,,
1316269,eliminacion_catalan,"caracteres_problematicos: {'%', '•'}",• El 92% creu que el color presenta una imatge de qualitat impressionant.,,,,,
1354796,eliminacion_catalan,caracteres_problematicos: {'—'},"Tot i que la història de la seva pròpia administració tot just comença a escriure's, el president —t...",,,,,
1443568,eliminacion_catalan,caracteres_problematicos: {'·'},"El nen més petit implicat era un nadó de només sis setmanes, segons va saber la BBC a través d'una s...",,,,,
1493497,eliminacion_catalan,caracteres_problematicos: {'—'},"El seu objectiu és complir un requisit general de ciències de l'educació, però ràpidament descobreix...",,,,,
1554588,eliminacion_catalan,caracteres_problematicos: {'“'},“El canvi climàtic és una qüestió definitòria del nostre temps i l'escala de la regulació ambiental ...,,,,,
1557615,eliminacion_catalan,caracteres_problematicos: {'·'},"Assenyala que, de la carta del Tribunal Europeu de Drets Humans a la demandant amb data de 10 de feb...",,,,,
1841495,eliminacion_catalan,caracteres_problematicos: {'«'},"Jesse va dir: «Sí, en tinc un més.",,,,,
1950243,eliminacion_catalan,caracteres_problematicos: {'/'},L'homosexualitat i una manera d'escapar -- 9/4/2008,,,,,
1960147,eliminacion_catalan,caracteres_problematicos: {'“'},“Crec que podria ser un dels nostres dies més brillants.,,,,,
1977361,eliminacion_catalan,caracteres_problematicos: {'·'},La Conferència Mundial de Drets Humans també recomana que els serveis d'assessorament i els programe...,,,,,
2108840,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",Els investigadors afirmen que un dels models de New Physics que podria explicar aquests resultats se...,,,,,
2141578,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",Creus que les narratives al voltant i sobre el “miracle Medellín” i el “model urbà” han passat per s...,,,,,
2148671,eliminacion_catalan,caracteres_problematicos: {'“'},“No volem tornar a la Guerra Freda ni estar en un estat de confrontació perpètua.,,,,,
2171490,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",“Mai se sap com l'entorn del cos humà afectarà el comportament del càncer o si hi haurà efectes secu...,,,,,
2182229,eliminacion_catalan,caracteres_problematicos: {'·'},"Darrere seu, Morgan va escoltar (o havia imaginat?) l'alè sobtadament aspirat del seu col·lega.",,,,,
2310585,eliminacion_catalan,caracteres_problematicos: {'—'},"—Però no és una cosa que t'atregui, potser, en les hores més fosques?",,,,,
2453970,eliminacion_catalan,caracteres_problematicos: {'·'},Aleshores els fantasmes van sortir sigil·losament i els lladres.,,,,,
2510780,eliminacion_catalan,caracteres_problematicos: {'“'},“Tingueu en compte també que alguns portadors pagaran els medicaments per a la infertilitat i el seg...,,,,,
2582383,eliminacion_catalan,"caracteres_problematicos: {'%', '•'}",• El 51% resa pels seus pacients en grup.,,,,,
2589360,eliminacion_catalan,caracteres_problematicos: {'·'},"Tots nosaltres tenim accés a aquesta forma superior d'intel·ligència, que ens pot permetre veure més...",,,,,
2622506,eliminacion_catalan,"caracteres_problematicos: {'»', '«', '·'}",Jueus i cristians obstrueixen el «Camí d'Al·là» (Alcorà 9:34).,,,,,
2696766,eliminacion_catalan,caracteres_problematicos: {'·'},Ja formaràs part activa d'una àmplia xarxa de col·legues durant el teu estudi.,,,,,
