linea,catalan,chino
8600,"Perquè el proper mes d'abril, seràs, en molts casos, una pàgina, una targeta.",因为明年四月你会去，在很多情况下，（文件）一页，一张卡片。
21253,"Li vaig dir que mantingués la feina diària, però has d'admirar aquest esperit.",我告诉他要坚持他的日常工作，但你必须佩服这种精神。
34003,Iofur no estava content amb la seva armadura; també volia una altra ànima.,Iofur不满足于他的盔甲；他也想要另一个灵魂。
46107,QUINLAN Aquest era sens dubte un dels nostres objectius de disseny.,QUINLAN这的确是我们的一个设计目标。
47818,RL impacta en la meva vida fora de la feina perquè...,RL影响着我工作之外的生活，因为……
79329,BCF Singapur us dona la benvinguda perquè s'uneixi i més oportunitats de compartir amb vostè.,BCF新加坡欢迎您的加入，更多机会与您共享。
94138,"També donarem suport a comunitats i llars més netes i eficients, i protegirem més de la nostra terra i oceans.",我们还将支持更清洁、更高效的社区和住房，并对我们更多的土地和海洋实行保护。
111878,Recordeu: aquestes persones estan a punt per comprar.,请记住：这些人已准备好购买。
118434,"Renault em va fer una primera prova de F1 el 2005, així que estima una altra prova aquesta vegada.",雷诺在2005年给了我第一次F1测试，所以我很欣赏这次的另一次测试。
119222,"Una última cosa, Evan ens va mostrar una de les moltes coses meravelloses dels homes adults: quan es preocupa per tu, mou muntanyes per fer-te feliç.",最后一件事，埃文向我们展示了成年人的许多美妙之处之一：当他关心你的时候，他会移山使你快乐。
143013,"25 de juny de 2019: A Israel (Jerusalem), funcionaris de seguretat de Rússia, Israel i els Estats Units es van reunir per discutir qui hauria de fer què a Síria.",2019年6月25日：在以色列（耶路撒冷），来自俄罗斯、以色列和美国的安全官员开会讨论谁应该在叙利亚做什么。
169495,Mai oblidaré aquells dos últims dies de la vida del meu pare.,我永远不会忘记我父亲生命的最后两天。
172022,Tothom als Països Baixos rebrà informació del govern sobre la nova llei.,荷兰的每个人都将从政府那里收到有关新法律的信息。
179969,"Hi tens una persona meravellosament experimentada; si algú ho pot fer, ho pot fer.",你在那里有一个非常有经验的人；如果有人能做到，他可以。
194130,Aquests experiments es poden fer en entorns totalment digitals o utilitzant dispositius digitals al món físic.,这些实验可以在完全数字化的环境中进行，或在物理世界中使用数字设备。
195650,"Fins al dia d'avui, Chris rebria una bala per mi, tot i que no sóc la seva dona.",“直到今天，Chris都是能为我挡子弹的存在——哪怕我不是他的妻子。
