linea,catalan,chino
4862,"Si Taiwan és avui, la gent hauria de preguntar Qui és el següent?",“如果今天是台湾，人们应该问下一个是谁？
7510,"Si persegueixes un home o li dones, abans que ell mateix posi l'energia necessària, el més probable és que l'allunyis.",如果你追逐一个人或给他，在他自己投入必要的能量之前，你很可能会把他推开。
9906,"Malauradament, la Constitució dels Estats Units no ens protegirà; ni tampoc ho farà el Congrés.",可悲的是，美国宪法不会保护我们；国会也不会。
23256,El primer va incloure 820 dones.,第一个包括820名妇女。
50793,"En segon lloc, vaig aprendre a manejar la pressió social negativa.",其次，我学会了如何处理负面的社会压力。
109419,"No obstant això, a la Xina, aquest dia s'associa en gran mesura amb dones casades de mitjana edat.",但是，在中国，这一天主要与已婚中年妇女有关。
118877,Però aquesta és l'excepció més que la regla: la resolució implica una entrada única al territori d'aquesta ciutat única.,但是，这是例外而非规则–该决议涉及一次性进入这个独特镇境内。
126791,"No obstant això, la llibertat per a participar en activitats religioses va continuar augmentant en molts àmbits.",尽管如此，参加宗教活动的自由，在许多领域继续增加。
145927,Es van confirmar víctimes d'almenys 26 països (alguns amb múltiples ciutadanies).,遇难者已证实至少来自26个国家（一些人持有多重国籍）。
147023,Els especialistes són membres d'un equip o part d'un sistema o procés ja establert.,专业人士是一个团队的成员或已经建立的系统或流程的一部分。
163653,Però ara pregunta perquè en aquest moment no hi ha amor.,但现在她要求了，因为这一刻没有爱。
170071,"Si B és una ciutat gran, hi hauria d'haver camells allà.",如果B是一个大城市的话，那就应该有骆驼。
171295,Sabia per punts de referència familiars que s'acostaven a la Porta Pinciana.,她知道从熟悉的地标，他们接近门Pinciana。
187935,"Si vols saber d'on sortiran els propers grans moviments socials, jo diria que l'antiga classe mitjana.",如果你想知道下一场大的社会运动从哪里来，我说将来自曾经的中产阶级。
189940,Watson ha dividit la Gran Bretanya.,华生已经分裂了大不列颠。
193115,Això és perquè és molt difícil rastrejar com es vinculen i utilitzen les nostres dades.,这是因为很难追踪我们的数据如何链接和使用。
