linea,catalan,chino
15864,Però per què... per què a la terra de Déu encara és viu?... Ignorant el que ha fet en el passat.,但是为什么呢？。为什么在上帝的地球，他还活着？……忽视他过去的所作所为。
17396,"Tinc molts somnis, però la realitat és que haurem de quedar-nos aquí fins que s'acabi la guerra.",我有很多梦想，但现实是，我们必须呆在这里直到战争结束。
45398,Com donar la meitat del seu treball de forma gratuïta,他写了一本[如何免费把自己一半工作量给别人]（HowtoGiveHalfofYourWorkAwayforFree）
48611,"La F1 és un món despietat, on de vegades hi ha molts diners i política.",“F1是一个残酷的世界，那里有时会有很多金钱和政治。
58332,"Com calia esperar, van descobrir que l'exposició al BPA varia, depenent del que mengin els estudiants.",不出所料，他们发现，BPA暴露不同，这取决于学生吃什么。
59481,Els nostres advocats a Hong Kong i la nostra xarxa internacional,我们在香港的律师及我们的国际网络
64246,"Així que no vaig plorar al meu primer grup de suport, fa dos anys.",所以我没有在我的第一个支持小组哭泣，两年了。
66617,"Han calgut milers de petites decisions per mantenir tancat el llibre dels secrets, però només cal un moment per tornar a obrir-lo.",花了成千上万的微小决定保持秘密的书关闭，但只需要一个时刻再次打开它。
81379,Ens vam quedar allà durant 48 hores i gairebé es torna boig.,我们在那里呆了48个小时，他几乎疯了。
81504,Espereu fins que es vacunin i puguin jugar fora.,等到他们接种疫苗并且可以在外面玩。
100546,"Sento molt la pèrdua del teu pare, Noquay.",很抱歉失去了你爸爸，Noquay。
138683,També s'han convertit en la base d'una assistència tècnica molt important.,它们也成为极其重要的技术援助的基础。
148722,Per vosaltres es van fixar tots els límits de la terra; heu fet l'estiu i l'hivern.,地的一切疆界，是你所立的；夏天和冬天，是你所定的。
152391,"Això reduirà el conflicte amb el beisbol ara, suposo.",这将减少与棒球的冲突，我猜。
159162,"I aquest noi necessita una noia decent, si és que algú ho va fer.",这男孩需要一个体面的女孩，如果有人做过。
164369,En una prova d'ADN veurem com hem de tractar el nostre organisme.,在DNA测试中，我们将看到我们应该如何对待我们的身体。
165710,"Ara tots estem rebent anuncis de display i anuncis socials, però això canviarà.",我们现在都正使用陈列式广告和社交广告，但是这将会发生变化。
177215,El programa té tant d'èxit que tenim previst ampliar-lo a 40 estudiants els propers anys.,这个项目非常成功，我们计划在未来几年将其扩大到40名学生。
197858,Llegiu tot el codi de forma regular i no només el vostre propi codi.,定期阅读所有的代码，而且不只是你自己的代码。
208186,Potser l'obstacle més gran serà convèncer el públic que tota la idea no és una bogeria.,也许最大的障碍是说服公众，整个想法并不疯狂。
211861,"L'evidència anecdòtica alimenta arguments a banda i banda, però què diuen els experts?",轶事证据支持双方的论点——但是专家们怎么说？
242571,"De fet, més de la meitat del personal d'Eagle Dynamics es dedica a millorar el nucli de DCS World i no a comprar productes.",实际上，超过一半的EagleDynamics员工致力于改善DCSWorld的核心，而不是可购买的产品。
280329,"Gràcies al maquillatge, s'assemblava molt al prototip.",多亏了化妆，她看起来非常像她的原型。
297251,Només hauríeu d'utilitzar eval() en una entrada de confiança.,你应该只在信任的输入上使用eval（）。
298417,-Probablement vomitarà demà a la nit.,他明天晚上可能会呕吐。
306827,"Els canvis en els preus no s'aplicaran al programari de consum ni als serveis al núvol per al consumidor, va dir la companyia en una entrada del bloc.",价格变化将不适用于消费者软件或消费者云服务，本公司在博客中说。
307922,"Des de llavors, el jove de 17 anys ha estat alliberat, però els crítics també plantegen dubtes sobre l'equitat racial.",这位17岁的青少年后来被释放，但批评者还提出了有关种族公平的问题。
308873,D'ara endavant recordaré aquest secret i canviarà la meva vida.,从今往后，我要记住这个秘密，它将改变我的生活。
312237,"A Ucraïna, hi va haver un altre escàndol amb el subministrament de munició de baixa qualitat a les Forces Armades.",在乌克兰，又发生了一起向武装部队提供低质量弹药的丑闻。
313418,Els residents del 685 de la Primera Avinguda gaudiran del més alt nivell de servei des del moment que arribin.,第一大街685号的居民从他们到达的那一刻起就会享受到最高的服务水平。
316925,Estem perdent la carrera espacial a favor de la Xina?,我们正在把空间竞赛输给中国吗？
367048,"L'ASEAN ha fet declaracions formals de suport a l'educació en matèria de drets humans, però cal traduir-les en polítiques, programes o projectes nacionals.",虽然东盟已经正式声明支持人权教育，但这些声明需要转化为国家政策、方案或项目。
367796,El comtat de Los Angeles té la segona epidèmia de VIH més gran del país i hem de seguir educant tothom sobre com prevenir noves infeccions.,"""洛杉矶县的艾滋病毒流行量是全国第二大县，我们必须继续教育每个人如何预防新的感染。"
388012,"Cap altre esport d'institut no pot complir aquesta promesa, com la lluita lliure.",没有其他高中运动可以履行这一承诺，像摔跤即可。
404224,"Quan algú començava a llegir-los, podia començar a canviar.",一旦有人开始读它们，他们可能开始改变。
425018,Els demòcrates van acceptar infeliçment el resultat perquè van acceptar la Constitució com a base del nostre sistema de govern.,民主党人不幸接受了这一结果，因为他们接受宪法作为我们政府体系的基石。
436017,És una de les raons per les quals ens agrada que els nostres herois d'acció s'assemblin a Chris Hemsworth: És clar que és un bon noi; mira què guapo és!,它的行动的原因，我们喜欢我们的英雄看起来像克里斯赫姆斯沃思之一：当然，他是个好人；看他是多么的帅！
507164,"Tot i això, també descobrim que més d'una quarta part dels enquestats creuen que continuaran vigilant la carretera.",然而，我们还发现超过四分之一的受访者认为他们将继续关注这条道路。
519078,Necessiten un escriptor professional que reescrigui el text sense signes evidents de còpia.,他们需要一位专业的作家来重写文本而没有任何明显的复制迹象。
522716,Espero sincerament que s'aprovi tota la legislació necessària i que entri en vigor a mitjan any.,我衷心希望一切所需的法例可于年中获得通过并正式生效。
523340,"Quan el seu gos pugui estar sol durant 90 minuts sense enfadar-se ni angoixar-se, probablement pugui aguantar de quatre a vuit hores.",一旦你的狗狗可以独自呆90分钟而不会感到不安或焦虑，它大概就可以独自呆4到8个小时。
536931,Gestionar la xarxa de més de 55 centres del Regne Unit i gairebé vehicles no és una tasca fàcil.,管理超过55个英国网站构成的网络和近2500辆车不是一件容易的任务。
540612,Però aquesta és la primera vegada que es combinen les dues tècniques.,但这是首次两种技术被结合起来使用。
547678,"El meu fill es comunica aproximadament una o dues vegades l'any amb el seu veritable pare, que donarà el seu consentiment a l'adopció.",我儿子大约每年与他的出生父亲交流一两次，谁将同意收养。
571225,Certament no és tan fàcil com altres decisions importants de la vida.,这当然不像其他重大的人生决定那么容易。
573582,"A més, els mestres jubilats a Kentucky no reben beneficis de l'assegurança social, per la qual cosa qualsevol congelació de les pensions afecta els seus ingressos totals de jubilació.",此外，肯塔基州的退休教师没有获得社会保障福利，因此任何冻结他们的退休金都会影响他们的退休总收入。
584027,(Va ser detingut a Delhi el 20 de setembre).,他于9月20日在德里被捕。
586729,"La indústria aeronàutica polonesa recorre a una mà d'obra altament qualificada, apuntalant-ne el fort creixement i convertint-la en un actor important a Europa.",“波兰航空业呼吁拥有高技能的劳动力，支持其强劲增长并使其成为欧洲的主要参与者。
590838,"John, sempre seré el teu amic lleial.",“约翰，我永远是您忠实的朋友。
596918,Alex i les coses de por: una història per ajudar els nens que han experimentat alguna cosa de por,亚历克斯和可怕的事情：一个故事，以帮助有经验的孩子可怕的东西
612456,"En aquell moment, Face ID i Touch ID no estaven protegits per la Cinquena Esmena.",那时，FaceID和TouchID不受第五修正案的保护。
681476,El nostre objectiu: fer tot el que Tailàndia s'ha convertit en una llar còmoda i segura per als nostres clients.,我们的目标：尽一切泰国已经成为我们的客户提供舒适，安全的家园。
721501,(a) Agilitzar l'adopció del projecte de legislació sobre el desenvolupament autònom dels pobles indígenes;,加快通过关于土著人民自主发展的立法草案；
725247,Vull acostar-me a Zachary Beck per recuperar el meu agent.,我想接近ZacharyBeck，让我的经纪人回来。
728775,La gestió és la segona creació.,而管理则是第二次的创造。
749674,Però hi ha factors reals que impedeixen una reducció de l'oferta global de vaixells.,但是有一些真正的因素阻碍了船舶整体供应的减少。
756439,"A casa meva, l'habitació on escric és la més petita de la casa.",在我家里，我写作的房间就是房子里最小的那个。
793342,18 Malalties a què el món ha donat l'esquena.,18种疾病世界已经背上了。
821045,L'OCIMF no garantirà els productes dels seus membres.,OCIMF（石油公司海洋论坛）也不会担保其成员的产品。
839021,Crec que tothom necessita veure iZombie.,每个人都应该看着iZombie。
