linea,catalan,chino
5240,"Però aquests són com els mals somnis, perquè quan es desperti desapareixeran.",但是这些就像噩梦，因为当他醒来时，它们就会消失。
6310,"Tot i això, algunes fonts afirmen que només hi ha 362 pedres.",然而，一些消息来源声称只有362块石头。
7073,Un museu és un submarí sencer!,其中一座博物馆是一整艘潜水艇！
24825,Els països amb grans sistemes públics de pensions a Europa semblen tenir el major problema.,欧洲具有大型公共养老金制度的国家似乎面临着最大的问题。
39863,Això vol dir que són molt antics i que estan ben distribuïts en la població humana.,这意味着它们很老，并且在人口中分布良好。
71603,"I, per descomptat, queden altres qüestions pendents, com, per example, com es gestionarà aquest procés i aquest mecanisme?",当然还有其他问题，比如，如何管理这个过程和机制？
73095,Honren les nostres dues religions les nostres prioritats personals?,我们的两种宗教都尊重我们个人的优先权吗？
79303,"Tot i això, hi ha alguns indicis que el sistema podria incorporar aviat més formes de recopilació de dades.",然而，有一些迹象表明，该体系可能很快会包含更多形式的数据收集。
107896,Aquest matí he visitat el Retrat Nacional...,今天早上我参观了国家肖像……
134318,"No es pot fer això, tots els matrimonis són empresonats.",做不到这一点，所有婚姻，都是囚禁。
135745,Tradicions i estàndards europeus combinats amb el pragmatisme americà de l'educació superior; 2.,欧洲的传统和标准，结合高等教育的美国实用主义；2。
141681,"VB: Sí, crec que aquest va ser el començament de la meva vida.",VB：是的，我认为那是我生命的开始。
142747,"Podem mirar-ho, però has de seguir endavant, perquè tens un partit aquesta setmana.",“我们可以看一下，但你必须继续前进，因为你本周有一场比赛。
143419,Aleshores ell i la vella Sally van començar a parlar d'un munt de gent que tots dos coneixien.,然后他和老莎丽开始谈论很多他们都认识的人。
150571,Hi havia llocs de control militars per tot arreu i se'ns demanava constantment que expliquéssim la nostra presència al Sàhara Occidental.,军事检查站无处不在，我们不断被要求解释我们在西撒哈拉的存在。
156873,"I després pregunteu-vos,",然后问问自己，
164181,"Després de la decisió de divendres i la dimissió de Tommy, ja no puc mantenir aquesta creença.",“在周五的决定和汤米的辞职之后，我再也无法维持这种信念了。
169888,"Quan no pugui obtenir un error menor, s'aturarà i produirà el model.",一旦它无法获得较小的错误，它将停止并生成模型。
181852,Aleshores va veure el propòsit etern de Déu.,他们也看见了神的永远的目的。
197840,"Per descomptat que seguirem veient la loteria halay a Flash TV durant el 2013, però no hi ha cap canvi.",我们当然会在2013年继续观看FlashTV上的哈雷彩票，但没有任何变化。
210358,"Algunes proves anecdòtiques suggereixen que, per a algunes persones, els aliments següents poden donar suport a una major producció de llet:",一些轶事证据表明，对于某些人来说，以下食物可能会支持更高的牛奶产量：
217870,"És una mena de quinze-minuts-of-fame, així que si no responc a la revista People durant dos dies, sempre hi ha una altra història.",“这是十五分钟的成名一类的话，所以如果我不回答人杂志两天，总有另外一个故事“。
218280,"També està interessat en temes de sostenibilitat, com la reducció d'emissions de CO2 en fase de disseny.",他也有兴趣在可持续发展问题，如减少二氧化碳排放量在设计阶段。
229919,Ara els lloguers són tan alts a la zona que PHS només es pot permetre quedar-se perquè es troba en un edifici propietat del Departament de Salut de la Ciutat.,现在，该地区的租金如此之高，以致PHS只能承受，因为它位于市卫生局拥有的建筑物中。
230448,"Però no. Si hagués obert i llegit la carta que s'hauria trobat allà, o si no allà, almenys en la seva persona després de la mort.",如果她打开并读了那封信，就会在那儿找到它；如果没有，至少在她死后。
