linea,catalan,chino
6161,Parlem aquí de l'ambició a deu anys.,让我们谈谈十年的抱负，在这里。
8396,Això inclou la igualtat de drets de les dones per representar els seus països a nivell internacional (article 8).,这包括，妇女有平等的权利在国际上代表自己的国家（第八条）。
11628,Carter va dir que visitarà dues d'aquestes bases la setmana que ve.,卡特说，下周他将访问其中的两个基地。
13614,i si el teu cor de vidre s'ha de trencar,"""如果你的玻璃心容易破碎""英文翻译：andifyourglassheartshouldcrack"
20456,"El PCC és igualment ambiciós i, si té èxit, es convertirà en un element clau en la integració de Polònia i la seva infraestructura.",CCP同样雄心勃勃，如果成功，将成为波兰及其基础设施一体化的一个关键因素。
59586,Potser és perquè hem estat lluny de l'autoritat durant molts segles.,也许是因为我们几个世纪以来一直远离权威。
89980,"Seria una bona idea adquirir alguns articles força recents, perquè el format va ser revisat el 1995.",获取一些最近的文章将是一个好主意，因为该格式是在1995年修订的。
97247,"CH: Crec que si reflexiones sobre els darrers 12 mesos, com diu Totó, moltes coses han canviat.",CH：我想如果你反思过去12个月，正如托托所说，很多事情都发生了变化。
130525,"""No crec que la majoria dels ucraïnesos es prenguin molt seriosament a FEMEN, però certament els noten a les notícies"", va dir.",“我不认为大多数乌克兰人非常认真对待女性，但他们肯定会在新闻中注意到她们，”她说。
144566,De vegades intueixes quan ha començat el darrer acte.,有时你感觉当最后的行动已经开始。
164171,"La planificació de l'NFL amb la coalició, així com conjuntament amb els Saints... va ser molt constructiva.",“该[NFL]与联盟一起策划，以及与圣徒一起……是非常有建设性的。
188569,"Suposo que per això volia un plat més petit, vaig pensar, rient pels meus endins.",我想这就是为什么她想要一个较小的盘子，我想，笑著对自己说。
204039,"(En realitat, els nostres astronautes fan un petit viatge al futur cada cop que van a l'espai exterior.",我们的宇航员走一小段路未来每次进入外太空。
209119,"I va dir, sé que no és políticament correcte, però Rússia hauria d'estar en aquesta reunió.",他说，我知道这在政治上是不正确的，但俄罗斯应该参加那次会议。
212673,"Per fer-ho, està fent una sèrie de mobles robòtics.",为了做到这一点，它正在创造一系列机器人家具。
217484,"De fet, la meva feina es torna més divertida cada any.",事实上，我的工作每年都会变得更有趣。
223139,Seguiment i Gestió d'Animals 08,动物跟踪和管理08
226000,"Des del 2004, ha perdut un combatent naval cada dos anys.",自2004年以来，每两年失去一名海军作战人员。
227777,Va dir que estava disposat a córrer qualsevol risc per abandonar el país.,他说他准备冒任何风险离开这个国家。
231033,"A més, tenim relacions molt estretes amb més de 300 fàbriques de productes químics a la Xina.",此外，我们与中国300多家化工厂有着非常密切的关系。
245195,"BOTTOM LINE: Per tal d'ajudar a assolir l'objectiu de 10 lliures, llavors vostè ha de tractar de menjar només els aliments integrals durant aquesta setmana.",一句话：为了帮助你达到10磅的目标，那么你应该在本周尝试只吃全食物。
254974,Sé que hi ha hagut molta discussió en aquest lloc sobre quan és apropiat tenir relacions sexuals en una nova relació.,我知道在这个网站上有很多关于什么时候适合在新的关系中做爱的讨论。
267260,L'Agenda de Desenvolupament de l'OMPI garanteix que les consideracions de desenvolupament formin part integral del treball de l'OMPI.,WIPO发展议程旨在确保发展方面的考虑构成WIPO工作的一个组成部分。
297419,"Perquè qualsevol senador pot introduir qualsevol esmena en qualsevol moment, i amb un subcomitè que pot celebrar audiències sobre gairebé qualsevol cosa, ella pot forçar debats que el procés polític nord-americà no vol tenir.",因为任何一位参议员都可以在任何时候提出任何修正案，并且成立一个小组委员会，她可以就几乎任何事情举行听证会，她可以强行进行美国政治进程不希望进行的辩论。
311322,"Com que som fills de Déu, també som partícips de l'herència de Déu.",我们既然是天主的儿女，那我们便也是天主的继承人。
314467,Només un dels teus cent poetes és un veritable poeta.,在你们的一百个诗人中只有一个是真正的诗人。
316228,"De tota manera, John i Jane reben individualment instruccions per viatjar a un lloc remot del desert al sud-oest i eliminar un objectiu misteriós.",无论如何，约翰和简分别接受了前往西南部偏远沙漠地区的指示，并拿出了一个神秘的目标。
329027,Acollim amb satisfacció l'establiment d'un sistema robust per rastrejar els resultats integrat al marc de monitorització CAADP.,我们欢迎建立一个强大的系统来跟踪纳入CAADP监测框架的结果。
337179,Diverses iniciatives nacionals i internacionals estan pressionant per a aconseguir una prohibició més primerenca d'aquestes substàncies.,不同的国家和国际行动正加紧对这些物质的早期禁令。
339685,"""Amb el temps i el suport ferm dels Estats Units, tenia la confiança que la democràcia a l'Iraq tindria èxit.",随着时间和坚定的美国支持，我相信伊拉克的民主会成功。
358731,"Tot i això, l'aplicació d'aquestes mesures depèn en gran mesura de l'eficàcia dels estudis de laboratori.",但是，这些措施的实施在很大程度上取决于实验室研究的有效性。
370290,"T'hauràs adonat que el Black Friday és aquí, cosa que significa que hi ha grans rebaixes que ofereixen descomptes en alguns dels millors jocs de PC que hi ha.",您可能已经注意到，黑色星期五就在这里，这意味着大量的销售正在为其中一些最好的PC游戏提供折扣。
396726,"I sí, et prometo que et quedaràs enrere com a DJ si no adoptes ara.",是的，我保证你会得到左后面作为一个DJ，如果你现在不采取。
438070,"Va afegir que els esdeveniments de la setmana passada mostren que la gent està decidida a resoldre les seves diferències pacíficament, però que no eren una amenaça per a la constitució o la seva autoritat com a cap d'Estat.",他补充说，过去一周发生的事件表明人们决心和平地解决他们的分歧，但他们并不是对宪法或他作为国家元首的权威的威胁。
