linea,tipo,razon,texto_original,porcentaje_automatico,detalles_base,detalles_avanzados,texto_catalan,texto_chino
44764,eliminacion_catalan,caracteres_problematicos: {'/'},Espero no necessitar explicar per què sempre has de seguir el segon enfocament/mètode.,,,,,
70725,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",Va “treballar” amb nosaltres cada dia durant 19 anys.,,,,,
190703,eliminacion_catalan,caracteres_problematicos: {'/'},Les propostes poden provenir de qualsevol tema/disciplina.,,,,,
290586,eliminacion_catalan,caracteres_problematicos: {'“'},“La lliçó més important de l'acord de pau colombià és que va molt més enllà dels temes tradicionals ...,,,,,
304501,eliminacion_catalan,caracteres_problematicos: {'“'},"“La majoria de la gent, quan pensa en l'aprenentatge automàtic, busca solucions completament automat...",,,,,
441858,eliminacion_catalan,caracteres_problematicos: {'%'},Aquesta manca de creixement de l'ocupació es va traduir que els gestors de subministraments esperave...,,,,,
495974,eliminacion_catalan,caracteres_problematicos: {'“'},Riley McCarthy: “Concentra't en tu mateix i en la persona que vols ser.,,,,,
507314,eliminacion_catalan,caracteres_problematicos: {'%'},"""En aquesta etapa de la cursa amb el VSC, enfrontant és probablement 80% el que cal fer.",,,,,
541236,eliminacion_catalan,caracteres_problematicos: {'—'},"—No, Marcia, no crec que s'hagi escapat.",,,,,
623204,eliminacion_catalan,caracteres_problematicos: {'”'},"Ha aconseguit alinear-se amb les institucions en què els brasilers encara creuen: religió, família i...",,,,,
643915,eliminacion_catalan,caracteres_problematicos: {'%'},"En algunes zones violentes d'Haití, el 50% de les joves han estat violades o agredides sexualment.",,,,,
759089,eliminacion_catalan,caracteres_problematicos: {'/'},Suport per a fins a 32 fonts d'interrupció/reinici,,,,,
768119,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",Llegir més: “La ciència subtil de vendre”,,,,,
771232,eliminacion_catalan,caracteres_problematicos: {'·'},"Tot i això, en els darrers anys els ordinadors s'han tornat tan bons jugant als escacs que els seus ...",,,,,
928137,eliminacion_catalan,caracteres_problematicos: {'·'},"Vint-i-set anys després del col·lapse de la Unió Soviètica, les perspectives d'integració de l'Àsia ...",,,,,
945042,eliminacion_catalan,caracteres_problematicos: {'”'},"Només necessitàvem guants, una bata de laboratori i cap equipament especial”, diu.",,,,,
1082416,eliminacion_catalan,"caracteres_problematicos: {'+', '>'}",> 330+ tasques: de molt simple a trencaclosques realment geomètrics,,,,,
1172092,eliminacion_catalan,caracteres_problematicos: {'§'},"Pel que fa a Europa, Correa considera que l'article 52 § 2 de la Convenció Europea de Patents és ""l'...",,,,,
1177484,eliminacion_catalan,caracteres_problematicos: {'%'},"Adidas ha subcontractat més del 90% de la fabricació a tercers, sobretot a Àsia.",,,,,
1277163,eliminacion_catalan,caracteres_problematicos: {'“'},"“Aportem productes realment forts, creativitat, experiència en màrqueting de mitjans de comunicació ...",,,,,
1346817,eliminacion_catalan,caracteres_problematicos: {'·'},"Si no voleu acceptar aquest nou número, teniu dret a cancel·lar el vostre número.",,,,,
1460460,eliminacion_catalan,caracteres_problematicos: {'%'},"També t'has d'adonar que jo era, al 100%, no la dona que era quan tenia 19 anys que soc ara.",,,,,
1575890,eliminacion_catalan,caracteres_problematicos: {'·'},"Es van casar el 19896 i es van traslladar a Botswana per feina, mentre l'economia col·lapsada de Zim...",,,,,
1679956,eliminacion_catalan,caracteres_problematicos: {'“'},“Aviat comprarem llibres i diaris directament a través d'Internet.,,,,,
1752244,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",“Els sistemes de defensa aèria russos no permeten que ningú ataqui sense pagar un preu.”.,,,,,
1756225,eliminacion_catalan,caracteres_problematicos: {'”'},"Vostès veuen l'opressió de les dones, nosaltres veiem la defensa de la modèstia.”.",,,,,
1773933,eliminacion_catalan,caracteres_problematicos: {'·'},"La nostra estrella, el sol, tindrà una mort tranquil·la.",,,,,
1806419,eliminacion_catalan,caracteres_problematicos: {'”'},"Es tracta d'avaluar com reacciona el material amb els líquids o en el cos”, diu Thomas Luxbacher.",,,,,
1924739,eliminacion_catalan,caracteres_problematicos: {'“'},“Un observador càndid sens dubte declararia que ja ho érem abans d'embarcar-nos en un experiment tan...,,,,,
1935494,eliminacion_catalan,caracteres_problematicos: {'‘'},"‘Si cuides dels ocells, t'ocupes de la majoria dels grans problemes del món.'",,,,,
