linea,catalan,chino
1990,Digues-li per què Oley ho tornaria a fer.,告诉她为什么奥利会再做一次。
3641,Què faré els propers tres dies per començar a resoldre el meu problema?,在接下来的三天里我将做什么来开始解决我的问题？
7306,"Només siguis com nosaltres: menja i vesteix-te, i no tractis d'entendre.",你就和我们一样——吃和穿，不要试图去理解。
45610,Acollim amb satisfacció la decisió de juny de 2013 d'ampliar el període de transició per a tots els països menys desenvolupats.,我们欢迎2013年6月关于延长所有最不发达国家的过渡期的决定。
66972,Ens vam menjar una merda rara el 2016.,我们在2016年吃了一些奇怪的狗屎。
80780,Al principi només vaig pensar que era genial de nou que la gent s'emportés els dinars quan sortia de casa.,起初我只是认为这是很酷再次让人们把他们的午餐与他们时，他们离开了家。
111196,"""Tenia centenars de comptes d'apostes en línia diferents.",“我有数百个不同的在线赌博帐户。
113263,Déu va decidir destruir la terra a causa de la maldat dels homes.,众神遂决定毁灭大地，用洪水来消灭犯罪的人类。
124592,"Un nou mes s'acosta, així que anem a jugar un joc senzill junts.",新的一个月快到了，让我们一起玩一个简单的游戏。
132367,Perquè la identitat real de Steve encara pot ser més interessant.,因为史蒂夫的真实身份可能更有趣。
132416,"A Llibres Vells ho van fer, però com podrien, a la vida?",在老书，但他们怎么能，在生活中？
134579,"En aquest blog, compartiré una mica sobre l'art 3D.",在这个博客中，我将分享一些关于3D艺术的东西。
136909,"Re: 31 Sí, això ajuda.",R：31是的，这有帮助。
154613,"De fet, ja estem utilitzant directament el contingut BIM als SIG.",实际上，我们已经在GIS中直接使用BIM内容。
180314,"Em van acomiadar, bàsicament per haver estat assetjada sexualment, però em van fer estupideses.",我被解雇了，基本上是因为性骚扰，但他们给我灌输了愚蠢的东西。
205582,Recolza Jet Budgets els valors no financers?,JetBudgets支持非财务价值吗？
214898,Vegeu el discurs complet dels Premis Attitude de Sam Smith a continuació.,在下面观看SamSmith的完整“态度奖”演讲。
216064,Pot allotjar-se còmodament en qualsevol dels nombrosos hotels de Seychelles.,你可以舒适地住在任何塞舌尔的众多酒店中。
262658,"""Hauries de veure el gilipolles que normalment se senti aquí"", escolto a un noi darrere meu dir sobre els meus seients.",您应该看到那些混蛋通常坐落在这里，”我听到一个人在我身后说关于我的座位。
264855,El Sol va fer de les seves i els planetes i els estels van fer de les seves.,太阳做了它的事，行星和彗星也做了它们的事。
278076,"Per produir un llibre potent, heu de triar un tema potent.",为了制作一本强大的书，你必须选择一个强大的主题。
298609,Compra les teves entrades per al Royal London Morning Tour aquí!,买你的票给皇家伦敦上午游览这里！
310036,Una altra distracció de Facebook i Google és que els mateixos models de negoci funcionaran a Àfrica i les nacions occidentals.,Facebook和谷歌的另一个疏忽是，同样的商业模式将在非洲和西方国家奏效。
312384,La ira de la seva parella o del seu fill no sol ser sobre vostè.,你的伴侣或孩子的愤怒通常与你无关。
313606,"Els grans problemes, com la contaminació atmosfèrica, requereixen mesures audaces, i fem una crida als fabricants d'automòbils i autobusos perquè s'uneixin a nosaltres.",空气污染这样的重大问题要求采取果敢的行动，我们在此呼吁汽车和公交车制造商与我们一道合作。
323076,"D'una banda, les empreses haurien d'assegurar-se l'ús de SSDP.",一方面，企业应该确保SSDP的安全使用。
323097,"""De sobte, no era només una granota blava; era una granota blava amb un ós de peluix sostenint una pilota de futbol"", diu.",“突然间，它不仅仅是整体的蓝色；这是一个蓝色的整体，一个泰迪熊举行足球，“她说。
333076,Sé que el meu exnòvio justificava el que feia perquè no era físic.,我知道我的前男友证明他所做的一切是正当的，因为这不是身体上的。
378269,Va dir que els llançaments sovint trobaven el mateix problema: la imatge del Pakistan.,他说，投球经常遇到同样的问题：巴基斯坦的形。
393469,"El Màster en Geografia Política se centra en tres conceptes fonamentals (geopolítica, globalització i governança) per explorar les geografies polítiques del nostre món globalitzat.",大师的在政治地理学重点放在三个核心概念（地缘政治，全球化和治理）来探索我们的全球化世界的政治地理。
405091,"Unes quantes infermeres negres van acabar servint a la Primera Guerra Mundial, però no perquè finalment fossin admeses al Cos d'Infermeres de l'Exèrcit.",一些黑人护士最终在第一次世界大战中服役，但不是因为他们最终被纳入陆军护士军团。
409926,"Acceptem el ""full de ruta"" de l'Orient Mitjà.",我们接受中东“路线图”。
417986,Et centres en els resultats (com jo).,你关注结果（像我一样）。
434401,Sempre heu d'utilitzar guàrdies en l'idioma que reconeix explícitament el risc d'efectes secundaris.,您必须始终使用语言中的guards明确承认副作用的风险。
437866,Però aquesta no és la millor estratègia per a totes les empreses.,但这并不是每家公司的最佳策略。
490584,Ni tan sols podia comprar correctament.,他连正确地购物都做不到。
504591,"Per això, només una mort humana real, de carn i ossos, podria satisfer el requisit de Déu.",这就是为什么只有一个真实的、有血肉之躯的人的死才能满足上帝的要求。
513119,"Em vaig quedar mirant durant uns quants minuts, però no va canviar de forma ni de posició.",我凝视了几分钟，但它并没有在形式或位置上发生变化。
554359,"El cap de béns arrels d'Amazon: ""Vull canviar la forma en què la gent treballa entre les quatre parets""",下一篇：亚马逊房地产主管：“我想改变人们在四面墙内工作的方式”
555203,Els altres semblaven estar malalts; dubtava si es veia molt millor.,其他的看起来好像要生病了；他怀疑如果他看起来好多了。
569753,"Per example, Google va idear un nou llenguatge anomenat Dart, però Microsoft diu: ""No, millorarem JavaScript"".",例如，Google推出了一种新的语言称为Dart，但微软表示，“不，我们将改进JavaScript。”
612183,"Estaràs despert cap a mitjans de gener, va dir, i t'has de quedar un mes com a mínim.",“你会在一月中旬起床，“他说，“你至少要呆上一个月。
616580,"""Quaranta-vuit hores és una idea interessant, però menys de 48 hores no puc creure, va dir.",“四零八小时是一个有趣的想法，但不到48个小时，我不能相信。
632714,"Tenint en compte els requisits ambientals dels consumidors, el pes total del producte i els materials d'embalatge també són molt importants per a dos factors.",考虑到消费者的环保要求，产品的整体重量和包装材料也是非常重要的两个因素。
665133,"A més, continuaran pensant que la raça blanca és un càncer, encara que ells mateixos siguin blancs.",此外，他们仍然认为白种人是癌症，即使他们本身就是白色的。
672148,"En altres paraules, no hem d'esperar que la Xina renunciï a la seva visió d'una millor qualitat de vida per als seus ciutadans, però sí que podem esperar que la Xina avanci cap a un camí més sostenible des del punt de vista mediambiental.",换言之，我们不应期望中国放弃改善人民生活质量的愿景，但是我们可以期望中国走上环境更加可持续的发展道路。
689088,Creiem que un coneixement profund dels reptes a què s'enfronta la seva pròpia comunitat l'ajudarà a formar solucions més sòlides.,我们相信，深入了解自己社区中面临的挑战将有助于提供更强大的解决方案。
723443,"El text és, per tant, el mateix (a l'original), però, per example, el començament podria ser vist com un o dos manaments, per les diferents esglésies.",文本，因此，相同的（在原），但是，举例来说，一开始可以被看作是一个或两个诫命的，由不同的教堂。
724880,Creus que aquesta ovella haurà de tenir una gran quantitat d'herba? Per què? Perquè on visc tot és molt petit...,你认为应该给这只绵羊很多草吗？”“为什么？”“因为我住的地方很小很小。
729066,El senador rus Andrey Klishas ha proposat el pla d'aïllament d'Internet com a esmena a una llei de comunicacions russa existent.,俄罗斯参议员AndreyKlishas提出了互联网隔离计划，作为对现有俄罗斯通信法的修正案。
