linea,catalan,chino
36097,Ningú sap què ha passat amb aquest nen i només Catherine pot trobar un nen petit.,没有人知道在这个孩子身上发生了什么事情，只有Catherine能够找到这个小孩。
63183,"Així, la Sra. Zysman podria convertir-se en la Sra. Abbott.",这样Zysman女士可能能成为Abbott夫人。
76851,"A més, el govern xinès també ha distribuït una bona part de les freqüències de ràdio necessàries.",中国政府也已经分配了相当一部分必要的无线电频率。
77204,"Quan estigui llest, vingui a Rússia o Ucraïna per conèixer les seves dones russes preferides en persona.",当您准备好，到俄罗斯或乌克兰人，以满足您最喜爱的俄罗斯妇女。
91428,Devem molt a la indústria de Sant Lluc.,我们欠了大量的圣卢克产业。
106116,"STEVE LIESMAN: Has de tenir nadons o has de tenir immigrants, d'una manera o altra.",STEVELIESMAN：你必须有婴儿，或者你必须有移民，不管怎样。
107706,"Si vull trobar plaer en aquesta feina durant els propers 50 anys, he de trobar maneres creatives de fer-ho.",如果我想在接下来的50年里在这份工作中找到乐趣，我必须找到富有创意的方法来做。
137130,"Per descomptat, només hi confiem si són auditats per les 4 principals empreses d'auditoria.",当然，只有当他们被四大审计公司审计时，我们才会信任他们。
137878,No em permet anar enlloc excepte a l'habitació del meu pis.,她不让我去任何地方，除了房间在我的地板上。
138360,Tenia cinc germans molt grans que probablement escorxarien algú viu si intentaven fer-li mal.,她有五个非常大的兄弟可能皮肤活着如果他们试图伤害她的人。
143035,Per això donem suport a projectes amb visió de futur com Carbon2Chem.,这就是为什么我们要支持像Carbon2Chem这样具有前瞻性的项目。
161829,Aquesta actualització permet a l'ordinador ajustar automàticament el rellotge de l'ordinador a la data correcta el 2012.,本更新程序能使您的计算机自动将计算机时钟调整至2012年的正确日期。
186735,El Comitè acull amb satisfacció la decisió del Tribunal Suprem Administratiu el desembre del 2014 que reconeix el dret dels nens amb discapacitat a viure a la comunitat.,委员会欢迎最高行政法院2014年12月承认残疾儿童有权在社区中生活的裁决。
212341,"També tinc una perspectiva millor a l'hora de crear estratègies de màrqueting dirigides als pares, perquè realment sé què volen els pares.",我在制定面向父母的营销策略时也有了更好的视角——因为我确实知道父母想要什么。
270733,"Com a comunitat mèdica, tenim el deure de provar aquests productes, avaluar-ne l'exactitud i, el que és més important, examinar-ne la capacitat per canviar els resultats, va dir.",“作为一个医学界，我们有责任测试这些产品，评估其准确性，更重要的是，检查他们改变结果的能力，“他说。
279821,Però el fet és que la majoria de nosaltres som molt menys rics que a principis del 2008.,但事实仍然是，我们大多数人比2008年初富裕得多。
296127,"R: En teoria, totes les empreses emergents ho necessiten.",答：理论上，所有上进的企业都需要。
312250,Hi ha un treball de recerca rellevant que va intentar identificar els usuaris de Twitter utilitzant dades de flickr.,有一篇相关的研究论文试图通过使用flickr的数据来识别twitter用户。
318004,Els egressats podran mantenir i millorar les cadenes de subministrament actuals a qualsevol negoci.,毕业生将能够在任何一个企业保持和改善当前的供应链。
336476,La literatura rellevant implica que les polítiques i les mesures poden induir el canvi tecnològic.,相关文献表明政策和措施可引发技术变化。
358974,"El joc és adequat per a qualsevol cas, ja sigui provant una estratègia local o una empresa a gran escala.",该游戏适合任何情况，无论是测试当地战略还是全面性公司。
385251,No hem de permetre que un petit nombre de manifestants radicals continuïn destruint les nostres llars i desbaratant les nostres vides.,我们不能让少数激进的示威者继续摧毁我们的家园，破坏我们的生活。
392542,He observat que els mosquits tenen el seu propi cervell.,我观察到蚊子有自己的大脑。
408366,La meva inclinació natural és voler retirar-me del meu marit perquè sembla una manera segura de manejar l'assumpte.,我的自然倾向是想要离开我的丈夫，因为这似乎是一个安全的方式来处理这个问题。
448193,Definitivament seria millor que sentir que has de creuar els dits.,这绝对比感觉你必须交叉手指更好。
449241,"Si fas saber al món que t'ha enganyat, el món se'n formarà una opinió.",如果你让全世界都知道他欺骗了你，世界就会形成对他的看法。
450251,"Això, de fet, forma part fonamental de la nostra missió:",这个，事实上，构成我们使命的一个基本部分：
454740,Vaig escriure un llibre sencer objectant la definició de dona només en relació sexual amb els homes.,“我写了一整本书，反对女性的定义只与男性发生性关系。
461517,"""YouTube vol matar el meu canal... Vaig a eliminar el meu canal una vegada PewDiePie arriba a 50 milions,"" va dir.",“YouTube希望杀死我的频道……一旦PewDiePie达到5000万，我将删除我的频道，”他说。
483003,Àfrica no té elecció!,非洲别无选择！
483160,"Tot i això, fa plans de futur estranys amb mi com si fos la seva xicota.",不过，他和我一起制定奇怪的未来计划，就像我是他女朋友一样。
487379,"Per a la seguretat d'aquesta infusió és la calma, perquè el meu pare recull els bolets i ho fa ell mateix.",因为这种输液的安全性是平静的，因为我父亲收集蘑菇并使其自己。
501255,"En altres paraules, cal recordar a algunes faccions radicals xineses que l'objectiu final és aconseguir una solució win-win per a tothom.",换句话说，某些中国激进的派系需要被提醒，我们的最终目标是为每个人实现一个双赢到多赢的解决方案。
503662,Molts estan demanant acció; les nacions del món i els innovadors estan explorant noves tecnologies per a la producció d'energia sostenible per evitar una catàstrofe global.,许多人要求采取行动；世界各国和创新者正在探索可持续能源生产的新技术，以防止全球性的灾难。
516538,"Si s'observa el que ha ocorregut en les últimes 12 hores amb Lloyds, hi ha inversors de tot el món que inverteixen en un banc britànic.",如果你看一下劳埃德在过去12小时内发生的事情，你将有来自世界各地的投资者投资一家英国银行。
540509,Exèrcit Republicà Irlandès segueix actiu?,爱尔兰共和军仍在活动？
545731,Aquest programa flexible us permet perseguir i desenvolupar els vostres interessos en tota la gamma de filosofia.,这个灵活的项目允许你在整个哲学范围内追求和发展你的兴趣。
546918,"Al principi, la clínica va intentar la divulgació a clubs i bars de Brooklyn, però ni un sol client va entrar gràcies a aquest enfocament.",最初，该诊所在布鲁克林的俱乐部和酒吧尝试外展，但没有一个客户通过这种方法进入。
548097,Només faig servir les dues mides més petites.,我只使用两个最小的尺寸。
554176,"Si ell mateix no sent la connexió, sí, la dona serà jutjada.",如果他自己感觉不到这种联系，是的，这女人将受到审判。
573609,"En anglès, quan diem elefant, en realitat ens referim a diverses espècies diferents.",用英语，当我们说“大象”时，实际上是指几种不同的物种。
573795,La interpretació tradicional de les normes de competència s'ha vist qüestionada per un enfocament més econòmic.,竞争规则的传统解释已经由一个更经济的做法提出质疑。
645216,"Els diners són només una eina, et portarà on vulguis; però no et reemplaçarà com a conductor.",金钱只是一种工具，它会带你去往任何你想去的地方，但不会取代你成为司机。
655921,No oblideu que comença des dels nois darrere.,不要忘记它从后面的人开始。
669624,"Al juny de 2011, 46.000 soldats nord-americans van ocupar l'Iraq.",至2011年6月时，有46000名美军占领着伊拉克。
670475,"La VampMob va haver d'haver espantat realment la gent, fer-los creure que realment érem una colla de terroristes.",VampMob必须让人们吓坏了，让他们认为我们真的是一群恐怖分子。
670710,"Però aquest impacte es pot estendre a la cadena de subministrament, estenent-se d'un extrem del consumidor a l'altre extrem de la fàbrica xinesa.",但这种影响可能会在供应链中蔓延，从一端的消费者扩展到另一端的中国工厂。
718951,"L'agost del 2017, Facebook va reconèixer la necessitat i va llançar la seva primera botiga de Facebook.",2017年8月，Facebook意识到了这一需求，并推出了其首个Facebook商店。
777263,Havia vist els fulletons que ell recollia.,她看到了他收集的小册子。
780533,"Quan prenem decisions, la nostra ment només té en compte les coses que coneix i, independentment de la seva qualitat i quantitat, l'únic que intenta fer amb elles és construir una història coherent.",当我们做出决定时，我们的思想只会考虑它所知道的事物，无论它们的质量和数量如何，它唯一要做的就是建立一个连贯的故事。
790476,"En alguns casos, les empreses també volen donar suport a un esdeveniment que el govern xinès considera molt significatiu.",在某些情况下，公司还希望支持中国政府认为非常重要的活动。
807106,Els governs i els votants també responen als incentius.,政府和选民也会对激励措施做出反应。
808718,"Ja sigui implícit o explícit, l'ex entenia què significava.",不管是隐式的还是显式的，前任明白这意味着什么。
813379,"El meu guia turístic va decidir portar-me a una zona que tenia una mica més de ""pobresa"" o més cases pobres, també conegudes com ""els projectes"".",我的导游决定带我去一个有点“贫穷”或更贫穷房屋的地方，也被称为“项目”。
837303,Molts dels seus pacients eren jueus pobres.,许多他的病人是贫穷的犹太人。
844713,Així que: tots aquests són problemes seriosos que enfronta la societat global (i els que vaig esmentar aquí en són només una petita fracció).,因此：这些都是全球社会面临的严重问题（我在这里提到的只是其中的一小部分）。
846329,"Igual que Google Chrome, aquesta és una de les àrees on el nou Microsoft Edge és millor.",就像GoogleChrome一样，这是新MicrosoftEdge最好的领域之一。
850589,"Durant anys, Kahn ha examinat com la gent percep i impacta el medi ambient.",卡恩多年来一直在研究人们如何看待和影响环境。
863182,"Tot i donar a conèixer l'informe, representants del govern federal han qüestionat els seus resultats.",尽管发布了这份报告，但联邦政府的代表们仍然对其结果提出了质疑。
882612,"D'una banda, Modi volia restablir els llaços amb els indoisraelians, de l'altra, molts es queixaven que havia oblidat els palestins.",一方面，莫迪想重新建立与印度以色列人的联系，另一方面，许多人抱怨说他已经忘记了巴勒斯坦人。
890125,quan es llança Carrara,但当你一启动Carrara
895163,Pots veure aquests divertits vídeos de gats a casa més tard.,你可以在家里看那些有趣的猫咪视频。
903506,Aquesta sola paraula no et ven a Warframe a l'instant?,单单这个词还不能让你立刻在Warframe上卖个好价钱吗？
915760,"Si trio pensar així en una botiga ia l'autopista, bé.",看，如果我选择在商店和高速公路上这样想，好的。
