linea,catalan,chino
11216,MJ: Obtingueu l'assessorament legal correcte.,MJ：获取正确的法律意见。
43112,"Això era el que tothom creia, el que tothom aprenia amb la llet de la seva mare.",这就是每个人都相信，每个人都学到了什么和他母亲的牛奶。
85333,"Fa poc vaig llegir una estadística que deia que si Brooklyn fos una ciutat separada,...",我最近读了一个统计数据，如果布鲁克林是一个单独的城市，那将是……
95651,"LH: Sí, vaig tenir molta sort, en primer lloc l'equip va fer una feina excepcional aquest cap de setmana.",LH：是的，我非常幸运，首先这个团队本周末做了出色的工作。
96646,Però això ho hem de fer abans que ho faci la Fundació.,但是我们必须在基金会做之前这样做。
100122,"No és clar on són els pares dels elefants, ni tan sols si algun dels nou està relacionat.",目前尚不清楚大象的父母在哪里，或者即使这九只大象中的任何一方是相关的。
133381,El senyal de Déu és el nen.,天主的标记是婴儿。
147062,Per això tenim totes aquestes llibreries obsoletes a la web.,这就是为什么我们在网上有所有这些过时的图书馆。
161349,Això és precisament el que diuen els experts al Manual de Tallinn.,这正是专家们在《塔林手册》中所说的。
178356,"Com a estudiant, podràs seleccionar qualsevol camp de l'enginyeria biomèdica.",作为一名学生，您将能够选择任何生物医学工程领域。
203435,"Per descomptat, les amenaces, la intimidació i la violència sempre han format part dels riscos per a qualsevol advocat que s'atreveixi a assumir el poder del Partit Comunista als seus propis tribunals.",当然，威胁，恐吓和暴力一直是任何律师敢于在自己的法庭上承担共产党的力量的风险的一部分。
227222,'Hem de parlar fort perquè tothom sàpiga el que està passant a Acari en aquest moment.,“我们必须大声疾呼，让所有人知道目前阿卡利发生了什么事。
228734,Encara no se sap el destí de fins a dones i nenes.,大约3000名妇女和女孩的命运仍然不明。
235273,Tot això demostra que hi ha una comunitat activa construïda al voltant de VS Code.,这一切表明，围绕VSCode已经构建起了一个活跃的社区。
237434,Veiem passar part d'un camió o part d'un edifici.,我们看到一辆卡车的一部分经过，或者一栋建筑的一部分。
240354,Parlo amb una mica d'experiència: tant el meu pare com la meva àvia van ser assolats per la demència a les etapes finals de les seves vides.,我说的有点经验：我的父亲和祖母在他们生命的最后阶段都被痴呆症蹂躏。
295093,"Ja no necessita el costós Adobe Acrobat, el nostre convertidor us estalviarà diners.",您不再需要使用昂贵的AdobeAcrobat，我们的转换器将节省您的资金。
320292,"Simplement no volia que una altra dona, cap dona, estigués allà mentre vivia.",她只是不想要别的女人——任何女人——在她活着的时候。
326065,La nit ve per nosaltres (19 d'octubre),黑夜降临TheNightComesForUs（10月19日）
345975,Spotify està actuant com si fos el 1995.,Spotify表现得像1995年的自我。
350154,"Per tant, haurien d'organitzar-se per a la venda en el mercat, en altres paraules, com a mercaderies.",于是，它们必须被组织起来在市场上出售——换言之，它们必须成为商品。
351497,Hi ha nombrosos bancs que poden actuar com a administradors de la seva HSA.,有许多银行可以作为您的HSA管理员。
379527,"El govern de Bagdad també ha fet un pas endavant, afegint més de 100.000 nous soldats i policies iraquians durant l'any passat.",巴格达的伊拉克政府也迈出了前进的步伐──在过去一年里增加了10万多名伊拉克士兵与警察。
393719,L'impacte que aquests incendis devastadors estan tenint a tanta gent és impensable i ens ha tocat a tots.,这些毁灭性的火灾是有这么多的人的影响是不可想象的，并已经触及了我们所有人。
404483,"Això ho fa perfecte per protegir la seva privadesa a casa, així com en WiFi públic.",这使它非常适合在家中以及在公共WiFi上保护您的隐私。
404890,"""Vaig pensar que era molt interessant que els francesos no canviessin els seus uniformes durant més de 40 anys i que els haguessin de canviar per a la guerra"", va dir Brownell.",“我认为这是非常有趣的是，法国并没有改变他们的制服40多年，实际上不得不改变他们的战争，”布劳内尔说。
425356,"I així vaig aprendre física ràpidament, parlant amb bons físics per saber què estava passant.",所以我快速学习物理学，与好的物理学家交谈，以了解发生了什么。
447878,"També es va dir que si el feixisme arribés alguna vegada als Estats Units, vindria disfressat de socialisme.",也有人说，如果法西斯主义曾经来到美国，它会伪装成社会主义。
474800,"Una aplicació veritablement monoús serà, en gran part a causa de la seva pròpia naturalesa, força senzilla d'utilitzar.",一个真正的单一用途的应用程序，在很大程度上由于它的性质，将是相当简单的使用。
487008,Els governs i els legisladors saben des de fa dècades que la caixa de Pandora de vegades és millor deixar-la tancada.,几十年来，政府和立法者都知道“潘多拉的盒子”有时候最好还是不要打开。
491595,Sembla que els pollastres són sempre els primers a anar a les disputes comercials.,似乎鸡总是第一个参与贸易纠纷的人。
522807,"Tot això, gaudint d'un alt nivell d'autonomia i independència!",所有这些，同时享有高度自治和独立性！
532629,Això fa que la caixa del disjuntor sigui un lloc ideal des del qual gestionar l'ús de l'energia.,这使断路器箱成为管理能源使用的理想场所。
534791,"Tot i que la violència no és necessària per a individus harmoniosos, la violència estatal (policia, presons, etc.) es mantindrà en reserva per a la resistència a qualsevol violència imprevista de persones i grups.",虽然和谐个体不需要暴力，但国家暴力（如警察，监狱等）将留作预备来抗击个人和群体的任何不可预见的暴力。
541684,"Però també hi ha molta pressió, perquè tot està a Salina.",但压力也很大，因为一切都在萨利娜身上。
549993,"Per contra, Tara era un ocell matutí; solia despertar-se d'hora al matí.",相反，塔拉是一只早起的鸟儿；她过去常常在早晨醒来。
553823,Hauríem d'estar oberts a pensar en un nou conjunt d'acords financers -- una millor democràcia financera -- que pugui restaurar la confiança del públic en els principis econòmics propugnats per Washington fa més de dos segles.,我们应该乐于考虑建立一套新的金融制度，一个更好的金融民主制度，它应该能够重建公众对华盛顿两个多世纪以前拥护的经济原则的信念。
556332,"LH: En primer lloc, vull donar una gran enhorabona a tots els membres de l'equip, a tots els socis, a tots a la fàbrica ia tots els presents.",LH：首先，我要向团队中的每个人，所有合作伙伴，每个回到工厂的人以及所有人表示衷心的祝贺。
559152,"Anna i Karenin no sacrifiquen el seu veritable jo, però són incapaços d'assolir-los a causa del seu matrimoni.",安娜和卡列宁不牺牲自己的真实的自我，但无法达到他们，因为他们的婚姻。
613131,Fins i tot els ingressos Canadà va exigir tot tipus de proves que jo sóc el pare del meu fill.,甚至加拿大税务局也要求提供各种证据证明我是我孩子的父亲。
613183,"Meravellosament, les noies van absorbir les obres d'art que van veure, fins i tot adoptant la seva filosofia a les seves vides.",奇妙的是，女孩们吸收了他们所看到的艺术品，甚至将其哲学融入到他们的生活中。
622714,Financem el nostre equip de notícies reunint moltes petites contribucions dels nostres lectors.,我们通过汇集读者的许多小小贡献来资助我们的新闻团队。
639267,Però sobretot estic entusiasmat amb el futbol escocès perquè realment crec que construirem la nostra selecció nacional al voltant d'aquest noi durant molts anys.,但最重要的是，我为苏格兰足球感到兴奋，因为我真的相信，我们将围绕着这个男孩建设我们的国家队，在未来许多、许多年里，我们将不断成长。
680633,"Per tant, torno a proposar que rebi al meu Ministre d'Afers exteriors el dimarts 22 d'agost, però a tot tardar el dimecres 23 d'agost.",我在此再次提议您在8月22日星期二接见我的外交部长，至迟不晚于8月23日星期三。
687586,El nou govern laborista elegit a l'octubre de 1964 no era més conscient de la importància del petroli de la Mar del Nord que l'anterior administració conservadora.,新工党政府1964年10月当选没有意识到北海石油的重要性超过前面的保守的政府。
697345,"Quan estigui acabat, el MAV pesarà 18 tones i portarà 33 tones addicionals de combustible per enlairar-se de Mart.",完成后，MAV将重达18吨，并将携带额外的33吨燃料从火星起飞。
698293,"Poc després, el 2005, els accionistes van aprovar canvis en les polítiques d'inversió de la Companyia per permetre-la invertir els seus actius a tot el món sense restriccions geogràfiques.",此后不久，在2005年，股东批准对本公司投资政策的变更，以允许本公司在全球范围内投资其资产而没有地域限制。
724912,Crec que per això no participen en el mateix procés que ells mateixos han establert.,“我相信，这就是为什么他们没有参与他们自己建立起来的程序。
734027,"Per això, quan els dissenyadors creen alguna cosa, han de buscar l'opinió d'altres persones: altres dissenyadors, grups d'interès, usuaris.",这就是为什么当设计师创造一些东西时，他们需要从其他人那里寻求反馈——其他设计师、利益相关者、用户。
758835,Luke Perry està llest per al Dylan 'fer-ho de nou: 'M'agradaria tornar' a '90210',卢克·佩里为迪伦做好了准备’再做一次：’我想回到’90210′
789636,"""La utilització de l'espai subterrani és una opció per a Singapur.""",“地下空间利用是新加坡的一个选择。”
798003,"Així que ara com ara, els europeus i altres estan fent plans de contingència.",所以现在，欧洲人和其他人正在制定应急计划。
800637,"Però el que és més significatiu és com funciona aquest codi: en lloc de mig milió de línies de codi estadístic, és una xarxa neuronal que ha estat entrenada per traduir.",不过，更重要的是这段代码是如何工作的：相比于五十万行统计意义上的代码，这是一个经过训练以用于翻译的神经网络。
826402,Una és la cooperació econòmica i l'altra és la cooperació per a la innovació.,一个是经济合作，另一个是创新合作。
828192,"Mentre les dues dones s'allunyaven, en Leo els va dir que l'oferta de sopar seguia dreta.",当两个女人走了里奥告诉他们晚餐提供还在继续。
835724,Això vol dir que els proveïdors d'atenció mèdica han de posar-se en contacte amb el nostre departament de salut local.,这意味着医疗保健提供者必须联系我们当地的卫生部门。
853592,Per què la teva cara es torna vermella mentre...,为什么喝醉酒会脸红？（WhyDoesYourFaceTurnRedWhenYou……
859395,"Per a les diferents parts interessades de tot el sistema d'educació superior, ara és fonamental reimaginar com liderem i estructurem l'educació superior.",对整个高等教育系统不同的利益相关者来说，现在至关重要的是：需要重新思考我们如何领导和建构高等教育。
888894,"Els meus missatges arribaran de cent maneres, mil moments, al llarg d'un milió d'anys.",我的信息将以一百种形式、一千个时刻、在一百万年间到来。
897104,Tots els factors d'èxit o fracàs són al teu món interior.,所有成功或是失败的因素都存在于你的内在世界里。
904972,"El CPS deu a tot el país una enorme disculpa, va dir, per haver malbaratat els diners públics i haver-lo fet passar dos anys i mig de greu estrès pel que era una broma.",“CPS欠全国一个巨大的道歉，”她说，“因为浪费了公共资金，让他经历了两年半的严重压力，因为这是一个笑话。
922015,Podeu imaginar un futur different del present.,他能构想出一个不同于现在的未来。
941243,El model LP64 és àmpliament utilitzat en sistemes UNIX.,LP64模型广泛用于UNIX系统。
941643,"Els professors no volen que simplement entris a Google i escriguis una pregunta, i després facis servir el primer lloc que trobis.",老师不希望你简单地进入谷歌，输入一个问题，然后使用你找到的第一个网站。
942159,"Ningú t'ha posat un peu al metro, no has fet res de dolent i el cos reacciona.",没有人你踏上在地铁里，没有做错任何事，并且身体的反应。
947353,"Els avenços tecnològics continuaran fent que la navegació sigui més segura i eficient, però finalment no substituiran els mestres humans i les tripulacions que serveixen als vaixells comercials actuals.",技术的进步将继续使航运更安全、更高效，但它们最终不会取代目前商船上的人类船长和船员。
948426,"REBNY va presentar una carta d'oposició contra el projecte de llei al juny de 2017, demanant una legislació que exclogués ""les ciutats amb més d'un milió de residents"".",REBNY于2017年6月提交反对该法案的反对信，要求立法排除“居民超过一百万的城市”。
956676,"Quan el B2B per aprofundir encara més, les peces han de controlar la tecnologia central, la gent està disposada a acompanyar-te a jugar.",当B2B进一步深化，零部件必须掌控核心技术“人家才愿意陪你玩”。
958359,El món avança cada dia i veiem com les velles barreres s'estan trencant per donar pas a un món digital i connectat.,世界每天都在进步，我们看到旧的障碍正在被打破，并为数字化和互联的世界让路。
960326,Les eleccions de meitat de període proporcionen un bon moment per fer balanç de l'agenda de comerç de Trump: què ha fet fins ara i què podria fer després?,中期选举为评估特朗普的贸易议程提供了一个好时机：他迄今为止做了什么，下一步可能要做什么？
